Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																
Республики Беларусь ежедневно, за период с 01.01.2007 по 31.12.2007																																
																																
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 крона (EEK)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
15.04.2007	 1 783,81 	 1 482,45 	 428,07 	 388,87 	 2 144,00 	 2 899,22 	 755,16 	 32,58 	 17,59 	 1 888,24 	 185,29 	 7 415,09 	 56,35 	 4 109,25 	 839,62 	 172,42 		 357,69 		 83,01 	 3 250,95 	 1 413,32 				 4 258,31 	 103,81 	 312,43 	 1 770,15 		 180,86 	 15,90 
16.04.2007	 1 783,81 	 1 482,45 	 428,07 	 388,87 	 2 144,00 	 2 899,22 	 755,16 	 32,58 	 17,59 	 1 888,24 	 185,29 	 7 415,09 	 56,35 	 4 109,25 	 839,62 	 172,42 		 357,69 		 83,01 	 3 250,95 	 1 413,32 				 4 258,31 	 103,81 	 312,43 	 1 770,15 		 180,86 	 15,90 
17.04.2007	 1 783,81 	 1 482,45 	 428,07 	 388,87 	 2 144,00 	 2 899,22 	 755,16 	 32,58 	 17,59 	 1 888,24 	 185,29 	 7 415,09 	 56,35 	 4 109,25 	 839,62 	 172,42 		 357,69 		 83,01 	 3 250,95 	 1 413,32 				 4 258,31 	 103,81 	 312,43 	 1 770,15 		 180,86 	 15,90 
18.04.2007	 1 783,81 	 1 482,45 	 428,07 	 388,87 	 2 144,00 	 2 899,22 	 755,16 	 32,58 	 17,59 	 1 888,24 	 185,29 	 7 415,09 	 56,35 	 4 109,25 	 839,62 	 172,42 		 357,69 		 83,01 	 3 250,95 	 1 413,32 				 4 258,31 	 103,81 	 312,43 	 1 770,15 		 180,86 	 15,90 
19.04.2007	 1 793,78 	 1 491,43 	 426,67 	 391,43 	 2 144,00 	 2 917,66 	 766,26 	 33,02 	 17,55 	 1 895,75 	 186,49 	 7 414,84 	 56,35 	 4 145,80 	 845,03 	 172,14 		 360,53 		 83,27 	 3 263,25 	 1 419,26 				 4 313,19 	 104,36 	 317,09 	 1 781,25 		 180,69 	 15,90 
20.04.2007	 1 780,48 	 1 489,10 	 426,50 	 390,80 	 2 144,00 	 2 912,62 	 763,19 	 32,96 	 17,63 	 1 898,02 	 186,17 	 7 414,58 	 56,35 	 4 139,40 	 843,58 	 172,11 		 359,21 		 83,21 	 3 272,75 	 1 418,46 				 4 294,97 	 104,00 	 315,80 	 1 782,80 		 182,03 	 15,90 
21.04.2007	 1 789,79 	 1 491,76 	 426,29 	 391,56 	 2 145,00 	 2 917,31 	 768,65 	 32,99 	 17,73 	 1 899,49 	 186,49 	 7 418,30 	 56,37 	 4 154,16 	 845,07 	 172,67 		 359,91 		 83,39 	 3 273,14 	 1 419,97 				 4 293,75 	 104,13 	 317,21 	 1 776,62 		 180,76 	 15,91 
22.04.2007	 1 789,79 	 1 491,76 	 426,29 	 391,56 	 2 145,00 	 2 917,31 	 768,65 	 32,99 	 17,73 	 1 899,49 	 186,49 	 7 418,30 	 56,37 	 4 154,16 	 845,07 	 172,67 		 359,91 		 83,39 	 3 273,14 	 1 419,97 				 4 293,75 	 104,13 	 317,21 	 1 776,62 		 180,76 	 15,91 
23.04.2007	 1 789,79 	 1 491,76 	 426,29 	 391,56 	 2 145,00 	 2 917,31 	 768,65 	 32,99 	 17,73 	 1 899,49 	 186,49 	 7 418,30 	 56,37 	 4 154,16 	 845,07 	 172,67 		 359,91 		 83,39 	 3 273,14 	 1 419,97 				 4 293,75 	 104,13 	 317,21 	 1 776,62 		 180,76 	 15,91 
24.04.2007	 1 786,36 	 1 487,47 	 426,02 	 390,42 	 2 145,00 	 2 909,37 	 769,85 	 33,20 	 17,72 	 1 908,96 	 185,93 	 7 418,04 	 56,37 	 4 144,53 	 842,61 	 172,74 		 359,17 		 83,26 	 3 272,80 	 1 417,62 				 4 287,85 	 103,80 	 316,42 	 1 773,09 		 181,06 	 15,91 
25.04.2007	 1 771,02 	 1 487,78 	 426,17 	 390,45 	 2 145,00 	 2 908,94 	 767,88 	 33,10 	 17,72 	 1 912,11 	 185,92 	 7 418,30 	 56,37 	 4 158,59 	 842,56 	 172,50 		 359,33 		 83,22 	 3 267,93 	 1 415,84 				 4 283,03 	 103,74 	 316,41 	 1 775,74 		 180,96 	 15,91 
26.04.2007	 1 786,46 	 1 496,39 	 426,57 	 392,74 	 2 145,00 	 2 926,53 	 773,45 	 33,35 	 17,73 	 1 913,21 	 187,03 	 7 418,30 	 56,37 	 4 181,69 	 847,54 	 173,12 		 361,16 		 83,48 	 3 269,24 	 1 419,21 				 4 298,26 	 104,08 	 318,26 	 1 781,93 		 180,96 	 15,91 
27.04.2007	 1 784,53 	 1 496,60 	 426,93 	 392,85 	 2 145,00 	 2 927,17 	 776,11 	 33,49 	 17,80 	 1 921,44 	 187,07 	 7 418,30 	 56,37 	 4 192,73 	 847,74 	 173,82 		 359,74 		 83,48 	 3 277,13 	 1 416,82 				 4 296,97 	 104,01 	 319,32 	 1 780,75 		 180,32 	 15,91 
28.04.2007	 1 774,45 	 1 493,47 	 428,19 	 392,01 	 2 145,00 	 2 920,85 	 772,61 	 33,37 	 17,90 	 1 916,63 	 186,67 	 7 418,30 	 56,37 	 4 184,55 	 845,85 	 174,11 		 359,15 		 83,32 	 3 270,97 	 1 412,86 				 4 277,24 	 104,07 	 319,58 	 1 778,68 		 179,67 	 15,91 
29.04.2007	 1 774,45 	 1 493,47 	 428,19 	 392,01 	 2 145,00 	 2 920,85 	 772,61 	 33,37 	 17,90 	 1 916,63 	 186,67 	 7 418,30 	 56,37 	 4 184,55 	 845,85 	 174,11 		 359,15 		 83,32 	 3 270,97 	 1 412,86 				 4 277,24 	 104,07 	 319,58 	 1 778,68 		 179,67 	 15,91 
30.04.2007	 1 774,45 	 1 493,47 	 428,19 	 392,01 	 2 145,00 	 2 920,85 	 772,61 	 33,37 	 17,90 	 1 916,63 	 186,67 	 7 418,30 	 56,37 	 4 184,55 	 845,85 	 174,11 		 359,15 		 83,32 	 3 270,97 	 1 412,86 				 4 277,24 	 104,07 	 319,58 	 1 778,68 		 179,67 	 15,91 
01.05.2007	 1 774,45 	 1 493,47 	 428,19 	 392,01 	 2 145,00 	 2 920,85 	 772,61 	 33,37 	 17,90 	 1 916,63 	 186,67 	 7 418,30 	 56,37 	 4 184,55 	 845,85 	 174,11 		 359,15 		 83,32 	 3 270,97 	 1 412,86 				 4 277,24 	 104,07 	 319,58 	 1 778,68 		 179,67 	 15,91 
02.05.2007	 1 774,45 	 1 493,47 	 428,19 	 392,01 	 2 145,00 	 2 920,85 	 772,61 	 33,37 	 17,90 	 1 916,63 	 186,67 	 7 418,30 	 56,37 	 4 184,55 	 845,85 	 174,11 		 359,15 		 83,32 	 3 270,97 	 1 412,86 				 4 277,24 	 104,07 	 319,58 	 1 778,68 		 179,67 	 15,91 
03.05.2007	 1 770,16 	 1 489,48 	 428,02 	 390,94 	 2 145,00 	 2 912,91 	 773,03 	 33,38 	 17,85 	 1 928,52 	 186,18 	 7 418,04 	 56,37 	 4 167,07 	 843,71 	 173,97 		 358,78 		 83,28 	 3 273,72 	 1 404,35 				 4 278,10 	 103,57 	 318,12 	 1 764,05 		 178,89 	 15,91 
04.05.2007	 1 768,23 	 1 492,64 	 427,72 	 391,76 	 2 145,00 	 2 919,02 	 777,70 	 33,60 	 17,92 	 1 936,10 	 186,57 	 7 418,04 	 56,37 	 4 187,82 	 844,99 	 174,75 		 359,34 		 83,37 	 3 262,18 	 1 408,68 				 4 275,84 	 103,69 	 319,39 	 1 771,78 		 178,48 	 15,91 
05.05.2007	 1 757,93 	 1 488,45 	 427,16 	 390,67 	 2 145,00 	 2 911,52 	 777,10 	 33,65 	 17,99 	 1 939,51 	 186,07 	 7 417,78 	 56,37 	 4 181,29 	 843,21 	 175,89 		 358,02 		 83,24 	 3 266,83 	 1 411,28 				 4 261,04 	 103,62 	 318,11 	 1 767,10 		 178,35 	 15,91 
06.05.2007	 1 757,93 	 1 488,45 	 427,16 	 390,67 	 2 145,00 	 2 911,52 	 777,10 	 33,65 	 17,99 	 1 939,51 	 186,07 	 7 417,78 	 56,37 	 4 181,29 	 843,21 	 175,89 		 358,02 		 83,24 	 3 266,83 	 1 411,28 				 4 261,04 	 103,62 	 318,11 	 1 767,10 		 178,35 	 15,91 
07.05.2007	 1 757,93 	 1 488,45 	 427,16 	 390,67 	 2 145,00 	 2 911,52 	 777,10 	 33,65 	 17,99 	 1 939,51 	 186,07 	 7 417,78 	 56,37 	 4 181,29 	 843,21 	 175,89 		 358,02 		 83,24 	 3 266,83 	 1 411,28 				 4 261,04 	 103,62 	 318,11 	 1 767,10 		 178,35 	 15,91 
08.05.2007	 1 768,55 	 1 491,91 	 427,72 	 391,57 	 2 145,00 	 2 917,95 	 778,61 	 33,81 	 18,06 	 1 939,86 	 186,51 	 7 418,04 	 56,51 	 4 189,86 	 845,17 	 176,54 		 359,45 		 83,35 	 3 261,30 	 1 417,15 				 4 282,49 	 103,57 	 318,13 	 1 772,95 		 178,86 	 15,91 
09.05.2007	 1 779,38 	 1 488,60 	 427,08 	 390,67 	 2 145,00 	 2 911,73 	 776,50 	 33,71 	 17,92 	 1 947,88 	 186,08 	 7 417,78 	 56,51 	 4 179,25 	 843,24 	 176,83 		 358,25 		 83,35 	 3 268,38 	 1 415,89 				 4 273,81 	 103,13 	 317,14 	 1 765,07 		 178,98 	 15,91 
10.05.2007	 1 779,38 	 1 488,60 	 427,08 	 390,67 	 2 145,00 	 2 911,73 	 776,50 	 33,71 	 17,92 	 1 947,88 	 186,08 	 7 417,78 	 56,51 	 4 179,25 	 843,24 	 176,83 		 358,25 		 83,35 	 3 268,38 	 1 415,89 				 4 273,81 	 103,13 	 317,14 	 1 765,07 		 178,98 	 15,91 
11.05.2007	 1 784,32 	 1 485,20 	 427,50 	 389,85 	 2 145,00 	 2 904,87 	 775,04 	 33,53 	 17,82 	 1 937,32 	 185,68 	 7 418,04 	 56,51 	 4 168,69 	 841,46 	 176,69 		 356,50 		 83,21 	 3 260,25 	 1 415,84 				 4 271,12 	 102,87 	 315,87 	 1 761,73 		 178,30 	 15,91 
12.05.2007	 1 778,10 	 1 478,19 	 427,06 	 387,96 	 2 145,00 	 2 891,14 	 765,01 	 33,62 	 17,80 	 1 929,04 	 184,79 	 7 417,78 	 56,51 	 4 151,35 	 837,38 	 176,54 		 354,04 		 82,95 	 3 259,20 	 1 411,88 				 4 241,63 	 102,29 	 313,56 	 1 758,99 		 178,94 	 15,91 
13.05.2007	 1 778,10 	 1 478,19 	 427,06 	 387,96 	 2 145,00 	 2 891,14 	 765,01 	 33,62 	 17,80 	 1 929,04 	 184,79 	 7 417,78 	 56,51 	 4 151,35 	 837,38 	 176,54 		 354,04 		 82,95 	 3 259,20 	 1 411,88 				 4 241,63 	 102,29 	 313,56 	 1 758,99 		 178,94 	 15,91 
14.05.2007	 1 778,10 	 1 478,19 	 427,06 	 387,96 	 2 145,00 	 2 891,14 	 765,01 	 33,62 	 17,80 	 1 929,04 	 184,79 	 7 417,78 	 56,51 	 4 151,35 	 837,38 	 176,54 		 354,04 		 82,95 	 3 259,20 	 1 411,88 				 4 241,63 	 102,29 	 313,56 	 1 758,99 		 178,94 	 15,91 
15.05.2007	 1 788,29 	 1 484,89 	 427,50 	 389,81 	 2 145,00 	 2 904,54 	 772,32 	 33,55 	 17,87 	 1 928,70 	 185,62 	 7 417,78 	 56,52 	 4 169,91 	 841,03 	 175,10 		 354,68 		 83,12 	 3 254,37 	 1 415,42 				 4 249,14 	 102,77 	 314,66 	 1 758,70 		 178,35 	 15,91 
16.05.2007	 1 783,57 	 1 484,63 	 427,16 	 389,68 	 2 145,00 	 2 903,79 	 768,84 	 33,72 	 17,98 	 1 938,98 	 185,59 	 7 418,30 	 56,52 	 4 171,12 	 840,58 	 174,46 		 354,45 		 83,16 	 3 259,35 	 1 412,62 				 4 240,34 	 102,64 	 315,88 	 1 760,43 		 178,22 	 15,91 
17.05.2007	 1 782,82 	 1 491,50 	 427,55 	 391,47 	 2 145,00 	 2 917,20 	 771,08 	 34,07 	 17,93 	 1 951,33 	 186,44 	 7 418,04 	 56,52 	 4 189,45 	 844,90 	 173,68 		 357,02 		 83,34 	 3 256,13 	 1 411,32 				 4 260,94 	 103,27 	 317,49 	 1 765,65 		 178,25 	 15,91 
18.05.2007	 1 771,02 	 1 484,58 	 427,59 	 389,58 	 2 145,00 	 2 903,58 	 765,50 	 34,08 	 17,78 	 1 943,29 	 185,58 	 7 418,30 	 56,52 	 4 170,31 	 840,93 	 173,05 		 355,54 		 83,12 	 3 263,51 	 1 406,97 				 4 241,63 	 103,21 	 315,20 	 1 755,68 		 177,37 	 15,91 
19.05.2007	 1 765,87 	 1 481,25 	 427,72 	 388,81 	 2 145,00 	 2 897,89 	 764,32 	 34,04 	 17,85 	 1 960,96 	 185,22 	 7 418,55 	 56,52 	 4 163,43 	 839,28 	 172,43 		 354,63 		 82,98 	 3 253,45 	 1 404,81 				 4 241,42 	 102,90 	 314,89 	 1 751,23 		 176,86 	 15,91 
20.05.2007	 1 765,87 	 1 481,25 	 427,72 	 388,81 	 2 145,00 	 2 897,89 	 764,32 	 34,04 	 17,85 	 1 960,96 	 185,22 	 7 418,55 	 56,52 	 4 163,43 	 839,28 	 172,43 		 354,63 		 82,98 	 3 253,45 	 1 404,81 				 4 241,42 	 102,90 	 314,89 	 1 751,23 		 176,86 	 15,91 
21.05.2007	 1 765,87 	 1 481,25 	 427,72 	 388,81 	 2 145,00 	 2 897,89 	 764,32 	 34,04 	 17,85 	 1 960,96 	 185,22 	 7 418,55 	 56,52 	 4 163,43 	 839,28 	 172,43 		 354,63 		 82,98 	 3 253,45 	 1 404,81 				 4 241,42 	 102,90 	 314,89 	 1 751,23 		 176,86 	 15,91 
22.05.2007	 1 763,73 	 1 481,35 	 428,14 	 388,76 	 2 145,00 	 2 897,47 	 767,28 	 33,97 	 17,85 	 1 979,24 	 185,18 	 7 446,11 	 56,52 	 4 161,82 	 838,74 	 172,15 		 354,74 		 83,01 	 3 249,10 	 1 406,83 				 4 232,51 	 102,81 	 314,43 	 1 747,81 		 176,86 	 15,91 
23.05.2007	 1 764,16 	 1 476,56 	 427,29 	 387,47 	 2 145,00 	 2 887,92 	 765,09 	 34,17 	 17,87 	 1 979,88 	 184,58 	 7 446,62 	 56,52 	 4 147,73 	 836,39 	 172,15 		 354,66 		 82,87 	 3 244,70 	 1 398,99 				 4 231,76 	 102,57 	 313,67 	 1 743,97 		 176,59 	 15,91 
24.05.2007	 1 761,58 	 1 471,85 	 427,21 	 386,31 	 2 145,00 	 2 878,91 	 758,38 	 34,49 	 17,88 	 1 971,69 	 183,98 	 7 446,62 	 56,52 	 4 135,34 	 833,27 	 171,94 		 354,24 		 82,83 	 3 245,06 	 1 400,40 				 4 234,66 	 101,89 	 313,16 	 1 743,48 		 176,06 	 15,91 
25.05.2007	 1 763,73 	 1 473,26 	 426,14 	 386,69 	 2 145,00 	 2 881,38 	 759,20 	 34,65 	 17,80 	 1 979,33 	 184,19 	 7 446,37 	 56,52 	 4 138,53 	 834,27 	 171,94 		 355,23 		 82,82 	 3 246,93 	 1 404,58 				 4 260,61 	 102,01 	 313,69 	 1 745,39 		 176,57 	 15,91 
26.05.2007	 1 754,82 	 1 473,42 	 426,36 	 386,76 	 2 145,00 	 2 881,91 	 756,64 	 34,47 	 17,78 	 1 977,41 	 184,20 	 7 454,13 	 56,52 	 4 139,73 	 834,63 	 172,71 		 355,39 		 82,77 	 3 247,38 	 1 403,98 				 4 257,50 	 101,89 	 313,28 	 1 747,53 		 176,80 	 15,91 
27.05.2007	 1 754,82 	 1 473,42 	 426,36 	 386,76 	 2 145,00 	 2 881,91 	 756,64 	 34,47 	 17,78 	 1 977,41 	 184,20 	 7 454,13 	 56,52 	 4 139,73 	 834,63 	 172,71 		 355,39 		 82,77 	 3 247,38 	 1 403,98 				 4 257,50 	 101,89 	 313,28 	 1 747,53 		 176,80 	 15,91 
28.05.2007	 1 754,82 	 1 473,42 	 426,36 	 386,76 	 2 145,00 	 2 881,91 	 756,64 	 34,47 	 17,78 	 1 977,41 	 184,20 	 7 454,13 	 56,52 	 4 139,73 	 834,63 	 172,71 		 355,39 		 82,77 	 3 247,38 	 1 403,98 				 4 257,50 	 101,89 	 313,28 	 1 747,53 		 176,80 	 15,91 
29.05.2007	 1 757,29 	 1 475,65 	 426,65 	 387,34 	 2 145,00 	 2 886,10 	 758,73 	 34,65 	 17,62 	 1 984,82 	 184,46 	 7 454,39 	 56,52 	 4 146,13 	 835,92 	 173,12 		 356,66 		 82,86 	 3 245,88 	 1 404,30 				 4 254,61 	 101,91 	 313,45 	 1 747,31 		 176,29 	 15,91 
30.05.2007	 1 757,72 	 1 477,58 	 426,65 	 387,88 	 2 145,00 	 2 889,85 	 756,91 	 34,69 	 17,59 	 1 982,90 	 184,68 	 7 440,17 	 56,43 	 4 151,75 	 836,89 	 173,40 		 357,12 		 82,81 	 3 245,88 	 1 403,66 				 4 264,80 	 101,86 	 312,67 	 1 750,73 		 176,74 	 15,91 
31.05.2007	 1 756,22 	 1 474,33 	 426,06 	 387,09 	 2 145,00 	 2 883,42 	 753,07 	 34,72 	 17,59 	 2 003,92 	 184,26 	 7 433,72 	 56,43 	 4 140,93 	 835,15 	 173,54 		 355,20 		 82,81 	 3 251,54 	 1 400,91 				 4 243,99 	 101,72 	 310,22 	 1 751,45 		 176,32 	 15,91 
01.06.2007	 1 770,80 	 1 474,28 	 425,64 	 387,11 	 2 145,00 	 2 883,95 	 754,95 	 34,64 	 17,50 	 2 001,87 	 184,29 	 7 436,30 	 56,43 	 4 142,13 	 835,15 	 174,00 		 354,74 		 82,80 	 3 243,22 	 1 401,37 				 4 236,91 	 101,74 	 310,66 	 1 750,59 		 176,32 	 15,91 
02.06.2007	 1 776,81 	 1 474,07 	 425,76 	 387,08 	 2 145,00 	 2 883,31 	 756,43 	 34,81 	 17,56 	 2 005,05 	 184,27 	 7 438,88 	 56,43 	 4 141,33 	 835,00 	 174,99 		 355,47 		 82,82 	 3 245,08 	 1 401,87 				 4 243,99 	 101,81 	 309,91 	 1 746,53 		 175,90 	 15,91 
03.06.2007	 1 776,81 	 1 474,07 	 425,76 	 387,08 	 2 145,00 	 2 883,31 	 756,43 	 34,81 	 17,56 	 2 005,05 	 184,27 	 7 438,88 	 56,43 	 4 141,33 	 835,00 	 174,99 		 355,47 		 82,82 	 3 245,08 	 1 401,87 				 4 243,99 	 101,81 	 309,91 	 1 746,53 		 175,90 	 15,91 
04.06.2007	 1 776,81 	 1 474,07 	 425,76 	 387,08 	 2 145,00 	 2 883,31 	 756,43 	 34,81 	 17,56 	 2 005,05 	 184,27 	 7 438,88 	 56,43 	 4 141,33 	 835,00 	 174,99 		 355,47 		 82,82 	 3 245,08 	 1 401,87 				 4 243,99 	 101,81 	 309,91 	 1 746,53 		 175,90 	 15,91 
05.06.2007	 1 786,36 	 1 474,63 	 425,70 	 387,16 	 2 145,00 	 2 884,06 	 760,44 	 34,92 	 17,61 	 2 029,23 	 184,33 	 7 440,17 	 56,50 	 4 144,13 	 835,28 	 176,40 		 355,82 		 82,84 	 3 243,95 	 1 401,87 				 4 255,36 	 101,99 	 308,94 	 1 746,32 		 175,78 	 15,91 
06.06.2007	 1 796,20 	 1 482,50 	 426,60 	 389,30 	 2 146,00 	 2 899,57 	 762,02 	 34,27 	 17,72 	 2 028,83 	 185,28 	 7 447,51 	 56,52 	 4 164,16 	 839,77 	 176,70 		 358,84 		 83,02 	 3 249,82 	 1 402,20 				 4 277,41 	 102,15 	 311,25 	 1 757,22 		 176,30 	 15,91 
07.06.2007	 1 808,33 	 1 483,43 	 426,43 	 389,61 	 2 146,00 	 2 901,50 	 758,73 	 34,06 	 17,76 	 2 022,91 	 185,43 	 7 448,54 	 56,52 	 4 164,16 	 840,30 	 176,77 		 359,51 		 83,12 	 3 255,95 	 1 402,25 				 4 274,30 	 102,11 	 311,13 	 1 762,63 		 177,02 	 15,91 
08.06.2007	 1 816,37 	 1 481,69 	 426,47 	 389,15 	 2 146,00 	 2 898,07 	 756,73 	 34,22 	 17,73 	 2 028,45 	 185,19 	 7 448,54 	 56,52 	 4 163,35 	 839,28 	 176,92 		 358,80 		 83,04 	 3 257,80 	 1 399,96 				 4 275,37 	 102,09 	 310,90 	 1 760,60 		 176,92 	 15,91 
09.06.2007	 1 802,96 	 1 469,91 	 426,60 	 386,16 	 2 146,00 	 2 875,32 	 747,53 	 33,70 	 17,78 	 2 015,69 	 183,74 	 7 448,80 	 56,52 	 4 128,91 	 832,23 	 176,92 		 355,86 		 82,78 	 3 252,46 	 1 394,64 				 4 225,47 	 100,97 	 307,78 	 1 747,84 		 177,52 	 15,91 
10.06.2007	 1 802,96 	 1 469,91 	 426,60 	 386,16 	 2 146,00 	 2 875,32 	 747,53 	 33,70 	 17,78 	 2 015,69 	 183,74 	 7 448,80 	 56,52 	 4 128,91 	 832,23 	 176,92 		 355,86 		 82,78 	 3 252,46 	 1 394,64 				 4 225,47 	 100,97 	 307,78 	 1 747,84 		 177,52 	 15,91 
11.06.2007	 1 802,96 	 1 469,91 	 426,60 	 386,16 	 2 146,00 	 2 875,32 	 747,53 	 33,70 	 17,78 	 2 015,69 	 183,74 	 7 448,80 	 56,52 	 4 128,91 	 832,23 	 176,92 		 355,86 		 82,78 	 3 252,46 	 1 394,64 				 4 225,47 	 100,97 	 307,78 	 1 747,84 		 177,52 	 15,91 
12.06.2007	 1 812,08 	 1 465,70 	 427,11 	 384,98 	 2 146,00 	 2 866,30 	 746,97 	 33,45 	 17,61 	 2 020,62 	 183,21 	 7 448,54 	 56,55 	 4 114,66 	 830,21 	 178,09 		 352,99 		 82,78 	 3 235,85 	 1 389,90 				 4 223,86 	 100,56 	 306,57 	 1 735,33 		 176,28 	 15,91 
13.06.2007	 1 809,29 	 1 465,25 	 427,06 	 384,48 	 2 146,00 	 2 863,52 	 748,56 	 33,69 	 17,65 	 2 021,38 	 183,00 	 7 448,54 	 56,55 	 4 110,72 	 828,89 	 176,01 		 353,32 		 82,78 	 3 235,72 	 1 395,55 				 4 233,52 	 100,58 	 304,68 	 1 729,67 		 176,23 	 15,91 
14.06.2007	 1 800,83 	 1 457,10 	 425,09 	 382,65 	 2 145,00 	 2 849,63 	 741,55 	 33,89 	 17,59 	 2 003,83 	 182,15 	 7 445,33 	 56,52 	 4 092,34 	 825,38 	 174,75 		 351,01 		 82,37 	 3 235,71 	 1 390,37 				 4 229,83 	 99,92 	 302,18 	 1 723,58 		 175,41 	 15,91 
15.06.2007	 1 794,83 	 1 458,69 	 425,62 	 383,14 	 2 145,00 	 2 852,74 	 746,19 	 33,79 	 17,62 	 2 012,67 	 182,34 	 7 443,78 	 56,52 	 4 096,25 	 825,89 	 174,18 		 351,88 		 82,35 	 3 226,47 	 1 390,51 				 4 222,00 	 99,83 	 303,30 	 1 722,89 		 174,44 	 15,91 
16.06.2007	 1 794,83 	 1 460,48 	 425,91 	 383,67 	 2 145,00 	 2 856,71 	 747,86 	 33,97 	 17,46 	 2 010,50 	 182,58 	 7 446,62 	 56,52 	 4 103,69 	 827,26 	 174,32 		 352,52 		 82,40 	 3 228,42 	 1 390,87 				 4 225,11 	 99,83 	 302,99 	 1 723,10 		 173,94 	 15,91 
17.06.2007	 1 794,83 	 1 460,48 	 425,91 	 383,67 	 2 145,00 	 2 856,71 	 747,86 	 33,97 	 17,46 	 2 010,50 	 182,58 	 7 446,62 	 56,52 	 4 103,69 	 827,26 	 174,32 		 352,52 		 82,40 	 3 228,42 	 1 390,87 				 4 225,11 	 99,83 	 302,99 	 1 723,10 		 173,94 	 15,91 
18.06.2007	 1 794,83 	 1 460,48 	 425,91 	 383,67 	 2 145,00 	 2 856,71 	 747,86 	 33,97 	 17,46 	 2 010,50 	 182,58 	 7 446,62 	 56,52 	 4 103,69 	 827,26 	 174,32 		 352,52 		 82,40 	 3 228,42 	 1 390,87 				 4 225,11 	 99,83 	 302,99 	 1 723,10 		 173,94 	 15,91 
19.06.2007	 1 810,06 	 1 469,98 	 425,66 	 386,14 	 2 145,00 	 2 875,05 	 756,15 	 34,52 	 17,53 	 2 005,33 	 183,75 	 7 445,33 	 56,52 	 4 130,16 	 832,57 	 174,32 		 356,13 		 82,64 	 3 227,71 	 1 395,03 				 4 252,89 	 100,65 	 304,74 	 1 730,05 		 173,78 	 15,91 
20.06.2007	 1 808,66 	 1 469,63 	 425,55 	 386,10 	 2 145,00 	 2 874,30 	 755,28 	 34,40 	 17,51 	 2 004,39 	 183,72 	 7 446,62 	 56,52 	 4 129,37 	 832,17 	 174,39 		 356,05 		 82,73 	 3 237,88 	 1 394,26 				 4 253,96 	 100,50 	 305,49 	 1 728,86 		 173,52 	 15,91 
21.06.2007	 1 816,92 	 1 472,66 	 425,72 	 386,85 	 2 145,00 	 2 879,88 	 761,12 	 34,55 	 17,40 	 2 017,02 	 184,09 	 7 445,33 	 56,52 	 4 137,33 	 834,24 	 174,60 		 357,01 		 82,70 	 3 238,09 	 1 397,08 				 4 271,02 	 100,49 	 308,66 	 1 732,42 		 173,89 	 15,91 
22.06.2007	 1 814,13 	 1 468,02 	 426,53 	 385,75 	 2 145,00 	 2 871,19 	 756,73 	 34,51 	 17,44 	 2 010,78 	 183,51 	 7 446,62 	 56,52 	 4 122,62 	 831,59 	 174,64 		 357,38 		 82,60 	 3 242,73 	 1 394,49 				 4 274,77 	 100,29 	 310,38 	 1 728,86 		 173,48 	 15,91 
23.06.2007	 1 820,68 	 1 471,50 	 427,59 	 386,70 	 2 145,00 	 2 878,16 	 759,99 	 34,43 	 17,49 	 2 000,00 	 183,96 	 7 445,07 	 56,52 	 4 134,14 	 833,64 	 174,11 		 360,87 		 82,70 	 3 237,21 	 1 394,58 				 4 280,03 	 100,42 	 311,57 	 1 735,51 		 172,91 	 15,91 
24.06.2007	 1 820,68 	 1 471,50 	 427,59 	 386,70 	 2 145,00 	 2 878,16 	 759,99 	 34,43 	 17,49 	 2 000,00 	 183,96 	 7 445,07 	 56,52 	 4 134,14 	 833,64 	 174,11 		 360,87 		 82,70 	 3 237,21 	 1 394,58 				 4 280,03 	 100,42 	 311,57 	 1 735,51 		 172,91 	 15,91 
25.06.2007	 1 820,68 	 1 471,50 	 427,59 	 386,70 	 2 145,00 	 2 878,16 	 759,99 	 34,43 	 17,49 	 2 000,00 	 183,96 	 7 445,07 	 56,52 	 4 134,14 	 833,64 	 174,11 		 360,87 		 82,70 	 3 237,21 	 1 394,58 				 4 280,03 	 100,42 	 311,57 	 1 735,51 		 172,91 	 15,91 
