Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																
Республики Беларусь ежедневно, за период с 01.01.2007 по 31.12.2007																																
																																
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 крона (EEK)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
06.09.2007	 1 761,61 	 1 490,71 	 428,80 	 391,45 	 2 147,00 	 2 915,84 	 762,79 	 33,20 	 17,42 	 2 039,71 	 186,35 	 7 622,67 	 56,79 	 4 176,64 	 844,46 	 180,76 		 368,62 		 83,54 	 3 285,00 	 1 405,61 				 4 307,20 	 105,46 	 310,30 	 1 769,85 		 185,32 	 15,92 
07.09.2007	 1 771,78 	 1 499,37 	 429,58 	 393,75 	 2 148,00 	 2 932,66 	 767,62 	 33,28 	 17,47 	 2 039,50 	 187,41 	 7 638,69 	 56,81 	 4 197,77 	 849,33 	 181,50 		 371,53 		 83,70 	 3 286,10 	 1 407,92 				 4 345,94 	 106,14 	 312,89 	 1 782,57 		 186,18 	 15,93 
08.09.2007	 1 776,72 	 1 501,94 	 428,96 	 394,43 	 2 148,00 	 2 937,60 	 770,33 	 33,48 	 17,55 	 2 042,50 	 187,74 	 7 641,14 	 56,81 	 4 204,76 	 850,71 	 181,96 		 371,28 		 83,70 	 3 296,15 	 1 408,62 				 4 335,42 	 106,42 	 315,27 	 1 787,39 		 186,58 	 15,93 
09.09.2007	 1 776,72 	 1 501,94 	 428,96 	 394,43 	 2 148,00 	 2 937,60 	 770,33 	 33,48 	 17,55 	 2 042,50 	 187,74 	 7 641,14 	 56,81 	 4 204,76 	 850,71 	 181,96 		 371,28 		 83,70 	 3 296,15 	 1 408,62 				 4 335,42 	 106,42 	 315,27 	 1 787,39 		 186,58 	 15,93 
10.09.2007	 1 776,72 	 1 501,94 	 428,96 	 394,43 	 2 148,00 	 2 937,60 	 770,33 	 33,48 	 17,55 	 2 042,50 	 187,74 	 7 641,14 	 56,81 	 4 204,76 	 850,71 	 181,96 		 371,28 		 83,70 	 3 296,15 	 1 408,62 				 4 335,42 	 106,42 	 315,27 	 1 787,39 		 186,58 	 15,93 
11.09.2007	 1 765,01 	 1 513,48 	 429,34 	 397,53 	 2 148,00 	 2 960,37 	 776,95 	 33,12 	 17,56 	 2 030,05 	 189,18 	 7 644,67 	 56,77 	 4 237,94 	 857,23 	 181,96 		 375,22 		 84,00 	 3 297,91 	 1 409,96 				 4 357,86 	 107,35 	 315,44 	 1 809,60 		 189,34 	 15,93 
12.09.2007	 1 774,14 	 1 514,54 	 429,34 	 397,80 	 2 148,00 	 2 962,20 	 780,38 	 32,63 	 17,57 	 2 050,11 	 189,33 	 7 643,58 	 56,77 	 4 227,93 	 858,00 	 182,42 		 377,31 		 84,18 	 3 313,40 	 1 410,37 				 4 352,60 	 107,30 	 316,36 	 1 807,09 		 189,11 	 15,93 
13.09.2007	 1 794,74 	 1 521,36 	 429,33 	 399,51 	 2 149,00 	 2 975,61 	 788,83 	 33,24 	 17,59 	 2 063,17 	 190,16 	 7 650,68 	 56,79 	 4 247,88 	 861,75 	 183,36 		 379,84 		 84,59 	 3 318,57 	 1 416,75 				 4 369,88 	 107,98 	 319,30 	 1 811,51 		 188,40 	 15,94 
14.09.2007	 1 808,81 	 1 528,29 	 429,13 	 401,42 	 2 149,00 	 2 989,04 	 791,69 	 33,60 	 17,64 	 2 076,83 	 191,03 	 7 649,05 	 56,79 	 4 266,85 	 865,71 	 184,15 		 381,73 		 84,71 	 3 322,72 	 1 420,59 				 4 358,49 	 108,68 	 321,53 	 1 815,88 		 187,58 	 15,94 
15.09.2007	 1 805,27 	 1 525,03 	 429,07 	 400,59 	 2 149,00 	 2 982,92 	 788,75 	 33,58 	 17,65 	 2 080,45 	 190,66 	 7 653,13 	 56,79 	 4 248,29 	 863,85 	 184,07 		 380,93 		 84,80 	 3 319,02 	 1 421,77 				 4 333,57 	 108,55 	 321,74 	 1 811,82 		 186,92 	 15,94 
16.09.2007	 1 805,27 	 1 525,03 	 429,07 	 400,59 	 2 149,00 	 2 982,92 	 788,75 	 33,58 	 17,65 	 2 080,45 	 190,66 	 7 653,13 	 56,79 	 4 248,29 	 863,85 	 184,07 		 380,93 		 84,80 	 3 319,02 	 1 421,77 				 4 333,57 	 108,55 	 321,74 	 1 811,82 		 186,92 	 15,94 
17.09.2007	 1 805,27 	 1 525,03 	 429,07 	 400,59 	 2 149,00 	 2 982,92 	 788,75 	 33,58 	 17,65 	 2 080,45 	 190,66 	 7 653,13 	 56,79 	 4 248,29 	 863,85 	 184,07 		 380,93 		 84,80 	 3 319,02 	 1 421,77 				 4 333,57 	 108,55 	 321,74 	 1 811,82 		 186,92 	 15,94 
18.09.2007	 1 808,92 	 1 523,74 	 428,94 	 400,05 	 2 149,00 	 2 980,13 	 787,84 	 33,22 	 17,66 	 2 092,71 	 190,45 	 7 644,69 	 57,01 	 4 248,29 	 863,07 	 183,36 		 381,14 		 84,84 	 3 315,65 	 1 417,83 				 4 296,60 	 108,61 	 321,48 	 1 809,00 		 186,98 	 15,94 
19.09.2007	 1 788,94 	 1 523,25 	 428,26 	 399,93 	 2 149,00 	 2 979,05 	 786,63 	 32,95 	 17,68 	 2 094,34 	 190,42 	 7 641,70 	 57,01 	 4 244,94 	 862,95 	 183,91 		 382,16 		 84,76 	 3 312,64 	 1 417,08 				 4 291,12 	 108,34 	 320,44 	 1 810,98 		 186,92 	 15,94 
20.09.2007	 1 832,56 	 1 534,78 	 428,86 	 402,86 	 2 149,00 	 3 001,83 	 795,62 	 33,39 	 17,71 	 2 122,36 	 191,83 	 7 637,09 	 57,01 	 4 264,74 	 869,35 	 184,31 		 385,95 		 85,32 	 3 309,61 	 1 425,87 				 4 315,94 	 108,90 	 324,23 	 1 818,49 		 185,46 	 15,94 
21.09.2007	 1 852,44 	 1 543,27 	 428,24 	 404,99 	 2 149,00 	 3 018,27 	 800,43 	 34,21 	 17,71 	 2 125,83 	 192,91 	 7 644,97 	 57,01 	 4 266,85 	 874,38 	 184,38 		 387,91 		 85,53 	 3 317,11 	 1 429,43 				 4 311,11 	 109,50 	 327,57 	 1 829,95 		 186,02 	 15,94 
22.09.2007	 1 863,08 	 1 547,43 	 428,13 	 405,95 	 2 149,00 	 3 026,54 	 803,50 	 34,17 	 17,68 	 2 152,12 	 193,38 	 7 647,69 	 57,01 	 4 277,47 	 876,30 	 186,38 		 389,11 		 85,77 	 3 326,35 	 1 426,96 				 4 328,95 	 109,86 	 329,15 	 1 833,70 		 186,93 	 15,94 
23.09.2007	 1 863,08 	 1 547,43 	 428,13 	 405,95 	 2 149,00 	 3 026,54 	 803,50 	 34,17 	 17,68 	 2 152,12 	 193,38 	 7 647,69 	 57,01 	 4 277,47 	 876,30 	 186,38 		 389,11 		 85,77 	 3 326,35 	 1 426,96 				 4 328,95 	 109,86 	 329,15 	 1 833,70 		 186,93 	 15,94 
24.09.2007	 1 863,08 	 1 547,43 	 428,13 	 405,95 	 2 149,00 	 3 026,54 	 803,50 	 34,17 	 17,68 	 2 152,12 	 193,38 	 7 647,69 	 57,01 	 4 277,47 	 876,30 	 186,38 		 389,11 		 85,77 	 3 326,35 	 1 426,96 				 4 328,95 	 109,86 	 329,15 	 1 833,70 		 186,93 	 15,94 
25.09.2007	 1 862,22 	 1 551,01 	 428,60 	 406,97 	 2 149,00 	 3 033,42 	 806,83 	 34,50 	 17,72 	 2 148,25 	 193,86 	 7 674,18 	 57,54 	 4 308,77 	 878,54 	 186,06 		 389,95 		 85,94 	 3 329,66 	 1 432,43 				 4 351,83 	 110,17 	 330,08 	 1 835,26 		 186,97 	 15,94 
26.09.2007	 1 856,52 	 1 547,77 	 427,30 	 406,06 	 2 149,00 	 3 027,62 	 803,50 	 34,45 	 17,70 	 2 140,44 	 193,49 	 7 674,18 	 57,54 	 4 295,85 	 876,77 	 186,95 		 388,19 		 85,85 	 3 339,37 	 1 432,05 				 4 326,90 	 109,93 	 329,04 	 1 834,56 		 187,46 	 15,94 
27.09.2007	 1 872,96 	 1 551,12 	 424,93 	 406,88 	 2 149,00 	 3 033,64 	 803,73 	 34,49 	 17,71 	 2 135,44 	 193,89 	 7 682,13 	 57,54 	 4 298,43 	 878,63 	 187,85 		 389,04 		 86,04 	 3 335,74 	 1 435,83 				 4 329,48 	 110,31 	 329,09 	 1 836,44 		 186,53 	 15,94 
28.09.2007	 1 889,08 	 1 553,59 	 426,28 	 407,55 	 2 149,00 	 3 038,58 	 803,73 	 34,64 	 17,72 	 2 144,71 	 194,19 	 7 679,39 	 57,54 	 4 304,89 	 880,09 	 190,96 		 391,44 		 86,09 	 3 336,99 	 1 439,87 				 4 346,25 	 110,04 	 328,87 	 1 834,87 		 185,84 	 15,94 
29.09.2007	 1 895,74 	 1 556,51 	 426,88 	 408,37 	 2 149,00 	 3 044,27 	 805,96 	 34,84 	 17,76 	 2 149,86 	 194,57 	 7 679,39 	 57,54 	 4 320,03 	 881,73 	 192,74 		 395,39 		 86,13 	 3 340,23 	 1 442,67 				 4 353,12 	 110,43 	 330,76 	 1 834,71 		 186,28 	 15,94 
30.09.2007	 1 895,74 	 1 556,51 	 426,88 	 408,37 	 2 149,00 	 3 044,27 	 805,96 	 34,84 	 17,76 	 2 149,86 	 194,57 	 7 679,39 	 57,54 	 4 320,03 	 881,73 	 192,74 		 395,39 		 86,13 	 3 340,23 	 1 442,67 				 4 353,12 	 110,43 	 330,76 	 1 834,71 		 186,28 	 15,94 
01.10.2007	 1 895,74 	 1 556,51 	 426,88 	 408,37 	 2 149,00 	 3 044,27 	 805,96 	 34,84 	 17,76 	 2 149,86 	 194,57 	 7 679,39 	 57,54 	 4 320,03 	 881,73 	 192,74 		 395,39 		 86,13 	 3 340,23 	 1 442,67 				 4 353,12 	 110,43 	 330,76 	 1 834,71 		 186,28 	 15,94 
02.10.2007	 1 911,97 	 1 562,40 	 426,77 	 409,93 	 2 149,00 	 3 056,09 	 811,07 	 34,79 	 17,76 	 2 162,95 	 195,29 	 7 685,71 	 58,24 	 4 340,98 	 885,00 	 192,56 		 396,42 		 86,38 	 3 345,24 	 1 453,99 				 4 393,20 	 110,98 	 332,28 	 1 835,42 		 186,08 	 15,94 
03.10.2007	 1 905,30 	 1 559,96 	 426,39 	 409,31 	 2 149,00 	 3 051,15 	 809,83 	 34,83 	 17,76 	 2 160,67 	 195,01 	 7 686,25 	 58,24 	 4 337,03 	 883,67 	 188,67 		 395,91 		 86,27 	 3 349,71 	 1 451,73 				 4 381,49 	 111,08 	 331,74 	 1 834,24 		 185,91 	 15,94 
04.10.2007	 1 909,28 	 1 558,15 	 425,63 	 408,85 	 2 149,00 	 3 047,50 	 808,67 	 34,82 	 17,76 	 2 156,76 	 194,78 	 7 676,10 	 58,24 	 4 334,85 	 882,67 	 187,83 		 396,94 		 86,20 	 3 342,02 	 1 452,22 				 4 385,36 	 110,61 	 330,49 	 1 831,12 		 185,15 	 15,94 
05.10.2007	 1 895,10 	 1 548,83 	 425,42 	 406,47 	 2 149,00 	 3 029,34 	 802,63 	 34,93 	 17,76 	 2 150,08 	 193,61 	 7 671,16 	 58,24 	 4 309,64 	 877,38 	 187,77 		 393,54 		 85,92 	 3 343,97 	 1 448,80 				 4 361,07 	 109,83 	 329,30 	 1 822,11 		 184,31 	 15,94 
06.10.2007	 1 914,65 	 1 551,29 	 425,21 	 407,14 	 2 149,00 	 3 033,85 	 805,80 	 34,99 	 17,76 	 2 155,36 	 193,90 	 7 677,19 	 58,24 	 4 311,37 	 878,67 	 187,85 		 395,61 		 86,02 	 3 334,24 	 1 456,01 				 4 374,40 	 110,33 	 329,99 	 1 826,76 		 184,46 	 15,94 
07.10.2007	 1 914,65 	 1 551,29 	 425,21 	 407,14 	 2 149,00 	 3 033,85 	 805,80 	 34,99 	 17,76 	 2 155,36 	 193,90 	 7 677,19 	 58,24 	 4 311,37 	 878,67 	 187,85 		 395,61 		 86,02 	 3 334,24 	 1 456,01 				 4 374,40 	 110,33 	 329,99 	 1 826,76 		 184,46 	 15,94 
08.10.2007	 1 914,65 	 1 551,29 	 425,21 	 407,14 	 2 149,00 	 3 033,85 	 805,80 	 34,99 	 17,76 	 2 155,36 	 193,90 	 7 677,19 	 58,24 	 4 311,37 	 878,67 	 187,85 		 395,61 		 86,02 	 3 334,24 	 1 456,01 				 4 374,40 	 110,33 	 329,99 	 1 826,76 		 184,46 	 15,94 
09.10.2007	 1 937,22 	 1 550,73 	 425,33 	 407,04 	 2 149,00 	 3 033,10 	 807,14 	 35,30 	 17,77 	 2 190,06 	 193,81 	 7 671,44 	 60,45 	 4 307,04 	 878,25 	 187,56 		 397,04 		 86,03 	 3 338,13 	 1 460,02 				 4 379,45 	 110,14 	 331,06 	 1 819,88 		 183,36 	 15,94 
10.10.2007	 1 921,88 	 1 543,93 	 426,84 	 405,25 	 2 150,00 	 3 019,78 	 803,83 	 35,38 	 17,77 	 2 176,99 	 192,98 	 7 672,54 	 60,48 	 4 281,59 	 874,02 	 187,38 		 392,26 		 85,80 	 3 339,68 	 1 459,56 				 4 373,32 	 109,95 	 329,30 	 1 812,05 		 183,35 	 15,94 
11.10.2007	 1 932,31 	 1 553,86 	 425,53 	 407,80 	 2 150,00 	 3 039,03 	 811,17 	 35,54 	 17,76 	 2 192,09 	 194,23 	 7 673,64 	 60,48 	 4 312,07 	 880,26 	 187,69 		 395,53 		 86,05 	 3 327,00 	 1 466,93 				 4 395,68 	 110,53 	 332,10 	 1 819,72 		 183,35 	 15,94 
12.10.2007	 1 940,80 	 1 560,12 	 426,59 	 409,52 	 2 150,00 	 3 051,39 	 813,24 	 35,68 	 17,77 	 2 197,47 	 195,03 	 7 672,82 	 60,48 	 4 333,37 	 883,76 	 188,35 		 397,54 		 86,28 	 3 339,68 	 1 468,88 				 4 381,91 	 110,92 	 334,69 	 1 823,42 		 183,30 	 15,94 
13.10.2007	 1 936,61 	 1 558,59 	 427,44 	 409,16 	 2 150,00 	 3 048,70 	 816,76 	 35,87 	 17,81 	 2 196,90 	 194,83 	 7 671,17 	 60,48 	 4 331,62 	 882,94 	 188,43 		 398,16 		 86,27 	 3 343,49 	 1 468,13 				 4 357,08 	 110,89 	 334,54 	 1 816,11 		 183,24 	 15,94 
14.10.2007	 1 936,61 	 1 558,59 	 427,44 	 409,16 	 2 150,00 	 3 048,70 	 816,76 	 35,87 	 17,81 	 2 196,90 	 194,83 	 7 671,17 	 60,48 	 4 331,62 	 882,94 	 188,43 		 398,16 		 86,27 	 3 343,49 	 1 468,13 				 4 357,08 	 110,89 	 334,54 	 1 816,11 		 183,24 	 15,94 
15.10.2007	 1 936,61 	 1 558,59 	 427,44 	 409,16 	 2 150,00 	 3 048,70 	 816,76 	 35,87 	 17,81 	 2 196,90 	 194,83 	 7 671,17 	 60,48 	 4 331,62 	 882,94 	 188,43 		 398,16 		 86,27 	 3 343,49 	 1 468,13 				 4 357,08 	 110,89 	 334,54 	 1 816,11 		 183,24 	 15,94 
16.10.2007	 1 947,58 	 1 563,12 	 427,16 	 410,33 	 2 150,00 	 3 057,19 	 821,60 	 36,00 	 17,82 	 2 212,39 	 195,40 	 7 669,26 	 60,71 	 4 346,51 	 885,47 	 189,14 		 398,11 		 86,27 	 3 339,57 	 1 470,29 				 4 381,70 	 111,05 	 335,88 	 1 822,19 		 182,64 	 15,94 
17.10.2007	 1 917,05 	 1 557,97 	 426,04 	 408,94 	 2 150,00 	 3 047,30 	 819,25 	 35,59 	 17,79 	 2 196,23 	 194,75 	 7 709,69 	 60,71 	 4 335,99 	 882,52 	 187,77 		 397,38 		 86,34 	 3 346,58 	 1 465,73 				 4 380,84 	 110,45 	 332,94 	 1 817,80 		 183,82 	 15,94 
18.10.2007	 1 908,23 	 1 559,38 	 425,53 	 409,23 	 2 150,00 	 3 050,20 	 822,54 	 35,43 	 17,80 	 2 192,54 	 194,95 	 7 713,56 	 60,71 	 4 341,24 	 882,92 	 188,02 		 397,63 		 86,25 	 3 339,47 	 1 466,38 				 4 374,50 	 110,66 	 333,49 	 1 820,95 		 184,36 	 15,94 
19.10.2007	 1 916,40 	 1 566,94 	 425,74 	 411,08 	 2 150,00 	 3 064,39 	 827,40 	 35,81 	 17,81 	 2 207,96 	 195,85 	 7 714,39 	 60,71 	 4 358,84 	 887,49 	 187,45 		 399,93 		 86,43 	 3 341,27 	 1 470,54 				 4 396,00 	 111,49 	 334,79 	 1 832,52 		 185,28 	 15,94 
20.10.2007	 1 921,78 	 1 569,97 	 427,35 	 411,96 	 2 150,00 	 3 070,74 	 833,11 	 35,84 	 17,83 	 2 208,30 	 196,23 	 7 722,15 	 60,71 	 4 377,93 	 889,16 	 186,71 		 400,06 		 86,52 	 3 354,04 	 1 467,88 				 4 392,77 	 112,45 	 334,62 	 1 835,41 		 186,55 	 15,94 
21.10.2007	 1 921,78 	 1 569,97 	 427,35 	 411,96 	 2 150,00 	 3 070,74 	 833,11 	 35,84 	 17,83 	 2 208,30 	 196,23 	 7 722,15 	 60,71 	 4 377,93 	 889,16 	 186,71 		 400,06 		 86,52 	 3 354,04 	 1 467,88 				 4 392,77 	 112,45 	 334,62 	 1 835,41 		 186,55 	 15,94 
22.10.2007	 1 921,78 	 1 569,97 	 427,35 	 411,96 	 2 150,00 	 3 070,74 	 833,11 	 35,84 	 17,83 	 2 208,30 	 196,23 	 7 722,15 	 60,71 	 4 377,93 	 889,16 	 186,71 		 400,06 		 86,52 	 3 354,04 	 1 467,88 				 4 392,77 	 112,45 	 334,62 	 1 835,41 		 186,55 	 15,94 
23.10.2007	 1 911,13 	 1 572,56 	 427,10 	 412,55 	 2 150,00 	 3 075,58 	 834,79 	 35,81 	 17,80 	 2 218,67 	 196,56 	 7 736,87 	 61,46 	 4 383,73 	 890,90 	 186,79 		 401,00 		 86,67 	 3 358,15 	 1 470,99 				 4 408,47 	 113,29 	 334,72 	 1 845,10 		 188,60 	 15,94 
24.10.2007	 1 918,12 	 1 561,88 	 425,45 	 409,80 	 2 150,00 	 3 054,83 	 835,24 	 35,21 	 17,80 	 2 209,55 	 195,24 	 7 731,03 	 61,46 	 4 353,11 	 884,76 	 187,57 		 396,61 		 86,27 	 3 358,15 	 1 467,38 				 4 385,89 	 112,42 	 332,46 	 1 832,36 		 187,85 	 15,94 
25.10.2007	 1 930,38 	 1 563,69 	 425,36 	 410,21 	 2 150,00 	 3 058,27 	 837,08 	 35,46 	 17,80 	 2 222,57 	 195,47 	 7 743,84 	 61,46 	 4 357,08 	 885,90 	 187,32 		 395,84 		 86,38 	 3 353,08 	 1 469,78 				 4 406,53 	 112,57 	 332,29 	 1 830,10 		 187,80 	 15,94 
26.10.2007	 1 941,49 	 1 568,53 	 426,05 	 411,49 	 2 151,00 	 3 067,54 	 842,13 	 35,11 	 17,80 	 2 221,07 	 196,05 	 7 750,23 	 61,48 	 4 364,41 	 888,37 	 187,37 		 395,71 		 86,56 	 3 357,93 	 1 476,22 				 4 405,89 	 113,00 	 333,29 	 1 837,05 		 188,31 	 15,95 
27.10.2007	 1 965,48 	 1 580,22 	 426,02 	 414,57 	 2 151,00 	 3 090,88 	 852,07 	 35,45 	 17,80 	 2 235,97 	 197,54 	 7 765,34 	 61,48 	 4 401,92 	 895,19 	 187,29 		 400,62 		 86,83 	 3 365,82 	 1 477,23 				 4 423,10 	 114,32 	 335,66 	 1 847,07 		 188,07 	 15,95 
28.10.2007	 1 965,48 	 1 580,22 	 426,02 	 414,57 	 2 151,00 	 3 090,88 	 852,07 	 35,45 	 17,80 	 2 235,97 	 197,54 	 7 765,34 	 61,48 	 4 401,92 	 895,19 	 187,29 		 400,62 		 86,83 	 3 365,82 	 1 477,23 				 4 423,10 	 114,32 	 335,66 	 1 847,07 		 188,07 	 15,95 
29.10.2007	 1 965,48 	 1 580,22 	 426,02 	 414,57 	 2 151,00 	 3 090,88 	 852,07 	 35,45 	 17,80 	 2 235,97 	 197,54 	 7 765,34 	 61,48 	 4 401,92 	 895,19 	 187,29 		 400,62 		 86,83 	 3 365,82 	 1 477,23 				 4 423,10 	 114,32 	 335,66 	 1 847,07 		 188,07 	 15,95 
30.10.2007	 1 990,86 	 1 584,94 	 425,69 	 415,83 	 2 151,00 	 3 099,91 	 857,57 	 35,72 	 17,81 	 2 240,39 	 198,13 	 7 761,70 	 61,47 	 4 411,40 	 897,33 	 187,70 		 401,76 		 87,09 	 3 371,07 	 1 481,92 				 4 424,07 	 115,18 	 337,30 	 1 850,00 		 188,20 	 15,95 
31.10.2007	 1 979,03 	 1 583,36 	 425,86 	 415,42 	 2 151,00 	 3 096,58 	 853,01 	 35,63 	 17,79 	 2 250,35 	 197,94 	 7 762,54 	 61,47 	 4 407,79 	 896,51 	 187,94 		 401,29 		 87,00 	 3 375,69 	 1 482,43 				 4 441,60 	 114,99 	 337,37 	 1 846,04 		 187,61 	 15,95 
01.11.2007	 1 983,97 	 1 587,40 	 425,35 	 416,50 	 2 151,00 	 3 104,65 	 855,15 	 35,89 	 17,78 	 2 251,65 	 198,43 	 7 763,94 	 61,47 	 4 422,74 	 898,72 	 189,18 		 401,27 		 87,18 	 3 374,60 	 1 484,83 				 4 457,84 	 115,18 	 336,77 	 1 854,55 		 186,82 	 15,95 
02.11.2007	 1 996,45 	 1 586,81 	 425,41 	 416,38 	 2 151,00 	 3 103,46 	 854,33 	 36,48 	 17,78 	 2 277,15 	 198,36 	 7 765,34 	 61,47 	 4 417,74 	 898,89 	 189,85 		 398,25 		 87,14 	 3 381,11 	 1 484,88 				 4 470,42 	 115,11 	 336,99 	 1 849,45 		 185,86 	 15,95 
03.11.2007	 1 979,03 	 1 592,80 	 425,31 	 417,95 	 2 151,00 	 3 115,19 	 854,13 	 36,41 	 17,77 	 2 274,27 	 199,10 	 7 768,15 	 61,47 	 4 436,42 	 902,25 	 190,44 		 397,27 		 87,20 	 3 377,48 	 1 484,22 				 4 483,87 	 115,56 	 337,20 	 1 866,78 		 187,47 	 15,95 
04.11.2007	 1 979,03 	 1 592,80 	 425,31 	 417,95 	 2 151,00 	 3 115,19 	 854,13 	 36,41 	 17,77 	 2 274,27 	 199,10 	 7 768,15 	 61,47 	 4 436,42 	 902,25 	 190,44 		 397,27 		 87,20 	 3 377,48 	 1 484,22 				 4 483,87 	 115,56 	 337,20 	 1 866,78 		 187,47 	 15,95 
05.11.2007	 1 979,03 	 1 592,80 	 425,31 	 417,95 	 2 151,00 	 3 115,19 	 854,13 	 36,41 	 17,77 	 2 274,27 	 199,10 	 7 768,15 	 61,47 	 4 436,42 	 902,25 	 190,44 		 397,27 		 87,20 	 3 377,48 	 1 484,22 				 4 483,87 	 115,56 	 337,20 	 1 866,78 		 187,47 	 15,95 
06.11.2007	 1 976,02 	 1 591,56 	 425,52 	 417,59 	 2 151,00 	 3 112,93 	 853,47 	 36,37 	 17,78 	 2 306,95 	 198,95 	 7 774,04 	 61,40 	 4 430,48 	 901,62 	 189,93 		 398,39 		 87,20 	 3 387,48 	 1 482,22 				 4 486,13 	 115,59 	 336,23 	 1 862,98 		 187,75 	 15,95 
07.11.2007	 1 991,25 	 1 598,04 	 426,75 	 419,26 	 2 152,00 	 3 125,56 	 860,06 	 36,52 	 17,81 	 2 321,47 	 199,74 	 7 777,10 	 61,43 	 4 448,12 	 905,23 	 189,27 		 402,60 		 87,40 	 3 388,04 	 1 486,29 				 4 489,29 	 116,17 	 337,11 	 1 875,63 		 187,67 	 15,96 
08.11.2007	 1 991,25 	 1 598,04 	 426,75 	 419,26 	 2 152,00 	 3 125,56 	 860,06 	 36,52 	 17,81 	 2 321,47 	 199,74 	 7 777,10 	 61,43 	 4 448,12 	 905,23 	 189,27 		 402,60 		 87,40 	 3 388,04 	 1 486,29 				 4 489,29 	 116,17 	 337,11 	 1 875,63 		 187,67 	 15,96 
09.11.2007	 1 995,01 	 1 612,89 	 427,39 	 423,18 	 2 152,00 	 3 154,72 	 865,70 	 36,06 	 17,83 	 2 319,72 	 201,56 	 7 790,05 	 61,43 	 4 495,51 	 913,53 	 190,80 		 406,36 		 87,90 	 3 413,42 	 1 493,36 				 4 523,50 	 117,29 	 340,22 	 1 901,40 		 190,36 	 15,96 
10.11.2007	 1 993,07 	 1 619,45 	 427,66 	 424,87 	 2 152,00 	 3 167,42 	 874,49 	 36,31 	 17,82 	 2 322,22 	 202,41 	 7 793,85 	 61,43 	 4 513,42 	 917,50 	 190,66 		 407,85 		 88,03 	 3 412,79 	 1 493,30 				 4 540,29 	 118,01 	 342,13 	 1 917,15 		 192,12 	 15,96 
11.11.2007	 1 993,07 	 1 619,45 	 427,66 	 424,87 	 2 152,00 	 3 167,42 	 874,49 	 36,31 	 17,82 	 2 322,22 	 202,41 	 7 793,85 	 61,43 	 4 513,42 	 917,50 	 190,66 		 407,85 		 88,03 	 3 412,79 	 1 493,30 				 4 540,29 	 118,01 	 342,13 	 1 917,15 		 192,12 	 15,96 
12.11.2007	 1 993,07 	 1 619,45 	 427,66 	 424,87 	 2 152,00 	 3 167,42 	 874,49 	 36,31 	 17,82 	 2 322,22 	 202,41 	 7 793,85 	 61,43 	 4 513,42 	 917,50 	 190,66 		 407,85 		 88,03 	 3 412,79 	 1 493,30 				 4 540,29 	 118,01 	 342,13 	 1 917,15 		 192,12 	 15,96 
13.11.2007	 1 923,13 	 1 605,49 	 427,62 	 421,24 	 2 152,00 	 3 139,45 	 862,89 	 35,68 	 17,83 	 2 271,48 	 200,81 	 7 789,90 	 61,61 	 4 476,80 	 909,73 	 191,51 		 401,03 		 87,86 	 3 419,83 	 1 487,32 				 4 468,84 	 117,97 	 338,14 	 1 908,22 		 194,82 	 15,96 
14.11.2007	 1 918,40 	 1 606,45 	 427,79 	 421,61 	 2 152,00 	 3 142,24 	 861,83 	 35,47 	 17,84 	 2 241,08 	 200,83 	 7 789,90 	 61,61 	 4 473,55 	 910,11 	 190,48 		 397,72 		 87,73 	 3 408,90 	 1 483,52 				 4 449,58 	 117,99 	 338,62 	 1 912,80 		 195,70 	 15,96 
15.11.2007	 1 947,45 	 1 613,62 	 428,60 	 423,56 	 2 152,00 	 3 156,23 	 867,69 	 36,07 	 17,86 	 2 254,23 	 201,73 	 7 790,75 	 61,61 	 4 495,51 	 914,17 	 190,48 		 399,70 		 87,87 	 3 409,37 	 1 487,73 				 4 472,82 	 118,47 	 341,89 	 1 917,23 		 193,53 	 15,96 
16.11.2007	 1 926,15 	 1 612,23 	 428,69 	 423,06 	 2 152,00 	 3 153,22 	 863,17 	 35,69 	 17,82 	 2 231,44 	 201,53 	 7 790,61 	 61,61 	 4 496,92 	 913,24 	 190,53 		 397,41 		 87,97 	 3 414,10 	 1 485,88 				 4 420,53 	 118,60 	 341,48 	 1 917,32 		 194,22 	 15,96 
