Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2006 по 31.12.2006																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
29.10.2006	 1 633,05 	 1 388,46 	 364,26 	 2 141,00 	 2 715,75 	 31,57 	 16,76 	 1 903,53 	 7 403,57 	 54,74 	 3 901,95 	 786,51 	 161,89 	 327,29 	 701,67 	 79,92 	 3 159,22 	 1 367,57 	 424,49 	 4 042,32 	 95,79 	 294,49 	 1 707,13 	 173,55 	 180,68 	 15,88 
30.10.2006	 1 633,05 	 1 388,46 	 364,26 	 2 141,00 	 2 715,75 	 31,57 	 16,76 	 1 903,53 	 7 403,57 	 54,74 	 3 901,95 	 786,51 	 161,89 	 327,29 	 701,67 	 79,92 	 3 159,22 	 1 367,57 	 424,49 	 4 042,32 	 95,79 	 294,49 	 1 707,13 	 173,55 	 180,68 	 15,88 
31.10.2006	 1 645,14 	 1 392,52 	 365,34 	 2 141,00 	 2 723,46 	 31,07 	 16,76 	 1 912,12 	 7 403,95 	 54,78 	 3 911,57 	 788,77 	 162,32 	 327,85 	 699,24 	 80,04 	 3 164,16 	 1 371,86 	 424,68 	 4 066,08 	 96,02 	 295,74 	 1 713,42 	 174,09 	 182,28 	 15,88 
01.11.2006	 1 646,00 	 1 389,18 	 364,52 	 2 141,00 	 2 717,04 	 31,29 	 16,75 	 1 899,31 	 7 403,31 	 54,78 	 3 902,31 	 786,64 	 162,32 	 326,22 	 698,74 	 79,94 	 3 173,26 	 1 370,63 	 425,82 	 4 069,93 	 96,12 	 294,63 	 1 711,23 	 173,64 	 181,93 	 15,88 
02.11.2006	 1 656,71 	 1 396,43 	 366,47 	 2 141,00 	 2 731,17 	 31,64 	 16,75 	 1 896,37 	 7 403,69 	 54,78 	 3 922,32 	 790,85 	 162,32 	 327,85 	 706,67 	 80,10 	 3 168,77 	 1 372,61 	 424,65 	 4 086,95 	 97,27 	 296,36 	 1 721,13 	 174,57 	 183,05 	 15,88 
03.11.2006	 1 651,46 	 1 396,97 	 366,50 	 2 141,00 	 2 732,24 	 31,62 	 16,73 	 1 890,84 	 7 403,57 	 54,78 	 3 925,20 	 790,97 	 162,14 	 331,35 	 706,79 	 80,10 	 3 179,98 	 1 371,16 	 424,00 	 4 081,71 	 97,40 	 297,37 	 1 718,51 	 174,61 	 182,74 	 15,88 
04.11.2006	 1 657,88 	 1 398,25 	 366,85 	 2 141,00 	 2 734,81 	 31,77 	 16,74 	 1 889,84 	 7 403,57 	 54,78 	 3 928,08 	 792,04 	 162,20 	 331,88 	 707,23 	 80,19 	 3 179,86 	 1 372,48 	 423,96 	 4 087,17 	 97,26 	 297,70 	 1 719,13 	 174,79 	 182,89 	 15,88 
05.11.2006	 1 657,88 	 1 398,25 	 366,85 	 2 141,00 	 2 734,81 	 31,77 	 16,74 	 1 889,84 	 7 403,57 	 54,78 	 3 928,08 	 792,04 	 162,20 	 331,88 	 707,23 	 80,19 	 3 179,86 	 1 372,48 	 423,96 	 4 087,17 	 97,26 	 297,70 	 1 719,13 	 174,79 	 182,89 	 15,88 
06.11.2006	 1 657,88 	 1 398,25 	 366,85 	 2 141,00 	 2 734,81 	 31,77 	 16,74 	 1 889,84 	 7 403,57 	 54,78 	 3 928,08 	 792,04 	 162,20 	 331,88 	 707,23 	 80,19 	 3 179,86 	 1 372,48 	 423,96 	 4 087,17 	 97,26 	 297,70 	 1 719,13 	 174,79 	 182,89 	 15,88 
07.11.2006	 1 657,88 	 1 398,25 	 366,85 	 2 141,00 	 2 734,81 	 31,77 	 16,74 	 1 889,84 	 7 403,57 	 54,78 	 3 928,08 	 792,04 	 162,20 	 331,88 	 707,23 	 80,19 	 3 179,86 	 1 372,48 	 423,96 	 4 087,17 	 97,26 	 297,70 	 1 719,13 	 174,79 	 182,89 	 15,88 
08.11.2006	 1 657,88 	 1 398,25 	 366,85 	 2 141,00 	 2 734,81 	 31,77 	 16,74 	 1 889,84 	 7 403,57 	 54,78 	 3 928,08 	 792,04 	 162,20 	 331,88 	 707,23 	 80,19 	 3 179,86 	 1 372,48 	 423,96 	 4 087,17 	 97,26 	 297,70 	 1 719,13 	 174,79 	 182,89 	 15,88 
09.11.2006	 1 651,67 	 1 401,09 	 367,46 	 2 141,00 	 2 740,16 	 31,45 	 16,76 	 1 895,11 	 7 403,57 	 54,90 	 3 937,11 	 793,61 	 162,47 	 332,37 	 715,24 	 80,17 	 3 175,15 	 1 371,91 	 425,37 	 4 086,63 	 97,97 	 299,75 	 1 716,99 	 175,14 	 182,27 	 15,88 
10.11.2006	 1 641,40 	 1 399,76 	 367,08 	 2 141,00 	 2 737,59 	 31,40 	 16,74 	 1 894,35 	 7 403,18 	 54,90 	 3 932,41 	 792,92 	 162,60 	 332,90 	 714,05 	 80,19 	 3 180,09 	 1 369,89 	 425,43 	 4 084,06 	 97,69 	 300,01 	 1 715,61 	 174,96 	 181,76 	 15,88 
11.11.2006	 1 646,96 	 1 410,92 	 370,02 	 2 141,00 	 2 760,61 	 31,64 	 16,75 	 1 899,57 	 7 403,31 	 54,90 	 3 963,71 	 799,24 	 162,81 	 335,91 	 718,95 	 80,43 	 3 177,50 	 1 374,95 	 424,59 	 4 101,19 	 97,83 	 303,83 	 1 731,57 	 176,37 	 182,52 	 15,88 
12.11.2006	 1 646,96 	 1 410,92 	 370,02 	 2 141,00 	 2 760,61 	 31,64 	 16,75 	 1 899,57 	 7 403,31 	 54,90 	 3 963,71 	 799,24 	 162,81 	 335,91 	 718,95 	 80,43 	 3 177,50 	 1 374,95 	 424,59 	 4 101,19 	 97,83 	 303,83 	 1 731,57 	 176,37 	 182,52 	 15,88 
13.11.2006	 1 646,96 	 1 410,92 	 370,02 	 2 141,00 	 2 760,61 	 31,64 	 16,75 	 1 899,57 	 7 403,31 	 54,90 	 3 963,71 	 799,24 	 162,81 	 335,91 	 718,95 	 80,43 	 3 177,50 	 1 374,95 	 424,59 	 4 101,19 	 97,83 	 303,83 	 1 731,57 	 176,37 	 182,52 	 15,88 
14.11.2006	 1 639,26 	 1 407,53 	 369,10 	 2 141,00 	 2 752,79 	 31,70 	 16,75 	 1 891,09 	 7 403,57 	 54,90 	 3 954,20 	 797,21 	 162,57 	 336,13 	 719,00 	 80,43 	 3 189,66 	 1 375,17 	 425,14 	 4 092,31 	 97,75 	 302,23 	 1 729,33 	 175,92 	 182,29 	 15,88 
15.11.2006	 1 635,71 	 1 403,74 	 368,16 	 2 140,00 	 2 745,94 	 31,11 	 16,74 	 1 878,35 	 7 400,11 	 54,88 	 3 944,70 	 795,27 	 162,49 	 334,56 	 718,63 	 80,30 	 3 180,94 	 1 375,01 	 424,58 	 4 063,65 	 97,88 	 302,64 	 1 721,64 	 175,49 	 181,56 	 15,87 
16.11.2006	 1 637,42 	 1 403,19 	 368,00 	 2 140,00 	 2 744,98 	 30,62 	 16,73 	 1 881,81 	 7 400,11 	 54,88 	 3 942,88 	 794,98 	 162,03 	 333,45 	 721,46 	 80,29 	 3 178,65 	 1 371,14 	 423,97 	 4 057,33 	 97,75 	 302,20 	 1 716,33 	 175,43 	 181,59 	 15,87 
17.11.2006	 1 637,31 	 1 401,53 	 367,49 	 2 140,00 	 2 741,45 	 30,45 	 16,72 	 1 877,60 	 7 399,85 	 54,88 	 3 929,13 	 793,83 	 162,03 	 333,34 	 720,85 	 80,28 	 3 172,23 	 1 372,81 	 424,25 	 4 035,50 	 97,77 	 302,39 	 1 714,19 	 175,18 	 181,00 	 15,87 
18.11.2006	 1 638,70 	 1 398,56 	 366,75 	 2 140,00 	 2 735,13 	 30,62 	 16,73 	 1 872,10 	 7 399,85 	 54,88 	 3 919,77 	 792,24 	 161,94 	 331,56 	 719,74 	 80,18 	 3 174,95 	 1 371,22 	 425,13 	 4 033,79 	 97,62 	 301,86 	 1 711,93 	 174,81 	 180,87 	 15,87 
19.11.2006	 1 638,70 	 1 398,56 	 366,75 	 2 140,00 	 2 735,13 	 30,62 	 16,73 	 1 872,10 	 7 399,85 	 54,88 	 3 919,77 	 792,24 	 161,94 	 331,56 	 719,74 	 80,18 	 3 174,95 	 1 371,22 	 425,13 	 4 033,79 	 97,62 	 301,86 	 1 711,93 	 174,81 	 180,87 	 15,87 
20.11.2006	 1 638,70 	 1 398,56 	 366,75 	 2 140,00 	 2 735,13 	 30,62 	 16,73 	 1 872,10 	 7 399,85 	 54,88 	 3 919,77 	 792,24 	 161,94 	 331,56 	 719,74 	 80,18 	 3 174,95 	 1 371,22 	 425,13 	 4 033,79 	 97,62 	 301,86 	 1 711,93 	 174,81 	 180,87 	 15,87 
21.11.2006	 1 645,02 	 1 404,25 	 368,22 	 2 140,00 	 2 746,37 	 30,36 	 16,72 	 1 869,16 	 7 399,85 	 55,07 	 3 934,91 	 795,47 	 162,21 	 332,51 	 720,83 	 80,33 	 3 169,96 	 1 373,64 	 425,34 	 4 055,83 	 97,91 	 302,37 	 1 721,64 	 175,54 	 181,23 	 15,87 
22.11.2006	 1 645,98 	 1 402,63 	 367,91 	 2 140,00 	 2 743,48 	 30,35 	 16,67 	 1 868,10 	 7 399,85 	 55,07 	 3 930,57 	 794,52 	 162,24 	 331,89 	 723,16 	 80,29 	 3 178,31 	 1 375,45 	 425,57 	 4 060,86 	 98,20 	 301,77 	 1 721,36 	 175,33 	 181,30 	 15,87 
23.11.2006	 1 654,43 	 1 407,89 	 369,33 	 2 140,00 	 2 753,43 	 29,83 	 16,73 	 1 870,14 	 7 400,11 	 55,07 	 3 947,61 	 797,54 	 162,15 	 333,50 	 723,68 	 80,41 	 3 177,00 	 1 374,97 	 425,36 	 4 077,34 	 98,52 	 302,50 	 1 729,99 	 175,99 	 182,07 	 15,87 
24.11.2006	 1 657,75 	 1 418,25 	 371,99 	 2 140,00 	 2 773,87 	 29,97 	 16,73 	 1 876,29 	 7 399,85 	 55,07 	 3 978,06 	 803,26 	 162,18 	 335,91 	 726,09 	 80,58 	 3 186,85 	 1 378,69 	 425,55 	 4 100,67 	 99,41 	 306,11 	 1 748,01 	 177,28 	 183,83 	 15,87 
25.11.2006	 1 663,53 	 1 429,24 	 374,99 	 2 140,00 	 2 796,77 	 30,28 	 16,73 	 1 880,49 	 7 400,11 	 55,07 	 4 008,24 	 809,62 	 162,24 	 338,57 	 728,71 	 80,69 	 3 186,85 	 1 377,71 	 424,86 	 4 133,73 	 99,73 	 308,78 	 1 765,39 	 178,69 	 184,60 	 15,87 
26.11.2006	 1 663,53 	 1 429,24 	 374,99 	 2 140,00 	 2 796,77 	 30,28 	 16,73 	 1 880,49 	 7 400,11 	 55,07 	 4 008,24 	 809,62 	 162,24 	 338,57 	 728,71 	 80,69 	 3 186,85 	 1 377,71 	 424,86 	 4 133,73 	 99,73 	 308,78 	 1 765,39 	 178,69 	 184,60 	 15,87 
27.11.2006	 1 663,53 	 1 429,24 	 374,99 	 2 140,00 	 2 796,77 	 30,28 	 16,73 	 1 880,49 	 7 400,11 	 55,07 	 4 008,24 	 809,62 	 162,24 	 338,57 	 728,71 	 80,69 	 3 186,85 	 1 377,71 	 424,86 	 4 133,73 	 99,73 	 308,78 	 1 765,39 	 178,69 	 184,60 	 15,87 
28.11.2006	 1 665,99 	 1 433,84 	 376,26 	 2 140,00 	 2 805,11 	 30,52 	 16,73 	 1 886,38 	 7 399,85 	 55,15 	 4 019,16 	 811,96 	 162,24 	 339,54 	 732,22 	 81,16 	 3 186,85 	 1 378,42 	 424,96 	 4 139,51 	 100,04 	 310,22 	 1 770,57 	 179,25 	 184,01 	 15,87 
29.11.2006	 1 665,24 	 1 438,12 	 377,28 	 2 140,00 	 2 813,14 	 30,69 	 16,73 	 1 891,04 	 7 400,36 	 55,15 	 4 032,41 	 814,25 	 162,24 	 340,02 	 733,74 	 81,21 	 3 216,91 	 1 379,44 	 424,25 	 4 159,84 	 100,30 	 310,49 	 1 774,53 	 179,77 	 184,05 	 15,87 
30.11.2006	 1 674,76 	 1 440,54 	 377,94 	 2 140,00 	 2 817,42 	 30,85 	 16,72 	 1 887,96 	 7 400,62 	 55,15 	 4 036,59 	 815,98 	 162,43 	 340,67 	 736,99 	 81,32 	 3 219,31 	 1 384,26 	 424,23 	 4 170,65 	 100,60 	 310,17 	 1 773,80 	 180,08 	 184,21 	 15,87 
01.12.2006	 1 685,36 	 1 443,17 	 378,64 	 2 140,00 	 2 822,45 	 31,26 	 16,73 	 1 878,18 	 7 399,47 	 55,15 	 4 044,99 	 817,46 	 162,43 	 344,69 	 738,98 	 81,34 	 3 222,80 	 1 387,31 	 423,71 	 4 182,31 	 100,89 	 311,27 	 1 772,84 	 180,39 	 184,30 	 15,87 
02.12.2006	 1 691,35 	 1 449,18 	 380,21 	 2 140,00 	 2 834,00 	 31,37 	 16,73 	 1 877,60 	 7 398,44 	 55,15 	 4 061,11 	 820,88 	 162,80 	 346,82 	 745,23 	 81,53 	 3 226,54 	 1 385,11 	 422,26 	 4 215,48 	 101,52 	 313,47 	 1 785,34 	 181,13 	 184,31 	 15,87 
03.12.2006	 1 691,35 	 1 449,18 	 380,21 	 2 140,00 	 2 834,00 	 31,37 	 16,73 	 1 877,60 	 7 398,44 	 55,15 	 4 061,11 	 820,88 	 162,80 	 346,82 	 745,23 	 81,53 	 3 226,54 	 1 385,11 	 422,26 	 4 215,48 	 101,52 	 313,47 	 1 785,34 	 181,13 	 184,31 	 15,87 
04.12.2006	 1 691,35 	 1 449,18 	 380,21 	 2 140,00 	 2 834,00 	 31,37 	 16,73 	 1 877,60 	 7 398,44 	 55,15 	 4 061,11 	 820,88 	 162,80 	 346,82 	 745,23 	 81,53 	 3 226,54 	 1 385,11 	 422,26 	 4 215,48 	 101,52 	 313,47 	 1 785,34 	 181,13 	 184,31 	 15,87 
05.12.2006	 1 682,36 	 1 453,95 	 381,36 	 2 140,00 	 2 844,49 	 31,63 	 16,73 	 1 873,09 	 7 399,47 	 55,15 	 4 075,41 	 823,63 	 162,68 	 347,95 	 745,72 	 81,66 	 3 233,22 	 1 384,62 	 422,92 	 4 229,50 	 101,54 	 315,09 	 1 787,06 	 181,75 	 184,90 	 15,87 
06.12.2006	 1 686,43 	 1 456,13 	 381,89 	 2 140,00 	 2 847,80 	 31,35 	 16,73 	 1 876,45 	 7 399,85 	 55,15 	 4 080,47 	 824,81 	 162,86 	 349,18 	 747,57 	 81,73 	 3 243,47 	 1 390,20 	 424,33 	 4 228,75 	 101,74 	 314,74 	 1 789,60 	 182,04 	 186,39 	 15,87 
07.12.2006	 1 681,93 	 1 452,57 	 381,05 	 2 140,00 	 2 841,06 	 31,00 	 16,72 	 1 872,92 	 7 402,15 	 55,15 	 4 068,05 	 822,79 	 163,11 	 349,42 	 746,71 	 81,72 	 3 246,25 	 1 389,66 	 423,34 	 4 205,85 	 101,42 	 314,00 	 1 788,10 	 181,57 	 186,22 	 15,87 
08.12.2006	 1 692,31 	 1 456,18 	 381,92 	 2 140,00 	 2 847,80 	 31,03 	 16,72 	 1 865,66 	 7 402,15 	 55,15 	 4 076,19 	 824,71 	 163,02 	 351,25 	 747,01 	 81,71 	 3 240,69 	 1 390,65 	 424,01 	 4 214,41 	 101,77 	 314,34 	 1 792,14 	 182,00 	 186,19 	 15,87 
09.12.2006	 1 686,64 	 1 453,71 	 381,32 	 2 140,00 	 2 843,42 	 31,01 	 16,72 	 1 862,00 	 7 404,08 	 55,15 	 4 070,38 	 823,05 	 163,23 	 350,22 	 741,61 	 81,57 	 3 241,16 	 1 387,40 	 425,28 	 4 194,72 	 101,65 	 313,86 	 1 789,37 	 181,72 	 185,02 	 15,87 
10.12.2006	 1 686,64 	 1 453,71 	 381,32 	 2 140,00 	 2 843,42 	 31,01 	 16,72 	 1 862,00 	 7 404,08 	 55,15 	 4 070,38 	 823,05 	 163,23 	 350,22 	 741,61 	 81,57 	 3 241,16 	 1 387,40 	 425,28 	 4 194,72 	 101,65 	 313,86 	 1 789,37 	 181,72 	 185,02 	 15,87 
11.12.2006	 1 686,64 	 1 453,71 	 381,32 	 2 140,00 	 2 843,42 	 31,01 	 16,72 	 1 862,00 	 7 404,08 	 55,15 	 4 070,38 	 823,05 	 163,23 	 350,22 	 741,61 	 81,57 	 3 241,16 	 1 387,40 	 425,28 	 4 194,72 	 101,65 	 313,86 	 1 789,37 	 181,72 	 185,02 	 15,87 
12.12.2006	 1 675,73 	 1 444,68 	 378,99 	 2 140,00 	 2 825,76 	 30,85 	 16,72 	 1 862,73 	 7 400,49 	 55,29 	 4 046,52 	 817,95 	 163,23 	 347,94 	 739,95 	 81,38 	 3 236,75 	 1 386,32 	 424,60 	 4 179,74 	 101,24 	 312,15 	 1 777,70 	 180,57 	 183,13 	 15,87 
13.12.2006	 1 682,25 	 1 447,76 	 379,81 	 2 140,00 	 2 831,65 	 30,86 	 16,72 	 1 865,98 	 7 401,39 	 55,29 	 4 058,03 	 820,25 	 163,67 	 348,47 	 742,90 	 81,49 	 3 223,03 	 1 389,79 	 424,67 	 4 191,73 	 101,42 	 311,95 	 1 779,55 	 180,98 	 183,08 	 15,87 
14.12.2006	 1 685,57 	 1 450,21 	 380,59 	 2 140,00 	 2 836,46 	 30,85 	 16,73 	 1 858,20 	 7 402,41 	 55,29 	 4 070,38 	 821,51 	 163,86 	 349,23 	 746,40 	 81,58 	 3 229,54 	 1 390,15 	 424,81 	 4 209,06 	 101,62 	 313,83 	 1 779,26 	 181,28 	 182,74 	 15,87 
15.12.2006	 1 682,57 	 1 447,85 	 379,86 	 2 140,00 	 2 831,86 	 30,87 	 16,73 	 1 849,77 	 7 404,20 	 55,29 	 4 060,34 	 819,83 	 164,30 	 345,83 	 745,11 	 81,48 	 3 234,16 	 1 390,97 	 426,04 	 4 209,59 	 101,48 	 312,58 	 1 772,40 	 180,98 	 182,28 	 15,87 
16.12.2006	 1 669,52 	 1 433,74 	 376,24 	 2 140,00 	 2 804,68 	 31,07 	 16,74 	 1 850,25 	 7 402,15 	 55,29 	 4 021,42 	 812,25 	 164,49 	 342,65 	 740,22 	 81,28 	 3 223,72 	 1 387,22 	 424,04 	 4 187,12 	 101,35 	 309,04 	 1 755,61 	 179,27 	 180,98 	 15,87 
17.12.2006	 1 669,52 	 1 433,74 	 376,24 	 2 140,00 	 2 804,68 	 31,07 	 16,74 	 1 850,25 	 7 402,15 	 55,29 	 4 021,42 	 812,25 	 164,49 	 342,65 	 740,22 	 81,28 	 3 223,72 	 1 387,22 	 424,04 	 4 187,12 	 101,35 	 309,04 	 1 755,61 	 179,27 	 180,98 	 15,87 
18.12.2006	 1 669,52 	 1 433,74 	 376,24 	 2 140,00 	 2 804,68 	 31,07 	 16,74 	 1 850,25 	 7 402,15 	 55,29 	 4 021,42 	 812,25 	 164,49 	 342,65 	 740,22 	 81,28 	 3 223,72 	 1 387,22 	 424,04 	 4 187,12 	 101,35 	 309,04 	 1 755,61 	 179,27 	 180,98 	 15,87 
19.12.2006	 1 674,87 	 1 433,74 	 376,23 	 2 140,00 	 2 804,47 	 31,28 	 16,74 	 1 848,73 	 7 402,15 	 55,40 	 4 020,67 	 811,97 	 165,25 	 344,45 	 739,05 	 81,10 	 3 214,02 	 1 387,67 	 424,39 	 4 182,42 	 101,17 	 310,14 	 1 752,59 	 179,22 	 181,50 	 15,87 
20.12.2006	 1 675,08 	 1 440,16 	 377,86 	 2 140,00 	 2 816,45 	 31,03 	 16,74 	 1 849,61 	 7 401,00 	 55,40 	 4 038,88 	 815,60 	 165,12 	 344,86 	 740,64 	 81,11 	 3 212,10 	 1 385,88 	 426,19 	 4 196,75 	 101,42 	 310,96 	 1 757,92 	 180,04 	 181,18 	 15,87 
21.12.2006	 1 680,22 	 1 446,63 	 379,61 	 2 140,00 	 2 829,62 	 30,91 	 16,75 	 1 861,68 	 7 401,00 	 55,40 	 4 056,49 	 819,39 	 166,28 	 346,59 	 741,77 	 81,44 	 3 220,83 	 1 389,20 	 427,49 	 4 216,98 	 102,53 	 313,77 	 1 763,42 	 180,86 	 181,17 	 15,87 
22.12.2006	 1 682,25 	 1 443,36 	 378,69 	 2 140,00 	 2 823,30 	 30,79 	 16,72 	 1 862,81 	 7 401,26 	 55,40 	 4 047,28 	 817,78 	 166,28 	 346,53 	 742,80 	 81,39 	 3 226,56 	 1 390,02 	 426,68 	 4 210,34 	 102,53 	 314,50 	 1 759,58 	 180,46 	 181,33 	 15,87 
23.12.2006	 1 684,29 	 1 445,02 	 379,19 	 2 140,00 	 2 826,30 	 30,65 	 16,73 	 1 854,50 	 7 401,00 	 55,40 	 4 051,88 	 818,20 	 166,28 	 345,48 	 740,23 	 81,39 	 3 221,24 	 1 389,84 	 427,81 	 4 208,42 	 102,56 	 314,78 	 1 764,22 	 180,64 	 180,77 	 15,87 
24.12.2006	 1 684,29 	 1 445,02 	 379,19 	 2 140,00 	 2 826,30 	 30,65 	 16,73 	 1 854,50 	 7 401,00 	 55,40 	 4 051,88 	 818,20 	 166,28 	 345,48 	 740,23 	 81,39 	 3 221,24 	 1 389,84 	 427,81 	 4 208,42 	 102,56 	 314,78 	 1 764,22 	 180,64 	 180,77 	 15,87 
25.12.2006	 1 684,29 	 1 445,02 	 379,19 	 2 140,00 	 2 826,30 	 30,65 	 16,73 	 1 854,50 	 7 401,00 	 55,40 	 4 051,88 	 818,20 	 166,28 	 345,48 	 740,23 	 81,39 	 3 221,24 	 1 389,84 	 427,81 	 4 208,42 	 102,56 	 314,78 	 1 764,22 	 180,64 	 180,77 	 15,87 
26.12.2006	 1 684,29 	 1 445,02 	 379,19 	 2 140,00 	 2 826,30 	 30,65 	 16,73 	 1 854,50 	 7 401,00 	 55,40 	 4 051,88 	 818,20 	 166,28 	 345,48 	 740,23 	 81,39 	 3 221,24 	 1 389,84 	 427,81 	 4 208,42 	 102,56 	 314,78 	 1 764,22 	 180,64 	 180,77 	 15,87 
27.12.2006	 1 681,72 	 1 437,11 	 376,99 	 2 140,00 	 2 810,89 	 29,52 	 16,74 	 1 847,85 	 7 401,26 	 55,68 	 4 030,51 	 813,63 	 166,28 	 343,16 	 735,40 	 81,18 	 3 222,37 	 1 389,38 	 427,98 	 4 192,90 	 101,43 	 312,50 	 1 754,67 	 179,63 	 179,98 	 15,87 
28.12.2006	 1 681,29 	 1 439,04 	 377,58 	 2 140,00 	 2 814,42 	 29,79 	 16,77 	 1 841,73 	 7 401,26 	 55,68 	 4 037,74 	 814,80 	 166,70 	 342,03 	 733,30 	 81,26 	 3 222,37 	 1 392,10 	 424,48 	 4 191,30 	 101,80 	 312,02 	 1 754,60 	 179,90 	 180,35 	 15,87 
29.12.2006	 1 686,32 	 1 438,03 	 377,21 	 2 140,00 	 2 812,28 	 29,93 	 16,82 	 1 843,56 	 7 401,26 	 55,68 	 4 035,83 	 814,25 	 165,89 	 341,44 	 732,93 	 81,13 	 3 218,17 	 1 393,50 	 424,52 	 4 191,19 	 101,98 	 311,18 	 1 747,94 	 179,76 	 180,05 	 15,87 
30.12.2006	 1 690,71 	 1 440,25 	 377,92 	 2 140,00 	 2 817,31 	 29,93 	 16,88 	 1 844,27 	 7 401,26 	 55,68 	 4 041,93 	 816,02 	 165,73 	 340,88 	 734,92 	 81,13 	 3 216,76 	 1 395,86 	 423,39 	 4 197,61 	 102,57 	 311,35 	 1 753,60 	 180,06 	 180,01 	 15,87 
31.12.2006	 1 690,71 	 1 440,25 	 377,92 	 2 140,00 	 2 817,31 	 29,93 	 16,88 	 1 844,27 	 7 401,26 	 55,68 	 4 041,93 	 816,02 	 165,73 	 340,88 	 734,92 	 81,13 	 3 216,76 	 1 395,86 	 423,39 	 4 197,61 	 102,57 	 311,35 	 1 753,60 	 180,06 	 180,01 	 15,87 
