Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2010 по 31.12.2010																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
11.03.2010	 2 703,38 	 2 049,47 	 369,65 	 538,66 	 2 950,00 	 4 003,15 	 1 035,18 	 23,05 	 2 873,42 	 432,16 	 256,20 	 10 225,30 	 5 658,93 	 1 160,94 	 233,57 	 1 918,95 	 499,39 	 99,24 	 4 507,51 	 2 110,01 	 65,85 	 20,03 		 4 412,02 	 156,58 	 413,41 	 2 741,13 	 326,80 
12.03.2010	 2 702,79 	 2 058,76 	 369,74 	 541,20 	 2 950,00 	 4 025,57 	 1 031,56 	 23,13 	 2 873,98 	 432,13 	 257,37 	 10 224,77 	 5 686,75 	 1 166,19 	 234,03 	 1 919,82 	 502,44 	 99,93 	 4 509,55 	 2 109,18 	 65,85 	 20,06 		 4 426,77 	 157,49 	 414,10 	 2 756,24 	 326,09 
13.03.2010	 2 715,36 	 2 076,97 	 371,11 	 545,98 	 2 960,00 	 4 059,94 	 1 044,53 	 23,38 	 2 891,47 	 433,66 	 259,62 	 10 266,73 	 5 738,10 	 1 176,47 	 235,67 	 1 936,86 	 507,11 	 100,72 	 4 530,07 	 2 121,41 	 66,08 	 20,12 		 4 473,15 	 159,69 	 418,80 	 2 782,09 	 327,22 
14.03.2010	 2 715,36 	 2 076,97 	 371,11 	 545,98 	 2 960,00 	 4 059,94 	 1 044,53 	 23,38 	 2 891,47 	 433,66 	 259,62 	 10 266,73 	 5 738,10 	 1 176,47 	 235,67 	 1 936,86 	 507,11 	 100,72 	 4 530,07 	 2 121,41 	 66,08 	 20,12 		 4 473,15 	 159,69 	 418,80 	 2 782,09 	 327,22 
15.03.2010	 2 715,36 	 2 076,97 	 371,11 	 545,98 	 2 960,00 	 4 059,94 	 1 044,53 	 23,38 	 2 891,47 	 433,66 	 259,62 	 10 266,73 	 5 738,10 	 1 176,47 	 235,67 	 1 936,86 	 507,11 	 100,72 	 4 530,07 	 2 121,41 	 66,08 	 20,12 		 4 473,15 	 159,69 	 418,80 	 2 782,09 	 327,22 
16.03.2010	 2 704,87 	 2 076,58 	 371,40 	 545,78 	 2 961,00 	 4 068,12 	 1 042,06 	 23,50 	 2 905,79 	 433,77 	 259,59 	 10 268,77 	 5 736,70 	 1 176,47 	 236,27 	 1 936,05 	 506,19 	 100,94 	 4 551,89 	 2 119,31 	 66,08 	 20,13 		 4 466,67 	 159,37 	 417,42 	 2 789,97 	 326,28 
17.03.2010	 2 717,35 	 2 074,94 	 371,56 	 545,41 	 2 968,00 	 4 060,82 	 1 042,28 	 23,56 	 2 915,23 	 434,81 	 259,41 	 10 295,90 	 5 733,05 	 1 175,68 	 237,82 	 1 942,54 	 505,91 	 100,87 	 4 550,63 	 2 124,40 	 66,24 	 20,18 		 4 463,58 	 159,30 	 417,41 	 2 797,49 	 328,08 
18.03.2010	 2 726,60 	 2 084,51 	 371,23 	 547,94 	 2 960,00 	 4 079,77 	 1 053,85 	 23,63 	 2 922,01 	 433,64 	 260,54 	 10 283,13 	 5 757,07 	 1 180,69 	 237,68 	 1 950,96 	 508,75 	 101,40 	 4 540,46 	 2 124,76 	 66,06 	 20,14 		 4 507,78 	 160,18 	 417,90 	 2 808,22 	 326,51 
19.03.2010	 2 727,67 	 2 069,04 	 371,49 	 543,84 	 2 961,00 	 4 048,87 	 1 043,51 	 23,49 	 2 928,06 	 433,71 	 258,65 	 10 281,61 	 5 715,66 	 1 171,93 	 237,50 	 1 942,28 	 506,69 	 101,33 	 4 555,02 	 2 123,87 	 66,08 	 20,14 		 4 520,26 	 159,41 	 416,19 	 2 796,03 	 329,57 
20.03.2010	 2 729,79 	 2 061,78 	 372,41 	 541,98 	 2 967,00 	 4 040,46 	 1 037,94 	 23,46 	 2 913,39 	 434,64 	 257,75 	 10 292,43 	 5 696,46 	 1 167,93 	 237,97 	 1 939,72 	 506,26 	 101,41 	 4 552,42 	 2 126,20 	 66,22 	 20,19 		 4 491,44 	 158,83 	 416,69 	 2 808,33 	 327,97 
21.03.2010	 2 729,79 	 2 061,78 	 372,41 	 541,98 	 2 967,00 	 4 040,46 	 1 037,94 	 23,46 	 2 913,39 	 434,64 	 257,75 	 10 292,43 	 5 696,46 	 1 167,93 	 237,97 	 1 939,72 	 506,26 	 101,41 	 4 552,42 	 2 126,20 	 66,22 	 20,19 		 4 491,44 	 158,83 	 416,69 	 2 808,33 	 327,97 
22.03.2010	 2 729,79 	 2 061,78 	 372,41 	 541,98 	 2 967,00 	 4 040,46 	 1 037,94 	 23,46 	 2 913,39 	 434,64 	 257,75 	 10 292,43 	 5 696,46 	 1 167,93 	 237,97 	 1 939,72 	 506,26 	 101,41 	 4 552,42 	 2 126,20 	 66,22 	 20,19 		 4 491,44 	 158,83 	 416,69 	 2 808,33 	 327,97 
23.03.2010	 2 718,58 	 2 059,87 	 373,99 	 541,44 	 2 976,00 	 4 024,74 	 1 032,46 	 23,46 	 2 931,15 	 435,88 	 257,50 	 10 311,85 	 5 690,79 	 1 166,88 	 239,23 	 1 932,97 	 501,85 	 101,44 	 4 548,31 	 2 126,32 	 66,22 	 20,25 		 4 465,49 	 158,27 	 414,25 	 2 811,79 	 328,71 
24.03.2010	 2 732,98 	 2 062,33 	 375,68 	 542,10 	 2 981,00 	 4 032,10 	 1 035,25 	 23,41 	 2 928,72 	 436,69 	 257,74 	 10 335,98 	 5 693,82 	 1 168,19 	 239,53 	 1 932,89 	 501,05 	 101,15 	 4 543,88 	 2 127,39 	 66,33 	 20,28 		 4 483,87 	 158,69 	 414,18 	 2 811,07 	 329,68 
25.03.2010	 2 729,48 	 2 041,03 	 376,30 	 536,51 	 2 985,00 	 4 005,87 	 1 027,50 	 23,21 	 2 927,76 	 437,25 	 255,07 	 10 330,15 	 5 633,67 	 1 155,86 	 240,07 	 1 937,43 	 498,78 	 100,93 	 4 548,69 	 2 125,69 	 66,42 	 20,31 		 4 470,34 	 156,78 	 412,17 	 2 794,29 	 327,55 
26.03.2010	 2 739,17 	 2 047,68 	 378,94 	 538,17 	 3 002,00 	 4 000,17 	 1 029,56 	 23,15 	 2 940,97 	 439,64 	 256,01 	 10 390,96 	 5 656,15 	 1 160,26 	 241,71 	 1 943,67 	 495,90 	 101,22 	 4 550,34 	 2 135,74 	 66,80 	 20,43 		 4 491,29 	 157,93 	 413,90 	 2 804,69 	 326,68 
27.03.2010	 2 715,56 	 2 046,90 	 378,03 	 537,94 	 2 994,00 	 4 003,28 	 1 029,57 	 23,14 	 2 921,97 	 438,50 	 255,89 	 10 360,94 	 5 654,92 	 1 159,61 	 241,15 	 1 951,82 	 495,11 	 101,44 	 4 534,23 	 2 132,10 	 66,62 	 20,39 		 4 439,50 	 157,81 	 413,43 	 2 802,06 	 323,50 
28.03.2010	 2 715,56 	 2 046,90 	 378,03 	 537,94 	 2 994,00 	 4 003,28 	 1 029,57 	 23,14 	 2 921,97 	 438,50 	 255,89 	 10 360,94 	 5 654,92 	 1 159,61 	 241,15 	 1 951,82 	 495,11 	 101,44 	 4 534,23 	 2 132,10 	 66,62 	 20,39 		 4 439,50 	 157,81 	 413,43 	 2 802,06 	 323,50 
29.03.2010	 2 715,56 	 2 046,90 	 378,03 	 537,94 	 2 994,00 	 4 003,28 	 1 029,57 	 23,14 	 2 921,97 	 438,50 	 255,89 	 10 360,94 	 5 654,92 	 1 159,61 	 241,15 	 1 951,82 	 495,11 	 101,44 	 4 534,23 	 2 132,10 	 66,62 	 20,39 		 4 439,50 	 157,81 	 413,43 	 2 802,06 	 323,50 
30.03.2010	 2 730,92 	 2 062,14 	 377,41 	 541,97 	 2 990,00 	 4 031,72 	 1 037,20 	 23,35 	 2 924,06 	 437,95 	 257,78 	 10 354,98 	 5 693,61 	 1 168,15 	 241,71 	 1 954,76 	 498,67 	 100,91 	 4 526,23 	 2 137,47 	 66,24 	 20,34 		 4 485,60 	 158,94 	 412,15 	 2 818,63 	 322,95 
31.03.2010	 2 737,53 	 2 054,64 	 375,82 	 539,86 	 2 978,00 	 4 023,87 	 1 037,18 	 23,25 	 2 923,48 	 436,27 	 256,83 	 10 324,15 	 5 669,68 	 1 163,92 	 240,46 	 1 947,04 	 499,35 	 101,42 	 4 522,90 	 2 129,27 	 65,98 	 20,25 		 4 483,97 	 158,19 	 411,75 	 2 805,46 	 321,86 
01.04.2010	 2 726,06 	 2 045,82 	 375,92 	 537,36 	 2 978,00 	 4 000,35 	 1 035,14 	 23,19 	 2 928,22 	 436,28 	 255,71 	 10 311,63 	 5 647,10 	 1 158,71 	 240,94 	 1 955,22 	 498,49 	 100,96 	 4 525,19 	 2 126,16 	 65,98 	 20,26 		 4 497,08 	 157,21 	 411,57 	 2 795,46 	 319,24 
02.04.2010	 2 733,95 	 2 054,64 	 375,92 	 539,72 	 2 978,00 	 4 023,28 	 1 044,86 	 23,36 	 2 941,23 	 436,26 	 256,80 	 10 329,52 	 5 667,52 	 1 163,76 	 240,50 	 1 959,86 	 502,07 	 101,16 	 4 521,32 	 2 129,58 	 65,98 	 20,25 		 4 533,71 	 158,45 	 413,98 	 2 827,84 	 318,69 
03.04.2010	 2 727,94 	 2 058,43 	 374,76 	 540,72 	 2 970,00 	 4 026,13 	 1 045,68 	 23,41 	 2 935,36 	 435,12 	 257,30 	 10 297,13 	 5 683,12 	 1 166,03 	 239,88 	 1 955,88 	 501,32 	 101,64 	 4 513,69 	 2 125,83 	 65,80 	 20,21 		 4 531,48 	 158,77 	 414,22 	 2 810,64 	 316,43 
04.04.2010	 2 727,94 	 2 058,43 	 374,76 	 540,72 	 2 970,00 	 4 026,13 	 1 045,68 	 23,41 	 2 935,36 	 435,12 	 257,30 	 10 297,13 	 5 683,12 	 1 166,03 	 239,88 	 1 955,88 	 501,32 	 101,64 	 4 513,69 	 2 125,83 	 65,80 	 20,21 		 4 531,48 	 158,77 	 414,22 	 2 810,64 	 316,43 
05.04.2010	 2 727,94 	 2 058,43 	 374,76 	 540,72 	 2 970,00 	 4 026,13 	 1 045,68 	 23,41 	 2 935,36 	 435,12 	 257,30 	 10 297,13 	 5 683,12 	 1 166,03 	 239,88 	 1 955,88 	 501,32 	 101,64 	 4 513,69 	 2 125,83 	 65,80 	 20,21 		 4 531,48 	 158,77 	 414,22 	 2 810,64 	 316,43 
06.04.2010	 2 734,18 	 2 047,57 	 372,55 	 537,81 	 2 970,00 	 4 001,78 	 1 043,99 	 23,28 	 2 950,23 	 435,14 	 256,18 	 10 303,56 	 5 648,00 	 1 159,68 	 240,49 	 1 963,31 	 499,25 	 101,68 	 4 505,07 	 2 124,08 	 65,60 	 20,22 		 4 527,62 	 157,90 	 413,07 	 2 796,08 	 314,10 
07.04.2010	 2 749,35 	 2 040,12 	 375,63 	 535,86 	 2 975,00 	 3 993,05 	 1 041,16 	 23,19 	 2 972,62 	 435,85 	 254,99 	 10 309,81 	 5 623,29 	 1 155,56 	 240,33 	 1 965,97 	 498,62 	 101,74 	 4 516,26 	 2 130,63 	 65,71 	 20,25 		 4 517,39 	 157,43 	 413,15 	 2 785,97 	 317,21 
08.04.2010	 2 759,93 	 2 039,14 	 376,64 	 535,76 	 2 980,00 	 3 987,24 	 1 039,05 	 23,23 	 2 981,49 	 436,60 	 254,88 	 10 321,78 	 5 643,40 	 1 155,04 	 240,54 	 1 985,01 	 500,02 	 101,73 	 4 514,13 	 2 133,22 	 65,82 	 20,29 		 4 540,77 	 158,02 	 413,31 	 2 784,27 	 317,22 
09.04.2010	 2 749,65 	 2 025,21 	 376,50 	 531,98 	 2 980,00 	 3 966,08 	 1 028,95 	 23,09 	 2 955,91 	 436,60 	 253,12 	 10 312,49 	 5 603,08 	 1 147,12 	 240,30 	 1 980,26 	 496,28 	 101,36 	 4 506,15 	 2 129,71 	 65,82 	 20,29 		 4 522,15 	 157,02 	 407,84 	 2 763,61 	 320,17 
10.04.2010	 2 769,46 	 2 042,21 	 376,50 	 536,65 	 2 980,00 	 3 989,92 	 1 041,30 	 23,32 	 2 977,92 	 436,68 	 255,28 	 10 324,64 	 5 650,90 	 1 156,79 	 239,88 	 2 002,69 	 502,50 	 101,63 	 4 510,02 	 2 139,04 	 65,82 	 20,30 		 4 575,49 	 158,65 	 413,19 	 2 785,57 	 318,63 
11.04.2010	 2 769,46 	 2 042,21 	 376,50 	 536,65 	 2 980,00 	 3 989,92 	 1 041,30 	 23,32 	 2 977,92 	 436,68 	 255,28 	 10 324,64 	 5 650,90 	 1 156,79 	 239,88 	 2 002,69 	 502,50 	 101,63 	 4 510,02 	 2 139,04 	 65,82 	 20,30 		 4 575,49 	 158,65 	 413,19 	 2 785,57 	 318,63 
12.04.2010	 2 769,46 	 2 042,21 	 376,50 	 536,65 	 2 980,00 	 3 989,92 	 1 041,30 	 23,32 	 2 977,92 	 436,68 	 255,28 	 10 324,64 	 5 650,90 	 1 156,79 	 239,88 	 2 002,69 	 502,50 	 101,63 	 4 510,02 	 2 139,04 	 65,82 	 20,30 		 4 575,49 	 158,65 	 413,19 	 2 785,57 	 318,63 
13.04.2010	 2 769,46 	 2 042,21 	 376,50 	 536,65 	 2 980,00 	 3 989,92 	 1 041,30 	 23,32 	 2 977,92 	 436,68 	 255,28 	 10 324,64 	 5 650,90 	 1 156,79 	 239,88 	 2 002,69 	 502,50 	 101,63 	 4 510,02 	 2 139,04 	 65,82 	 20,30 		 4 575,49 	 158,65 	 413,19 	 2 785,57 	 318,63 
14.04.2010	 2 769,46 	 2 042,21 	 376,50 	 536,65 	 2 980,00 	 3 989,92 	 1 041,30 	 23,32 	 2 977,92 	 436,68 	 255,28 	 10 324,64 	 5 650,90 	 1 156,79 	 239,88 	 2 002,69 	 502,50 	 101,63 	 4 510,02 	 2 139,04 	 65,82 	 20,30 		 4 575,49 	 158,65 	 413,19 	 2 785,57 	 318,63 
15.04.2010	 2 757,98 	 2 063,87 	 373,74 	 542,27 	 2 960,00 	 4 031,82 	 1 043,54 	 23,58 	 2 964,45 	 433,64 	 257,97 	 10 299,95 	 5 714,29 	 1 168,94 	 235,69 	 2 000,95 	 504,37 	 101,91 	 4 517,46 	 2 147,03 	 65,20 	 20,19 		 4 562,25 	 160,95 	 414,08 	 2 808,62 	 316,34 
16.04.2010	 2 761,00 	 2 052,44 	 373,11 	 539,36 	 2 955,00 	 4 017,03 	 1 040,86 	 23,46 	 2 958,85 	 432,92 	 256,58 	 10 282,91 	 5 667,98 	 1 162,63 	 233,78 	 2 001,83 	 503,19 	 102,14 	 4 508,92 	 2 150,34 	 65,09 	 20,16 		 4 569,91 	 160,36 	 413,43 	 2 799,09 	 317,42 
17.04.2010	 2 759,59 	 2 050,45 	 374,00 	 538,82 	 2 963,00 	 4 010,12 	 1 035,89 	 23,47 	 2 956,79 	 434,10 	 256,34 	 10 302,50 	 5 663,77 	 1 161,64 	 235,45 	 2 009,49 	 504,87 	 102,06 	 4 514,84 	 2 156,48 	 65,27 	 20,22 		 4 568,21 	 159,34 	 414,27 	 2 798,98 	 319,93 
18.04.2010	 2 759,59 	 2 050,45 	 374,00 	 538,82 	 2 963,00 	 4 010,12 	 1 035,89 	 23,47 	 2 956,79 	 434,10 	 256,34 	 10 302,50 	 5 663,77 	 1 161,64 	 235,45 	 2 009,49 	 504,87 	 102,06 	 4 514,84 	 2 156,48 	 65,27 	 20,22 		 4 568,21 	 159,34 	 414,27 	 2 798,98 	 319,93 
19.04.2010	 2 759,59 	 2 050,45 	 374,00 	 538,82 	 2 963,00 	 4 010,12 	 1 035,89 	 23,47 	 2 956,79 	 434,10 	 256,34 	 10 302,50 	 5 663,77 	 1 161,64 	 235,45 	 2 009,49 	 504,87 	 102,06 	 4 514,84 	 2 156,48 	 65,27 	 20,22 		 4 568,21 	 159,34 	 414,27 	 2 798,98 	 319,93 
20.04.2010	 2 732,54 	 2 047,07 	 376,23 	 537,94 	 2 975,00 	 4 001,38 	 1 028,01 	 23,44 	 2 928,58 	 435,82 	 255,88 	 10 332,73 	 5 654,28 	 1 159,57 	 235,61 	 1 996,04 	 500,98 	 101,89 	 4 535,12 	 2 157,67 	 65,67 	 20,29 		 4 538,07 	 159,05 	 411,85 	 2 791,85 	 323,95 
21.04.2010	 2 765,30 	 2 048,67 	 375,11 	 538,35 	 2 972,00 	 3 999,72 	 1 029,92 	 23,46 	 2 939,66 	 435,43 	 256,03 	 10 321,95 	 5 657,18 	 1 160,39 	 235,36 	 1 996,91 	 503,58 	 102,00 	 4 518,60 	 2 161,30 	 65,60 	 20,26 		 4 564,10 	 158,51 	 415,19 	 2 794,02 	 320,03 
22.04.2010	 2 772,73 	 2 042,33 	 375,11 	 536,81 	 2 972,00 	 3 990,21 	 1 033,58 	 23,42 	 2 991,44 	 435,32 	 255,32 	 10 321,24 	 5 645,36 	 1 156,92 	 233,83 	 2 005,33 	 504,07 	 102,16 	 4 526,39 	 2 168,08 	 65,60 	 20,29 		 4 574,80 	 158,08 	 415,15 	 2 786,16 	 319,00 
23.04.2010	 2 763,07 	 2 038,13 	 375,11 	 535,69 	 2 972,00 	 3 986,34 	 1 031,05 	 23,28 	 2 982,29 	 435,40 	 254,78 	 10 317,30 	 5 635,73 	 1 154,58 	 234,87 	 2 009,47 	 504,05 	 102,03 	 4 509,86 	 2 168,24 	 65,60 	 20,27 		 4 589,51 	 157,75 	 414,19 	 2 782,51 	 319,54 
24.04.2010	 2 742,86 	 2 021,66 	 375,74 	 531,30 	 2 977,00 	 3 945,42 	 1 017,69 	 23,11 	 2 979,23 	 435,97 	 252,69 	 10 319,96 	 5 586,94 	 1 145,13 	 235,38 	 2 001,88 	 501,85 	 101,69 	 4 512,09 	 2 168,17 	 65,71 	 20,33 		 4 568,80 	 155,57 	 411,82 	 2 758,14 	 318,70 
25.04.2010	 2 742,86 	 2 021,66 	 375,74 	 531,30 	 2 977,00 	 3 945,42 	 1 017,69 	 23,11 	 2 979,23 	 435,97 	 252,69 	 10 319,96 	 5 586,94 	 1 145,13 	 235,38 	 2 001,88 	 501,85 	 101,69 	 4 512,09 	 2 168,17 	 65,71 	 20,33 		 4 568,80 	 155,57 	 411,82 	 2 758,14 	 318,70 
26.04.2010	 2 742,86 	 2 021,66 	 375,74 	 531,30 	 2 977,00 	 3 945,42 	 1 017,69 	 23,11 	 2 979,23 	 435,97 	 252,69 	 10 319,96 	 5 586,94 	 1 145,13 	 235,38 	 2 001,88 	 501,85 	 101,69 	 4 512,09 	 2 168,17 	 65,71 	 20,33 		 4 568,80 	 155,57 	 411,82 	 2 758,14 	 318,70 
27.04.2010	 2 751,51 	 2 021,85 	 373,63 	 531,16 	 2 961,00 	 3 963,00 	 1 019,70 	 23,10 	 2 963,82 	 433,70 	 252,71 	 10 269,84 	 5 586,27 	 1 145,01 	 234,35 	 2 006,91 	 503,47 	 101,79 	 4 479,64 	 2 164,87 	 65,27 	 20,22 		 4 580,96 	 155,83 	 412,62 	 2 754,42 	 314,51 
28.04.2010	 2 735,96 	 2 021,57 	 373,60 	 531,29 	 2 961,00 	 3 956,49 	 1 014,39 	 23,09 	 2 952,59 	 433,82 	 252,69 	 10 266,99 	 5 588,37 	 1 145,19 	 234,57 	 2 000,54 	 504,06 	 101,88 	 4 479,87 	 2 161,87 	 65,27 	 20,22 		 4 556,39 	 155,45 	 412,68 	 2 753,39 	 315,64 
29.04.2010	 2 719,38 	 1 995,75 	 373,70 	 524,46 	 2 961,00 	 3 904,97 	 990,55 	 22,80 	 2 912,36 	 433,80 	 249,49 	 10 251,71 	 5 513,97 	 1 130,45 	 234,23 	 1 962,10 	 496,42 	 100,78 	 4 478,78 	 2 152,75 	 65,27 	 20,19 		 4 507,83 	 152,08 	 404,89 	 2 723,64 	 317,47 
30.04.2010	 2 741,44 	 2 000,81 	 373,86 	 525,83 	 2 961,00 	 3 908,82 	 998,45 	 22,95 	 2 937,79 	 433,76 	 250,14 	 10 252,77 	 5 526,83 	 1 133,35 	 233,04 	 1 986,91 	 497,05 	 101,10 	 4 460,78 	 2 157,69 	 65,27 	 20,18 		 4 505,46 	 153,13 	 406,23 	 2 729,03 	 314,95 
01.05.2010	 2 757,43 	 2 012,37 	 373,86 	 528,83 	 2 961,00 	 3 934,87 	 1 008,34 	 23,08 	 2 949,50 	 433,81 	 251,54 	 10 254,90 	 5 565,27 	 1 139,92 	 233,60 	 2 000,68 	 501,96 	 101,57 	 4 466,22 	 2 166,85 	 65,27 	 20,22 		 4 552,09 	 154,24 	 409,50 	 2 743,32 	 314,40 
02.05.2010	 2 757,43 	 2 012,37 	 373,86 	 528,83 	 2 961,00 	 3 934,87 	 1 008,34 	 23,08 	 2 949,50 	 433,81 	 251,54 	 10 254,90 	 5 565,27 	 1 139,92 	 233,60 	 2 000,68 	 501,96 	 101,57 	 4 466,22 	 2 166,85 	 65,27 	 20,22 		 4 552,09 	 154,24 	 409,50 	 2 743,32 	 314,40 
03.05.2010	 2 757,43 	 2 012,37 	 373,86 	 528,83 	 2 961,00 	 3 934,87 	 1 008,34 	 23,08 	 2 949,50 	 433,81 	 251,54 	 10 254,90 	 5 565,27 	 1 139,92 	 233,60 	 2 000,68 	 501,96 	 101,57 	 4 466,22 	 2 166,85 	 65,27 	 20,22 		 4 552,09 	 154,24 	 409,50 	 2 743,32 	 314,40 
04.05.2010	 2 744,40 	 2 004,26 	 371,52 	 526,74 	 2 961,00 	 3 916,51 	 1 002,51 	 23,06 	 2 915,37 	 433,85 	 250,53 	 10 251,71 	 5 540,28 	 1 135,22 	 233,47 	 1 984,25 	 498,85 	 101,57 	 4 474,43 	 2 156,75 	 65,27 	 20,22 		 4 514,49 	 153,54 	 407,37 	 2 735,33 	 315,00 
05.05.2010	 2 737,33 	 2 000,67 	 372,77 	 525,70 	 2 971,00 	 3 910,73 	 996,33 	 23,01 	 2 935,19 	 435,24 	 250,14 	 10 277,79 	 5 532,07 	 1 133,58 	 234,68 	 1 992,62 	 499,74 	 101,41 	 4 469,72 	 2 163,87 	 65,49 	 20,28 		 4 515,33 	 152,87 	 408,30 	 2 731,45 	 313,48 
06.05.2010	 2 708,76 	 1 974,59 	 375,76 	 518,85 	 2 976,00 	 3 852,73 	 962,42 	 23,08 	 2 904,83 	 435,96 	 246,84 	 10 284,06 	 5 461,05 	 1 118,67 	 234,89 	 1 965,98 	 492,26 	 100,27 	 4 468,34 	 2 151,69 	 65,60 	 20,28 		 4 512,36 	 149,51 	 401,17 	 2 696,02 	 314,39 
07.05.2010	 2 692,29 	 1 949,00 	 374,50 	 512,20 	 2 981,00 	 3 810,61 	 931,68 	 23,06 	 2 876,72 	 436,70 	 243,65 	 10 284,28 	 5 390,11 	 1 104,22 	 235,65 	 1 939,74 	 489,37 	 98,39 	 4 452,42 	 2 136,38 	 65,44 	 20,28 		 4 481,64 	 146,56 	 392,16 	 2 660,78 	 318,60 
08.05.2010	 2 661,58 	 1 947,04 	 374,53 	 511,48 	 2 985,00 	 3 801,70 	 913,53 	 23,08 	 2 842,72 	 437,29 	 243,46 	 10 303,76 	 5 380,80 	 1 102,74 	 236,53 	 1 906,74 	 480,46 	 97,17 	 4 442,72 	 2 135,58 	 65,53 	 20,30 		 4 398,10 	 145,92 	 388,09 	 2 689,67 	 323,52 
09.05.2010	 2 661,58 	 1 947,04 	 374,53 	 511,48 	 2 985,00 	 3 801,70 	 913,53 	 23,08 	 2 842,72 	 437,29 	 243,46 	 10 303,76 	 5 380,80 	 1 102,74 	 236,53 	 1 906,74 	 480,46 	 97,17 	 4 442,72 	 2 135,58 	 65,53 	 20,30 		 4 398,10 	 145,92 	 388,09 	 2 689,67 	 323,52 
10.05.2010	 2 661,58 	 1 947,04 	 374,53 	 511,48 	 2 985,00 	 3 801,70 	 913,53 	 23,08 	 2 842,72 	 437,29 	 243,46 	 10 303,76 	 5 380,80 	 1 102,74 	 236,53 	 1 906,74 	 480,46 	 97,17 	 4 442,72 	 2 135,58 	 65,53 	 20,30 		 4 398,10 	 145,92 	 388,09 	 2 689,67 	 323,52 
11.05.2010	 2 661,58 	 1 947,04 	 374,53 	 511,48 	 2 985,00 	 3 801,70 	 913,53 	 23,08 	 2 842,72 	 437,29 	 243,46 	 10 303,76 	 5 380,80 	 1 102,74 	 236,53 	 1 906,74 	 480,46 	 97,17 	 4 442,72 	 2 135,58 	 65,53 	 20,30 		 4 398,10 	 145,92 	 388,09 	 2 689,67 	 323,52 
12.05.2010	 2 685,75 	 1 943,36 	 376,89 	 510,65 	 2 985,00 	 3 807,37 	 942,79 	 23,21 	 2 918,89 	 437,19 	 242,95 	 10 300,92 	 5 372,09 	 1 100,64 	 237,89 	 1 948,56 	 484,44 	 98,32 	 4 470,19 	 2 160,62 	 65,39 	 20,35 		 4 433,02 	 148,67 	 394,58 	 2 691,25 	 322,09 
13.05.2010	 2 673,81 	 1 938,82 	 374,76 	 509,52 	 2 985,00 	 3 780,20 	 949,94 	 23,18 	 2 936,26 	 437,17 	 242,30 	 10 305,19 	 5 356,66 	 1 097,87 	 237,96 	 1 955,45 	 484,74 	 98,83 	 4 430,46 	 2 162,97 	 65,39 	 20,37 		 4 484,51 	 149,63 	 395,20 	 2 691,37 	 320,85 
14.05.2010	 2 688,45 	 1 930,19 	 376,78 	 507,34 	 2 986,00 	 3 780,57 	 954,94 	 23,02 	 2 949,28 	 437,30 	 241,22 	 10 316,83 	 5 333,57 	 1 093,33 	 237,12 	 1 965,96 	 486,50 	 100,00 	 4 430,48 	 2 166,36 	 65,41 	 20,39 		 4 432,87 	 148,51 	 395,49 	 2 694,09 	 319,70 
15.05.2010	 2 673,21 	 1 912,44 	 377,76 	 502,81 	 2 990,00 	 3 747,07 	 939,97 	 22,81 	 2 918,35 	 437,98 	 239,05 	 10 306,79 	 5 285,02 	 1 083,47 	 236,29 	 1 958,09 	 482,17 	 99,48 	 4 424,15 	 2 162,98 	 65,50 	 20,42 		 4 347,01 	 147,35 	 391,10 	 2 667,86 	 322,48 
16.05.2010	 2 673,21 	 1 912,44 	 377,76 	 502,81 	 2 990,00 	 3 747,07 	 939,97 	 22,81 	 2 918,35 	 437,98 	 239,05 	 10 306,79 	 5 285,02 	 1 083,47 	 236,29 	 1 958,09 	 482,17 	 99,48 	 4 424,15 	 2 162,98 	 65,50 	 20,42 		 4 347,01 	 147,35 	 391,10 	 2 667,86 	 322,48 
17.05.2010	 2 673,21 	 1 912,44 	 377,76 	 502,81 	 2 990,00 	 3 747,07 	 939,97 	 22,81 	 2 918,35 	 437,98 	 239,05 	 10 306,79 	 5 285,02 	 1 083,47 	 236,29 	 1 958,09 	 482,17 	 99,48 	 4 424,15 	 2 162,98 	 65,50 	 20,42 		 4 347,01 	 147,35 	 391,10 	 2 667,86 	 322,48 
