Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2010 по 31.12.2010																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
19.11.2010	 3 003,59 	 2 117,64 	 381,79 	 555,62 	 3 035,00 	 4 123,96 	 1 052,69 	 26,95 	 2 986,03 	 457,48 	 264,72 	 10 796,87 	 5 839,35 	 1 199,46 	 253,05 	 2 099,11 	 508,16 	 97,28 	 4 699,82 	 2 342,54 	 64,86 	 20,58 		 4 845,07 	 168,28 	 442,58 	 3 077,94 	 365,07 
20.11.2010	 2 997,27 	 2 123,05 	 380,78 	 556,99 	 3 028,00 	 4 142,30 	 1 055,35 	 26,97 	 2 977,97 	 455,96 	 265,39 	 10 777,72 	 5 854,60 	 1 202,64 	 254,24 	 2 105,48 	 507,48 	 97,84 	 4 713,99 	 2 338,40 	 64,71 	 20,53 		 4 872,35 	 168,59 	 442,73 	 3 058,28 	 363,96 
21.11.2010	 2 997,27 	 2 123,05 	 380,78 	 556,99 	 3 028,00 	 4 142,30 	 1 055,35 	 26,97 	 2 977,97 	 455,96 	 265,39 	 10 777,72 	 5 854,60 	 1 202,64 	 254,24 	 2 105,48 	 507,48 	 97,84 	 4 713,99 	 2 338,40 	 64,71 	 20,53 		 4 872,35 	 168,59 	 442,73 	 3 058,28 	 363,96 
22.11.2010	 2 997,27 	 2 123,05 	 380,78 	 556,99 	 3 028,00 	 4 142,30 	 1 055,35 	 26,97 	 2 977,97 	 455,96 	 265,39 	 10 777,72 	 5 854,60 	 1 202,64 	 254,24 	 2 105,48 	 507,48 	 97,84 	 4 713,99 	 2 338,40 	 64,71 	 20,53 		 4 872,35 	 168,59 	 442,73 	 3 058,28 	 363,96 
23.11.2010	 3 008,90 	 2 126,05 	 380,58 	 557,81 	 3 026,00 	 4 158,93 	 1 058,43 	 26,99 	 2 987,31 	 455,52 	 265,78 	 10 788,65 	 5 860,37 	 1 204,33 	 254,98 	 2 104,02 	 508,74 	 97,63 	 4 721,26 	 2 338,49 	 64,67 	 20,53 		 4 859,91 	 168,43 	 444,27 	 3 057,96 	 362,55 
24.11.2010	 2 973,04 	 2 103,58 	 380,52 	 551,90 	 3 028,00 	 4 109,30 	 1 042,84 	 26,78 	 2 971,10 	 455,73 	 262,95 	 10 785,40 	 5 797,99 	 1 191,66 	 254,98 	 2 076,39 	 502,71 	 96,85 	 4 719,32 	 2 315,52 	 64,71 	 20,55 		 4 822,70 	 166,74 	 438,86 	 3 058,89 	 362,79 
25.11.2010	 2 960,83 	 2 064,71 	 380,35 	 541,59 	 3 031,00 	 4 049,42 	 1 016,23 	 26,48 	 2 968,80 	 455,59 	 258,02 	 10 775,36 	 5 691,48 	 1 169,68 	 250,91 	 2 039,84 	 494,74 	 96,86 	 4 704,23 	 2 309,86 	 64,78 	 20,58 		 4 783,83 	 163,53 	 432,49 	 3 043,17 	 364,98 
26.11.2010	 2 974,62 	 2 064,01 	 380,30 	 541,46 	 3 031,00 	 4 045,78 	 1 017,69 	 26,42 	 3 003,52 	 455,83 	 257,98 	 10 750,13 	 5 690,42 	 1 168,85 	 250,66 	 2 050,47 	 497,16 	 96,89 	 4 671,50 	 2 317,72 	 64,78 	 20,57 		 4 780,19 	 163,63 	 435,27 	 3 033,88 	 362,78 
27.11.2010	 2 921,64 	 2 050,73 	 380,71 	 538,17 	 3 032,00 	 4 028,62 	 995,57 	 26,21 	 2 971,97 	 454,67 	 256,34 	 10 752,92 	 5 655,66 	 1 161,57 	 250,01 	 2 034,56 	 492,84 	 96,70 	 4 673,04 	 2 293,49 	 64,80 	 20,56 		 4 754,02 	 161,79 	 432,51 	 3 026,85 	 361,23 
28.11.2010	 2 921,64 	 2 050,73 	 380,71 	 538,17 	 3 032,00 	 4 028,62 	 995,57 	 26,21 	 2 971,97 	 454,67 	 256,34 	 10 752,92 	 5 655,66 	 1 161,57 	 250,01 	 2 034,56 	 492,84 	 96,70 	 4 673,04 	 2 293,49 	 64,80 	 20,56 		 4 754,02 	 161,79 	 432,51 	 3 026,85 	 361,23 
29.11.2010	 2 921,64 	 2 050,73 	 380,71 	 538,17 	 3 032,00 	 4 028,62 	 995,57 	 26,21 	 2 971,97 	 454,67 	 256,34 	 10 752,92 	 5 655,66 	 1 161,57 	 250,01 	 2 034,56 	 492,84 	 96,70 	 4 673,04 	 2 293,49 	 64,80 	 20,56 		 4 754,02 	 161,79 	 432,51 	 3 026,85 	 361,23 
30.11.2010	 2 933,01 	 2 055,52 	 380,43 	 539,29 	 3 032,00 	 4 027,71 	 999,93 	 26,24 	 2 976,93 	 455,06 	 256,94 	 10 756,16 	 5 665,70 	 1 164,38 	 248,22 	 2 037,98 	 494,04 	 96,85 	 4 673,04 	 2 303,60 	 64,72 	 20,54 		 4 728,10 	 162,53 	 436,38 	 3 027,76 	 361,19 
01.12.2010	 2 903,59 	 2 021,20 	 380,43 	 530,64 	 3 032,00 	 3 969,19 	 968,26 	 25,85 	 2 968,91 	 454,98 	 252,73 	 10 727,24 	 5 573,02 	 1 145,40 	 247,89 	 2 019,99 	 489,62 	 96,77 	 4 643,08 	 2 296,27 	 64,72 	 20,54 		 4 704,15 	 159,04 	 431,09 	 3 037,92 	 360,80 
02.12.2010	 2 920,22 	 2 025,12 	 380,47 	 531,48 	 3 031,00 	 3 962,73 	 987,07 	 25,96 	 2 966,62 	 454,81 	 253,14 	 10 720,85 	 5 584,52 	 1 147,13 	 247,61 	 2 024,31 	 491,77 	 96,36 	 4 624,64 	 2 305,64 	 64,70 	 20,53 		 4 723,66 	 158,84 	 433,10 	 3 015,77 	 361,91 
03.12.2010	 2 928,70 	 2 034,91 	 380,13 	 534,12 	 3 031,00 	 3 979,40 	 994,55 	 26,07 	 2 985,47 	 454,89 	 254,39 	 10 725,41 	 5 609,33 	 1 152,43 	 245,57 	 2 035,59 	 493,05 	 96,68 	 4 637,28 	 2 309,16 	 64,70 	 20,53 		 4 728,36 	 159,35 	 434,37 	 3 023,14 	 360,73 
04.12.2010	 2 962,91 	 2 046,95 	 379,13 	 537,06 	 3 026,00 	 4 004,31 	 1 000,61 	 26,21 	 3 015,00 	 454,21 	 255,83 	 10 723,65 	 5 641,84 	 1 159,43 	 245,72 	 2 044,04 	 499,97 	 96,79 	 4 633,02 	 2 314,52 	 64,59 	 20,49 		 4 734,33 	 159,92 	 438,63 	 3 055,79 	 361,68 
05.12.2010	 2 962,91 	 2 046,95 	 379,13 	 537,06 	 3 026,00 	 4 004,31 	 1 000,61 	 26,21 	 3 015,00 	 454,21 	 255,83 	 10 723,65 	 5 641,84 	 1 159,43 	 245,72 	 2 044,04 	 499,97 	 96,79 	 4 633,02 	 2 314,52 	 64,59 	 20,49 		 4 734,33 	 159,92 	 438,63 	 3 055,79 	 361,68 
06.12.2010	 2 962,91 	 2 046,95 	 379,13 	 537,06 	 3 026,00 	 4 004,31 	 1 000,61 	 26,21 	 3 015,00 	 454,21 	 255,83 	 10 723,65 	 5 641,84 	 1 159,43 	 245,72 	 2 044,04 	 499,97 	 96,79 	 4 633,02 	 2 314,52 	 64,59 	 20,49 		 4 734,33 	 159,92 	 438,63 	 3 055,79 	 361,68 
07.12.2010	 2 983,61 	 2 054,56 	 378,64 	 539,25 	 3 020,00 	 4 022,34 	 1 006,28 	 26,43 	 3 002,29 	 454,19 	 256,81 	 10 735,11 	 5 661,26 	 1 163,60 	 243,99 	 2 039,23 	 503,25 	 96,53 	 4 640,59 	 2 315,77 	 64,39 	 20,47 		 4 744,72 	 160,71 	 440,93 	 3 087,30 	 364,65 
08.12.2010	 2 995,55 	 2 056,48 	 379,25 	 539,84 	 3 015,00 	 4 027,44 	 1 001,63 	 26,44 	 3 003,14 	 453,73 	 257,08 	 10 710,86 	 5 671,56 	 1 164,95 	 243,66 	 2 039,57 	 503,84 	 96,56 	 4 640,69 	 2 312,12 	 64,28 	 20,45 		 4 754,81 	 160,69 	 441,31 	 3 078,89 	 364,35 
09.12.2010	 2 953,11 	 2 037,58 	 380,11 	 534,61 	 3 020,00 	 3 991,84 	 984,35 	 26,27 	 2 980,21 	 453,47 	 254,73 	 10 683,08 	 5 619,13 	 1 154,15 	 245,18 	 2 026,23 	 500,17 	 96,66 	 4 666,78 	 2 292,74 	 64,39 	 20,49 		 4 742,46 	 158,73 	 434,93 	 3 050,97 	 359,42 
10.12.2010	 2 970,50 	 2 042,33 	 378,03 	 535,76 	 3 011,00 	 4 004,33 	 991,98 	 26,28 	 2 980,75 	 452,42 	 255,28 	 10 667,85 	 5 628,56 	 1 156,90 	 244,38 	 2 016,74 	 501,80 	 97,18 	 4 625,62 	 2 294,36 	 64,19 	 20,43 		 4 752,41 	 159,14 	 438,06 	 3 057,94 	 359,07 
11.12.2010	 2 968,09 	 2 038,11 	 377,98 	 534,70 	 3 011,00 	 3 985,36 	 988,31 	 26,24 	 2 978,39 	 452,40 	 254,74 	 10 667,85 	 5 617,01 	 1 154,50 	 246,75 	 2 003,19 	 500,64 	 97,57 	 4 620,74 	 2 298,21 	 64,19 	 20,43 		 4 760,69 	 158,82 	 437,08 	 3 066,50 	 359,74 
12.12.2010	 2 968,09 	 2 038,11 	 377,98 	 534,70 	 3 011,00 	 3 985,36 	 988,31 	 26,24 	 2 978,39 	 452,40 	 254,74 	 10 667,85 	 5 617,01 	 1 154,50 	 246,75 	 2 003,19 	 500,64 	 97,57 	 4 620,74 	 2 298,21 	 64,19 	 20,43 		 4 760,69 	 158,82 	 437,08 	 3 066,50 	 359,74 
13.12.2010	 2 968,09 	 2 038,11 	 377,98 	 534,70 	 3 011,00 	 3 985,36 	 988,31 	 26,24 	 2 978,39 	 452,40 	 254,74 	 10 667,85 	 5 617,01 	 1 154,50 	 246,75 	 2 003,19 	 500,64 	 97,57 	 4 620,74 	 2 298,21 	 64,19 	 20,43 		 4 760,69 	 158,82 	 437,08 	 3 066,50 	 359,74 
14.12.2010	 2 973,90 	 2 034,79 	 377,92 	 533,89 	 3 012,00 	 3 976,74 	 989,52 	 26,06 	 2 983,95 	 451,82 	 254,37 	 10 673,28 	 5 609,98 	 1 152,74 	 250,30 	 1 997,61 	 502,06 	 97,47 	 4 633,48 	 2 300,55 	 64,04 	 20,45 		 4 742,24 	 157,71 	 436,15 	 3 068,62 	 357,40 
15.12.2010	 2 988,80 	 2 060,60 	 376,24 	 540,62 	 2 999,00 	 4 036,35 	 1 009,25 	 26,27 	 2 975,35 	 450,53 	 257,56 	 10 654,40 	 5 681,54 	 1 167,15 	 253,62 	 1 996,80 	 509,24 	 97,55 	 4 612,28 	 2 303,73 	 63,77 	 20,34 		 4 758,51 	 160,37 	 440,42 	 3 106,65 	 359,83 
16.12.2010	 2 981,29 	 2 044,96 	 376,31 	 536,73 	 3 002,00 	 4 001,07 	 1 003,48 	 25,89 	 2 984,24 	 451,10 	 255,61 	 10 655,21 	 5 637,56 	 1 158,49 	 252,91 	 1 976,43 	 506,23 	 97,72 	 4 649,83 	 2 287,06 	 63,83 	 20,36 		 4 731,75 	 158,95 	 439,17 	 3 132,30 	 357,93 
17.12.2010	 2 970,89 	 2 035,22 	 376,45 	 534,17 	 3 005,00 	 3 980,42 	 998,32 	 25,82 	 2 991,39 	 450,95 	 254,37 	 10 639,43 	 5 605,30 	 1 152,80 	 250,81 	 1 976,32 	 504,06 	 97,71 	 4 625,06 	 2 287,08 	 63,90 	 20,37 		 4 678,33 	 158,26 	 439,39 	 3 103,06 	 357,29 
18.12.2010	 2 973,00 	 2 047,35 	 376,28 	 537,60 	 3 005,00 	 3 993,95 	 1 006,38 	 26,13 	 2 986,34 	 451,51 	 255,98 	 10 663,21 	 5 640,54 	 1 159,74 	 248,24 	 1 976,45 	 508,27 	 97,98 	 4 611,41 	 2 290,40 	 63,90 	 20,37 		 4 697,12 	 159,19 	 443,87 	 3 134,62 	 358,16 
19.12.2010	 2 973,00 	 2 047,35 	 376,28 	 537,60 	 3 005,00 	 3 993,95 	 1 006,38 	 26,13 	 2 986,34 	 451,51 	 255,98 	 10 663,21 	 5 640,54 	 1 159,74 	 248,24 	 1 976,45 	 508,27 	 97,98 	 4 611,41 	 2 290,40 	 63,90 	 20,37 		 4 697,12 	 159,19 	 443,87 	 3 134,62 	 358,16 
20.12.2010	 2 973,00 	 2 047,35 	 376,28 	 537,60 	 3 005,00 	 3 993,95 	 1 006,38 	 26,13 	 2 986,34 	 451,51 	 255,98 	 10 663,21 	 5 640,54 	 1 159,74 	 248,24 	 1 976,45 	 508,27 	 97,98 	 4 611,41 	 2 290,40 	 63,90 	 20,37 		 4 697,12 	 159,19 	 443,87 	 3 134,62 	 358,16 
21.12.2010	 2 976,90 	 2 023,71 	 375,98 	 531,36 	 3 005,00 	 3 953,68 	 990,41 	 25,75 	 2 968,93 	 450,20 	 252,99 	 10 649,99 	 5 577,73 	 1 146,47 	 246,65 	 1 935,46 	 503,01 	 97,65 	 4 614,84 	 2 279,28 	 63,89 	 20,40 		 4 676,53 	 156,82 	 438,66 	 3 110,28 	 358,57 
22.12.2010	 2 993,73 	 2 021,80 	 376,80 	 530,78 	 3 005,00 	 3 951,58 	 988,36 	 25,74 	 2 957,53 	 451,31 	 252,73 	 10 636,04 	 5 571,52 	 1 145,24 	 247,99 	 1 928,75 	 503,49 	 97,82 	 4 603,12 	 2 285,00 	 63,89 	 20,41 		 4 668,87 	 156,62 	 440,77 	 3 123,86 	 359,04 
23.12.2010	 3 001,79 	 2 018,60 	 377,40 	 529,81 	 3 006,00 	 3 948,68 	 989,29 	 25,70 	 2 964,50 	 452,20 	 252,34 	 10 633,56 	 5 566,15 	 1 143,40 	 249,30 	 1 932,93 	 502,90 	 97,86 	 4 602,10 	 2 295,71 	 63,91 	 20,43 		 4 641,87 	 156,18 	 440,63 	 3 156,57 	 359,48 
24.12.2010	 3 018,17 	 2 014,61 	 377,40 	 528,67 	 3 006,00 	 3 940,26 	 990,15 	 25,67 	 2 966,11 	 452,46 	 251,80 	 10 639,58 	 5 555,86 	 1 141,14 	 246,37 	 1 937,48 	 501,65 	 98,26 	 4 601,19 	 2 301,51 	 63,91 	 20,43 		 4 627,14 	 155,76 	 439,14 	 3 158,06 	 362,23 
25.12.2010	 3 017,57 	 2 018,94 	 377,40 	 529,88 	 3 006,00 	 3 949,88 	 995,25 	 25,77 	 2 981,55 	 453,64 	 252,38 	 10 640,71 	 5 567,18 	 1 143,66 	 247,39 	 1 943,62 	 504,69 	 98,31 	 4 597,44 	 2 312,31 	 63,91 	 20,42 		 4 646,52 	 155,97 	 439,33 	 3 129,46 	 362,58 
26.12.2010	 3 017,57 	 2 018,94 	 377,40 	 529,88 	 3 006,00 	 3 949,88 	 995,25 	 25,77 	 2 981,55 	 453,64 	 252,38 	 10 640,71 	 5 567,18 	 1 143,66 	 247,39 	 1 943,62 	 504,69 	 98,31 	 4 597,44 	 2 312,31 	 63,91 	 20,42 		 4 646,52 	 155,97 	 439,33 	 3 129,46 	 362,58 
27.12.2010	 3 017,57 	 2 018,94 	 377,40 	 529,88 	 3 006,00 	 3 949,88 	 995,25 	 25,77 	 2 981,55 	 453,64 	 252,38 	 10 640,71 	 5 567,18 	 1 143,66 	 247,39 	 1 943,62 	 504,69 	 98,31 	 4 597,44 	 2 312,31 	 63,91 	 20,42 		 4 646,52 	 155,97 	 439,33 	 3 129,46 	 362,58 
28.12.2010	 3 015,97 	 2 020,85 	 377,28 	 530,30 	 3 005,00 	 3 949,47 	 995,66 	 25,75 	 2 985,59 	 453,15 	 252,58 	 10 647,34 	 5 571,52 	 1 144,63 	 245,97 	 1 939,84 	 503,36 	 98,69 	 4 595,91 	 2 314,65 	 63,92 	 20,37 		 4 638,82 	 156,06 	 439,82 	 3 128,09 	 363,12 
29.12.2010	 3 026,25 	 2 027,99 	 376,41 	 532,09 	 3 000,00 	 3 968,40 	 995,92 	 25,88 	 2 987,01 	 452,79 	 253,50 	 10 636,41 	 5 588,15 	 1 148,85 	 246,91 	 1 939,86 	 507,34 	 99,10 	 4 595,37 	 2 311,25 	 63,81 	 20,35 		 4 632,15 	 156,56 	 442,09 	 3 152,92 	 364,23 
30.12.2010	 3 042,90 	 2 015,18 	 376,58 	 528,82 	 3 000,00 	 3 936,60 	 989,27 	 25,75 	 3 005,26 	 453,13 	 251,88 	 10 629,25 	 5 556,07 	 1 141,49 	 247,21 	 1 921,29 	 504,37 	 98,82 	 4 597,35 	 2 314,46 	 63,81 	 20,35 		 4 616,40 	 155,98 	 438,60 	 3 151,43 	 365,34 
31.12.2010	 3 052,80 	 2 031,42 	 376,84 	 533,06 	 3 000,00 	 3 972,60 	 1 001,12 	 25,88 	 3 001,50 	 454,48 	 253,96 	 10 650,76 	 5 600,67 	 1 150,79 	 246,70 	 1 930,01 	 508,49 	 98,44 	 4 599,57 	 2 321,80 	 63,81 	 20,36 		 4 649,40 	 156,90 	 441,33 	 3 190,64 	 368,08 
