Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																											
Республики Беларусь ежедневно, за период с 01.01.2008 по 31.12.2008																											
																											
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
31.03.2008	 1 975,44 	 1 729,00 	 429,86 	 453,42 	 2 145,00 	 3 381,27 	 958,40 	 28,05 	 2 106,14 	 301,89 	 216,12 	 8 069,67 	 4 852,39 	 979,32 	 202,93 	 1 684,33 	 421,11 	 91,22 	 3 532,04 	 1 553,67 	 58,78 	 17,77 	 4 280,03 	 133,88 	 360,51 	 2 150,81 	 214,10 
01.04.2008	 1 961,71 	 1 733,19 	 429,00 	 454,66 	 2 145,00 	 3 390,28 	 961,58 	 27,55 	 2 101,40 	 305,90 	 216,68 	 8 079,10 	 4 855,69 	 981,33 	 204,16 	 1 628,45 	 421,87 	 91,27 	 3 530,65 	 1 553,73 	 58,91 	 17,77 	 4 257,93 	 133,85 	 361,31 	 2 159,79 	 215,85 
02.04.2008	 1 950,98 	 1 719,23 	 429,43 	 450,93 	 2 145,00 	 3 361,32 	 957,12 	 28,18 	 2 086,88 	 305,90 	 214,90 	 8 067,85 	 4 814,27 	 973,89 	 204,94 	 1 609,15 	 416,87 	 90,97 	 3 527,45 	 1 554,24 	 58,91 	 17,78 	 4 239,27 	 133,29 	 358,28 	 2 141,47 	 214,15 
03.04.2008	 1 950,13 	 1 711,62 	 430,29 	 448,92 	 2 145,00 	 3 347,92 	 958,36 	 27,86 	 2 098,83 	 305,90 	 213,98 	 8 068,46 	 4 798,66 	 969,56 	 205,26 	 1 662,79 	 415,22 	 90,62 	 3 507,55 	 1 551,31 	 58,91 	 17,78 	 4 248,28 	 133,80 	 356,85 	 2 118,83 	 210,30 
04.04.2008	 1 966,00 	 1 713,60 	 430,25 	 449,39 	 2 145,00 	 3 351,46 	 960,68 	 28,59 	 2 117,37 	 305,90 	 214,19 	 8 056,04 	 4 805,11 	 970,59 	 204,87 	 1 674,34 	 418,62 	 90,83 	 3 501,86 	 1 550,70 	 58,91 	 17,81 	 4 252,14 	 133,66 	 358,17 	 2 114,55 	 208,54 
05.04.2008	 1 963,43 	 1 723,51 	 430,72 	 452,00 	 2 145,00 	 3 371,19 	 968,40 	 28,72 	 2 129,98 	 305,90 	 215,40 	 8 056,34 	 4 830,54 	 976,13 	 204,53 	 1 647,34 	 420,91 	 90,90 	 3 492,04 	 1 549,63 	 58,91 	 17,78 	 4 294,18 	 135,19 	 359,86 	 2 127,98 	 209,54 
06.04.2008	 1 963,43 	 1 723,51 	 430,72 	 452,00 	 2 145,00 	 3 371,19 	 968,40 	 28,72 	 2 129,98 	 305,90 	 215,40 	 8 056,34 	 4 830,54 	 976,13 	 204,53 	 1 647,34 	 420,91 	 90,90 	 3 492,04 	 1 549,63 	 58,91 	 17,78 	 4 294,18 	 135,19 	 359,86 	 2 127,98 	 209,54 
07.04.2008	 1 963,43 	 1 723,51 	 430,72 	 452,00 	 2 145,00 	 3 371,19 	 968,40 	 28,72 	 2 129,98 	 305,90 	 215,40 	 8 056,34 	 4 830,54 	 976,13 	 204,53 	 1 647,34 	 420,91 	 90,90 	 3 492,04 	 1 549,63 	 58,91 	 17,78 	 4 294,18 	 135,19 	 359,86 	 2 127,98 	 209,54 
08.04.2008	 1 978,44 	 1 719,03 	 428,68 	 450,78 	 2 145,00 	 3 362,39 	 970,76 	 29,16 	 2 132,21 	 305,90 	 214,88 	 8 068,16 	 4 816,98 	 973,72 	 205,12 	 1 659,45 	 422,22 	 90,88 	 3 513,17 	 1 550,53 	 58,90 	 17,78 	 4 260,08 	 134,13 	 358,99 	 2 114,24 	 208,89 
09.04.2008	 1 987,45 	 1 729,00 	 429,09 	 453,32 	 2 145,00 	 3 381,70 	 974,11 	 29,88 	 2 109,66 	 305,90 	 216,09 	 8 068,16 	 4 856,24 	 979,36 	 205,61 	 1 659,45 	 424,37 	 91,15 	 3 513,17 	 1 553,67 	 58,90 	 17,79 	 4 243,56 	 135,08 	 360,80 	 2 128,61 	 210,62 
10.04.2008	 1 988,74 	 1 722,82 	 429,04 	 451,70 	 2 145,00 	 3 369,37 	 974,00 	 29,93 	 2 114,34 	 305,90 	 215,31 	 8 068,16 	 4 833,80 	 975,09 	 205,51 	 1 659,45 	 423,88 	 91,11 	 3 513,17 	 1 553,33 	 58,90 	 17,80 	 4 220,07 	 134,17 	 359,93 	 2 117,79 	 209,62 
11.04.2008	 2 000,21 	 1 737,33 	 429,56 	 455,50 	 2 145,00 	 3 398,00 	 984,76 	 29,90 	 2 110,18 	 305,90 	 217,24 	 8 068,16 	 4 877,77 	 984,28 	 206,05 	 1 659,45 	 427,79 	 91,42 	 3 513,17 	 1 579,53 	 58,90 	 17,79 	 4 241,09 	 135,20 	 361,63 	 2 152,97 	 212,45 
12.04.2008	 2 002,68 	 1 734,74 	 429,86 	 454,83 	 2 145,00 	 3 392,96 	 992,78 	 29,47 	 2 113,93 	 305,90 	 216,89 	 8 068,16 	 4 865,05 	 982,80 	 206,55 	 1 659,45 	 428,14 	 91,34 	 3 513,17 	 1 579,06 	 58,90 	 17,80 	 4 235,73 	 135,92 	 361,48 	 2 138,16 	 210,52 
13.04.2008	 2 002,68 	 1 734,74 	 429,86 	 454,83 	 2 145,00 	 3 392,96 	 992,78 	 29,47 	 2 113,93 	 305,90 	 216,89 	 8 068,16 	 4 865,05 	 982,80 	 206,55 	 1 659,45 	 428,14 	 91,34 	 3 513,17 	 1 579,06 	 58,90 	 17,80 	 4 235,73 	 135,92 	 361,48 	 2 138,16 	 210,52 
14.04.2008	 2 002,68 	 1 734,74 	 429,86 	 454,83 	 2 145,00 	 3 392,96 	 992,78 	 29,47 	 2 113,93 	 305,90 	 216,89 	 8 068,16 	 4 865,05 	 982,80 	 206,55 	 1 659,45 	 428,14 	 91,34 	 3 513,17 	 1 579,06 	 58,90 	 17,80 	 4 235,73 	 135,92 	 361,48 	 2 138,16 	 210,52 
15.04.2008	 1 982,41 	 1 731,65 	 432,59 	 454,06 	 2 145,00 	 3 387,17 	 987,14 	 29,18 	 2 093,91 	 305,90 	 216,45 	 8 087,93 	 4 858,44 	 981,00 	 206,85 	 1 659,45 	 425,67 	 91,22 	 3 513,17 	 1 578,08 	 58,77 	 17,81 	 4 231,87 	 136,03 	 360,03 	 2 145,32 	 213,20 
16.04.2008	 1 988,84 	 1 739,24 	 434,21 	 456,01 	 2 145,00 	 3 401,86 	 996,93 	 28,83 	 2 099,54 	 305,90 	 217,42 	 8 087,93 	 4 882,21 	 985,17 	 206,40 	 1 659,45 	 429,85 	 91,45 	 3 522,54 	 1 582,56 	 58,77 	 17,82 	 4 226,62 	 137,37 	 361,35 	 2 152,43 	 212,43 
17.04.2008	 1 992,10 	 1 736,24 	 435,99 	 455,20 	 2 144,00 	 3 395,77 	 996,10 	 28,85 	 2 118,68 	 305,90 	 217,08 	 8 084,16 	 4 874,94 	 983,64 	 206,50 	 1 658,67 	 428,99 	 91,44 	 3 519,03 	 1 582,00 	 58,74 	 17,81 	 4 221,86 	 136,97 	 361,45 	 2 137,05 	 211,15 
18.04.2008	 2 011,42 	 1 748,17 	 437,79 	 458,28 	 2 143,00 	 3 419,16 	 996,67 	 28,91 	 2 138,19 	 305,90 	 218,53 	 8 077,65 	 4 907,26 	 989,61 	 206,55 	 1 608,01 	 432,68 	 91,70 	 3 527,64 	 1 587,29 	 58,71 	 17,78 	 4 227,28 	 136,78 	 363,88 	 2 145,90 	 210,25 
19.04.2008	 2 009,92 	 1 746,61 	 436,46 	 457,79 	 2 143,00 	 3 415,83 	 998,11 	 28,61 	 2 127,79 	 305,90 	 218,32 	 8 079,17 	 4 899,97 	 989,38 	 207,86 	 1 609,22 	 431,40 	 91,70 	 3 522,17 	 1 586,64 	 58,71 	 17,76 	 4 275,93 	 136,12 	 362,77 	 2 130,22 	 209,08 
20.04.2008	 2 009,92 	 1 746,61 	 436,46 	 457,79 	 2 143,00 	 3 415,83 	 998,11 	 28,61 	 2 127,79 	 305,90 	 218,32 	 8 079,17 	 4 899,97 	 989,38 	 207,86 	 1 609,22 	 431,40 	 91,70 	 3 522,17 	 1 586,64 	 58,71 	 17,76 	 4 275,93 	 136,12 	 362,77 	 2 130,22 	 209,08 
21.04.2008	 2 009,92 	 1 746,61 	 436,46 	 457,79 	 2 143,00 	 3 415,83 	 998,11 	 28,61 	 2 127,79 	 305,90 	 218,32 	 8 079,17 	 4 899,97 	 989,38 	 207,86 	 1 609,22 	 431,40 	 91,70 	 3 522,17 	 1 586,64 	 58,71 	 17,76 	 4 275,93 	 136,12 	 362,77 	 2 130,22 	 209,08 
22.04.2008	 2 016,67 	 1 738,95 	 436,46 	 455,77 	 2 143,00 	 3 400,73 	 993,46 	 28,52 	 2 128,84 	 305,90 	 217,34 	 8 059,88 	 4 878,22 	 984,29 	 207,86 	 1 629,04 	 428,27 	 91,31 	 3 514,54 	 1 584,65 	 58,82 	 17,77 	 4 272,28 	 135,14 	 361,41 	 2 119,79 	 207,30 
23.04.2008	 2 020,87 	 1 740,61 	 435,81 	 456,24 	 2 142,00 	 3 404,82 	 995,42 	 28,72 	 2 125,84 	 305,90 	 217,62 	 8 062,03 	 4 885,39 	 985,60 	 207,56 	 1 629,52 	 429,35 	 91,42 	 3 514,66 	 1 584,67 	 58,79 	 17,78 	 4 235,59 	 135,60 	 363,92 	 2 117,86 	 207,52 
24.04.2008	 2 043,58 	 1 750,72 	 438,49 	 458,90 	 2 142,00 	 3 424,31 	 1 005,11 	 28,89 	 2 124,16 	 305,90 	 218,86 	 8 067,19 	 4 909,47 	 991,64 	 207,36 	 1 649,34 	 432,48 	 91,75 	 3 518,92 	 1 589,85 	 58,79 	 17,79 	 4 266,86 	 136,54 	 367,68 	 2 131,87 	 207,90 
25.04.2008	 2 024,30 	 1 729,30 	 443,02 	 453,20 	 2 142,00 	 3 381,90 	 990,52 	 28,90 	 2 104,23 	 305,90 	 216,18 	 8 059,30 	 4 840,13 	 979,72 	 207,86 	 1 649,21 	 425,36 	 91,39 	 3 522,18 	 1 581,51 	 58,79 	 17,79 	 4 237,09 	 134,81 	 363,43 	 2 096,61 	 206,28 
26.04.2008	 1 993,16 	 1 704,89 	 446,51 	 446,88 	 2 141,00 	 3 334,93 	 971,11 	 28,64 	 2 099,43 	 305,90 	 213,14 	 8 038,30 	 4 775,29 	 965,87 	 206,86 	 1 663,04 	 416,59 	 90,72 	 3 497,97 	 1 570,11 	 58,77 	 17,76 	 4 221,94 	 132,30 	 357,06 	 2 056,38 	 204,60 
27.04.2008	 1 993,16 	 1 704,89 	 446,51 	 446,88 	 2 141,00 	 3 334,93 	 971,11 	 28,64 	 2 099,43 	 305,90 	 213,14 	 8 038,30 	 4 775,29 	 965,87 	 206,86 	 1 663,04 	 416,59 	 90,72 	 3 497,97 	 1 570,11 	 58,77 	 17,76 	 4 221,94 	 132,30 	 357,06 	 2 056,38 	 204,60 
28.04.2008	 1 993,16 	 1 704,89 	 446,51 	 446,88 	 2 141,00 	 3 334,93 	 971,11 	 28,64 	 2 099,43 	 305,90 	 213,14 	 8 038,30 	 4 775,29 	 965,87 	 206,86 	 1 663,04 	 416,59 	 90,72 	 3 497,97 	 1 570,11 	 58,77 	 17,76 	 4 221,94 	 132,30 	 357,06 	 2 056,38 	 204,60 
29.04.2008	 2 005,29 	 1 709,61 	 443,52 	 448,14 	 2 140,00 	 3 344,50 	 973,30 	 29,08 	 2 119,65 	 305,90 	 213,75 	 8 049,65 	 4 793,37 	 968,57 	 206,56 	 1 669,92 	 418,88 	 90,66 	 3 481,72 	 1 571,28 	 58,74 	 17,75 	 4 236,56 	 132,48 	 357,16 	 2 071,64 	 204,70 
30.04.2008	 1 998,33 	 1 701,86 	 443,75 	 446,09 	 2 140,00 	 3 328,56 	 966,69 	 29,16 	 2 111,60 	 305,90 	 212,74 	 8 049,65 	 4 764,56 	 963,44 	 206,71 	 1 666,80 	 416,78 	 90,50 	 3 487,69 	 1 572,26 	 58,72 	 17,77 	 4 242,23 	 131,91 	 355,28 	 2 059,77 	 205,24 
01.05.2008	 1 999,83 	 1 703,48 	 446,76 	 446,47 	 2 140,00 	 3 331,87 	 963,29 	 28,75 	 2 114,10 	 306,02 	 212,96 	 8 049,65 	 4 770,93 	 964,92 	 206,66 	 1 653,79 	 416,24 	 90,45 	 3 478,66 	 1 573,47 	 58,72 	 17,77 	 4 203,39 	 132,14 	 355,87 	 2 065,34 	 205,80 
02.05.2008	 1 999,83 	 1 703,48 	 446,76 	 446,47 	 2 140,00 	 3 331,87 	 963,29 	 28,75 	 2 114,10 	 306,02 	 212,96 	 8 049,65 	 4 770,93 	 964,92 	 206,66 	 1 653,79 	 416,24 	 90,45 	 3 478,66 	 1 573,47 	 58,72 	 17,77 	 4 203,39 	 132,14 	 355,87 	 2 065,34 	 205,80 
03.05.2008	 1 989,38 	 1 691,18 	 441,03 	 443,34 	 2 139,00 	 3 308,50 	 958,68 	 28,41 	 2 095,21 	 306,02 	 211,43 	 8 021,75 	 4 735,97 	 958,10 	 206,67 	 1 685,18 	 416,66 	 90,45 	 3 475,04 	 1 568,99 	 58,70 	 17,76 	 4 242,49 	 130,63 	 354,01 	 2 040,45 	 204,23 
04.05.2008	 1 989,38 	 1 691,18 	 441,03 	 443,34 	 2 139,00 	 3 308,50 	 958,68 	 28,41 	 2 095,21 	 306,02 	 211,43 	 8 021,75 	 4 735,97 	 958,10 	 206,67 	 1 685,18 	 416,66 	 90,45 	 3 475,04 	 1 568,99 	 58,70 	 17,76 	 4 242,49 	 130,63 	 354,01 	 2 040,45 	 204,23 
05.05.2008	 1 989,38 	 1 691,18 	 441,03 	 443,34 	 2 139,00 	 3 308,50 	 958,68 	 28,41 	 2 095,21 	 306,02 	 211,43 	 8 021,75 	 4 735,97 	 958,10 	 206,67 	 1 685,18 	 416,66 	 90,45 	 3 475,04 	 1 568,99 	 58,70 	 17,76 	 4 242,49 	 130,63 	 354,01 	 2 040,45 	 204,23 
06.05.2008	 1 989,38 	 1 691,18 	 441,03 	 443,34 	 2 139,00 	 3 308,50 	 958,68 	 28,41 	 2 095,21 	 306,02 	 211,43 	 8 021,75 	 4 735,97 	 958,10 	 206,67 	 1 685,18 	 416,66 	 90,45 	 3 475,04 	 1 568,99 	 58,70 	 17,76 	 4 242,49 	 130,63 	 354,01 	 2 040,45 	 204,23 
07.05.2008	 1 989,38 	 1 691,18 	 441,03 	 443,34 	 2 139,00 	 3 308,50 	 958,68 	 28,41 	 2 095,21 	 306,02 	 211,43 	 8 021,75 	 4 735,97 	 958,10 	 206,67 	 1 685,18 	 416,66 	 90,45 	 3 475,04 	 1 568,99 	 58,70 	 17,76 	 4 242,49 	 130,63 	 354,01 	 2 040,45 	 204,23 
08.05.2008	 2 026,29 	 1 693,73 	 443,11 	 443,95 	 2 138,00 	 3 313,04 	 966,02 	 27,81 	 2 130,97 	 306,02 	 211,74 	 7 998,50 	 4 748,47 	 959,50 	 206,77 	 1 711,22 	 421,32 	 90,01 	 3 466,75 	 1 571,54 	 58,65 	 17,74 	 4 195,72 	 131,53 	 355,94 	 2 029,04 	 203,24 
09.05.2008	 2 008,86 	 1 676,07 	 446,58 	 439,33 	 2 138,00 	 3 278,09 	 958,53 	 27,80 	 2 118,09 	 306,02 	 209,52 	 7 990,73 	 4 697,35 	 949,44 	 206,47 	 1 696,15 	 415,78 	 89,52 	 3 454,97 	 1 551,58 	 58,65 	 17,73 	 4 178,29 	 130,04 	 352,24 	 2 024,24 	 205,74 
10.05.2008	 2 008,86 	 1 676,07 	 446,58 	 439,33 	 2 138,00 	 3 278,09 	 958,53 	 27,80 	 2 118,09 	 306,02 	 209,52 	 7 990,73 	 4 697,35 	 949,44 	 206,47 	 1 696,15 	 415,78 	 89,52 	 3 454,97 	 1 551,58 	 58,65 	 17,73 	 4 178,29 	 130,04 	 352,24 	 2 024,24 	 205,74 
11.05.2008	 2 008,86 	 1 676,07 	 446,58 	 439,33 	 2 138,00 	 3 278,09 	 958,53 	 27,80 	 2 118,09 	 306,02 	 209,52 	 7 990,73 	 4 697,35 	 949,44 	 206,47 	 1 696,15 	 415,78 	 89,52 	 3 454,97 	 1 551,58 	 58,65 	 17,73 	 4 178,29 	 130,04 	 352,24 	 2 024,24 	 205,74 
12.05.2008	 2 008,86 	 1 676,07 	 446,58 	 439,33 	 2 138,00 	 3 278,09 	 958,53 	 27,80 	 2 118,09 	 306,02 	 209,52 	 7 990,73 	 4 697,35 	 949,44 	 206,47 	 1 696,15 	 415,78 	 89,52 	 3 454,97 	 1 551,58 	 58,65 	 17,73 	 4 178,29 	 130,04 	 352,24 	 2 024,24 	 205,74 
13.05.2008	 2 005,47 	 1 682,74 	 445,44 	 441,17 	 2 137,00 	 3 291,62 	 971,39 	 26,77 	 2 117,52 	 306,02 	 210,36 	 8 001,65 	 4 717,96 	 953,32 	 206,32 	 1 699,40 	 419,24 	 89,67 	 3 463,26 	 1 558,55 	 58,65 	 17,72 	 4 162,34 	 131,21 	 354,67 	 2 035,82 	 205,96 
14.05.2008	 2 022,99 	 1 695,43 	 445,56 	 444,34 	 2 137,00 	 3 316,30 	 979,65 	 26,90 	 2 123,52 	 306,02 	 211,95 	 8 018,76 	 4 753,64 	 960,38 	 206,12 	 1 703,81 	 422,17 	 90,09 	 3 460,38 	 1 561,34 	 58,65 	 17,72 	 4 170,03 	 133,12 	 357,20 	 2 046,84 	 206,30 
15.05.2008	 1 991,79 	 1 685,07 	 445,21 	 441,67 	 2 137,00 	 3 295,79 	 970,61 	 26,92 	 2 129,97 	 306,02 	 210,61 	 8 019,66 	 4 726,31 	 953,80 	 206,12 	 1 703,47 	 420,54 	 89,59 	 3 460,38 	 1 543,68 	 58,65 	 17,72 	 4 150,91 	 131,77 	 354,17 	 2 019,75 	 202,85 
16.05.2008	 2 003,86 	 1 697,31 	 448,01 	 444,83 	 2 137,00 	 3 319,72 	 976,89 	 27,36 	 2 133,91 	 306,02 	 212,16 	 8 019,66 	 4 760,53 	 960,84 	 206,15 	 1 706,19 	 421,71 	 89,61 	 3 450,61 	 1 549,51 	 58,65 	 17,70 	 4 161,38 	 132,61 	 355,72 	 2 035,34 	 204,03 
17.05.2008	 2 021,60 	 1 693,08 	 444,98 	 443,72 	 2 137,00 	 3 311,17 	 976,62 	 27,49 	 2 134,87 	 306,02 	 211,65 	 8 009,75 	 4 744,67 	 959,13 	 206,17 	 1 728,47 	 420,67 	 89,64 	 3 458,63 	 1 558,60 	 58,65 	 17,70 	 4 165,65 	 132,26 	 354,51 	 2 031,66 	 205,01 
18.05.2008	 2 021,60 	 1 693,08 	 444,98 	 443,72 	 2 137,00 	 3 311,17 	 976,62 	 27,49 	 2 134,87 	 306,02 	 211,65 	 8 009,75 	 4 744,67 	 959,13 	 206,17 	 1 728,47 	 420,67 	 89,64 	 3 458,63 	 1 558,60 	 58,65 	 17,70 	 4 165,65 	 132,26 	 354,51 	 2 031,66 	 205,01 
19.05.2008	 2 021,60 	 1 693,08 	 444,98 	 443,72 	 2 137,00 	 3 311,17 	 976,62 	 27,49 	 2 134,87 	 306,02 	 211,65 	 8 009,75 	 4 744,67 	 959,13 	 206,17 	 1 728,47 	 420,67 	 89,64 	 3 458,63 	 1 558,60 	 58,65 	 17,70 	 4 165,65 	 132,26 	 354,51 	 2 031,66 	 205,01 
20.05.2008	 2 038,81 	 1 703,35 	 451,97 	 446,51 	 2 136,00 	 3 331,41 	 984,83 	 28,75 	 2 145,76 	 306,02 	 212,92 	 8 020,43 	 4 771,58 	 964,88 	 206,25 	 1 739,77 	 426,49 	 90,04 	 3 455,07 	 1 561,40 	 58,70 	 17,70 	 4 177,91 	 132,94 	 357,99 	 2 045,98 	 205,73 
21.05.2008	 2 049,60 	 1 702,33 	 459,85 	 446,33 	 2 136,00 	 3 329,60 	 979,91 	 28,98 	 2 152,79 	 306,02 	 212,81 	 8 012,60 	 4 770,52 	 964,40 	 206,18 	 1 724,67 	 426,42 	 89,95 	 3 469,14 	 1 560,09 	 58,70 	 17,71 	 4 177,70 	 132,80 	 359,54 	 2 044,31 	 205,73 
22.05.2008	 2 051,52 	 1 717,18 	 467,40 	 450,31 	 2 136,00 	 3 358,22 	 992,66 	 28,97 	 2 159,54 	 306,02 	 214,66 	 8 024,04 	 4 812,44 	 972,79 	 206,58 	 1 723,28 	 427,48 	 90,17 	 3 477,37 	 1 569,26 	 58,70 	 17,72 	 4 200,12 	 134,00 	 361,21 	 2 067,16 	 206,86 
23.05.2008	 2 047,57 	 1 719,90 	 450,90 	 450,95 	 2 135,00 	 3 363,69 	 984,89 	 29,33 	 2 166,41 	 306,02 	 214,99 	 8 050,22 	 4 803,69 	 974,33 	 206,65 	 1 705,27 	 427,32 	 90,56 	 3 489,10 	 1 570,03 	 58,67 	 17,70 	 4 218,87 	 133,81 	 361,32 	 2 076,04 	 206,56 
24.05.2008	 2 053,34 	 1 717,96 	 449,24 	 450,41 	 2 135,00 	 3 360,28 	 984,39 	 29,49 	 2 167,07 	 306,02 	 214,75 	 8 051,74 	 4 808,02 	 973,18 	 206,98 	 1 713,48 	 424,49 	 90,46 	 3 489,72 	 1 570,60 	 58,67 	 17,71 	 4 226,66 	 133,78 	 361,09 	 2 076,65 	 205,68 
25.05.2008	 2 053,34 	 1 717,96 	 449,24 	 450,41 	 2 135,00 	 3 360,28 	 984,39 	 29,49 	 2 167,07 	 306,02 	 214,75 	 8 051,74 	 4 808,02 	 973,18 	 206,98 	 1 713,48 	 424,49 	 90,46 	 3 489,72 	 1 570,60 	 58,67 	 17,71 	 4 226,66 	 133,78 	 361,09 	 2 076,65 	 205,68 
26.05.2008	 2 053,34 	 1 717,96 	 449,24 	 450,41 	 2 135,00 	 3 360,28 	 984,39 	 29,49 	 2 167,07 	 306,02 	 214,75 	 8 051,74 	 4 808,02 	 973,18 	 206,98 	 1 713,48 	 424,49 	 90,46 	 3 489,72 	 1 570,60 	 58,67 	 17,71 	 4 226,66 	 133,78 	 361,09 	 2 076,65 	 205,68 
27.05.2008	 2 047,14 	 1 718,86 	 449,95 	 450,67 	 2 135,00 	 3 361,98 	 987,81 	 29,50 	 2 159,07 	 306,02 	 214,88 	 8 061,17 	 4 811,81 	 973,77 	 207,48 	 1 708,62 	 425,83 	 90,66 	 3 487,16 	 1 569,16 	 58,67 	 17,71 	 4 223,56 	 134,07 	 361,36 	 2 078,97 	 206,41 
28.05.2008	 2 050,03 	 1 718,89 	 447,43 	 450,76 	 2 134,00 	 3 362,01 	 988,49 	 29,46 	 2 150,13 	 306,02 	 214,85 	 8 057,39 	 4 811,18 	 973,70 	 208,45 	 1 713,64 	 425,80 	 90,61 	 3 485,53 	 1 566,18 	 58,76 	 17,70 	 4 212,20 	 133,73 	 361,23 	 2 078,20 	 205,64 
29.05.2008	 2 053,44 	 1 718,68 	 449,03 	 450,59 	 2 134,00 	 3 361,69 	 990,21 	 29,19 	 2 147,21 	 306,02 	 214,82 	 8 061,04 	 4 804,14 	 973,61 	 208,35 	 1 717,44 	 427,29 	 90,48 	 3 486,89 	 1 567,68 	 58,76 	 17,70 	 4 230,23 	 133,67 	 360,20 	 2 078,00 	 205,18 
30.05.2008	 2 050,88 	 1 701,21 	 452,36 	 446,08 	 2 134,00 	 3 327,55 	 984,89 	 28,91 	 2 152,95 	 306,02 	 212,64 	 8 037,97 	 4 743,80 	 963,63 	 208,65 	 1 749,90 	 422,43 	 90,17 	 3 476,18 	 1 562,34 	 58,76 	 17,71 	 4 209,31 	 133,18 	 356,78 	 2 047,49 	 203,07 
31.05.2008	 2 038,08 	 1 688,83 	 445,28 	 442,77 	 2 134,00 	 3 301,62 	 976,95 	 28,52 	 2 152,95 	 306,02 	 211,09 	 8 052,22 	 4 711,34 	 956,65 	 209,63 	 1 761,45 	 417,44 	 89,90 	 3 464,31 	 1 559,94 	 58,76 	 17,70 	 4 212,09 	 131,65 	 353,39 	 2 028,71 	 202,36 
01.06.2008	 2 038,08 	 1 688,83 	 445,28 	 442,77 	 2 134,00 	 3 301,62 	 976,95 	 28,52 	 2 152,95 	 307,31 	 211,09 	 8 052,22 	 4 711,34 	 956,65 	 209,63 	 1 761,45 	 417,44 	 89,90 	 3 464,31 	 1 559,94 	 58,76 	 17,70 	 4 212,09 	 131,65 	 353,39 	 2 028,71 	 202,36 
02.06.2008	 2 038,08 	 1 688,83 	 445,28 	 442,77 	 2 134,00 	 3 301,62 	 976,95 	 28,52 	 2 152,95 	 307,31 	 211,09 	 8 052,22 	 4 711,34 	 956,65 	 209,63 	 1 761,45 	 417,44 	 89,90 	 3 464,31 	 1 559,94 	 58,76 	 17,70 	 4 212,09 	 131,65 	 353,39 	 2 028,71 	 202,36 
03.06.2008	 2 030,40 	 1 693,33 	 451,43 	 444,07 	 2 133,00 	 3 312,34 	 980,31 	 28,64 	 2 143,29 	 307,31 	 211,69 	 8 044,20 	 4 717,98 	 959,28 	 209,94 	 1 743,79 	 416,79 	 89,82 	 3 456,93 	 1 564,13 	 58,78 	 17,68 	 4 186,65 	 132,27 	 354,56 	 2 045,65 	 202,99 
04.06.2008	 2 044,05 	 1 701,91 	 447,64 	 446,28 	 2 133,00 	 3 328,65 	 985,54 	 28,31 	 2 136,20 	 307,31 	 212,74 	 8 042,08 	 4 735,26 	 963,50 	 210,25 	 1 729,23 	 417,50 	 90,01 	 3 459,17 	 1 565,56 	 58,78 	 17,66 	 4 198,06 	 133,90 	 356,16 	 2 069,97 	 204,94 
05.06.2008	 2 046,29 	 1 685,50 	 448,58 	 441,99 	 2 133,00 	 3 296,87 	 976,45 	 27,77 	 2 108,54 	 307,31 	 210,74 	 8 033,90 	 4 703,94 	 955,07 	 210,25 	 1 722,18 	 413,54 	 89,61 	 3 467,38 	 1 563,04 	 58,78 	 17,68 	 4 169,06 	 133,66 	 353,01 	 2 051,26 	 203,60 
06.06.2008	 2 038,19 	 1 681,45 	 448,30 	 440,92 	 2 133,00 	 3 288,77 	 974,95 	 27,45 	 2 094,46 	 307,31 	 210,18 	 8 025,74 	 4 691,52 	 952,47 	 210,77 	 1 737,47 	 412,29 	 89,58 	 3 453,31 	 1 558,81 	 58,78 	 17,68 	 4 159,03 	 133,76 	 352,92 	 2 035,79 	 200,97 
07.06.2008	 2 039,68 	 1 698,53 	 450,26 	 445,42 	 2 132,00 	 3 322,19 	 982,04 	 28,05 	 2 092,14 	 307,31 	 212,35 	 8 026,50 	 4 735,15 	 962,27 	 210,41 	 1 719,22 	 418,31 	 90,03 	 3 437,40 	 1 561,62 	 58,75 	 17,67 	 4 166,67 	 134,89 	 356,32 	 2 049,90 	 200,80 
08.06.2008	 2 039,68 	 1 698,53 	 450,26 	 445,42 	 2 132,00 	 3 322,19 	 982,04 	 28,05 	 2 092,14 	 307,31 	 212,35 	 8 026,50 	 4 735,15 	 962,27 	 210,41 	 1 719,22 	 418,31 	 90,03 	 3 437,40 	 1 561,62 	 58,75 	 17,67 	 4 166,67 	 134,89 	 356,32 	 2 049,90 	 200,80 
