Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																											
Республики Беларусь ежедневно, за период с 01.01.2008 по 31.12.2008																											
																											
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
09.06.2008	 2 039,68 	 1 698,53 	 450,26 	 445,42 	 2 132,00 	 3 322,19 	 982,04 	 28,05 	 2 092,14 	 307,31 	 212,35 	 8 026,50 	 4 735,15 	 962,27 	 210,41 	 1 719,22 	 418,31 	 90,03 	 3 437,40 	 1 561,62 	 58,75 	 17,67 	 4 166,67 	 134,89 	 356,32 	 2 049,90 	 200,80 
10.06.2008	 2 048,42 	 1 720,66 	 449,60 	 451,20 	 2 130,00 	 3 365,51 	 992,98 	 28,20 	 2 085,27 	 307,31 	 215,12 	 8 043,20 	 4 792,44 	 973,34 	 209,75 	 1 710,84 	 423,81 	 90,56 	 3 453,43 	 1 563,47 	 58,70 	 17,66 	 4 203,13 	 136,70 	 360,05 	 2 087,11 	 201,41 
11.06.2008	 2 019,77 	 1 691,95 	 450,44 	 443,51 	 2 130,00 	 3 308,85 	 979,15 	 27,89 	 2 066,36 	 307,31 	 211,50 	 8 043,20 	 4 792,44 	 973,34 	 209,75 	 1 715,74 	 415,26 	 90,21 	 3 475,80 	 1 554,06 	 58,70 	 17,65 	 4 170,43 	 136,70 	 355,13 	 2 056,58 	 199,55 
12.06.2008	 2 019,14 	 1 687,47 	 451,78 	 442,45 	 2 129,00 	 3 300,16 	 979,73 	 27,63 	 2 090,74 	 307,31 	 210,93 	 8 039,42 	 4 790,19 	 972,88 	 209,65 	 1 701,16 	 413,56 	 89,93 	 3 441,32 	 1 552,31 	 58,67 	 17,64 	 4 159,96 	 136,63 	 353,03 	 2 048,59 	 198,17 
13.06.2008	 1 996,32 	 1 681,53 	 450,53 	 440,93 	 2 131,00 	 3 288,45 	 971,17 	 27,19 	 2 080,55 	 307,31 	 210,17 	 8 046,98 	 4 794,69 	 973,79 	 209,85 	 1 696,66 	 410,01 	 89,93 	 3 441,88 	 1 544,65 	 58,72 	 17,65 	 4 155,88 	 136,76 	 350,26 	 2 045,69 	 198,16 
14.06.2008	 1 989,87 	 1 676,18 	 451,92 	 439,57 	 2 129,00 	 3 278,34 	 966,28 	 27,04 	 2 077,28 	 307,31 	 209,52 	 8 039,42 	 4 790,19 	 972,88 	 209,65 	 1 698,04 	 406,89 	 89,93 	 3 429,82 	 1 543,59 	 58,67 	 17,65 	 4 146,23 	 136,63 	 349,74 	 2 035,28 	 196,94 
15.06.2008	 1 989,87 	 1 676,18 	 451,92 	 439,57 	 2 129,00 	 3 278,34 	 966,28 	 27,04 	 2 077,28 	 307,31 	 209,52 	 8 039,42 	 4 790,19 	 972,88 	 209,65 	 1 698,04 	 406,89 	 89,93 	 3 429,82 	 1 543,59 	 58,67 	 17,65 	 4 146,23 	 136,63 	 349,74 	 2 035,28 	 196,94 
16.06.2008	 1 989,87 	 1 676,18 	 451,92 	 439,57 	 2 129,00 	 3 278,34 	 966,28 	 27,04 	 2 077,28 	 307,31 	 209,52 	 8 039,42 	 4 790,19 	 972,88 	 209,65 	 1 698,04 	 406,89 	 89,93 	 3 429,82 	 1 543,59 	 58,67 	 17,65 	 4 146,23 	 136,63 	 349,74 	 2 035,28 	 196,94 
17.06.2008	 1 997,98 	 1 674,60 	 453,01 	 439,13 	 2 128,00 	 3 275,10 	 966,28 	 26,73 	 2 066,82 	 307,31 	 209,33 	 8 035,65 	 4 787,94 	 972,42 	 209,55 	 1 705,20 	 407,98 	 89,49 	 3 417,21 	 1 545,61 	 58,64 	 17,63 	 4 155,66 	 136,57 	 349,87 	 2 030,73 	 196,26 
18.06.2008	 2 005,00 	 1 687,95 	 452,28 	 442,66 	 2 128,00 	 3 301,70 	 976,06 	 26,70 	 2 087,81 	 307,31 	 210,92 	 8 035,65 	 4 787,94 	 972,42 	 209,55 	 1 726,57 	 411,47 	 90,02 	 3 433,36 	 1 555,67 	 58,87 	 17,63 	 4 186,95 	 136,57 	 352,92 	 2 046,15 	 197,38 
19.06.2008	 2 003,21 	 1 685,89 	 452,07 	 442,06 	 2 127,00 	 3 297,91 	 976,76 	 26,63 	 2 086,93 	 307,31 	 210,75 	 8 031,87 	 4 785,69 	 971,97 	 209,45 	 1 737,04 	 410,00 	 89,90 	 3 432,55 	 1 554,20 	 58,84 	 17,63 	 4 150,84 	 136,50 	 351,52 	 2 039,21 	 196,63 
20.06.2008	 2 013,95 	 1 688,56 	 453,16 	 442,77 	 2 127,00 	 3 302,91 	 980,16 	 25,78 	 2 091,45 	 307,31 	 211,07 	 8 008,28 	 4 690,70 	 956,60 	 213,01 	 1 726,95 	 411,16 	 90,14 	 3 430,83 	 1 552,72 	 58,84 	 17,62 	 4 177,00 	 137,21 	 351,01 	 2 045,09 	 197,89 
21.06.2008	 2 026,82 	 1 692,07 	 455,73 	 443,77 	 2 126,00 	 3 309,65 	 983,46 	 26,18 	 2 095,51 	 307,31 	 211,49 	 8 009,04 	 4 711,36 	 958,50 	 213,51 	 1 740,48 	 411,54 	 89,97 	 3 434,57 	 1 556,43 	 58,81 	 17,61 	 4 192,79 	 137,30 	 352,18 	 2 044,33 	 197,22 
22.06.2008	 2 026,82 	 1 692,07 	 455,73 	 443,77 	 2 126,00 	 3 309,65 	 983,46 	 26,18 	 2 095,51 	 307,31 	 211,49 	 8 009,04 	 4 711,36 	 958,50 	 213,51 	 1 740,48 	 411,54 	 89,97 	 3 434,57 	 1 556,43 	 58,81 	 17,61 	 4 192,79 	 137,30 	 352,18 	 2 044,33 	 197,22 
23.06.2008	 2 026,82 	 1 692,07 	 455,73 	 443,77 	 2 126,00 	 3 309,65 	 983,46 	 26,18 	 2 095,51 	 307,31 	 211,49 	 8 009,04 	 4 711,36 	 958,50 	 213,51 	 1 740,48 	 411,54 	 89,97 	 3 434,57 	 1 556,43 	 58,81 	 17,61 	 4 192,79 	 137,30 	 352,18 	 2 044,33 	 197,22 
24.06.2008	 2 023,42 	 1 685,71 	 456,50 	 442,10 	 2 125,00 	 3 297,15 	 979,33 	 25,97 	 2 085,99 	 307,31 	 210,78 	 8 013,12 	 4 693,54 	 955,21 	 214,11 	 1 735,19 	 410,83 	 90,08 	 3 445,71 	 1 553,48 	 58,97 	 17,60 	 4 176,05 	 136,76 	 351,01 	 2 035,44 	 197,37 
25.06.2008	 2 027,36 	 1 689,86 	 456,01 	 443,11 	 2 125,00 	 3 305,33 	 982,80 	 25,28 	 2 091,95 	 307,31 	 211,28 	 8 004,37 	 4 704,97 	 957,16 	 214,54 	 1 729,26 	 414,11 	 89,96 	 3 435,11 	 1 553,53 	 58,97 	 17,60 	 4 181,15 	 137,11 	 351,65 	 2 038,66 	 196,67 
26.06.2008	 2 031,92 	 1 691,47 	 457,48 	 443,58 	 2 125,00 	 3 308,62 	 984,66 	 25,34 	 2 098,04 	 307,31 	 211,45 	 8 007,69 	 4 710,19 	 958,26 	 214,65 	 1 733,99 	 415,62 	 90,00 	 3 437,21 	 1 554,21 	 58,97 	 17,58 	 4 184,02 	 137,35 	 351,29 	 2 038,96 	 196,80 
27.06.2008	 2 037,66 	 1 700,95 	 457,97 	 446,06 	 2 125,00 	 3 327,22 	 992,64 	 26,50 	 2 103,02 	 307,31 	 212,63 	 8 013,73 	 4 736,96 	 963,50 	 214,97 	 1 747,75 	 418,42 	 90,33 	 3 441,69 	 1 555,41 	 58,97 	 17,60 	 4 200,27 	 138,13 	 353,63 	 2 051,06 	 196,70 
28.06.2008	 2 040,74 	 1 709,92 	 464,99 	 448,43 	 2 125,00 	 3 344,64 	 992,46 	 26,41 	 2 104,59 	 307,31 	 213,78 	 8 024,62 	 4 753,38 	 968,71 	 215,08 	 1 728,13 	 420,16 	 90,59 	 3 455,55 	 1 558,03 	 58,97 	 17,60 	 4 213,13 	 138,98 	 355,68 	 2 078,95 	 199,64 
29.06.2008	 2 040,74 	 1 709,92 	 464,99 	 448,43 	 2 125,00 	 3 344,64 	 992,46 	 26,41 	 2 104,59 	 307,31 	 213,78 	 8 024,62 	 4 753,38 	 968,71 	 215,08 	 1 728,13 	 420,16 	 90,59 	 3 455,55 	 1 558,03 	 58,97 	 17,60 	 4 213,13 	 138,98 	 355,68 	 2 078,95 	 199,64 
30.06.2008	 2 040,74 	 1 709,92 	 464,99 	 448,43 	 2 125,00 	 3 344,64 	 992,46 	 26,41 	 2 104,59 	 307,31 	 213,78 	 8 024,62 	 4 753,38 	 968,71 	 215,08 	 1 728,13 	 420,16 	 90,59 	 3 455,55 	 1 558,03 	 58,97 	 17,60 	 4 213,13 	 138,98 	 355,68 	 2 078,95 	 199,64 
01.07.2008	 2 053,07 	 1 717,94 	 465,37 	 450,46 	 2 125,00 	 3 359,62 	 1 001,44 	 26,46 	 2 108,13 	 309,95 	 214,71 	 8 025,53 	 4 769,39 	 973,10 	 215,96 	 1 738,03 	 420,86 	 90,79 	 3 463,60 	 1 562,79 	 59,15 	 17,60 	 4 239,91 	 140,55 	 355,90 	 2 092,36 	 202,03 
02.07.2008	 2 031,71 	 1 713,59 	 457,76 	 449,40 	 2 124,00 	 3 351,67 	 996,97 	 26,62 	 2 091,07 	 309,95 	 214,21 	 8 019,63 	 4 754,34 	 970,62 	 215,63 	 1 715,81 	 418,97 	 90,50 	 3 469,81 	 1 562,45 	 59,12 	 17,61 	 4 244,39 	 139,98 	 354,59 	 2 087,57 	 201,40 
03.07.2008	 2 037,13 	 1 714,63 	 460,74 	 449,72 	 2 124,00 	 3 353,48 	 999,51 	 26,73 	 2 077,46 	 309,95 	 214,40 	 8 008,14 	 4 755,93 	 971,59 	 217,40 	 1 715,19 	 417,03 	 90,71 	 3 473,63 	 1 558,67 	 59,12 	 17,62 	 4 216,88 	 140,63 	 354,72 	 2 081,43 	 199,34 
04.07.2008	 2 037,13 	 1 714,63 	 460,74 	 449,72 	 2 124,00 	 3 353,48 	 999,51 	 26,73 	 2 077,46 	 309,95 	 214,40 	 8 008,14 	 4 755,93 	 971,59 	 217,40 	 1 715,19 	 417,03 	 90,71 	 3 473,63 	 1 558,67 	 59,12 	 17,62 	 4 216,88 	 140,63 	 354,72 	 2 081,43 	 199,34 
05.07.2008	 2 037,13 	 1 714,63 	 460,74 	 449,72 	 2 124,00 	 3 353,48 	 999,51 	 26,73 	 2 077,46 	 309,95 	 214,40 	 8 008,14 	 4 755,93 	 971,59 	 217,40 	 1 715,19 	 417,03 	 90,71 	 3 473,63 	 1 558,67 	 59,12 	 17,62 	 4 216,88 	 140,63 	 354,72 	 2 081,43 	 199,34 
06.07.2008	 2 037,13 	 1 714,63 	 460,74 	 449,72 	 2 124,00 	 3 353,48 	 999,51 	 26,73 	 2 077,46 	 309,95 	 214,40 	 8 008,14 	 4 755,93 	 971,59 	 217,40 	 1 715,19 	 417,03 	 90,71 	 3 473,63 	 1 558,67 	 59,12 	 17,62 	 4 216,88 	 140,63 	 354,72 	 2 081,43 	 199,34 
07.07.2008	 2 037,13 	 1 714,63 	 460,74 	 449,72 	 2 124,00 	 3 353,48 	 999,51 	 26,73 	 2 077,46 	 309,95 	 214,40 	 8 008,14 	 4 755,93 	 971,59 	 217,40 	 1 715,19 	 417,03 	 90,71 	 3 473,63 	 1 558,67 	 59,12 	 17,62 	 4 216,88 	 140,63 	 354,72 	 2 081,43 	 199,34 
08.07.2008	 2 033,73 	 1 698,26 	 461,27 	 445,48 	 2 123,00 	 3 321,96 	 1 002,76 	 27,43 	 2 078,62 	 309,95 	 212,33 	 8 006,79 	 4 721,45 	 962,27 	 216,96 	 1 724,05 	 417,53 	 90,11 	 3 474,01 	 1 556,17 	 59,09 	 17,61 	 4 183,69 	 140,78 	 353,65 	 2 059,27 	 197,47 
09.07.2008	 2 024,71 	 1 707,21 	 459,52 	 447,75 	 2 123,00 	 3 339,27 	 1 010,18 	 27,98 	 2 086,18 	 309,95 	 213,38 	 8 012,23 	 4 747,85 	 966,96 	 217,08 	 1 719,59 	 416,24 	 90,33 	 3 446,16 	 1 557,88 	 59,09 	 17,62 	 4 201,31 	 141,42 	 354,05 	 2 076,39 	 199,52 
10.07.2008	 2 015,79 	 1 701,00 	 460,80 	 446,01 	 2 122,00 	 3 326,77 	 1 010,72 	 27,69 	 2 086,12 	 309,95 	 212,62 	 7 999,10 	 4 733,97 	 963,56 	 217,98 	 1 732,46 	 413,81 	 90,63 	 3 449,95 	 1 555,89 	 59,57 	 17,63 	 4 176,63 	 141,14 	 351,97 	 2 052,92 	 197,31 
11.07.2008	 2 034,57 	 1 705,53 	 461,19 	 447,16 	 2 121,00 	 3 335,80 	 1 019,00 	 28,07 	 2 094,61 	 309,95 	 213,20 	 7 992,61 	 4 747,62 	 966,18 	 217,54 	 1 737,95 	 413,57 	 90,50 	 3 448,22 	 1 558,87 	 59,55 	 17,64 	 4 192,58 	 142,31 	 353,41 	 2 057,23 	 197,88 
12.07.2008	 2 039,24 	 1 710,35 	 458,72 	 448,41 	 2 121,00 	 3 345,56 	 1 022,29 	 28,01 	 2 094,61 	 309,95 	 213,82 	 7 994,42 	 4 761,48 	 968,96 	 216,87 	 1 737,24 	 415,46 	 90,75 	 3 449,09 	 1 559,56 	 59,55 	 17,64 	 4 190,99 	 142,43 	 353,31 	 2 060,22 	 197,89 
13.07.2008	 2 039,24 	 1 710,35 	 458,72 	 448,41 	 2 121,00 	 3 345,56 	 1 022,29 	 28,01 	 2 094,61 	 309,95 	 213,82 	 7 994,42 	 4 761,48 	 968,96 	 216,87 	 1 737,24 	 415,46 	 90,75 	 3 449,09 	 1 559,56 	 59,55 	 17,64 	 4 190,99 	 142,43 	 353,31 	 2 060,22 	 197,89 
14.07.2008	 2 039,24 	 1 710,35 	 458,72 	 448,41 	 2 121,00 	 3 345,56 	 1 022,29 	 28,01 	 2 094,61 	 309,95 	 213,82 	 7 994,42 	 4 761,48 	 968,96 	 216,87 	 1 737,24 	 415,46 	 90,75 	 3 449,09 	 1 559,56 	 59,55 	 17,64 	 4 190,99 	 142,43 	 353,31 	 2 060,22 	 197,89 
15.07.2008	 2 051,42 	 1 718,34 	 459,37 	 450,46 	 2 120,00 	 3 360,73 	 1 031,96 	 27,41 	 2 091,14 	 309,95 	 214,78 	 7 993,06 	 4 782,85 	 973,17 	 217,99 	 1 742,06 	 417,27 	 91,26 	 3 456,68 	 1 563,42 	 59,78 	 17,64 	 4 208,62 	 143,58 	 354,76 	 2 069,30 	 198,69 
16.07.2008	 2 081,73 	 1 735,78 	 456,40 	 455,03 	 2 120,00 	 3 394,65 	 1 040,82 	 27,44 	 2 118,62 	 309,95 	 216,96 	 7 997,89 	 4 833,01 	 983,12 	 216,38 	 1 739,77 	 422,58 	 91,67 	 3 463,89 	 1 574,51 	 59,78 	 17,66 	 4 264,70 	 145,41 	 357,76 	 2 110,29 	 201,71 
17.07.2008	 2 074,95 	 1 726,38 	 458,87 	 452,73 	 2 120,00 	 3 376,84 	 1 045,39 	 27,38 	 2 117,14 	 309,95 	 215,83 	 7 998,19 	 4 809,44 	 978,04 	 217,55 	 1 740,56 	 419,85 	 91,52 	 3 489,46 	 1 573,98 	 59,78 	 17,66 	 4 250,28 	 144,81 	 355,14 	 2 106,00 	 203,74 
18.07.2008	 2 068,89 	 1 718,08 	 459,65 	 450,49 	 2 119,00 	 3 360,20 	 1 042,28 	 27,19 	 2 115,40 	 309,95 	 214,77 	 7 989,29 	 4 781,68 	 972,69 	 217,44 	 1 754,87 	 417,22 	 91,24 	 3 482,81 	 1 568,06 	 59,75 	 17,63 	 4 237,36 	 145,19 	 353,73 	 2 084,91 	 201,15 
19.07.2008	 2 057,74 	 1 714,70 	 459,83 	 449,61 	 2 118,00 	 3 353,75 	 1 041,30 	 27,02 	 2 102,96 	 309,95 	 214,36 	 7 971,70 	 4 769,73 	 971,45 	 217,68 	 1 771,64 	 416,11 	 91,32 	 3 467,04 	 1 565,70 	 59,73 	 17,62 	 4 218,84 	 145,40 	 353,78 	 2 072,81 	 198,93 
20.07.2008	 2 057,74 	 1 714,70 	 459,83 	 449,61 	 2 118,00 	 3 353,75 	 1 041,30 	 27,02 	 2 102,96 	 309,95 	 214,36 	 7 971,70 	 4 769,73 	 971,45 	 217,68 	 1 771,64 	 416,11 	 91,32 	 3 467,04 	 1 565,70 	 59,73 	 17,62 	 4 218,84 	 145,40 	 353,78 	 2 072,81 	 198,93 
21.07.2008	 2 057,74 	 1 714,70 	 459,83 	 449,61 	 2 118,00 	 3 353,75 	 1 041,30 	 27,02 	 2 102,96 	 309,95 	 214,36 	 7 971,70 	 4 769,73 	 971,45 	 217,68 	 1 771,64 	 416,11 	 91,32 	 3 467,04 	 1 565,70 	 59,73 	 17,62 	 4 218,84 	 145,40 	 353,78 	 2 072,81 	 198,93 
22.07.2008	 2 063,76 	 1 717,79 	 458,23 	 450,37 	 2 117,00 	 3 360,10 	 1 045,15 	 26,90 	 2 104,69 	 309,95 	 214,74 	 7 973,93 	 4 780,40 	 973,27 	 217,27 	 1 778,24 	 416,81 	 91,20 	 3 460,45 	 1 566,93 	 59,70 	 17,61 	 4 217,59 	 146,16 	 355,87 	 2 073,66 	 198,51 
23.07.2008	 2 065,96 	 1 722,78 	 460,75 	 451,66 	 2 116,00 	 3 369,84 	 1 045,69 	 26,98 	 2 112,30 	 309,95 	 215,37 	 7 975,58 	 4 793,29 	 975,92 	 217,58 	 1 767,01 	 418,30 	 91,22 	 3 462,11 	 1 565,09 	 59,95 	 17,61 	 4 237,82 	 146,30 	 356,02 	 2 080,63 	 198,83 
24.07.2008	 2 047,23 	 1 703,02 	 458,75 	 446,41 	 2 116,00 	 3 330,48 	 1 020,23 	 26,54 	 2 093,29 	 309,95 	 212,84 	 7 958,78 	 4 738,55 	 964,67 	 217,58 	 1 768,93 	 412,30 	 90,73 	 3 466,54 	 1 552,97 	 59,95 	 17,61 	 4 218,35 	 140,04 	 351,99 	 2 046,42 	 196,43 
25.07.2008	 2 032,41 	 1 693,76 	 459,03 	 444,02 	 2 115,00 	 3 313,36 	 1 022,48 	 26,49 	 2 094,68 	 309,95 	 211,76 	 7 957,71 	 4 714,67 	 959,64 	 217,37 	 1 757,08 	 409,45 	 90,47 	 3 443,79 	 1 553,43 	 59,92 	 17,59 	 4 211,28 	 139,88 	 350,02 	 2 036,40 	 196,32 
26.07.2008	 2 024,69 	 1 696,34 	 456,31 	 444,74 	 2 115,00 	 3 318,33 	 1 032,71 	 26,13 	 2 084,57 	 309,95 	 212,04 	 7 961,00 	 4 720,46 	 960,97 	 217,70 	 1 752,21 	 409,97 	 90,55 	 3 436,62 	 1 555,78 	 59,92 	 17,59 	 4 203,77 	 140,38 	 350,72 	 2 041,70 	 197,81 
27.07.2008	 2 024,69 	 1 696,34 	 456,31 	 444,74 	 2 115,00 	 3 318,33 	 1 032,71 	 26,13 	 2 084,57 	 309,95 	 212,04 	 7 961,00 	 4 720,46 	 960,97 	 217,70 	 1 752,21 	 409,97 	 90,55 	 3 436,62 	 1 555,78 	 59,92 	 17,59 	 4 203,77 	 140,38 	 350,72 	 2 041,70 	 197,81 
28.07.2008	 2 024,69 	 1 696,34 	 456,31 	 444,74 	 2 115,00 	 3 318,33 	 1 032,71 	 26,13 	 2 084,57 	 309,95 	 212,04 	 7 961,00 	 4 720,46 	 960,97 	 217,70 	 1 752,21 	 409,97 	 90,55 	 3 436,62 	 1 555,78 	 59,92 	 17,59 	 4 203,77 	 140,38 	 350,72 	 2 041,70 	 197,81 
29.07.2008	 2 021,31 	 1 699,27 	 456,31 	 445,46 	 2 115,00 	 3 324,04 	 1 036,26 	 25,90 	 2 076,28 	 309,95 	 212,42 	 7 961,60 	 4 726,79 	 962,65 	 218,15 	 1 754,75 	 410,94 	 90,54 	 3 446,65 	 1 550,64 	 60,19 	 17,60 	 4 201,34 	 140,13 	 351,04 	 2 041,01 	 196,30 
30.07.2008	 2 022,78 	 1 701,27 	 451,71 	 445,93 	 2 114,00 	 3 327,54 	 1 031,42 	 25,60 	 2 068,49 	 309,95 	 212,68 	 7 962,34 	 4 734,07 	 963,69 	 218,36 	 1 755,09 	 412,39 	 90,62 	 3 443,07 	 1 550,48 	 60,16 	 17,59 	 4 214,89 	 140,04 	 351,63 	 2 045,97 	 196,44 
31.07.2008	 2 003,97 	 1 686,21 	 454,06 	 441,98 	 2 114,00 	 3 297,95 	 1 026,34 	 26,38 	 2 067,08 	 309,95 	 210,51 	 7 952,45 	 4 684,76 	 955,16 	 218,84 	 1 774,23 	 408,98 	 90,17 	 3 440,54 	 1 545,94 	 60,16 	 17,59 	 4 189,84 	 138,82 	 348,86 	 2 021,81 	 195,80 
01.08.2008	 1 999,32 	 1 687,69 	 453,40 	 442,44 	 2 114,00 	 3 301,12 	 1 030,64 	 26,35 	 2 067,99 	 309,49 	 210,97 	 7 954,25 	 4 689,96 	 956,06 	 218,61 	 1 815,53 	 411,58 	 90,27 	 3 425,63 	 1 546,40 	 60,16 	 17,59 	 4 186,67 	 137,91 	 349,03 	 2 019,49 	 195,51 
02.08.2008	 1 978,40 	 1 681,25 	 454,90 	 440,82 	 2 113,00 	 3 288,46 	 1 020,97 	 26,61 	 2 058,85 	 309,49 	 210,17 	 7 942,71 	 4 668,07 	 951,80 	 218,85 	 1 814,59 	 411,17 	 90,03 	 3 424,92 	 1 543,41 	 60,14 	 17,58 	 4 174,76 	 136,76 	 348,67 	 2 016,22 	 196,46 
03.08.2008	 1 978,40 	 1 681,25 	 454,90 	 440,82 	 2 113,00 	 3 288,46 	 1 020,97 	 26,61 	 2 058,85 	 309,49 	 210,17 	 7 942,71 	 4 668,07 	 951,80 	 218,85 	 1 814,59 	 411,17 	 90,03 	 3 424,92 	 1 543,41 	 60,14 	 17,58 	 4 174,76 	 136,76 	 348,67 	 2 016,22 	 196,46 
04.08.2008	 1 978,40 	 1 681,25 	 454,90 	 440,82 	 2 113,00 	 3 288,46 	 1 020,97 	 26,61 	 2 058,85 	 309,49 	 210,17 	 7 942,71 	 4 668,07 	 951,80 	 218,85 	 1 814,59 	 411,17 	 90,03 	 3 424,92 	 1 543,41 	 60,14 	 17,58 	 4 174,76 	 136,76 	 348,67 	 2 016,22 	 196,46 
05.08.2008	 1 970,69 	 1 683,93 	 455,00 	 441,50 	 2 113,00 	 3 293,43 	 1 027,02 	 26,55 	 2 052,95 	 309,49 	 210,48 	 7 949,29 	 4 671,68 	 953,84 	 218,96 	 1 835,00 	 411,80 	 90,28 	 3 422,34 	 1 540,26 	 60,25 	 17,59 	 4 160,81 	 137,88 	 347,59 	 2 017,57 	 195,90 
06.08.2008	 1 945,47 	 1 674,40 	 455,30 	 438,87 	 2 112,00 	 3 274,55 	 1 018,74 	 26,44 	 2 026,19 	 309,49 	 209,30 	 7 939,55 	 4 643,80 	 948,38 	 218,18 	 1 831,03 	 408,87 	 90,12 	 3 420,07 	 1 534,66 	 60,23 	 17,59 	 4 130,97 	 136,21 	 346,24 	 2 007,22 	 195,87 
07.08.2008	 1 938,29 	 1 673,34 	 455,52 	 438,65 	 2 112,00 	 3 272,86 	 1 013,97 	 26,88 	 2 027,07 	 309,49 	 209,19 	 7 937,46 	 4 644,31 	 948,02 	 218,97 	 1 821,47 	 407,48 	 89,82 	 3 409,61 	 1 532,27 	 60,23 	 17,59 	 4 132,44 	 136,28 	 347,00 	 2 009,61 	 194,98 
08.08.2008	 1 924,07 	 1 669,50 	 456,24 	 437,69 	 2 111,00 	 3 265,61 	 1 005,72 	 26,59 	 2 017,49 	 309,49 	 208,71 	 7 924,47 	 4 632,94 	 945,77 	 218,53 	 1 812,80 	 407,59 	 89,52 	 3 403,12 	 1 526,06 	 60,20 	 17,58 	 4 117,29 	 136,35 	 347,50 	 2 000,47 	 192,92 
09.08.2008	 1 885,86 	 1 637,89 	 455,82 	 429,39 	 2 111,00 	 3 203,34 	 981,15 	 25,82 	 1 998,39 	 309,49 	 204,72 	 7 900,74 	 4 545,65 	 927,69 	 218,53 	 1 790,96 	 401,06 	 88,41 	 3 399,51 	 1 508,77 	 60,20 	 17,58 	 4 074,02 	 131,49 	 341,08 	 1 968,48 	 192,06 
10.08.2008	 1 885,86 	 1 637,89 	 455,82 	 429,39 	 2 111,00 	 3 203,34 	 981,15 	 25,82 	 1 998,39 	 309,49 	 204,72 	 7 900,74 	 4 545,65 	 927,69 	 218,53 	 1 790,96 	 401,06 	 88,41 	 3 399,51 	 1 508,77 	 60,20 	 17,58 	 4 074,02 	 131,49 	 341,08 	 1 968,48 	 192,06 
11.08.2008	 1 885,86 	 1 637,89 	 455,82 	 429,39 	 2 111,00 	 3 203,34 	 981,15 	 25,82 	 1 998,39 	 309,49 	 204,72 	 7 900,74 	 4 545,65 	 927,69 	 218,53 	 1 790,96 	 401,06 	 88,41 	 3 399,51 	 1 508,77 	 60,20 	 17,58 	 4 074,02 	 131,49 	 341,08 	 1 968,48 	 192,06 
12.08.2008	 1 887,55 	 1 623,66 	 455,74 	 425,66 	 2 111,00 	 3 175,58 	 972,99 	 25,77 	 1 982,90 	 309,49 	 202,98 	 7 906,07 	 4 504,43 	 919,75 	 219,55 	 1 785,58 	 395,77 	 85,92 	 3 362,76 	 1 504,10 	 60,47 	 17,57 	 4 059,66 	 131,42 	 338,13 	 1 961,17 	 192,25 
13.08.2008	 1 852,09 	 1 608,38 	 456,83 	 421,71 	 2 111,00 	 3 145,71 	 957,20 	 25,80 	 1 972,53 	 309,49 	 201,06 	 7 892,18 	 4 468,20 	 910,62 	 220,01 	 1 783,39 	 392,60 	 86,72 	 3 353,98 	 1 496,16 	 60,47 	 17,56 	 4 021,56 	 130,28 	 334,92 	 1 942,58 	 192,13 
14.08.2008	 1 834,46 	 1 611,02 	 456,70 	 422,38 	 2 111,00 	 3 150,56 	 964,81 	 25,80 	 1 983,65 	 309,49 	 201,36 	 7 891,59 	 4 475,78 	 911,92 	 219,44 	 1 789,36 	 393,40 	 87,39 	 3 338,15 	 1 502,44 	 60,47 	 17,58 	 4 008,89 	 132,33 	 335,46 	 1 944,28 	 194,22 
15.08.2008	 1 852,30 	 1 609,73 	 456,73 	 422,16 	 2 111,00 	 3 148,45 	 950,56 	 25,76 	 1 988,98 	 309,49 	 201,24 	 7 864,83 	 4 475,78 	 911,29 	 219,32 	 1 785,73 	 393,03 	 86,91 	 3 335,38 	 1 500,36 	 60,47 	 17,57 	 3 948,63 	 129,50 	 336,39 	 1 943,56 	 192,75 
16.08.2008	 1 820,42 	 1 590,15 	 457,42 	 416,96 	 2 111,00 	 3 110,14 	 932,11 	 25,87 	 1 975,94 	 309,49 	 198,78 	 7 847,00 	 4 421,41 	 900,73 	 218,87 	 1 777,98 	 389,03 	 86,14 	 3 335,00 	 1 489,66 	 60,47 	 17,57 	 3 916,96 	 126,81 	 332,51 	 1 921,36 	 191,27 
