Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																
Республики Беларусь, за период с 29.03.1995 по 31.12.1995																																																
																																																
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 грузинских купонов (GEK)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)
23.06.1995	 8 339,98 	 1 180,52 	 1,50 	 15,00 			 0,00 	 2 124,00 	 11 500,00 	 18 871,02 	 182,39 	 150,00 	 8 330,32 	 38 513,06 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 301,45 	 7 415,05 	 1 862,50 		 2,46 		 18 004,76 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 694,15 	 2 370,01 	 18 503,62 		 1 587,32 	 10 037,53 	 15 317,00 	 1 033,24 	 4 041,47 	 512,57 		 1 367,26 	 953,25 	 70,90 	 787,29 	 2,65 	 0,79 	 704,66 
24.06.1995	 8 339,98 	 1 180,52 	 1,50 	 15,00 			 0,00 	 2 124,00 	 11 500,00 	 18 871,02 	 182,39 	 150,00 	 8 330,32 	 38 513,06 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 301,45 	 7 415,05 	 1 862,50 		 2,46 		 18 004,76 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 694,15 	 2 370,01 	 18 503,62 		 1 587,32 	 10 037,53 	 15 317,00 	 1 033,24 	 4 041,47 	 512,57 		 1 367,26 	 953,25 	 70,90 	 787,29 	 2,65 	 0,79 	 704,66 
25.06.1995	 8 339,98 	 1 180,52 	 1,50 	 15,00 			 0,00 	 2 124,00 	 11 500,00 	 18 871,02 	 182,39 	 150,00 	 8 330,32 	 38 513,06 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 301,45 	 7 415,05 	 1 862,50 		 2,46 		 18 004,76 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 694,15 	 2 370,01 	 18 503,62 		 1 587,32 	 10 037,53 	 15 317,00 	 1 033,24 	 4 041,47 	 512,57 		 1 367,26 	 953,25 	 70,90 	 787,29 	 2,65 	 0,79 	 704,66 
26.06.1995	 8 339,98 	 1 180,52 	 1,50 	 15,00 			 0,00 	 2 124,00 	 11 500,00 	 18 871,02 	 182,39 	 150,00 	 8 330,32 	 38 513,06 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 301,45 	 7 415,05 	 1 862,50 		 2,46 		 18 004,76 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 694,15 	 2 370,01 	 18 503,62 		 1 587,32 	 10 037,53 	 15 317,00 	 1 033,24 	 4 041,47 	 512,57 		 1 367,26 	 953,25 	 70,90 	 787,29 	 2,65 	 0,79 	 704,66 
27.06.1995	 8 339,98 	 1 180,52 	 1,50 	 15,00 			 0,00 	 2 124,00 	 11 500,00 	 18 871,02 	 182,39 	 150,00 	 8 330,32 	 38 513,06 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 301,45 	 7 415,05 	 1 862,50 		 2,46 		 18 004,76 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 694,15 	 2 370,01 	 18 503,62 		 1 587,32 	 10 037,53 	 15 317,00 	 1 033,24 	 4 041,47 	 512,57 		 1 367,26 	 953,25 	 70,90 	 787,29 	 2,65 	 0,79 	 704,66 
28.06.1995	 8 262,68 	 1 179,00 	 1,50 	 15,00 			 0,00 	 2 123,46 	 11 500,00 	 18 744,91 	 183,06 	 150,00 	 8 372,77 	 38 474,41 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 290,68 	 7 402,16 	 1 859,16 		 2,52 		 18 098,27 	 8 233,10 		 220,00 	 55,00 	 45,00 	 2 710,99 	 2 362,71 	 18 207,73 		 1 582,87 	 10 020,04 	 15 264,14 	 1 035,77 	 4 032,68 	 510,66 		 1 366,61 	 951,91 	 70,92 	 785,52 	 2,63 	 0,79 	 704,23 
29.06.1995	 8 262,68 	 1 179,00 	 1,50 	 15,00 			 0,00 	 2 123,46 	 11 500,00 	 18 744,91 	 183,06 	 150,00 	 8 372,77 	 38 474,41 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 290,68 	 7 402,16 	 1 859,16 		 2,52 		 18 098,27 	 8 233,10 		 220,00 	 55,00 	 45,00 	 2 710,99 	 2 362,71 	 18 207,73 		 1 582,87 	 10 020,04 	 15 264,14 	 1 035,77 	 4 032,68 	 510,66 		 1 366,61 	 951,91 	 70,92 	 785,52 	 2,63 	 0,79 	 704,23 
30.06.1995	 8 230,75 	 1 173,17 	 1,50 	 15,00 			 0,00 	 2 114,36 	 11 500,00 	 18 769,38 	 182,54 	 150,00 	 8 355,13 	 38 422,99 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 252,60 	 7 366,13 	 1 851,40 		 2,50 		 18 060,75 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 692,83 	 2 353,42 	 18 173,20 		 1 579,89 	 9 944,66 	 15 205,61 	 1 031,39 	 4 014,66 	 507,84 		 1 352,62 	 941,77 	 70,94 	 780,51 	 2,61 	 0,80 	 703,04 
01.07.1995	 8 230,75 	 1 173,17 	 1,50 	 15,00 			 0,00 	 2 114,36 	 11 500,00 	 18 769,38 	 182,54 	 150,00 	 8 355,13 	 38 422,99 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 252,60 	 7 366,13 	 1 851,40 		 2,50 		 18 060,75 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 692,83 	 2 353,42 	 18 173,20 		 1 579,89 	 9 944,66 	 15 205,61 	 1 031,39 	 4 014,66 	 507,84 		 1 352,62 	 941,77 	 70,94 	 780,51 	 2,61 	 0,80 	 703,04 
02.07.1995	 8 230,75 	 1 173,17 	 1,50 	 15,00 			 0,00 	 2 114,36 	 11 500,00 	 18 769,38 	 182,54 	 150,00 	 8 355,13 	 38 422,99 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 252,60 	 7 366,13 	 1 851,40 		 2,50 		 18 060,75 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 692,83 	 2 353,42 	 18 173,20 		 1 579,89 	 9 944,66 	 15 205,61 	 1 031,39 	 4 014,66 	 507,84 		 1 352,62 	 941,77 	 70,94 	 780,51 	 2,61 	 0,80 	 703,04 
03.07.1995	 8 230,75 	 1 173,17 	 1,50 	 15,00 			 0,00 	 2 114,36 	 11 500,00 	 18 769,38 	 182,54 	 150,00 	 8 355,13 	 38 422,99 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 252,60 	 7 366,13 	 1 851,40 		 2,50 		 18 060,75 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 692,83 	 2 353,42 	 18 173,20 		 1 579,89 	 9 944,66 	 15 205,61 	 1 031,39 	 4 014,66 	 507,84 		 1 352,62 	 941,77 	 70,94 	 780,51 	 2,61 	 0,80 	 703,04 
04.07.1995	 8 230,75 	 1 173,17 	 1,50 	 15,00 			 0,00 	 2 114,36 	 11 500,00 	 18 769,38 	 182,54 	 150,00 	 8 355,13 	 38 422,99 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 252,60 	 7 366,13 	 1 851,40 		 2,50 		 18 060,75 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 692,83 	 2 353,42 	 18 173,20 		 1 579,89 	 9 944,66 	 15 205,61 	 1 031,39 	 4 014,66 	 507,84 		 1 352,62 	 941,77 	 70,94 	 780,51 	 2,61 	 0,80 	 703,04 
05.07.1995	 8 170,52 	 1 184,83 	 1,50 	 15,00 			 0,00 	 2 133,98 	 11 500,00 	 18 858,64 	 183,15 	 150,00 	 8 383,76 	 38 487,28 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 332,13 	 7 438,55 	 1 869,77 		 2,50 		 18 011,81 	 8 237,23 		 220,00 	 55,00 	 45,00 	 2 698,83 	 2 377,26 	 18 326,69 		 1 590,42 	 10 026,16 	 15 351,76 	 1 041,67 	 4 052,86 	 512,75 		 1 359,34 	 955,15 	 70,97 	 789,13 	 2,61 	 0,79 	 709,88 
06.07.1995	 8 170,52 	 1 184,83 	 1,50 	 15,00 			 0,00 	 2 133,98 	 11 500,00 	 18 858,64 	 183,15 	 150,00 	 8 383,76 	 38 487,28 	 1 070,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 332,13 	 7 438,55 	 1 869,77 		 2,50 		 18 011,81 	 8 237,23 		 220,00 	 55,00 	 45,00 	 2 698,83 	 2 377,26 	 18 326,69 		 1 590,42 	 10 026,16 	 15 351,76 	 1 041,67 	 4 052,86 	 512,75 		 1 359,34 	 955,15 	 70,97 	 789,13 	 2,61 	 0,79 	 709,88 
07.07.1995	 8 182,14 	 1 182,52 	 1,50 	 15,00 			 0,00 	 2 130,02 	 11 500,00 	 18 861,74 	 183,00 	 150,00 	 8 400,29 	 38 487,28 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 319,47 	 7 425,10 	 1 866,55 		 2,48 		 18 040,63 	 8 233,69 		 220,00 	 55,00 	 45,00 	 2 697,95 	 2 378,98 	 18 329,61 		 1 586,91 	 10 013,06 	 15 341,52 	 1 038,09 	 4 045,02 	 511,88 		 1 348,97 	 956,10 	 70,99 	 788,86 	 2,60 	 0,77 	 710,31 
08.07.1995	 8 182,14 	 1 182,52 	 1,50 	 15,00 			 0,00 	 2 130,02 	 11 500,00 	 18 861,74 	 183,00 	 150,00 	 8 400,29 	 38 487,28 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 319,47 	 7 425,10 	 1 866,55 		 2,48 		 18 040,63 	 8 233,69 		 220,00 	 55,00 	 45,00 	 2 697,95 	 2 378,98 	 18 329,61 		 1 586,91 	 10 013,06 	 15 341,52 	 1 038,09 	 4 045,02 	 511,88 		 1 348,97 	 956,10 	 70,99 	 788,86 	 2,60 	 0,77 	 710,31 
09.07.1995	 8 182,14 	 1 182,52 	 1,50 	 15,00 			 0,00 	 2 130,02 	 11 500,00 	 18 861,74 	 183,00 	 150,00 	 8 400,29 	 38 487,28 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 319,47 	 7 425,10 	 1 866,55 		 2,48 		 18 040,63 	 8 233,69 		 220,00 	 55,00 	 45,00 	 2 697,95 	 2 378,98 	 18 329,61 		 1 586,91 	 10 013,06 	 15 341,52 	 1 038,09 	 4 045,02 	 511,88 		 1 348,97 	 956,10 	 70,99 	 788,86 	 2,60 	 0,77 	 710,31 
10.07.1995	 8 182,14 	 1 182,52 	 1,50 	 15,00 			 0,00 	 2 130,02 	 11 500,00 	 18 861,74 	 183,00 	 150,00 	 8 400,29 	 38 487,28 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 319,47 	 7 425,10 	 1 866,55 		 2,48 		 18 040,63 	 8 233,69 		 220,00 	 55,00 	 45,00 	 2 697,95 	 2 378,98 	 18 329,61 		 1 586,91 	 10 013,06 	 15 341,52 	 1 038,09 	 4 045,02 	 511,88 		 1 348,97 	 956,10 	 70,99 	 788,86 	 2,60 	 0,77 	 710,31 
11.07.1995	 8 182,14 	 1 182,52 	 1,50 	 15,00 			 0,00 	 2 130,02 	 11 500,00 	 18 861,74 	 183,00 	 150,00 	 8 400,29 	 38 487,28 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 319,47 	 7 425,10 	 1 866,55 		 2,48 		 18 040,63 	 8 233,69 		 220,00 	 55,00 	 45,00 	 2 697,95 	 2 378,98 	 18 329,61 		 1 586,91 	 10 013,06 	 15 341,52 	 1 038,09 	 4 045,02 	 511,88 		 1 348,97 	 956,10 	 70,99 	 788,86 	 2,60 	 0,77 	 710,31 
12.07.1995	 8 261,49 	 1 168,11 	 1,50 	 15,00 			 0,00 	 2 110,29 	 11 500,00 	 18 763,26 	 182,05 	 150,00 	 8 493,98 	 38 307,79 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 212,53 	 7 335,12 	 1 848,13 		 2,50 		 18 034,41 	 8 198,47 		 220,00 	 55,00 	 45,00 	 2 675,66 	 2 361,69 	 18 288,80 		 1 583,80 	 9 900,99 	 15 215,67 	 1 026,46 	 3 998,61 	 506,57 		 1 319,72 	 952,78 	 71,03 	 780,14 	 2,58 	 0,78 	 709,88 
13.07.1995	 8 261,49 	 1 168,11 	 1,50 	 15,00 			 0,00 	 2 110,29 	 11 500,00 	 18 763,26 	 182,05 	 150,00 	 8 493,98 	 38 307,79 	 1 085,00 	 22 600,00 	 2 875,00 	 2 530,00 	 8 212,53 	 7 335,12 	 1 848,13 		 2,50 		 18 034,41 	 8 198,47 		 220,00 	 55,00 	 45,00 	 2 675,66 	 2 361,69 	 18 288,80 		 1 583,80 	 9 900,99 	 15 215,67 	 1 026,46 	 3 998,61 	 506,57 		 1 319,72 	 952,78 	 71,03 	 780,14 	 2,58 	 0,78 	 709,88 
14.07.1995	 8 446,57 	 1 162,32 	 1,50 	 15,00 			 0,00 	 2 099,80 	 11 500,00 	 18 772,45 	 181,25 	 150,00 	 8 485,83 	 38 263,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 530,00 	 8 173,42 	 7 302,05 	 1 840,59 		 2,50 		 17 890,48 	 8 208,42 		 220,00 	 55,00 	 45,00 	 2 672,86 	 2 349,82 	 18 297,53 		 1 594,87 	 9 816,47 	 15 159,50 	 1 021,63 	 3 976,21 	 504,05 		 1 304,59 	 956,74 	 71,08 	 777,71 	 2,57 	 0,75 	 711,52 
15.07.1995	 8 446,57 	 1 162,32 	 1,50 	 15,00 			 0,00 	 2 099,80 	 11 500,00 	 18 772,45 	 181,25 	 150,00 	 8 485,83 	 38 263,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 530,00 	 8 173,42 	 7 302,05 	 1 840,59 		 2,50 		 17 890,48 	 8 208,42 		 220,00 	 55,00 	 45,00 	 2 672,86 	 2 349,82 	 18 297,53 		 1 594,87 	 9 816,47 	 15 159,50 	 1 021,63 	 3 976,21 	 504,05 		 1 304,59 	 956,74 	 71,08 	 777,71 	 2,57 	 0,75 	 711,52 
16.07.1995	 8 446,57 	 1 162,32 	 1,50 	 15,00 			 0,00 	 2 099,80 	 11 500,00 	 18 772,45 	 181,25 	 150,00 	 8 485,83 	 38 263,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 530,00 	 8 173,42 	 7 302,05 	 1 840,59 		 2,50 		 17 890,48 	 8 208,42 		 220,00 	 55,00 	 45,00 	 2 672,86 	 2 349,82 	 18 297,53 		 1 594,87 	 9 816,47 	 15 159,50 	 1 021,63 	 3 976,21 	 504,05 		 1 304,59 	 956,74 	 71,08 	 777,71 	 2,57 	 0,75 	 711,52 
17.07.1995	 8 446,57 	 1 162,32 	 1,50 	 15,00 			 0,00 	 2 099,80 	 11 500,00 	 18 772,45 	 181,25 	 150,00 	 8 485,83 	 38 263,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 530,00 	 8 173,42 	 7 302,05 	 1 840,59 		 2,50 		 17 890,48 	 8 208,42 		 220,00 	 55,00 	 45,00 	 2 672,86 	 2 349,82 	 18 297,53 		 1 594,87 	 9 816,47 	 15 159,50 	 1 021,63 	 3 976,21 	 504,05 		 1 304,59 	 956,74 	 71,08 	 777,71 	 2,57 	 0,75 	 711,52 
18.07.1995	 8 446,57 	 1 162,32 	 1,50 	 15,00 			 0,00 	 2 099,80 	 11 500,00 	 18 772,45 	 181,25 	 150,00 	 8 485,83 	 38 263,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 530,00 	 8 173,42 	 7 302,05 	 1 840,59 		 2,50 		 17 890,48 	 8 208,42 		 220,00 	 55,00 	 45,00 	 2 672,86 	 2 349,82 	 18 297,53 		 1 594,87 	 9 816,47 	 15 159,50 	 1 021,63 	 3 976,21 	 504,05 		 1 304,59 	 956,74 	 71,08 	 777,71 	 2,57 	 0,75 	 711,52 
19.07.1995	 8 411,97 	 1 172,51 	 1,50 	 15,00 			 0,00 	 2 117,08 	 11 500,00 	 18 843,19 	 181,79 	 150,00 	 8 450,91 	 38 256,82 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 246,09 	 7 364,24 	 1 856,94 		 2,51 		 17 763,36 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 699,53 	 2 368,55 	 18 355,95 		 1 597,67 	 9 869,55 	 15 280,36 	 1 021,63 	 4 009,06 	 508,17 		 1 295,05 	 957,77 	 71,05 	 784,88 	 2,58 	 0,79 	 712,63 
20.07.1995	 8 411,97 	 1 172,51 	 1,50 	 15,00 			 0,00 	 2 117,08 	 11 500,00 	 18 843,19 	 181,79 	 150,00 	 8 450,91 	 38 256,82 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 246,09 	 7 364,24 	 1 856,94 		 2,51 		 17 763,36 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 699,53 	 2 368,55 	 18 355,95 		 1 597,67 	 9 869,55 	 15 280,36 	 1 021,63 	 4 009,06 	 508,17 		 1 295,05 	 957,77 	 71,05 	 784,88 	 2,58 	 0,79 	 712,63 
21.07.1995	 8 436,03 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 144,12 	 11 500,00 	 18 920,70 	 182,77 	 150,00 	 8 431,70 	 38 346,12 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 347,85 	 7 450,60 	 1 876,17 		 2,51 		 17 804,61 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 735,49 	 2 397,93 	 18 367,67 		 1 609,29 	 10 012,19 	 15 442,46 	 1 043,37 	 4 058,87 	 513,21 		 1 311,74 	 972,10 	 71,05 	 793,87 	 2,59 	 0,79 	 713,12 
22.07.1995	 8 436,03 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 144,12 	 11 500,00 	 18 920,70 	 182,77 	 150,00 	 8 431,70 	 38 346,12 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 347,85 	 7 450,60 	 1 876,17 		 2,51 		 17 804,61 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 735,49 	 2 397,93 	 18 367,67 		 1 609,29 	 10 012,19 	 15 442,46 	 1 043,37 	 4 058,87 	 513,21 		 1 311,74 	 972,10 	 71,05 	 793,87 	 2,59 	 0,79 	 713,12 
23.07.1995	 8 436,03 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 144,12 	 11 500,00 	 18 920,70 	 182,77 	 150,00 	 8 431,70 	 38 346,12 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 347,85 	 7 450,60 	 1 876,17 		 2,51 		 17 804,61 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 735,49 	 2 397,93 	 18 367,67 		 1 609,29 	 10 012,19 	 15 442,46 	 1 043,37 	 4 058,87 	 513,21 		 1 311,74 	 972,10 	 71,05 	 793,87 	 2,59 	 0,79 	 713,12 
24.07.1995	 8 436,03 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 144,12 	 11 500,00 	 18 920,70 	 182,77 	 150,00 	 8 431,70 	 38 346,12 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 347,85 	 7 450,60 	 1 876,17 		 2,51 		 17 804,61 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 735,49 	 2 397,93 	 18 367,67 		 1 609,29 	 10 012,19 	 15 442,46 	 1 043,37 	 4 058,87 	 513,21 		 1 311,74 	 972,10 	 71,05 	 793,87 	 2,59 	 0,79 	 713,12 
25.07.1995	 8 436,03 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 144,12 	 11 500,00 	 18 920,70 	 182,77 	 150,00 	 8 431,70 	 38 346,12 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 347,85 	 7 450,60 	 1 876,17 		 2,51 		 17 804,61 	 8 220,16 		 220,00 	 55,00 	 45,00 	 2 735,49 	 2 397,93 	 18 367,67 		 1 609,29 	 10 012,19 	 15 442,46 	 1 043,37 	 4 058,87 	 513,21 		 1 311,74 	 972,10 	 71,05 	 793,87 	 2,59 	 0,79 	 713,12 
26.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
27.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
28.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
29.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
30.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
31.07.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
01.08.1995	 8 476,45 	 1 180,46 	 1,50 	 15,00 			 0,00 	 2 132,20 	 11 500,00 	 18 942,51 	 183,09 	 150,00 	 8 474,58 	 38 314,18 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 303,25 	 7 410,27 	 1 867,94 		 2,55 		 17 843,01 	 8 226,04 		 220,00 	 55,00 	 45,00 	 2 726,09 	 2 391,60 	 18 367,67 		 1 617,17 	 9 991,31 	 15 388,73 	 1 038,09 	 4 036,93 	 511,25 		 1 313,99 	 968,75 	 71,10 	 791,63 	 2,57 	 0,78 	 721,12 
02.08.1995	 8 519,78 	 1 181,43 	 1,50 	 15,00 			 0,00 	 2 137,75 	 11 500,00 	 18 895,83 	 183,18 	 150,00 	 8 423,06 	 38 288,66 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 309,85 	 7 416,96 	 1 875,16 		 2,58 		 17 843,01 	 8 255,56 		 220,00 	 55,00 	 45,00 	 2 740,12 	 2 406,51 	 18 376,48 		 1 622,48 	 10 000,00 	 15 436,66 	 1 039,13 	 4 042,18 	 512,59 		 1 303,85 	 966,63 	 71,14 	 798,06 	 2,54 	 0,75 	 722,93 
03.08.1995	 8 519,78 	 1 181,43 	 1,50 	 15,00 			 0,00 	 2 137,75 	 11 500,00 	 18 895,83 	 183,18 	 150,00 	 8 423,06 	 38 288,66 	 1 090,00 	 22 300,00 	 2 875,00 	 2 536,00 	 8 309,85 	 7 416,96 	 1 875,16 		 2,58 		 17 843,01 	 8 255,56 		 220,00 	 55,00 	 45,00 	 2 740,12 	 2 406,51 	 18 376,48 		 1 622,48 	 10 000,00 	 15 436,66 	 1 039,13 	 4 042,18 	 512,59 		 1 303,85 	 966,63 	 71,14 	 798,06 	 2,54 	 0,75 	 722,93 
04.08.1995	 8 502,14 	 1 172,21 	 1,50 	 15,00 			 0,00 	 2 125,58 	 11 500,00 	 18 883,42 	 182,60 	 150,00 	 8 464,60 	 38 269,55 	 1 090,00 	 22 280,00 	 2 875,00 	 2 536,00 	 8 245,50 	 7 358,59 	 1 867,40 		 2,58 		 17 935,12 	 8 228,98 		 220,00 	 55,00 	 45,00 	 2 737,93 	 2 392,10 	 18 423,58 		 1 624,82 	 9 955,85 	 15 351,76 	 1 031,90 	 4 009,76 	 510,82 		 1 271,42 	 964,60 	 71,14 	 794,20 	 2,53 	 0,74 	 727,02 
