Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
08.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
09.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
10.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
11.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
12.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
13.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
14.05.1996	 9 899,54 	 1 156,12 	 2,80 	 30,00 	 127,64 	 84,04 	 9 856,00 	 2 108,48 	 12 400,00 	 19 382,45 	 184,72 	 187,00 	 9 084,91 	 41 347,12 	 1 064,00 	 22 533,16 	 3 100,00 	 2 705,00 	 8 134,88 	 7 282,55 	 1 891,89 	 4 673,95 	 2,48 	 4,25 	 17 926,85 	 8 830,65 	 402,04 	 44,00 	 3,90 	 330,00 		 0,08 	 2 575,82 	 2 405,99 	 18 714,07 	 447,98 	 1 815,41 	 9 971,05 	 15 279,89 	 1 020,74 	 3 957,87 	 510,98 	 1 181,52 	 976,76 	 78,53 	 792,13 	 1,63 		 795,76 						
15.05.1996	 9 931,78 	 1 149,80 	 2,80 	 30,00 	 116,65 	 83,54 	 9 856,00 	 2 095,05 	 12 400,00 	 19 399,80 	 184,41 	 186,00 	 9 083,58 	 41 333,33 	 1 045,00 	 22 492,29 	 3 100,00 	 2 695,00 	 8 091,88 	 7 237,07 	 1 885,64 	 4 659,55 	 2,48 	 4,24 	 18 023,52 	 8 820,60 	 400,04 	 44,00 	 3,50 	 331,00 		 0,08 	 2 612,07 	 2 391,15 	 18 819,47 	 449,57 	 1 837,53 	 9 923,97 	 15 224,10 	 1 011,09 	 3 934,01 	 510,86 	 1 180,28 	 969,70 	 78,58 	 787,18 	 1,62 		 799,10 						
16.05.1996	 9 931,78 	 1 149,80 	 2,80 	 30,00 	 116,65 	 83,54 	 9 856,00 	 2 095,05 	 12 400,00 	 19 399,80 	 184,41 	 186,00 	 9 083,58 	 41 333,33 	 1 045,00 	 22 492,29 	 3 100,00 	 2 695,00 	 8 091,88 	 7 237,07 	 1 885,64 	 4 659,55 	 2,48 	 4,24 	 18 023,52 	 8 820,60 	 400,04 	 44,00 	 3,50 	 331,00 		 0,08 	 2 612,07 	 2 391,15 	 18 819,47 	 449,57 	 1 837,53 	 9 923,97 	 15 224,10 	 1 011,09 	 3 934,01 	 510,86 	 1 180,28 	 969,70 	 78,58 	 787,18 	 1,62 		 799,10 						
17.05.1996	 9 947,90 	 1 149,37 	 2,80 	 30,00 	 112,22 	 83,34 	 9 856,00 	 2 094,24 	 12 400,00 	 19 337,80 	 184,44 	 186,00 	 9 065,65 	 41 292,04 	 1 032,00 	 22 471,91 	 3 100,00 	 2 697,00 	 8 084,50 	 7 232,43 	 1 884,53 	 4 648,72 	 2,48 	 4,23 	 17 950,20 	 8 808,07 	 399,72 	 44,00 	 3,50 	 331,00 		 0,08 	 2 619,29 	 2 387,69 	 18 753,13 	 451,30 	 1 834,62 	 9 882,84 	 15 199,30 	 1 009,94 	 3 932,39 	 509,45 	 1 161,59 	 967,35 	 78,63 	 785,95 	 1,61 		 798,27 						
18.05.1996	 9 947,90 	 1 149,37 	 2,80 	 30,00 	 112,22 	 83,34 	 9 856,00 	 2 094,24 	 12 400,00 	 19 337,80 	 184,44 	 186,00 	 9 065,65 	 41 292,04 	 1 032,00 	 22 471,91 	 3 100,00 	 2 697,00 	 8 084,50 	 7 232,43 	 1 884,53 	 4 648,72 	 2,48 	 4,23 	 17 950,20 	 8 808,07 	 399,72 	 44,00 	 3,50 	 331,00 		 0,08 	 2 619,29 	 2 387,69 	 18 753,13 	 451,30 	 1 834,62 	 9 882,84 	 15 199,30 	 1 009,94 	 3 932,39 	 509,45 	 1 161,59 	 967,35 	 78,63 	 785,95 	 1,61 		 798,27 						
19.05.1996	 9 947,90 	 1 149,37 	 2,80 	 30,00 	 112,22 	 83,34 	 9 856,00 	 2 094,24 	 12 400,00 	 19 337,80 	 184,44 	 186,00 	 9 065,65 	 41 292,04 	 1 032,00 	 22 471,91 	 3 100,00 	 2 697,00 	 8 084,50 	 7 232,43 	 1 884,53 	 4 648,72 	 2,48 	 4,23 	 17 950,20 	 8 808,07 	 399,72 	 44,00 	 3,50 	 331,00 		 0,08 	 2 619,29 	 2 387,69 	 18 753,13 	 451,30 	 1 834,62 	 9 882,84 	 15 199,30 	 1 009,94 	 3 932,39 	 509,45 	 1 161,59 	 967,35 	 78,63 	 785,95 	 1,61 		 798,27 						
20.05.1996	 9 947,90 	 1 149,37 	 2,80 	 30,00 	 112,22 	 83,34 	 9 856,00 	 2 094,24 	 12 400,00 	 19 337,80 	 184,44 	 186,00 	 9 065,65 	 41 292,04 	 1 032,00 	 22 471,91 	 3 100,00 	 2 697,00 	 8 084,50 	 7 232,43 	 1 884,53 	 4 648,72 	 2,48 	 4,23 	 17 950,20 	 8 808,07 	 399,72 	 44,00 	 3,50 	 331,00 		 0,08 	 2 619,29 	 2 387,69 	 18 753,13 	 451,30 	 1 834,62 	 9 882,84 	 15 199,30 	 1 009,94 	 3 932,39 	 509,45 	 1 161,59 	 967,35 	 78,63 	 785,95 	 1,61 		 798,27 						
21.05.1996	 9 947,90 	 1 149,37 	 2,80 	 30,00 	 112,22 	 83,34 	 9 856,00 	 2 094,24 	 12 400,00 	 19 337,80 	 184,44 	 186,00 	 9 065,65 	 41 292,04 	 1 032,00 	 22 471,91 	 3 100,00 	 2 697,00 	 8 084,50 	 7 232,43 	 1 884,53 	 4 648,72 	 2,48 	 4,23 	 17 950,20 	 8 808,07 	 399,72 	 44,00 	 3,50 	 331,00 		 0,08 	 2 619,29 	 2 387,69 	 18 753,13 	 451,30 	 1 834,62 	 9 882,84 	 15 199,30 	 1 009,94 	 3 932,39 	 509,45 	 1 161,59 	 967,35 	 78,63 	 785,95 	 1,61 		 798,27 						
22.05.1996	 9 943,99 	 1 163,22 	 2,80 	 30,00 	 95,44 	 84,26 	 9 960,00 	 2 120,08 	 12 550,00 	 19 634,47 	 186,12 	 188,00 	 9 144,56 	 41 833,33 	 1 044,00 	 22 797,46 	 3 137,50 	 2 722,00 	 8 184,96 	 7 322,48 	 1 907,61 	 4 704,78 	 2,48 	 4,26 	 18 104,70 	 8 908,29 	 404,56 	 45,00 	 3,30 	 336,00 		 0,09 	 2 671,07 	 2 416,02 	 19 031,44 	 454,99 	 1 855,99 	 9 967,44 	 15 398,23 	 1 023,35 	 3 981,60 	 516,67 	 1 174,16 	 981,66 	 79,64 	 796,37 	 1,63 		 808,35 						
23.05.1996	 9 943,99 	 1 163,22 	 2,80 	 30,00 	 95,44 	 84,26 	 9 960,00 	 2 120,08 	 12 550,00 	 19 634,47 	 186,12 	 188,00 	 9 144,56 	 41 833,33 	 1 044,00 	 22 797,46 	 3 137,50 	 2 722,00 	 8 184,96 	 7 322,48 	 1 907,61 	 4 704,78 	 2,48 	 4,26 	 18 104,70 	 8 908,29 	 404,56 	 45,00 	 3,30 	 336,00 		 0,09 	 2 671,07 	 2 416,02 	 19 031,44 	 454,99 	 1 855,99 	 9 967,44 	 15 398,23 	 1 023,35 	 3 981,60 	 516,67 	 1 174,16 	 981,66 	 79,64 	 796,37 	 1,63 		 808,35 						
24.05.1996	 10 049,53 	 1 167,00 	 2,90 	 31,00 	 92,22 	 84,62 	 10 063,00 	 2 125,98 	 12 680,00 	 19 728,81 	 187,52 	 190,00 	 9 256,83 	 42 224,44 	 1 014,00 	 22 987,67 	 3 170,00 	 2 777,00 	 8 208,18 	 7 337,11 	 1 916,71 	 4 709,73 	 2,50 	 4,30 	 18 315,76 	 8 992,27 	 406,74 	 45,00 	 3,40 	 333,00 		 0,09 	 2 667,56 	 2 423,41 	 19 121,44 	 457,93 	 1 852,28 	 9 998,42 	 15 500,00 	 1 027,89 	 3 993,45 	 519,27 	 1 186,93 	 985,24 	 80,50 	 800,15 	 1,63 		 811,78 						
25.05.1996	 10 049,53 	 1 167,00 	 2,90 	 31,00 	 92,22 	 84,62 	 10 063,00 	 2 125,98 	 12 680,00 	 19 728,81 	 187,52 	 190,00 	 9 256,83 	 42 224,44 	 1 014,00 	 22 987,67 	 3 170,00 	 2 777,00 	 8 208,18 	 7 337,11 	 1 916,71 	 4 709,73 	 2,50 	 4,30 	 18 315,76 	 8 992,27 	 406,74 	 45,00 	 3,40 	 333,00 		 0,09 	 2 667,56 	 2 423,41 	 19 121,44 	 457,93 	 1 852,28 	 9 998,42 	 15 500,00 	 1 027,89 	 3 993,45 	 519,27 	 1 186,93 	 985,24 	 80,50 	 800,15 	 1,63 		 811,78 						
26.05.1996	 10 049,53 	 1 167,00 	 2,90 	 31,00 	 92,22 	 84,62 	 10 063,00 	 2 125,98 	 12 680,00 	 19 728,81 	 187,52 	 190,00 	 9 256,83 	 42 224,44 	 1 014,00 	 22 987,67 	 3 170,00 	 2 777,00 	 8 208,18 	 7 337,11 	 1 916,71 	 4 709,73 	 2,50 	 4,30 	 18 315,76 	 8 992,27 	 406,74 	 45,00 	 3,40 	 333,00 		 0,09 	 2 667,56 	 2 423,41 	 19 121,44 	 457,93 	 1 852,28 	 9 998,42 	 15 500,00 	 1 027,89 	 3 993,45 	 519,27 	 1 186,93 	 985,24 	 80,50 	 800,15 	 1,63 		 811,78 						
27.05.1996	 10 049,53 	 1 167,00 	 2,90 	 31,00 	 92,22 	 84,62 	 10 063,00 	 2 125,98 	 12 680,00 	 19 728,81 	 187,52 	 190,00 	 9 256,83 	 42 224,44 	 1 014,00 	 22 987,67 	 3 170,00 	 2 777,00 	 8 208,18 	 7 337,11 	 1 916,71 	 4 709,73 	 2,50 	 4,30 	 18 315,76 	 8 992,27 	 406,74 	 45,00 	 3,40 	 333,00 		 0,09 	 2 667,56 	 2 423,41 	 19 121,44 	 457,93 	 1 852,28 	 9 998,42 	 15 500,00 	 1 027,89 	 3 993,45 	 519,27 	 1 186,93 	 985,24 	 80,50 	 800,15 	 1,63 		 811,78 						
28.05.1996	 10 049,53 	 1 167,00 	 2,90 	 31,00 	 92,22 	 84,62 	 10 063,00 	 2 125,98 	 12 680,00 	 19 728,81 	 187,52 	 190,00 	 9 256,83 	 42 224,44 	 1 014,00 	 22 987,67 	 3 170,00 	 2 777,00 	 8 208,18 	 7 337,11 	 1 916,71 	 4 709,73 	 2,50 	 4,30 	 18 315,76 	 8 992,27 	 406,74 	 45,00 	 3,40 	 333,00 		 0,09 	 2 667,56 	 2 423,41 	 19 121,44 	 457,93 	 1 852,28 	 9 998,42 	 15 500,00 	 1 027,89 	 3 993,45 	 519,27 	 1 186,93 	 985,24 	 80,50 	 800,15 	 1,63 		 811,78 						
29.05.1996	 10 087,29 	 1 167,93 	 2,90 	 31,00 	 78,94 	 84,74 	 10 087,00 	 2 128,27 	 12 710,00 	 19 808,52 	 187,85 	 190,00 	 9 259,12 	 42 310,25 	 1 016,00 	 22 971,26 	 3 177,50 	 2 766,00 	 8 217,50 	 7 348,52 	 1 921,59 	 4 705,14 	 2,51 	 4,31 	 18 316,76 	 8 995,68 	 407,52 	 45,00 	 3,30 	 334,00 		 0,09 	 2 666,19 	 2 430,07 	 19 211,18 	 456,24 	 1 862,68 	 10 000,79 	 15 542,42 	 1 028,36 	 3 998,11 	 520,37 	 1 170,08 	 987,45 	 80,65 	 801,11 	 1,62 		 814,74 						
30.05.1996	 10 087,29 	 1 167,93 	 2,90 	 31,00 	 78,94 	 84,74 	 10 087,00 	 2 128,27 	 12 710,00 	 19 808,52 	 187,85 	 190,00 	 9 259,12 	 42 310,25 	 1 016,00 	 22 971,26 	 3 177,50 	 2 766,00 	 8 217,50 	 7 348,52 	 1 921,59 	 4 705,14 	 2,51 	 4,31 	 18 316,76 	 8 995,68 	 407,52 	 45,00 	 3,30 	 334,00 		 0,09 	 2 666,19 	 2 430,07 	 19 211,18 	 456,24 	 1 862,68 	 10 000,79 	 15 542,42 	 1 028,36 	 3 998,11 	 520,37 	 1 170,08 	 987,45 	 80,65 	 801,11 	 1,62 		 814,74 						
31.05.1996	 10 212,77 	 1 190,02 	 2,90 	 31,00 	 92,16 	 85,96 	 10 166,00 	 2 166,60 	 12 810,00 	 20 229,55 	 188,94 	 191,00 	 9 331,29 	 42 714,24 	 1 024,00 	 23 235,99 	 3 202,50 	 2 779,00 	 8 367,63 	 7 478,11 	 1 957,52 	 4 733,92 	 2,53 	 4,34 	 18 460,87 	 9 099,95 	 412,56 	 45,00 	 3,40 	 337,00 		 0,08 	 2 707,39 	 2 470,45 	 19 685,13 	 458,73 	 1 890,52 	 10 194,99 	 15 799,21 	 1 044,05 	 4 071,84 	 528,92 	 11 935,20 	 994,57 	 81,33 	 811,94 	 1,64 		 827,42 						
01.06.1996	 10 212,77 	 1 190,02 	 2,90 	 31,00 	 92,16 	 85,96 	 10 166,00 	 2 166,60 	 12 810,00 	 20 229,55 	 188,94 	 191,00 	 9 331,29 	 42 714,24 	 1 024,00 	 23 235,99 	 3 202,50 	 2 779,00 	 8 367,63 	 7 478,11 	 1 957,52 	 4 733,92 	 2,53 	 4,34 	 18 460,87 	 9 099,95 	 412,56 	 45,00 	 3,40 	 337,00 		 0,08 	 2 707,39 	 2 470,45 	 19 685,13 	 458,73 	 1 890,52 	 10 194,99 	 15 799,21 	 1 044,05 	 4 071,84 	 528,92 	 11 935,20 	 994,57 	 81,33 	 811,94 	 1,64 		 827,42 						
02.06.1996	 10 212,77 	 1 190,02 	 2,90 	 31,00 	 92,16 	 85,96 	 10 166,00 	 2 166,60 	 12 810,00 	 20 229,55 	 188,94 	 191,00 	 9 331,29 	 42 714,24 	 1 024,00 	 23 235,99 	 3 202,50 	 2 779,00 	 8 367,63 	 7 478,11 	 1 957,52 	 4 733,92 	 2,53 	 4,34 	 18 460,87 	 9 099,95 	 412,56 	 45,00 	 3,40 	 337,00 		 0,08 	 2 707,39 	 2 470,45 	 19 685,13 	 458,73 	 1 890,52 	 10 194,99 	 15 799,21 	 1 044,05 	 4 071,84 	 528,92 	 11 935,20 	 994,57 	 81,33 	 811,94 	 1,64 		 827,42 						
03.06.1996	 10 212,77 	 1 190,02 	 2,90 	 31,00 	 92,16 	 85,96 	 10 166,00 	 2 166,60 	 12 810,00 	 20 229,55 	 188,94 	 191,00 	 9 331,29 	 42 714,24 	 1 024,00 	 23 235,99 	 3 202,50 	 2 779,00 	 8 367,63 	 7 478,11 	 1 957,52 	 4 733,92 	 2,53 	 4,34 	 18 460,87 	 9 099,95 	 412,56 	 45,00 	 3,40 	 337,00 		 0,08 	 2 707,39 	 2 470,45 	 19 685,13 	 458,73 	 1 890,52 	 10 194,99 	 15 799,21 	 1 044,05 	 4 071,84 	 528,92 	 11 935,20 	 994,57 	 81,33 	 811,94 	 1,64 		 827,42 						
04.06.1996	 10 212,77 	 1 190,02 	 2,90 	 31,00 	 92,16 	 85,96 	 10 166,00 	 2 166,60 	 12 810,00 	 20 229,55 	 188,94 	 191,00 	 9 331,29 	 42 714,24 	 1 024,00 	 23 235,99 	 3 202,50 	 2 779,00 	 8 367,63 	 7 478,11 	 1 957,52 	 4 733,92 	 2,53 	 4,34 	 18 460,87 	 9 099,95 	 412,56 	 45,00 	 3,40 	 337,00 		 0,08 	 2 707,39 	 2 470,45 	 19 685,13 	 458,73 	 1 890,52 	 10 194,99 	 15 799,21 	 1 044,05 	 4 071,84 	 528,92 	 11 935,20 	 994,57 	 81,33 	 811,94 	 1,64 		 827,42 						
05.06.1996	 10 337,34 	 1 205,04 	 2,90 	 31,00 	 98,93 	 87,03 	 10 277,00 	 2 196,03 	 12 950,00 	 20 540,00 	 193,20 	 193,00 	 9 458,77 	 43 209,88 	 1 036,00 	 23 566,88 	 3 237,50 	 2 796,00 	 8 479,57 	 7 570,89 	 1 984,67 	 4 797,18 	 2,55 	 4,37 	 18 732,82 	 9 199,40 	 416,45 	 46,00 	 3,30 	 340,00 		 0,09 	 2 758,78 	 2 503,62 	 20 084,15 	 461,03 	 1 939,67 	 10 344,28 	 16 041,82 	 1 059,91 	 4 124,20 	 537,57 	 1 194,37 	 1 004,11 	 82,25 	 822,22 	 1,65 		 839,00 						
06.06.1996	 10 337,34 	 1 205,04 	 2,90 	 31,00 	 98,93 	 87,03 	 10 277,00 	 2 196,03 	 12 950,00 	 20 540,00 	 193,20 	 193,00 	 9 458,77 	 43 209,88 	 1 036,00 	 23 566,88 	 3 237,50 	 2 796,00 	 8 479,57 	 7 570,89 	 1 984,67 	 4 797,18 	 2,55 	 4,37 	 18 732,82 	 9 199,40 	 416,45 	 46,00 	 3,30 	 340,00 		 0,09 	 2 758,78 	 2 503,62 	 20 084,15 	 461,03 	 1 939,67 	 10 344,28 	 16 041,82 	 1 059,91 	 4 124,20 	 537,57 	 1 194,37 	 1 004,11 	 82,25 	 822,22 	 1,65 		 839,00 						
07.06.1996	 10 239,52 	 1 209,28 	 2,90 	 31,00 	 99,69 	 87,11 	 10 325,00 	 2 203,78 	 13 010,00 	 20 575,32 	 193,43 	 194,00 	 9 525,55 	 43 395,60 	 1 040,00 	 23 590,21 	 3 252,66 	 2 809,00 	 8 508,83 	 7 601,08 	 1 989,51 	 4 810,68 	 2,56 	 4,38 	 18 819,62 	 9 233,50 	 417,52 	 46,00 	 3,40 	 342,00 		 0,08 	 2 772,45 	 2 508,82 	 20 067,28 	 467,16 	 1 932,02 	 10 364,06 	 16 090,11 	 1 063,29 	 4 138,04 	 539,27 	 1 193,25 	 1 005,02 	 82,66 	 823,99 	 1,65 		 841,12 						
08.06.1996	 10 239,52 	 1 209,28 	 2,90 	 31,00 	 99,69 	 87,11 	 10 325,00 	 2 203,78 	 13 010,00 	 20 575,32 	 193,43 	 194,00 	 9 525,55 	 43 395,60 	 1 040,00 	 23 590,21 	 3 252,66 	 2 809,00 	 8 508,83 	 7 601,08 	 1 989,51 	 4 810,68 	 2,56 	 4,38 	 18 819,62 	 9 233,50 	 417,52 	 46,00 	 3,40 	 342,00 		 0,08 	 2 772,45 	 2 508,82 	 20 067,28 	 467,16 	 1 932,02 	 10 364,06 	 16 090,11 	 1 063,29 	 4 138,04 	 539,27 	 1 193,25 	 1 005,02 	 82,66 	 823,99 	 1,65 		 841,12 						
09.06.1996	 10 239,52 	 1 209,28 	 2,90 	 31,00 	 99,69 	 87,11 	 10 325,00 	 2 203,78 	 13 010,00 	 20 575,32 	 193,43 	 194,00 	 9 525,55 	 43 395,60 	 1 040,00 	 23 590,21 	 3 252,66 	 2 809,00 	 8 508,83 	 7 601,08 	 1 989,51 	 4 810,68 	 2,56 	 4,38 	 18 819,62 	 9 233,50 	 417,52 	 46,00 	 3,40 	 342,00 		 0,08 	 2 772,45 	 2 508,82 	 20 067,28 	 467,16 	 1 932,02 	 10 364,06 	 16 090,11 	 1 063,29 	 4 138,04 	 539,27 	 1 193,25 	 1 005,02 	 82,66 	 823,99 	 1,65 		 841,12 						
10.06.1996	 10 239,52 	 1 209,28 	 2,90 	 31,00 	 99,69 	 87,11 	 10 325,00 	 2 203,78 	 13 010,00 	 20 575,32 	 193,43 	 194,00 	 9 525,55 	 43 395,60 	 1 040,00 	 23 590,21 	 3 252,66 	 2 809,00 	 8 508,83 	 7 601,08 	 1 989,51 	 4 810,68 	 2,56 	 4,38 	 18 819,62 	 9 233,50 	 417,52 	 46,00 	 3,40 	 342,00 		 0,08 	 2 772,45 	 2 508,82 	 20 067,28 	 467,16 	 1 932,02 	 10 364,06 	 16 090,11 	 1 063,29 	 4 138,04 	 539,27 	 1 193,25 	 1 005,02 	 82,66 	 823,99 	 1,65 		 841,12 						
11.06.1996	 10 239,52 	 1 209,28 	 2,90 	 31,00 	 99,69 	 87,11 	 10 325,00 	 2 203,78 	 13 010,00 	 20 575,32 	 193,43 	 194,00 	 9 525,55 	 43 395,60 	 1 040,00 	 23 590,21 	 3 252,66 	 2 809,00 	 8 508,83 	 7 601,08 	 1 989,51 	 4 810,68 	 2,56 	 4,38 	 18 819,62 	 9 233,50 	 417,52 	 46,00 	 3,40 	 342,00 		 0,08 	 2 772,45 	 2 508,82 	 20 067,28 	 467,16 	 1 932,02 	 10 364,06 	 16 090,11 	 1 063,29 	 4 138,04 	 539,27 	 1 193,25 	 1 005,02 	 82,66 	 823,99 	 1,65 		 841,12 						
12.06.1996	 10 412,54 	 1 214,37 	 3,00 	 32,00 	 94,45 	 87,31 	 10 388,00 	 2 213,59 	 13 100,00 	 20 665,72 	 194,13 	 196,00 	 9 607,63 	 43 666,67 	 1 073,00 	 23 818,18 	 3 275,00 	 2 830,00 	 8 543,66 	 7 631,36 	 1 998,75 	 4 830,56 	 2,57 	 4,40 	 18 909,59 	 9 297,37 	 419,91 	 46,00 	 3,40 	 344,00 		 0,09 	 2 783,09 	 2 521,80 	 20 130,12 	 469,33 	 1 935,55 	 10 364,74 	 16 152,30 	 1 067,92 	 4 154,11 	 541,46 	 1 201,28 	 1 011,93 	 83,23 	 828,67 	 1,66 		 845,69 						
13.06.1996	 10 412,54 	 1 214,37 	 3,00 	 32,00 	 94,45 	 87,31 	 10 388,00 	 2 213,59 	 13 100,00 	 20 665,72 	 194,13 	 196,00 	 9 607,63 	 43 666,67 	 1 073,00 	 23 818,18 	 3 275,00 	 2 830,00 	 8 543,66 	 7 631,36 	 1 998,75 	 4 830,56 	 2,57 	 4,40 	 18 909,59 	 9 297,37 	 419,91 	 46,00 	 3,40 	 344,00 		 0,09 	 2 783,09 	 2 521,80 	 20 130,12 	 469,33 	 1 935,55 	 10 364,74 	 16 152,30 	 1 067,92 	 4 154,11 	 541,46 	 1 201,28 	 1 011,93 	 83,23 	 828,67 	 1,66 		 845,69 						
14.06.1996	 10 377,17 	 1 213,64 	 3,00 	 32,00 	 94,41 	 87,24 	 10 388,00 	 2 215,12 	 13 100,00 	 20 656,07 	 194,16 	 196,00 	 9 573,22 	 43 681,23 	 1 073,00 	 23 787,91 	 3 275,00 	 2 831,00 	 8 541,44 	 7 628,70 	 1 997,41 	 4 789,76 	 2,57 	 4,38 	 18 892,41 	 9 297,37 	 420,73 	 46,00 	 3,30 	 345,00 		 0,09 	 2 790,20 	 2 517,44 	 20 092,12 	 468,98 	 1 949,81 	 10 381,99 	 16 149,03 	 1 067,85 	 4 153,46 	 539,49 	 1 200,57 	 1 011,08 	 83,28 	 828,17 	 1,64 		 845,02 						
