Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2002 по 31.12.2002																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGL)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
01.01.2002	 2,31 	 714,93 	 187,19 	 1 580,00 	 1 391,51 	 15,48 	 10,48 	 990,94 	 5 137,21 	 32,93 	 2 503,76 	 394,85 	 120,59 	 174,69 	 395,59 	 52,31 	 1 994,51 	 855,79 	 298,25 	 2 281,60 	 43,32 	 146,35 	 939,08 	 88,93 	 120,91 	 10,95 
02.01.2002	 803,51 	 714,93 	 187,19 	 1 580,00 	 1 391,51 	 15,48 	 10,48 	 990,94 	 5 137,21 	 32,93 	 2 503,76 	 394,85 	 120,59 	 174,69 	 395,59 	 52,31 	 1 994,51 	 855,79 	 298,25 	 2 281,60 	 43,32 	 146,35 	 939,08 	 88,93 	 120,91 	 10,95 
03.01.2002	 803,51 	 714,93 	 187,19 	 1 580,00 	 1 391,51 	 15,48 	 10,48 	 990,94 	 5 137,21 	 32,93 	 2 503,76 	 394,85 	 120,59 	 174,69 	 395,59 	 52,31 	 1 994,51 	 855,79 	 298,25 	 2 281,60 	 43,32 	 146,35 	 939,08 	 88,93 	 120,91 	 10,95 
04.01.2002	 816,71 	 731,21 	 191,91 	 1 582,00 	 1 427,60 	 15,60 	 10,47 	 991,10 	 5 152,59 	 33,15 	 2 521,72 	 395,44 	 120,86 	 178,04 	 399,70 	 52,33 	 1 997,91 	 855,37 	 298,04 	 2 285,12 	 45,00 	 154,26 	 960,88 	 91,21 	 119,95 	 11,02 
05.01.2002	 820,84 	 730,70 	 191,59 	 1 590,00 	 1 427,18 	 15,67 	 10,50 	 995,96 	 5 177,13 	 33,32 	 2 530,44 	 397,43 	 121,42 	 178,27 	 403,83 	 52,48 	 2 009,16 	 860,97 	 299,46 	 2 287,93 	 44,66 	 154,21 	 964,51 	 91,22 	 121,34 	 11,24 
06.01.2002	 2,31 	 730,70 	 191,59 	 1 590,00 	 1 427,18 	 15,67 	 10,50 	 995,96 	 5 177,13 	 33,32 	 2 530,44 	 397,43 	 121,42 	 178,27 	 403,83 	 52,48 	 2 009,16 	 860,97 	 299,46 	 2 287,93 	 44,66 	 154,21 	 964,51 	 91,22 	 121,34 	 11,24 
07.01.2002	 2,31 	 730,70 	 191,59 	 1 590,00 	 1 427,18 	 15,67 	 10,50 	 995,96 	 5 177,13 	 33,32 	 2 530,44 	 397,43 	 121,42 	 178,27 	 403,83 	 52,48 	 2 009,16 	 860,97 	 299,46 	 2 287,93 	 44,66 	 154,21 	 964,51 	 91,22 	 121,34 	 11,24 
08.01.2002	 2,31 	 730,70 	 191,59 	 1 590,00 	 1 427,18 	 15,67 	 10,50 	 995,96 	 5 177,13 	 33,32 	 2 530,44 	 397,43 	 121,42 	 178,27 	 403,83 	 52,48 	 2 009,16 	 860,97 	 299,46 	 2 287,93 	 44,66 	 154,21 	 964,51 	 91,22 	 121,34 	 11,24 
09.01.2002	 2,31 	 727,79 	 191,14 	 1 598,00 	 1 421,34 	 15,62 	 10,54 	 998,56 	 5 199,62 	 33,49 	 2 529,08 	 399,50 	 122,03 	 178,85 	 406,72 	 52,74 	 2 007,54 	 863,90 	 300,88 	 2 302,56 	 44,08 	 153,99 	 967,66 	 90,82 	 120,57 	 11,39 
10.01.2002	 2,31 	 732,14 	 192,39 	 1 602,00 	 1 431,07 	 15,75 	 10,57 	 1 005,30 	 5 213,83 	 33,57 	 2 535,01 	 400,54 	 122,34 	 179,76 	 403,80 	 52,42 	 2 011,98 	 867,70 	 301,35 	 2 308,88 	 44,27 	 154,08 	 967,74 	 91,36 	 120,74 	 11,45 
11.01.2002	 2,31 	 732,51 	 192,69 	 1 605,00 	 1 432,62 	 15,76 	 10,59 	 1 005,20 	 5 223,33 	 33,63 	 2 539,36 	 401,30 	 122,45 	 180,02 	 404,89 	 52,62 	 2 018,69 	 870,51 	 302,12 	 2 314,73 	 44,63 	 155,01 	 965,91 	 91,54 	 121,27 	 11,50 
12.01.2002	 2,31 	 733,59 	 192,95 	 1 608,00 	 1 434,01 	 15,71 	 10,60 	 1 005,44 	 5 233,27 	 33,69 	 2 543,70 	 402,03 	 122,84 	 180,51 	 397,72 	 52,82 	 2 022,54 	 872,02 	 302,88 	 2 318,82 	 44,49 	 156,77 	 968,03 	 91,67 	 121,62 	 11,68 
13.01.2002	 2,31 	 733,59 	 192,95 	 1 608,00 	 1 434,01 	 15,71 	 10,60 	 1 005,44 	 5 233,27 	 33,69 	 2 543,70 	 402,03 	 122,84 	 180,51 	 397,72 	 52,82 	 2 022,54 	 872,02 	 302,88 	 2 318,82 	 44,49 	 156,77 	 968,03 	 91,67 	 121,62 	 11,68 
14.01.2002	 2,31 	 733,59 	 192,95 	 1 608,00 	 1 434,01 	 15,71 	 10,60 	 1 005,44 	 5 233,27 	 33,69 	 2 543,70 	 402,03 	 122,84 	 180,51 	 397,72 	 52,82 	 2 022,54 	 872,02 	 302,88 	 2 318,82 	 44,49 	 156,77 	 968,03 	 91,67 	 121,62 	 11,68 
15.01.2002	 2,31 	 735,85 	 193,56 	 1 610,00 	 1 438,62 	 15,90 	 10,61 	 1 009,47 	 5 244,64 	 33,74 	 2 549,28 	 402,50 	 122,90 	 180,97 	 401,55 	 52,87 	 2 025,35 	 876,57 	 303,00 	 2 334,98 	 44,59 	 156,39 	 972,99 	 91,97 	 122,31 	 11,73 
16.01.2002	 2,31 	 736,51 	 193,50 	 1 613,00 	 1 438,07 	 15,68 	 10,65 	 1 013,25 	 5 253,90 	 33,51 	 2 552,82 	 403,28 	 122,94 	 180,92 	 398,69 	 52,93 	 2 031,56 	 883,11 	 301,33 	 2 335,38 	 44,46 	 155,21 	 972,39 	 91,92 	 122,91 	 11,80 
17.01.2002	 2,31 	 730,22 	 191,67 	 1 617,00 	 1 424,42 	 15,66 	 10,67 	 1 018,01 	 5 260,25 	 33,59 	 2 546,66 	 404,30 	 123,25 	 180,01 	 395,50 	 53,05 	 2 036,56 	 883,08 	 302,24 	 2 323,63 	 44,32 	 154,96 	 969,42 	 91,04 	 122,96 	 11,77 
18.01.2002	 2,31 	 730,47 	 191,82 	 1 620,00 	 1 425,76 	 15,70 	 10,68 	 1 010,73 	 5 267,44 	 33,66 	 2 549,17 	 405,05 	 123,52 	 180,67 	 394,06 	 52,98 	 2 030,85 	 883,07 	 304,71 	 2 317,82 	 44,17 	 154,60 	 972,45 	 91,10 	 122,73 	 11,87 
19.01.2002	 2,31 	 732,31 	 192,33 	 1 622,00 	 1 428,82 	 15,73 	 10,68 	 1 004,83 	 5 273,08 	 33,70 	 2 549,71 	 405,35 	 123,86 	 180,87 	 387,81 	 53,04 	 2 031,65 	 883,71 	 304,69 	 2 326,60 	 44,97 	 154,61 	 972,42 	 91,32 	 122,10 	 11,92 
20.01.2002	 836,55 	 732,31 	 192,33 	 1 622,00 	 1 428,82 	 15,73 	 10,68 	 1 004,83 	 5 273,08 	 33,70 	 2 549,71 	 405,35 	 123,86 	 180,87 	 387,81 	 53,04 	 2 031,65 	 883,71 	 304,69 	 2 326,60 	 44,97 	 154,61 	 972,42 	 91,32 	 122,10 	 11,92 
21.01.2002	 2,31 	 732,31 	 192,33 	 1 622,00 	 1 428,82 	 15,73 	 10,68 	 1 004,83 	 5 273,08 	 33,70 	 2 549,71 	 405,35 	 123,86 	 180,87 	 387,81 	 53,04 	 2 031,65 	 883,71 	 304,69 	 2 326,60 	 44,97 	 154,61 	 972,42 	 91,32 	 122,10 	 11,92 
22.01.2002	 2,31 	 735,03 	 193,03 	 1 622,00 	 1 434,66 	 15,86 	 10,68 	 1 003,90 	 5 275,48 	 33,70 	 2 550,51 	 405,55 	 123,77 	 181,31 	 390,47 	 53,04 	 2 030,34 	 884,57 	 305,00 	 2 330,73 	 45,08 	 155,96 	 976,14 	 91,68 	 122,35 	 12,12 
23.01.2002	 2,31 	 736,56 	 193,48 	 1 625,00 	 1 437,39 	 15,94 	 10,71 	 1 011,08 	 5 281,29 	 33,76 	 2 546,42 	 406,30 	 124,09 	 181,87 	 393,96 	 53,18 	 2 034,09 	 883,32 	 305,48 	 2 327,32 	 44,74 	 155,33 	 977,80 	 91,88 	 121,33 	 12,14 
24.01.2002	 846,93 	 738,77 	 194,08 	 1 627,00 	 1 442,01 	 15,92 	 10,74 	 1 010,81 	 5 286,93 	 33,83 	 2 548,76 	 406,83 	 124,25 	 181,86 	 395,67 	 53,24 	 2 034,29 	 884,09 	 305,77 	 2 327,02 	 45,03 	 155,24 	 978,79 	 92,16 	 121,12 	 12,04 
25.01.2002	 2,31 	 732,24 	 192,34 	 1 627,00 	 1 429,48 	 15,84 	 10,73 	 1 015,92 	 5 282,64 	 33,83 	 2 540,80 	 406,79 	 124,29 	 181,17 	 394,19 	 53,26 	 2 036,60 	 885,35 	 303,77 	 2 314,16 	 44,57 	 154,58 	 974,02 	 91,34 	 121,33 	 12,03 
26.01.2002	 2,31 	 731,43 	 192,15 	 1 630,00 	 1 427,64 	 15,85 	 10,75 	 1 016,34 	 5 290,49 	 33,89 	 2 542,70 	 407,70 	 124,50 	 181,31 	 392,30 	 53,28 	 2 031,53 	 888,02 	 306,19 	 2 320,71 	 44,67 	 154,52 	 972,12 	 91,25 	 121,12 	 12,24 
27.01.2002	 2,31 	 731,43 	 192,15 	 1 630,00 	 1 427,64 	 15,85 	 10,75 	 1 016,34 	 5 290,49 	 33,89 	 2 542,70 	 407,70 	 124,50 	 181,31 	 392,30 	 53,28 	 2 031,53 	 888,02 	 306,19 	 2 320,71 	 44,67 	 154,52 	 972,12 	 91,25 	 121,12 	 12,24 
28.01.2002	 846,87 	 731,43 	 192,15 	 1 630,00 	 1 427,64 	 15,85 	 10,75 	 1 016,34 	 5 290,49 	 33,89 	 2 542,70 	 407,70 	 124,50 	 181,31 	 392,30 	 53,28 	 2 031,53 	 888,02 	 306,19 	 2 320,71 	 44,67 	 154,52 	 972,12 	 91,25 	 121,12 	 12,24 
29.01.2002	 2,31 	 722,68 	 189,82 	 1 632,00 	 1 410,37 	 15,77 	 10,77 	 1 012,19 	 5 294,58 	 33,94 	 2 534,36 	 408,09 	 124,58 	 179,77 	 395,52 	 53,22 	 2 025,38 	 889,49 	 304,71 	 2 296,80 	 44,29 	 152,73 	 956,85 	 90,15 	 122,11 	 12,21 
30.01.2002	 2,31 	 722,72 	 189,89 	 1 635,00 	 1 410,43 	 15,79 	 10,79 	 1 026,88 	 5 303,96 	 34,00 	 2 525,29 	 408,88 	 124,86 	 179,98 	 397,50 	 53,34 	 2 025,06 	 892,08 	 307,28 	 2 302,98 	 44,26 	 152,49 	 958,44 	 90,15 	 122,82 	 12,38 
31.01.2002	 2,31 	 726,16 	 190,80 	 1 638,00 	 1 417,61 	 15,89 	 10,79 	 1 030,90 	 5 319,39 	 34,06 	 2 537,57 	 409,55 	 125,04 	 180,49 	 395,89 	 53,38 	 2 031,76 	 892,91 	 305,77 	 2 320,88 	 44,34 	 153,27 	 964,58 	 90,58 	 123,55 	 12,31 
01.02.2002	 833,55 	 726,40 	 190,84 	 1 641,00 	 1 417,50 	 15,88 	 10,81 	 1 035,82 	 5 328,61 	 34,12 	 2 547,94 	 410,20 	 125,29 	 181,10 	 393,67 	 53,49 	 2 041,32 	 895,99 	 308,43 	 2 317,58 	 44,41 	 154,70 	 961,11 	 90,47 	 123,42 	 12,44 
02.02.2002	 2,38 	 724,51 	 190,27 	 1 643,00 	 1 413,64 	 15,92 	 10,80 	 1 033,53 	 5 333,29 	 34,17 	 2 555,61 	 410,69 	 125,47 	 180,47 	 393,77 	 53,55 	 2 040,67 	 894,32 	 306,82 	 2 318,68 	 44,43 	 154,31 	 957,21 	 90,34 	 122,69 	 12,55 
03.02.2002	 2,38 	 724,51 	 190,27 	 1 643,00 	 1 413,64 	 15,92 	 10,80 	 1 033,53 	 5 333,29 	 34,17 	 2 555,61 	 410,69 	 125,47 	 180,47 	 393,77 	 53,55 	 2 040,67 	 894,32 	 306,82 	 2 318,68 	 44,43 	 154,31 	 957,21 	 90,34 	 122,69 	 12,55 
04.02.2002	 834,56 	 724,51 	 190,27 	 1 643,00 	 1 413,64 	 15,92 	 10,80 	 1 033,53 	 5 333,29 	 34,17 	 2 555,61 	 410,69 	 125,47 	 180,47 	 393,77 	 53,55 	 2 040,67 	 894,32 	 306,82 	 2 318,68 	 44,43 	 154,31 	 957,21 	 90,34 	 122,69 	 12,55 
05.02.2002	 2,38 	 727,04 	 190,96 	 1 645,00 	 1 418,32 	 16,08 	 10,81 	 1 034,23 	 5 341,60 	 34,21 	 2 549,79 	 410,77 	 125,59 	 181,04 	 390,97 	 53,55 	 2 038,53 	 896,73 	 309,15 	 2 329,81 	 44,57 	 153,98 	 958,85 	 90,65 	 123,52 	 12,54 
06.02.2002	 841,53 	 733,86 	 192,75 	 1 647,00 	 1 431,98 	 16,17 	 10,83 	 1 031,47 	 5 352,44 	 34,25 	 2 560,04 	 414,64 	 125,73 	 181,97 	 392,35 	 53,60 	 2 045,10 	 898,16 	 309,56 	 2 341,54 	 44,93 	 154,92 	 970,11 	 91,50 	 124,15 	 12,63 
07.02.2002	 2,38 	 733,51 	 192,49 	 1 650,00 	 1 429,64 	 16,16 	 10,85 	 1 030,38 	 5 355,75 	 34,52 	 2 559,53 	 413,94 	 125,93 	 182,40 	 392,30 	 53,69 	 2 054,99 	 899,89 	 310,08 	 2 333,68 	 44,85 	 155,02 	 971,13 	 91,39 	 123,40 	 12,50 
08.02.2002	 2,38 	 736,09 	 193,00 	 1 653,00 	 1 433,65 	 16,17 	 10,88 	 1 029,17 	 5 365,84 	 34,58 	 2 568,76 	 415,19 	 126,09 	 183,54 	 386,80 	 53,80 	 2 054,93 	 902,86 	 310,66 	 2 330,40 	 44,95 	 155,48 	 973,73 	 91,68 	 123,64 	 12,36 
09.02.2002	 2,38 	 741,89 	 194,24 	 1 653,00 	 1 444,64 	 16,25 	 10,86 	 1 035,45 	 5 370,37 	 34,58 	 2 573,76 	 418,41 	 126,01 	 184,37 	 392,78 	 53,73 	 2 052,68 	 901,19 	 310,72 	 2 338,75 	 45,47 	 155,95 	 981,45 	 92,33 	 123,04 	 12,00 
10.02.2002	 2,38 	 741,89 	 194,24 	 1 653,00 	 1 444,64 	 16,25 	 10,86 	 1 035,45 	 5 370,37 	 34,58 	 2 573,76 	 418,41 	 126,01 	 184,37 	 392,78 	 53,73 	 2 052,68 	 901,19 	 310,72 	 2 338,75 	 45,47 	 155,95 	 981,45 	 92,33 	 123,04 	 12,00 
11.02.2002	 2,38 	 741,89 	 194,24 	 1 653,00 	 1 444,64 	 16,25 	 10,86 	 1 035,45 	 5 370,37 	 34,58 	 2 573,76 	 418,41 	 126,01 	 184,37 	 392,78 	 53,73 	 2 052,68 	 901,19 	 310,72 	 2 338,75 	 45,47 	 155,95 	 981,45 	 92,33 	 123,04 	 12,00 
12.02.2002	 2,38 	 740,64 	 194,15 	 1 653,00 	 1 442,41 	 16,27 	 10,86 	 1 036,85 	 5 368,80 	 34,58 	 2 571,16 	 417,70 	 126,09 	 184,28 	 393,67 	 53,64 	 2 057,95 	 901,73 	 310,67 	 2 340,57 	 45,40 	 156,20 	 977,12 	 92,18 	 122,90 	 11,70 
13.02.2002	 2,38 	 745,30 	 195,40 	 1 653,00 	 1 452,08 	 16,39 	 10,87 	 1 039,52 	 5 374,21 	 34,58 	 2 581,40 	 420,50 	 126,16 	 185,14 	 396,23 	 53,60 	 2 061,03 	 902,46 	 310,66 	 2 356,52 	 45,80 	 156,89 	 982,52 	 92,83 	 123,74 	 12,03 
14.02.2002	 2,38 	 743,42 	 194,89 	 1 653,00 	 1 447,86 	 16,33 	 10,87 	 1 038,64 	 5 375,35 	 34,58 	 2 585,84 	 419,33 	 126,14 	 184,93 	 397,42 	 53,60 	 2 061,22 	 902,96 	 310,66 	 2 369,16 	 45,69 	 156,47 	 978,98 	 92,56 	 124,49 	 12,20 
15.02.2002	 2,38 	 741,11 	 194,24 	 1 656,00 	 1 443,54 	 16,44 	 10,89 	 1 042,23 	 5 384,05 	 34,64 	 2 587,30 	 418,06 	 126,32 	 185,27 	 394,69 	 53,72 	 2 069,04 	 905,88 	 311,23 	 2 365,02 	 45,52 	 156,74 	 973,37 	 92,25 	 125,08 	 12,38 
16.02.2002	 857,89 	 740,92 	 194,32 	 1 656,00 	 1 443,37 	 16,42 	 10,90 	 1 039,58 	 5 383,00 	 34,64 	 2 590,13 	 418,07 	 126,29 	 185,88 	 396,27 	 53,72 	 2 062,98 	 907,65 	 311,26 	 2 367,09 	 45,60 	 157,16 	 973,09 	 92,30 	 124,76 	 12,26 
17.02.2002	 2,38 	 740,92 	 194,32 	 1 656,00 	 1 443,37 	 16,42 	 10,90 	 1 039,58 	 5 383,00 	 34,64 	 2 590,13 	 418,07 	 126,29 	 185,88 	 396,27 	 53,72 	 2 062,98 	 907,65 	 311,26 	 2 367,09 	 45,60 	 157,16 	 973,09 	 92,30 	 124,76 	 12,26 
18.02.2002	 2,38 	 740,92 	 194,32 	 1 656,00 	 1 443,37 	 16,42 	 10,90 	 1 039,58 	 5 383,00 	 34,64 	 2 590,13 	 418,07 	 126,29 	 185,88 	 396,27 	 53,72 	 2 062,98 	 907,65 	 311,26 	 2 367,09 	 45,60 	 157,16 	 973,09 	 92,30 	 124,76 	 12,26 
19.02.2002	 2,38 	 742,13 	 194,60 	 1 656,00 	 1 445,61 	 16,43 	 10,90 	 1 040,85 	 5 385,19 	 34,64 	 2 589,32 	 418,55 	 126,29 	 186,66 	 398,99 	 53,72 	 2 063,41 	 905,78 	 311,29 	 2 373,30 	 45,34 	 157,58 	 974,86 	 92,39 	 124,84 	 12,25 
20.02.2002	 2,38 	 739,59 	 193,85 	 1 660,00 	 1 440,55 	 16,50 	 10,93 	 1 042,58 	 5 393,46 	 34,73 	 2 589,10 	 417,24 	 126,52 	 186,02 	 399,95 	 53,73 	 2 068,39 	 906,98 	 311,98 	 2 362,43 	 45,19 	 156,76 	 973,78 	 92,05 	 124,14 	 12,28 
21.02.2002	 2,38 	 747,10 	 195,88 	 1 662,00 	 1 455,41 	 16,52 	 10,94 	 1 045,74 	 5 405,41 	 34,77 	 2 601,55 	 421,59 	 126,66 	 187,29 	 399,42 	 53,81 	 2 067,44 	 909,17 	 312,27 	 2 376,41 	 45,52 	 158,02 	 983,84 	 93,02 	 124,44 	 12,06 
22.02.2002	 2,38 	 743,11 	 194,87 	 1 662,00 	 1 447,77 	 16,45 	 10,94 	 1 045,45 	 5 401,36 	 34,77 	 2 597,28 	 419,38 	 126,59 	 186,99 	 397,99 	 53,80 	 2 073,64 	 908,92 	 312,30 	 2 367,10 	 45,43 	 158,40 	 978,16 	 92,56 	 124,47 	 12,00 
23.02.2002	 855,89 	 743,20 	 194,81 	 1 665,00 	 1 448,13 	 16,45 	 10,95 	 1 045,07 	 5 409,18 	 34,83 	 2 602,17 	 419,46 	 126,45 	 186,99 	 398,93 	 53,98 	 2 073,47 	 908,27 	 312,88 	 2 374,46 	 45,65 	 158,18 	 977,40 	 92,53 	 123,87 	 11,99 
24.02.2002	 2,38 	 743,20 	 194,81 	 1 665,00 	 1 448,13 	 16,45 	 10,95 	 1 045,07 	 5 409,18 	 34,83 	 2 602,17 	 419,46 	 126,45 	 186,99 	 398,93 	 53,98 	 2 073,47 	 908,27 	 312,88 	 2 374,46 	 45,65 	 158,18 	 977,40 	 92,53 	 123,87 	 11,99 
25.02.2002	 2,38 	 743,20 	 194,81 	 1 665,00 	 1 448,13 	 16,45 	 10,95 	 1 045,07 	 5 409,18 	 34,83 	 2 602,17 	 419,46 	 126,45 	 186,99 	 398,93 	 53,98 	 2 073,47 	 908,27 	 312,88 	 2 374,46 	 45,65 	 158,18 	 977,40 	 92,53 	 123,87 	 11,99 
26.02.2002	 2,38 	 747,51 	 195,93 	 1 665,00 	 1 456,63 	 16,49 	 10,93 	 1 042,38 	 5 413,23 	 34,83 	 2 605,84 	 421,89 	 126,04 	 187,77 	 399,54 	 53,98 	 2 072,64 	 909,17 	 312,86 	 2 381,78 	 45,91 	 159,49 	 986,02 	 93,10 	 124,30 	 11,96 
27.02.2002	 857,60 	 744,24 	 195,18 	 1 668,00 	 1 450,66 	 16,55 	 10,95 	 1 039,64 	 5 419,98 	 34,90 	 2 602,79 	 420,05 	 125,89 	 187,44 	 397,85 	 53,99 	 2 079,28 	 910,51 	 313,43 	 2 377,98 	 45,59 	 160,01 	 982,53 	 92,70 	 124,59 	 12,03 
28.02.2002	 2,38 	 740,35 	 194,11 	 1 670,00 	 1 442,55 	 16,50 	 10,97 	 1 038,88 	 5 420,67 	 34,89 	 2 597,81 	 417,87 	 125,71 	 186,76 	 398,09 	 54,00 	 2 077,03 	 909,66 	 313,62 	 2 365,64 	 45,46 	 158,88 	 976,89 	 92,20 	 124,08 	 11,89 
01.03.2002	 2,41 	 742,09 	 194,56 	 1 670,00 	 1 445,97 	 16,61 	 10,98 	 1 039,33 	 5 423,13 	 34,89 	 2 603,07 	 418,85 	 124,91 	 187,46 	 396,88 	 53,98 	 2 072,20 	 911,45 	 313,85 	 2 367,73 	 45,68 	 159,40 	 978,96 	 92,38 	 124,84 	 11,93 
02.03.2002	 2,41 	 744,37 	 195,10 	 1 670,00 	 1 449,98 	 16,65 	 10,98 	 1 043,36 	 5 425,07 	 34,89 	 2 606,32 	 420,08 	 124,63 	 187,79 	 394,71 	 53,97 	 2 073,52 	 912,24 	 313,75 	 2 369,15 	 45,90 	 159,81 	 982,76 	 92,67 	 125,00 	 12,08 
03.03.2002	 2,41 	 744,37 	 195,10 	 1 670,00 	 1 449,98 	 16,65 	 10,98 	 1 043,36 	 5 425,07 	 34,89 	 2 606,32 	 420,08 	 124,63 	 187,79 	 394,71 	 53,97 	 2 073,52 	 912,24 	 313,75 	 2 369,15 	 45,90 	 159,81 	 982,76 	 92,67 	 125,00 	 12,08 
04.03.2002	 2,41 	 744,37 	 195,10 	 1 670,00 	 1 449,98 	 16,65 	 10,98 	 1 043,36 	 5 425,07 	 34,89 	 2 606,32 	 420,08 	 124,63 	 187,79 	 394,71 	 53,97 	 2 073,52 	 912,24 	 313,75 	 2 369,15 	 45,90 	 159,81 	 982,76 	 92,67 	 125,00 	 12,08 
05.03.2002	 2,41 	 742,43 	 194,64 	 1 673,00 	 1 446,14 	 16,71 	 10,99 	 1 051,04 	 5 432,70 	 34,95 	 2 614,27 	 418,69 	 124,16 	 188,00 	 398,69 	 53,98 	 2 080,94 	 914,96 	 314,00 	 2 373,15 	 45,90 	 159,52 	 977,85 	 92,43 	 126,05 	 12,04 
06.03.2002	 2,41 	 746,78 	 195,77 	 1 675,00 	 1 454,74 	 16,64 	 11,01 	 1 053,00 	 5 443,70 	 35,07 	 2 622,72 	 421,22 	 124,12 	 189,37 	 402,02 	 54,04 	 2 082,31 	 915,55 	 314,63 	 2 380,85 	 46,07 	 160,80 	 985,29 	 92,97 	 126,54 	 12,15 
07.03.2002	 2,41 	 748,82 	 196,41 	 1 675,00 	 1 458,93 	 16,57 	 11,01 	 1 055,45 	 5 444,94 	 35,07 	 2 628,07 	 422,57 	 124,17 	 189,82 	 403,86 	 54,04 	 2 086,03 	 917,41 	 314,65 	 2 381,10 	 46,16 	 161,56 	 988,03 	 93,27 	 127,12 	 12,11 
08.03.2002	 2,41 	 755,59 	 198,06 	 1 675,00 	 1 472,49 	 16,56 	 11,01 	 1 059,46 	 5 452,47 	 35,07 	 2 642,58 	 426,45 	 124,72 	 190,33 	 404,80 	 54,04 	 2 088,46 	 919,82 	 314,73 	 2 392,74 	 46,66 	 162,47 	 998,30 	 94,10 	 129,61 	 12,28 
09.03.2002	 2,41 	 755,59 	 198,06 	 1 675,00 	 1 472,49 	 16,56 	 11,01 	 1 059,46 	 5 452,47 	 35,07 	 2 642,58 	 426,45 	 124,72 	 190,33 	 404,80 	 54,04 	 2 088,46 	 919,82 	 314,73 	 2 392,74 	 46,66 	 162,47 	 998,30 	 94,10 	 129,61 	 12,28 
10.03.2002	 2,41 	 755,59 	 198,06 	 1 675,00 	 1 472,49 	 16,56 	 11,01 	 1 059,46 	 5 452,47 	 35,07 	 2 642,58 	 426,45 	 124,72 	 190,33 	 404,80 	 54,04 	 2 088,46 	 919,82 	 314,73 	 2 392,74 	 46,66 	 162,47 	 998,30 	 94,10 	 129,61 	 12,28 
11.03.2002	 2,41 	 755,59 	 198,06 	 1 675,00 	 1 472,49 	 16,56 	 11,01 	 1 059,46 	 5 452,47 	 35,07 	 2 642,58 	 426,45 	 124,72 	 190,33 	 404,80 	 54,04 	 2 088,46 	 919,82 	 314,73 	 2 392,74 	 46,66 	 162,47 	 998,30 	 94,10 	 129,61 	 12,28 
12.03.2002	 875,77 	 755,59 	 198,06 	 1 675,00 	 1 472,49 	 16,56 	 11,01 	 1 059,46 	 5 452,47 	 35,07 	 2 642,58 	 426,45 	 124,72 	 190,33 	 404,80 	 53,92 	 2 088,46 	 919,82 	 314,73 	 2 392,74 	 46,66 	 162,47 	 998,30 	 94,10 	 129,61 	 12,28 
13.03.2002	 2,41 	 752,24 	 197,23 	 1 679,00 	 1 465,77 	 16,71 	 11,04 	 1 059,97 	 5 463,89 	 35,20 	 2 643,05 	 424,36 	 124,09 	 189,90 	 405,02 	 54,07 	 2 102,24 	 921,44 	 315,48 	 2 373,77 	 46,44 	 161,37 	 997,27 	 93,70 	 130,39 	 12,30 
14.03.2002	 874,17 	 754,27 	 197,80 	 1 679,00 	 1 469,71 	 16,62 	 11,04 	 1 058,44 	 5 464,96 	 35,20 	 2 641,39 	 425,70 	 123,05 	 189,66 	 403,36 	 54,03 	 2 100,87 	 920,45 	 315,50 	 2 372,01 	 46,56 	 160,79 	 1 000,30 	 93,93 	 129,79 	 12,33 
15.03.2002	 2,41 	 761,86 	 199,73 	 1 685,00 	 1 484,32 	 16,79 	 11,07 	 1 055,67 	 5 487,17 	 35,33 	 2 658,78 	 429,90 	 123,22 	 191,06 	 406,44 	 54,31 	 2 107,83 	 924,73 	 316,61 	 2 388,91 	 46,99 	 162,37 	 1 012,56 	 94,90 	 130,86 	 12,40 
16.03.2002	 2,41 	 765,43 	 200,62 	 1 687,00 	 1 491,14 	 16,85 	 11,09 	 1 060,61 	 5 492,97 	 35,37 	 2 664,03 	 431,95 	 124,73 	 192,23 	 409,76 	 54,30 	 2 117,52 	 926,74 	 316,99 	 2 397,90 	 47,30 	 163,17 	 1 018,72 	 95,30 	 130,59 	 12,49 
17.03.2002	 883,57 	 765,43 	 200,62 	 1 687,00 	 1 491,14 	 16,85 	 11,09 	 1 060,61 	 5 492,97 	 35,37 	 2 664,03 	 431,95 	 124,73 	 192,23 	 409,76 	 54,30 	 2 117,52 	 926,74 	 316,99 	 2 397,90 	 47,30 	 163,17 	 1 018,72 	 95,30 	 130,59 	 12,49 
