Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2005 по 31.12.2005																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
16.03.2005	 1 697,96 	 1 470,43 	 386,16 	 2 153,00 	 2 875,87 	 36,40 	 16,55 	 1 781,84 	 7 372,03 	 52,84 	 4 131,64 	 832,90 	 171,42 	 351,81 	 716,50 	 78,32 	 3 309,76 	 1 325,53 	 407,57 	 4 116,75 	 97,12 	 316,01 	 1 855,55 	 183,81 	 205,51 	 15,97 
17.03.2005	 1 703,88 	 1 470,38 	 386,16 	 2 153,00 	 2 875,76 	 36,56 	 16,52 	 1 786,72 	 7 371,77 	 52,84 	 4 132,04 	 832,87 	 171,42 	 351,75 	 706,83 	 78,32 	 3 309,38 	 1 327,13 	 407,50 	 4 135,05 	 95,89 	 316,20 	 1 856,99 	 183,81 	 206,64 	 15,97 
18.03.2005	 1 705,07 	 1 474,10 	 387,15 	 2 153,00 	 2 883,51 	 36,79 	 16,51 	 1 784,20 	 7 373,29 	 52,84 	 4 143,57 	 835,09 	 171,62 	 354,06 	 701,65 	 78,40 	 3 310,95 	 1 327,09 	 407,99 	 4 140,00 	 96,05 	 316,61 	 1 865,60 	 184,28 	 206,60 	 15,97 
19.03.2005	 1 704,75 	 1 466,27 	 385,04 	 2 153,00 	 2 867,47 	 36,64 	 16,51 	 1 785,46 	 7 373,04 	 52,84 	 4 120,18 	 830,52 	 171,49 	 352,24 	 703,19 	 78,34 	 3 311,21 	 1 323,38 	 407,84 	 4 124,39 	 96,31 	 315,04 	 1 851,96 	 183,29 	 205,38 	 15,97 
20.03.2005	 1 704,75 	 1 466,27 	 385,04 	 2 153,00 	 2 867,47 	 36,64 	 16,51 	 1 785,46 	 7 373,04 	 52,84 	 4 120,18 	 830,52 	 171,49 	 352,24 	 703,19 	 78,34 	 3 311,21 	 1 323,38 	 407,84 	 4 124,39 	 96,31 	 315,04 	 1 851,96 	 183,29 	 205,38 	 15,97 
21.03.2005	 1 704,75 	 1 466,27 	 385,04 	 2 153,00 	 2 867,47 	 36,64 	 16,51 	 1 785,46 	 7 373,04 	 52,84 	 4 120,18 	 830,52 	 171,49 	 352,24 	 703,19 	 78,34 	 3 311,21 	 1 323,38 	 407,84 	 4 124,39 	 96,31 	 315,04 	 1 851,96 	 183,29 	 205,38 	 15,97 
22.03.2005	 1 696,78 	 1 454,43 	 381,95 	 2 153,00 	 2 844,54 	 36,52 	 16,50 	 1 774,65 	 7 373,04 	 52,45 	 4 085,78 	 823,82 	 171,49 	 349,33 	 697,78 	 78,17 	 3 300,14 	 1 321,18 	 408,30 	 4 102,33 	 95,18 	 311,26 	 1 834,06 	 181,80 	 204,57 	 15,97 
23.03.2005	 1 693,44 	 1 450,17 	 380,83 	 2 153,00 	 2 836,47 	 36,55 	 16,50 	 1 780,66 	 7 371,27 	 52,45 	 4 073,02 	 821,46 	 171,14 	 347,29 	 690,35 	 78,07 	 3 283,88 	 1 315,09 	 407,84 	 4 090,27 	 94,27 	 310,85 	 1 827,05 	 181,28 	 204,90 	 15,97 
24.03.2005	 1 672,02 	 1 434,71 	 376,75 	 2 153,00 	 2 806,11 	 35,38 	 16,47 	 1 775,74 	 7 373,04 	 52,45 	 4 030,70 	 812,79 	 171,08 	 343,40 	 680,36 	 77,90 	 3 284,98 	 1 313,01 	 407,28 	 4 047,86 	 93,25 	 307,70 	 1 805,15 	 179,33 	 203,84 	 15,97 
25.03.2005	 1 663,19 	 1 430,66 	 375,63 	 2 153,00 	 2 797,93 	 35,11 	 16,43 	 1 768,01 	 7 373,04 	 52,45 	 4 019,79 	 810,31 	 170,81 	 341,30 	 677,81 	 77,73 	 3 264,92 	 1 306,35 	 406,38 	 4 024,71 	 92,93 	 307,21 	 1 801,22 	 178,83 	 202,30 	 15,97 
26.03.2005	 1 663,28 	 1 426,72 	 374,61 	 2 152,00 	 2 790,39 	 35,04 	 16,43 	 1 771,70 	 7 369,86 	 52,42 	 4 008,94 	 808,13 	 170,73 	 340,12 	 677,71 	 77,66 	 3 251,82 	 1 309,40 	 406,50 	 4 028,76 	 92,72 	 306,03 	 1 795,35 	 178,34 	 202,40 	 15,96 
27.03.2005	 1 663,28 	 1 426,72 	 374,61 	 2 152,00 	 2 790,39 	 35,04 	 16,43 	 1 771,70 	 7 369,86 	 52,42 	 4 008,94 	 808,13 	 170,73 	 340,12 	 677,71 	 77,66 	 3 251,82 	 1 309,40 	 406,50 	 4 028,76 	 92,72 	 306,03 	 1 795,35 	 178,34 	 202,40 	 15,96 
28.03.2005	 1 663,28 	 1 426,72 	 374,61 	 2 152,00 	 2 790,39 	 35,04 	 16,43 	 1 771,70 	 7 369,86 	 52,42 	 4 008,94 	 808,13 	 170,73 	 340,12 	 677,71 	 77,66 	 3 251,82 	 1 309,40 	 406,50 	 4 028,76 	 92,72 	 306,03 	 1 795,35 	 178,34 	 202,40 	 15,96 
29.03.2005	 1 656,29 	 1 420,13 	 372,83 	 2 152,00 	 2 777,48 	 34,92 	 16,29 	 1 764,44 	 7 369,86 	 52,12 	 3 990,73 	 804,52 	 170,73 	 338,69 	 673,15 	 77,35 	 3 249,74 	 1 304,04 	 407,87 	 4 008,75 	 92,27 	 304,72 	 1 786,86 	 177,53 	 201,26 	 15,96 
30.03.2005	 1 662,85 	 1 422,25 	 373,40 	 2 152,00 	 2 781,78 	 34,97 	 16,25 	 1 776,24 	 7 367,34 	 52,12 	 3 997,03 	 805,62 	 170,73 	 338,42 	 666,91 	 77,32 	 3 238,59 	 1 304,08 	 406,42 	 4 032,23 	 91,94 	 304,60 	 1 792,21 	 177,77 	 200,76 	 15,96 
31.03.2005	 1 663,62 	 1 427,15 	 374,71 	 2 153,00 	 2 791,26 	 35,02 	 16,30 	 1 783,91 	 7 371,27 	 52,14 	 4 010,43 	 808,43 	 170,47 	 340,78 	 677,94 	 77,37 	 3 246,79 	 1 305,40 	 406,76 	 4 046,67 	 92,82 	 305,32 	 1 797,99 	 178,41 	 200,70 	 15,97 
01.04.2005	 1 665,67 	 1 426,91 	 374,63 	 2 153,00 	 2 790,72 	 35,30 	 16,24 	 1 773,91 	 7 373,04 	 52,14 	 4 009,68 	 808,32 	 170,81 	 340,42 	 682,73 	 77,29 	 3 248,25 	 1 305,28 	 407,77 	 4 049,15 	 93,30 	 305,36 	 1 800,77 	 178,37 	 201,43 	 15,97 
02.04.2005	 1 664,05 	 1 427,86 	 374,85 	 2 153,00 	 2 793,09 	 35,53 	 16,29 	 1 775,45 	 7 371,27 	 52,14 	 4 012,30 	 808,78 	 171,08 	 340,26 	 683,49 	 77,22 	 3 252,82 	 1 300,04 	 407,07 	 4 062,60 	 92,93 	 304,92 	 1 800,09 	 178,50 	 200,74 	 15,97 
03.04.2005	 1 664,05 	 1 427,86 	 374,85 	 2 153,00 	 2 793,09 	 35,53 	 16,29 	 1 775,45 	 7 371,27 	 52,14 	 4 012,30 	 808,78 	 171,08 	 340,26 	 683,49 	 77,22 	 3 252,82 	 1 300,04 	 407,07 	 4 062,60 	 92,93 	 304,92 	 1 800,09 	 178,50 	 200,74 	 15,97 
04.04.2005	 1 664,05 	 1 427,86 	 374,85 	 2 153,00 	 2 793,09 	 35,53 	 16,29 	 1 775,45 	 7 371,27 	 52,14 	 4 012,30 	 808,78 	 171,08 	 340,26 	 683,49 	 77,22 	 3 252,82 	 1 300,04 	 407,07 	 4 062,60 	 92,93 	 304,92 	 1 800,09 	 178,50 	 200,74 	 15,97 
05.04.2005	 1 657,83 	 1 420,24 	 372,92 	 2 154,00 	 2 778,12 	 35,61 	 16,30 	 1 768,98 	 7 374,94 	 52,16 	 3 991,85 	 804,66 	 171,02 	 338,82 	 674,33 	 77,22 	 3 253,81 	 1 294,35 	 407,68 	 4 040,04 	 92,51 	 303,02 	 1 789,04 	 177,56 	 199,63 	 15,97 
06.04.2005	 1 649,21 	 1 411,63 	 370,57 	 2 154,00 	 2 761,21 	 35,32 	 16,43 	 1 759,52 	 7 376,71 	 52,16 	 3 965,76 	 799,64 	 170,92 	 338,03 	 669,05 	 77,10 	 3 240,43 	 1 291,75 	 407,18 	 4 037,13 	 91,97 	 301,06 	 1 775,91 	 176,44 	 198,09 	 15,97 
07.04.2005	 1 651,04 	 1 419,16 	 372,55 	 2 154,00 	 2 775,75 	 35,32 	 16,39 	 1 768,76 	 7 376,46 	 52,16 	 3 986,67 	 803,90 	 171,16 	 340,09 	 674,94 	 77,28 	 3 231,43 	 1 297,98 	 407,05 	 4 053,72 	 92,67 	 303,00 	 1 790,52 	 177,40 	 199,29 	 15,97 
08.04.2005	 1 658,47 	 1 424,65 	 374,09 	 2 154,00 	 2 786,63 	 35,33 	 16,41 	 1 767,17 	 7 376,71 	 52,16 	 4 003,72 	 807,13 	 171,63 	 341,10 	 680,40 	 77,46 	 3 241,23 	 1 301,00 	 408,38 	 4 060,94 	 93,19 	 304,61 	 1 797,17 	 178,11 	 199,05 	 15,97 
09.04.2005	 1 651,48 	 1 413,49 	 371,11 	 2 155,00 	 2 764,76 	 35,08 	 16,43 	 1 761,20 	 7 380,14 	 52,19 	 3 970,52 	 800,71 	 172,06 	 338,12 	 671,40 	 77,30 	 3 244,20 	 1 299,92 	 409,70 	 4 028,99 	 92,24 	 301,85 	 1 782,69 	 176,68 	 198,36 	 15,98 
10.04.2005	 1 651,48 	 1 413,49 	 371,11 	 2 155,00 	 2 764,76 	 35,08 	 16,43 	 1 761,20 	 7 380,14 	 52,19 	 3 970,52 	 800,71 	 172,06 	 338,12 	 671,40 	 77,30 	 3 244,20 	 1 299,92 	 409,70 	 4 028,99 	 92,24 	 301,85 	 1 782,69 	 176,68 	 198,36 	 15,98 
11.04.2005	 1 651,48 	 1 413,49 	 371,11 	 2 155,00 	 2 764,76 	 35,08 	 16,43 	 1 761,20 	 7 380,14 	 52,19 	 3 970,52 	 800,71 	 172,06 	 338,12 	 671,40 	 77,30 	 3 244,20 	 1 299,92 	 409,70 	 4 028,99 	 92,24 	 301,85 	 1 782,69 	 176,68 	 198,36 	 15,98 
12.04.2005	 1 667,73 	 1 427,25 	 374,77 	 2 154,00 	 2 792,34 	 35,06 	 16,46 	 1 757,15 	 7 374,69 	 52,17 	 4 011,55 	 808,60 	 171,70 	 341,10 	 682,08 	 77,50 	 3 233,22 	 1 302,77 	 410,21 	 4 069,44 	 93,31 	 304,59 	 1 803,26 	 178,41 	 199,48 	 15,97 
13.04.2005	 1 670,32 	 1 430,09 	 375,48 	 2 154,00 	 2 797,40 	 34,98 	 16,48 	 1 746,82 	 7 376,71 	 52,17 	 4 018,66 	 810,12 	 171,36 	 341,50 	 684,31 	 77,58 	 3 251,20 	 1 308,43 	 410,29 	 4 074,72 	 93,63 	 305,67 	 1 806,14 	 178,79 	 199,87 	 15,97 
14.04.2005	 1 679,15 	 1 426,54 	 374,48 	 2 154,00 	 2 790,08 	 34,61 	 16,49 	 1 746,32 	 7 376,46 	 52,17 	 4 007,44 	 808,07 	 171,22 	 340,93 	 685,05 	 77,51 	 3 254,89 	 1 310,86 	 409,90 	 4 082,58 	 93,35 	 305,00 	 1 802,59 	 178,30 	 200,85 	 15,97 
15.04.2005	 1 668,49 	 1 417,85 	 372,17 	 2 154,00 	 2 773,17 	 34,10 	 16,52 	 1 740,04 	 7 376,46 	 52,17 	 3 984,09 	 802,80 	 171,29 	 336,88 	 677,47 	 77,40 	 3 252,45 	 1 304,11 	 409,84 	 4 066,11 	 92,67 	 302,59 	 1 786,81 	 177,21 	 199,95 	 15,97 
16.04.2005	 1 652,75 	 1 413,05 	 370,86 	 2 153,00 	 2 763,70 	 33,99 	 16,51 	 1 734,12 	 7 373,29 	 52,14 	 3 969,40 	 800,40 	 171,28 	 335,70 	 668,42 	 77,16 	 3 237,01 	 1 296,75 	 410,29 	 4 050,98 	 91,96 	 300,84 	 1 778,60 	 176,61 	 198,73 	 15,97 
17.04.2005	 1 652,75 	 1 413,05 	 370,86 	 2 153,00 	 2 763,70 	 33,99 	 16,51 	 1 734,12 	 7 373,29 	 52,14 	 3 969,40 	 800,40 	 171,28 	 335,70 	 668,42 	 77,16 	 3 237,01 	 1 296,75 	 410,29 	 4 050,98 	 91,96 	 300,84 	 1 778,60 	 176,61 	 198,73 	 15,97 
18.04.2005	 1 652,75 	 1 413,05 	 370,86 	 2 153,00 	 2 763,70 	 33,99 	 16,51 	 1 734,12 	 7 373,29 	 52,14 	 3 969,40 	 800,40 	 171,28 	 335,70 	 668,42 	 77,16 	 3 237,01 	 1 296,75 	 410,29 	 4 050,98 	 91,96 	 300,84 	 1 778,60 	 176,61 	 198,73 	 15,97 
19.04.2005	 1 651,03 	 1 428,10 	 374,75 	 2 153,00 	 2 793,30 	 34,39 	 16,46 	 1 731,33 	 7 371,27 	 52,13 	 4 013,80 	 809,05 	 171,28 	 340,06 	 670,30 	 77,38 	 3 235,77 	 1 300,83 	 412,18 	 4 086,93 	 92,68 	 304,42 	 1 806,13 	 178,55 	 200,12 	 15,97 
20.04.2005	 1 655,44 	 1 434,42 	 376,40 	 2 153,00 	 2 805,68 	 34,22 	 16,37 	 1 725,78 	 7 371,27 	 52,13 	 4 031,46 	 812,47 	 171,14 	 341,64 	 666,77 	 77,57 	 3 256,63 	 1 303,66 	 414,04 	 4 110,08 	 92,67 	 305,03 	 1 815,42 	 179,28 	 201,09 	 15,97 
21.04.2005	 1 662,64 	 1 434,95 	 376,56 	 2 152,00 	 2 806,32 	 34,40 	 16,41 	 1 738,71 	 7 369,61 	 52,11 	 4 032,61 	 812,26 	 170,85 	 342,24 	 673,31 	 77,62 	 3 257,48 	 1 304,72 	 415,22 	 4 125,06 	 92,70 	 305,26 	 1 817,26 	 179,39 	 201,29 	 15,96 
22.04.2005	 1 668,12 	 1 439,99 	 378,08 	 2 152,00 	 2 816,43 	 34,46 	 16,39 	 1 739,34 	 7 369,86 	 52,11 	 4 047,01 	 815,69 	 171,13 	 345,26 	 675,53 	 77,67 	 3 265,57 	 1 305,47 	 427,62 	 4 125,92 	 93,25 	 306,60 	 1 825,82 	 180,00 	 201,30 	 15,96 
23.04.2005	 1 676,03 	 1 437,12 	 377,31 	 2 150,00 	 2 810,80 	 34,40 	 16,34 	 1 738,15 	 7 362,76 	 52,06 	 4 038,70 	 812,46 	 171,18 	 344,56 	 668,25 	 77,53 	 3 264,71 	 1 303,19 	 426,80 	 4 112,74 	 92,82 	 306,67 	 1 820,34 	 179,64 	 202,17 	 15,94 
24.04.2005	 1 676,03 	 1 437,12 	 377,31 	 2 150,00 	 2 810,80 	 34,40 	 16,34 	 1 738,15 	 7 362,76 	 52,06 	 4 038,70 	 812,46 	 171,18 	 344,56 	 668,25 	 77,53 	 3 264,71 	 1 303,19 	 426,80 	 4 112,74 	 92,82 	 306,67 	 1 820,34 	 179,64 	 202,17 	 15,94 
25.04.2005	 1 676,03 	 1 437,12 	 377,31 	 2 150,00 	 2 810,80 	 34,40 	 16,34 	 1 738,15 	 7 362,76 	 52,06 	 4 038,70 	 812,46 	 171,18 	 344,56 	 668,25 	 77,53 	 3 264,71 	 1 303,19 	 426,80 	 4 112,74 	 92,82 	 306,67 	 1 820,34 	 179,64 	 202,17 	 15,94 
26.04.2005	 1 679,58 	 1 431,95 	 376,02 	 2 150,00 	 2 801,02 	 34,34 	 16,23 	 1 737,02 	 7 361,00 	 52,06 	 4 024,33 	 811,21 	 171,45 	 343,67 	 668,65 	 77,49 	 3 267,08 	 1 308,10 	 426,71 	 4 115,85 	 92,34 	 305,75 	 1 814,88 	 179,02 	 203,47 	 15,94 
27.04.2005	 1 675,39 	 1 426,30 	 374,51 	 2 150,00 	 2 789,95 	 33,90 	 16,28 	 1 733,59 	 7 363,01 	 52,06 	 4 008,20 	 807,91 	 171,86 	 342,82 	 664,44 	 77,45 	 3 259,70 	 1 305,80 	 427,14 	 4 095,43 	 92,19 	 305,42 	 1 807,25 	 178,27 	 202,94 	 15,94 
28.04.2005	 1 671,22 	 1 421,68 	 373,40 	 2 151,00 	 2 780,92 	 33,75 	 16,37 	 1 724,59 	 7 366,19 	 52,08 	 3 995,17 	 808,22 	 171,94 	 342,04 	 656,64 	 77,36 	 3 260,38 	 1 304,94 	 428,91 	 4 090,45 	 91,79 	 304,17 	 1 802,11 	 177,73 	 202,57 	 15,95 
29.04.2005	 1 674,66 	 1 421,30 	 373,24 	 2 151,00 	 2 779,31 	 33,82 	 16,32 	 1 719,56 	 7 364,93 	 52,08 	 3 993,69 	 805,08 	 172,63 	 341,05 	 654,83 	 77,39 	 3 252,51 	 1 305,54 	 428,49 	 4 092,82 	 91,81 	 303,96 	 1 803,85 	 177,66 	 203,12 	 15,95 
30.04.2005	 1 681,11 	 1 424,74 	 374,21 	 2 151,00 	 2 786,51 	 33,96 	 16,37 	 1 722,25 	 7 366,19 	 52,08 	 4 003,72 	 807,11 	 172,56 	 342,13 	 651,34 	 77,45 	 3 255,62 	 1 310,31 	 428,74 	 4 111,85 	 91,46 	 303,74 	 1 812,59 	 178,10 	 204,52 	 15,95 
01.05.2005	 1 681,11 	 1 424,74 	 374,21 	 2 151,00 	 2 786,51 	 33,96 	 16,37 	 1 722,25 	 7 366,19 	 52,08 	 4 003,72 	 807,11 	 172,56 	 342,13 	 651,34 	 77,45 	 3 255,62 	 1 310,31 	 428,74 	 4 111,85 	 91,46 	 303,74 	 1 812,59 	 178,10 	 204,52 	 15,95 
02.05.2005	 1 681,11 	 1 424,74 	 374,21 	 2 151,00 	 2 786,51 	 33,96 	 16,37 	 1 722,25 	 7 366,19 	 52,08 	 4 003,72 	 807,11 	 172,56 	 342,13 	 651,34 	 77,45 	 3 255,62 	 1 310,31 	 428,74 	 4 111,85 	 91,46 	 303,74 	 1 812,59 	 178,10 	 204,52 	 15,95 
03.05.2005	 1 677,46 	 1 413,97 	 371,42 	 2 151,00 	 2 765,33 	 33,96 	 16,35 	 1 705,38 	 7 365,30 	 52,25 	 3 972,67 	 800,94 	 172,56 	 339,87 	 647,41 	 77,45 	 3 262,59 	 1 312,59 	 429,13 	 4 094,32 	 90,78 	 300,82 	 1 796,24 	 176,75 	 204,11 	 15,95 
04.05.2005	 1 670,68 	 1 414,62 	 371,69 	 2 151,00 	 2 766,72 	 34,01 	 16,36 	 1 711,90 	 7 366,19 	 52,25 	 3 974,87 	 801,34 	 172,42 	 339,84 	 651,42 	 77,27 	 3 250,38 	 1 312,83 	 429,13 	 4 072,70 	 91,24 	 299,96 	 1 793,10 	 176,81 	 204,68 	 15,95 
05.05.2005	 1 673,05 	 1 424,08 	 374,21 	 2 151,00 	 2 785,33 	 33,62 	 16,40 	 1 721,83 	 7 364,93 	 52,25 	 4 001,86 	 806,52 	 172,42 	 342,99 	 657,82 	 77,40 	 3 248,83 	 1 313,51 	 429,34 	 4 086,36 	 91,97 	 302,95 	 1 805,89 	 178,03 	 205,76 	 15,95 
06.05.2005	 1 682,76 	 1 427,91 	 375,12 	 2 152,00 	 2 792,97 	 33,57 	 16,43 	 1 728,31 	 7 367,84 	 52,27 	 4 011,18 	 808,95 	 172,09 	 343,86 	 668,48 	 77,45 	 3 265,12 	 1 315,36 	 429,11 	 4 096,98 	 92,97 	 304,32 	 1 806,81 	 178,48 	 206,26 	 15,96 
07.05.2005	 1 675,76 	 1 424,65 	 374,30 	 2 152,00 	 2 785,98 	 33,51 	 16,50 	 1 726,92 	 7 368,35 	 52,27 	 4 003,35 	 807,10 	 171,75 	 343,59 	 672,29 	 77,45 	 3 265,88 	 1 312,84 	 428,90 	 4 081,38 	 93,06 	 304,03 	 1 800,16 	 178,09 	 205,48 	 15,96 
08.05.2005	 1 675,76 	 1 424,65 	 374,30 	 2 152,00 	 2 785,98 	 33,51 	 16,50 	 1 726,92 	 7 368,35 	 52,27 	 4 003,35 	 807,10 	 171,75 	 343,59 	 672,29 	 77,45 	 3 265,88 	 1 312,84 	 428,90 	 4 081,38 	 93,06 	 304,03 	 1 800,16 	 178,09 	 205,48 	 15,96 
09.05.2005	 1 675,76 	 1 424,65 	 374,30 	 2 152,00 	 2 785,98 	 33,51 	 16,50 	 1 726,92 	 7 368,35 	 52,27 	 4 003,35 	 807,10 	 171,75 	 343,59 	 672,29 	 77,45 	 3 265,88 	 1 312,84 	 428,90 	 4 081,38 	 93,06 	 304,03 	 1 800,16 	 178,09 	 205,48 	 15,96 
10.05.2005	 1 675,76 	 1 424,65 	 374,30 	 2 152,00 	 2 785,98 	 33,51 	 16,50 	 1 726,92 	 7 368,35 	 52,27 	 4 003,35 	 807,10 	 171,75 	 343,59 	 672,29 	 77,45 	 3 265,88 	 1 312,84 	 428,90 	 4 081,38 	 93,06 	 304,03 	 1 800,16 	 178,09 	 205,48 	 15,96 
11.05.2005	 1 675,76 	 1 424,65 	 374,30 	 2 152,00 	 2 785,98 	 33,51 	 16,50 	 1 726,92 	 7 368,35 	 52,27 	 4 003,35 	 807,10 	 171,75 	 343,59 	 672,29 	 77,45 	 3 265,88 	 1 312,84 	 428,90 	 4 081,38 	 93,06 	 304,03 	 1 800,16 	 178,09 	 205,48 	 15,96 
12.05.2005	 1 674,02 	 1 417,46 	 372,49 	 2 151,00 	 2 772,32 	 33,38 	 16,43 	 1 730,63 	 7 366,19 	 52,46 	 3 984,07 	 802,97 	 171,05 	 342,88 	 662,71 	 77,33 	 3 245,02 	 1 309,59 	 428,38 	 4 062,38 	 92,14 	 300,73 	 1 794,37 	 177,24 	 204,39 	 15,95 
13.05.2005	 1 656,36 	 1 403,12 	 368,71 	 2 150,00 	 2 744,15 	 32,96 	 16,36 	 1 722,00 	 7 361,25 	 52,43 	 3 942,06 	 794,78 	 170,70 	 339,07 	 661,26 	 77,15 	 3 247,75 	 1 302,08 	 427,01 	 4 010,61 	 91,59 	 297,98 	 1 775,91 	 175,40 	 202,55 	 15,94 
14.05.2005	 1 645,50 	 1 392,89 	 366,10 	 2 150,00 	 2 724,37 	 32,35 	 16,33 	 1 718,21 	 7 361,25 	 52,43 	 3 913,72 	 789,02 	 171,04 	 336,40 	 653,20 	 77,00 	 3 230,89 	 1 300,15 	 427,22 	 4 001,47 	 90,82 	 296,10 	 1 764,25 	 174,14 	 201,14 	 15,94 
15.05.2005	 1 645,50 	 1 392,89 	 366,10 	 2 150,00 	 2 724,37 	 32,35 	 16,33 	 1 718,21 	 7 361,25 	 52,43 	 3 913,72 	 789,02 	 171,04 	 336,40 	 653,20 	 77,00 	 3 230,89 	 1 300,15 	 427,22 	 4 001,47 	 90,82 	 296,10 	 1 764,25 	 174,14 	 201,14 	 15,94 
16.05.2005	 1 645,50 	 1 392,89 	 366,10 	 2 150,00 	 2 724,37 	 32,35 	 16,33 	 1 718,21 	 7 361,25 	 52,43 	 3 913,72 	 789,02 	 171,04 	 336,40 	 653,20 	 77,00 	 3 230,89 	 1 300,15 	 427,22 	 4 001,47 	 90,82 	 296,10 	 1 764,25 	 174,14 	 201,14 	 15,94 
17.05.2005	 1 626,15 	 1 385,44 	 364,12 	 2 150,00 	 2 709,86 	 32,20 	 16,33 	 1 696,45 	 7 362,01 	 52,47 	 3 892,46 	 784,81 	 171,11 	 334,80 	 644,41 	 76,72 	 3 210,85 	 1 293,27 	 426,38 	 3 959,22 	 89,96 	 294,32 	 1 754,24 	 173,16 	 199,55 	 15,94 
18.05.2005	 1 628,52 	 1 389,79 	 365,26 	 2 150,00 	 2 718,25 	 32,23 	 16,42 	 1 693,91 	 7 361,50 	 52,47 	 3 905,54 	 787,19 	 171,04 	 335,90 	 645,18 	 76,81 	 3 202,47 	 1 297,29 	 426,29 	 3 952,45 	 90,10 	 294,24 	 1 759,77 	 173,71 	 200,78 	 15,94 
19.05.2005	 1 626,69 	 1 388,04 	 364,65 	 2 150,00 	 2 714,59 	 32,57 	 16,48 	 1 702,84 	 7 362,76 	 52,47 	 3 900,93 	 786,11 	 171,01 	 335,25 	 645,65 	 76,77 	 3 207,65 	 1 298,03 	 426,80 	 3 941,06 	 89,66 	 294,66 	 1 760,71 	 173,51 	 200,20 	 15,94 
20.05.2005	 1 633,45 	 1 391,34 	 365,44 	 2 149,00 	 2 721,39 	 32,97 	 16,45 	 1 705,56 	 7 359,34 	 52,45 	 3 908,69 	 788,19 	 170,83 	 335,18 	 654,35 	 76,86 	 3 202,33 	 1 299,86 	 428,73 	 3 960,50 	 90,26 	 296,10 	 1 763,93 	 173,94 	 200,74 	 15,94 
21.05.2005	 1 634,21 	 1 389,19 	 364,87 	 2 149,00 	 2 716,66 	 33,22 	 16,41 	 1 709,76 	 7 359,59 	 52,45 	 3 901,95 	 786,89 	 170,76 	 334,55 	 653,19 	 76,83 	 3 207,66 	 1 298,53 	 426,09 	 3 950,29 	 89,82 	 295,61 	 1 757,80 	 173,65 	 200,09 	 15,94 
22.05.2005	 1 634,21 	 1 389,19 	 364,87 	 2 149,00 	 2 716,66 	 33,22 	 16,41 	 1 709,76 	 7 359,59 	 52,45 	 3 901,95 	 786,89 	 170,76 	 334,55 	 653,19 	 76,83 	 3 207,66 	 1 298,53 	 426,09 	 3 950,29 	 89,82 	 295,61 	 1 757,80 	 173,65 	 200,09 	 15,94 
23.05.2005	 1 634,21 	 1 389,19 	 364,87 	 2 149,00 	 2 716,66 	 33,22 	 16,41 	 1 709,76 	 7 359,59 	 52,45 	 3 901,95 	 786,89 	 170,76 	 334,55 	 653,19 	 76,83 	 3 207,66 	 1 298,53 	 426,09 	 3 950,29 	 89,82 	 295,61 	 1 757,80 	 173,65 	 200,09 	 15,94 
24.05.2005	 1 627,01 	 1 379,51 	 361,92 	 2 149,00 	 2 696,24 	 32,96 	 16,29 	 1 702,72 	 7 358,08 	 52,40 	 3 873,12 	 780,80 	 170,76 	 331,84 	 642,45 	 76,58 	 3 203,92 	 1 293,95 	 425,33 	 3 926,76 	 88,79 	 293,66 	 1 742,13 	 172,32 	 199,06 	 15,94 
25.05.2005	 1 634,42 	 1 379,51 	 362,95 	 2 149,00 	 2 703,98 	 33,27 	 16,31 	 1 705,42 	 7 357,07 	 52,40 	 3 884,67 	 783,06 	 170,83 	 333,67 	 645,80 	 76,66 	 3 193,71 	 1 299,35 	 425,76 	 3 933,21 	 89,04 	 294,51 	 1 748,08 	 172,81 	 199,84 	 15,94 
26.05.2005	 1 634,21 	 1 381,46 	 362,85 	 2 149,00 	 2 701,94 	 33,31 	 16,28 	 1 704,54 	 7 357,83 	 52,40 	 3 881,86 	 782,48 	 170,76 	 334,46 	 645,51 	 76,65 	 3 201,99 	 1 298,06 	 425,76 	 3 923,54 	 88,71 	 294,50 	 1 747,94 	 172,70 	 199,88 	 15,94 
27.05.2005	 1 638,40 	 1 379,60 	 362,44 	 2 149,00 	 2 697,96 	 33,34 	 16,24 	 1 698,01 	 7 359,59 	 52,40 	 3 875,91 	 781,47 	 170,66 	 336,55 	 647,20 	 76,58 	 3 194,68 	 1 295,51 	 426,39 	 3 924,07 	 88,49 	 293,31 	 1 745,88 	 172,44 	 198,81 	 15,94 
