Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2005 по 31.12.2005																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
28.05.2005	 1 636,36 	 1 377,70 	 361,96 	 2 149,00 	 2 694,52 	 33,25 	 16,25 	 1 697,74 	 7 359,59 	 52,40 	 3 871,72 	 780,43 	 170,56 	 336,97 	 644,40 	 76,53 	 3 192,28 	 1 294,70 	 426,22 	 3 920,31 	 88,21 	 293,08 	 1 741,70 	 172,22 	 199,17 	 15,94 
29.05.2005	 1 636,36 	 1 377,70 	 361,96 	 2 149,00 	 2 694,52 	 33,25 	 16,25 	 1 697,74 	 7 359,59 	 52,40 	 3 871,72 	 780,43 	 170,56 	 336,97 	 644,40 	 76,53 	 3 192,28 	 1 294,70 	 426,22 	 3 920,31 	 88,21 	 293,08 	 1 741,70 	 172,22 	 199,17 	 15,94 
30.05.2005	 1 636,36 	 1 377,70 	 361,96 	 2 149,00 	 2 694,52 	 33,25 	 16,25 	 1 697,74 	 7 359,59 	 52,40 	 3 871,72 	 780,43 	 170,56 	 336,97 	 644,40 	 76,53 	 3 192,28 	 1 294,70 	 426,22 	 3 920,31 	 88,21 	 293,08 	 1 741,70 	 172,22 	 199,17 	 15,94 
31.05.2005	 1 638,18 	 1 375,71 	 361,50 	 2 149,00 	 2 690,66 	 33,23 	 16,19 	 1 710,44 	 7 357,83 	 52,47 	 3 866,15 	 779,27 	 170,69 	 337,72 	 648,95 	 76,50 	 3 191,61 	 1 294,73 	 428,09 	 3 919,24 	 88,18 	 293,15 	 1 741,07 	 171,99 	 199,16 	 15,94 
01.06.2005	 1 627,87 	 1 361,07 	 357,60 	 2 149,00 	 2 661,86 	 33,15 	 16,28 	 1 707,79 	 7 358,08 	 52,47 	 3 824,18 	 770,96 	 170,89 	 334,51 	 647,13 	 76,22 	 3 191,61 	 1 291,66 	 423,45 	 3 909,14 	 87,42 	 290,76 	 1 726,04 	 170,14 	 199,05 	 15,94 
02.06.2005	 1 618,95 	 1 350,71 	 355,03 	 2 150,00 	 2 642,03 	 33,16 	 16,34 	 1 712,33 	 7 363,01 	 52,49 	 3 795,57 	 765,18 	 171,08 	 333,42 	 636,45 	 76,00 	 3 171,14 	 1 287,58 	 424,27 	 3 908,59 	 86,88 	 288,98 	 1 722,69 	 168,86 	 198,15 	 15,94 
03.06.2005	 1 618,84 	 1 350,12 	 354,89 	 2 150,00 	 2 640,74 	 33,27 	 16,28 	 1 718,56 	 7 362,76 	 52,49 	 3 794,23 	 764,84 	 171,28 	 333,77 	 639,19 	 75,77 	 3 159,90 	 1 285,50 	 423,90 	 3 910,74 	 87,03 	 288,51 	 1 722,34 	 168,79 	 198,55 	 15,94 
04.06.2005	 1 627,44 	 1 349,61 	 354,79 	 2 150,00 	 2 640,09 	 32,90 	 16,25 	 1 723,24 	 7 361,50 	 52,49 	 3 792,56 	 764,53 	 171,66 	 333,34 	 640,61 	 75,77 	 3 164,82 	 1 289,43 	 425,22 	 3 906,23 	 87,38 	 289,05 	 1 719,79 	 168,71 	 199,16 	 15,94 
05.06.2005	 1 627,44 	 1 349,61 	 354,79 	 2 150,00 	 2 640,09 	 32,90 	 16,25 	 1 723,24 	 7 361,50 	 52,49 	 3 792,56 	 764,53 	 171,66 	 333,34 	 640,61 	 75,77 	 3 164,82 	 1 289,43 	 425,22 	 3 906,23 	 87,38 	 289,05 	 1 719,79 	 168,71 	 199,16 	 15,94 
06.06.2005	 1 627,44 	 1 349,61 	 354,79 	 2 150,00 	 2 640,09 	 32,90 	 16,25 	 1 723,24 	 7 361,50 	 52,49 	 3 792,56 	 764,53 	 171,66 	 333,34 	 640,61 	 75,77 	 3 164,82 	 1 289,43 	 425,22 	 3 906,23 	 87,38 	 289,05 	 1 719,79 	 168,71 	 199,16 	 15,94 
07.06.2005	 1 636,69 	 1 348,60 	 354,53 	 2 150,00 	 2 637,62 	 32,80 	 16,31 	 1 723,93 	 7 364,78 	 52,45 	 3 790,22 	 763,90 	 171,66 	 334,45 	 644,56 	 75,63 	 3 168,43 	 1 291,52 	 424,48 	 3 913,86 	 87,48 	 288,59 	 1 722,27 	 168,58 	 200,77 	 15,94 
08.06.2005	 1 653,46 	 1 353,27 	 355,61 	 2 150,00 	 2 646,54 	 33,48 	 16,25 	 1 728,99 	 7 361,25 	 52,45 	 3 802,95 	 766,52 	 171,52 	 336,27 	 651,12 	 75,67 	 3 169,92 	 1 294,83 	 425,03 	 3 938,58 	 87,92 	 289,73 	 1 728,99 	 169,17 	 201,66 	 15,94 
09.06.2005	 1 652,06 	 1 353,56 	 355,62 	 2 150,00 	 2 647,19 	 33,64 	 16,23 	 1 723,65 	 7 361,25 	 52,45 	 3 802,95 	 766,73 	 171,45 	 334,79 	 650,84 	 75,77 	 3 177,59 	 1 294,87 	 426,97 	 3 946,76 	 87,79 	 289,49 	 1 726,63 	 169,19 	 201,17 	 15,94 
10.06.2005	 1 650,45 	 1 344,42 	 353,17 	 2 150,00 	 2 629,45 	 33,39 	 16,19 	 1 712,94 	 7 363,01 	 52,45 	 3 778,23 	 761,60 	 171,66 	 332,10 	 651,14 	 75,58 	 3 180,37 	 1 291,72 	 425,11 	 3 924,29 	 87,71 	 286,01 	 1 715,88 	 168,05 	 200,46 	 15,94 
11.06.2005	 1 650,12 	 1 343,62 	 353,02 	 2 150,00 	 2 628,27 	 33,33 	 16,06 	 1 711,03 	 7 362,26 	 52,45 	 3 776,57 	 761,14 	 171,66 	 335,22 	 652,90 	 75,53 	 3 168,39 	 1 289,43 	 425,11 	 3 921,60 	 87,60 	 284,99 	 1 714,31 	 167,98 	 200,14 	 15,94 
12.06.2005	 1 650,12 	 1 343,62 	 353,02 	 2 150,00 	 2 628,27 	 33,33 	 16,06 	 1 711,03 	 7 362,26 	 52,45 	 3 776,57 	 761,14 	 171,66 	 335,22 	 652,90 	 75,53 	 3 168,39 	 1 289,43 	 425,11 	 3 921,60 	 87,60 	 284,99 	 1 714,31 	 167,98 	 200,14 	 15,94 
13.06.2005	 1 650,12 	 1 343,62 	 353,02 	 2 150,00 	 2 628,27 	 33,33 	 16,06 	 1 711,03 	 7 362,26 	 52,45 	 3 776,57 	 761,14 	 171,66 	 335,22 	 652,90 	 75,53 	 3 168,39 	 1 289,43 	 425,11 	 3 921,60 	 87,60 	 284,99 	 1 714,31 	 167,98 	 200,14 	 15,94 
14.06.2005	 1 640,34 	 1 326,67 	 348,64 	 2 150,00 	 2 594,40 	 32,96 	 16,05 	 1 713,35 	 7 363,01 	 52,37 	 3 728,11 	 751,42 	 171,35 	 330,88 	 645,78 	 75,53 	 3 167,25 	 1 284,23 	 425,32 	 3 885,69 	 86,60 	 280,70 	 1 687,40 	 165,83 	 197,57 	 15,94 
15.06.2005	 1 646,15 	 1 333,75 	 350,54 	 2 150,00 	 2 608,49 	 32,80 	 16,07 	 1 712,87 	 7 361,25 	 52,37 	 3 748,58 	 755,43 	 171,49 	 331,65 	 643,33 	 75,26 	 3 137,90 	 1 284,46 	 427,65 	 3 890,43 	 86,84 	 280,81 	 1 694,51 	 166,71 	 196,72 	 15,94 
16.06.2005	 1 644,00 	 1 324,83 	 348,15 	 2 150,00 	 2 591,07 	 32,65 	 16,11 	 1 720,55 	 7 362,76 	 52,37 	 3 723,27 	 750,49 	 171,31 	 329,32 	 642,48 	 75,11 	 3 146,65 	 1 282,93 	 428,37 	 3 887,31 	 86,60 	 279,81 	 1 684,29 	 165,61 	 196,72 	 15,94 
17.06.2005	 1 650,88 	 1 330,16 	 349,57 	 2 150,00 	 2 602,14 	 32,57 	 16,09 	 1 736,04 	 7 362,51 	 52,37 	 3 738,16 	 753,51 	 171,31 	 330,39 	 643,73 	 75,17 	 3 138,66 	 1 284,04 	 426,29 	 3 912,03 	 86,89 	 280,28 	 1 691,38 	 166,31 	 196,72 	 15,94 
18.06.2005	 1 661,71 	 1 333,75 	 350,49 	 2 149,00 	 2 608,56 	 32,93 	 16,01 	 1 735,16 	 7 359,59 	 52,35 	 3 747,49 	 755,47 	 171,51 	 331,70 	 642,21 	 75,18 	 3 148,39 	 1 285,56 	 425,33 	 3 923,43 	 87,15 	 281,80 	 1 692,26 	 166,70 	 197,28 	 15,94 
19.06.2005	 1 661,71 	 1 333,75 	 350,49 	 2 149,00 	 2 608,56 	 32,93 	 16,01 	 1 735,16 	 7 359,59 	 52,35 	 3 747,49 	 755,47 	 171,51 	 331,70 	 642,21 	 75,18 	 3 148,39 	 1 285,56 	 425,33 	 3 923,43 	 87,15 	 281,80 	 1 692,26 	 166,70 	 197,28 	 15,94 
20.06.2005	 1 661,71 	 1 333,75 	 350,49 	 2 149,00 	 2 608,56 	 32,93 	 16,01 	 1 735,16 	 7 359,59 	 52,35 	 3 747,49 	 755,47 	 171,51 	 331,70 	 642,21 	 75,18 	 3 148,39 	 1 285,56 	 425,33 	 3 923,43 	 87,15 	 281,80 	 1 692,26 	 166,70 	 197,28 	 15,94 
21.06.2005	 1 671,06 	 1 342,08 	 352,61 	 2 149,00 	 2 625,33 	 33,08 	 15,95 	 1 744,67 	 7 359,34 	 52,35 	 3 771,17 	 760,24 	 172,06 	 333,75 	 641,89 	 75,47 	 3 154,45 	 1 287,64 	 425,76 	 3 924,18 	 87,41 	 284,45 	 1 699,82 	 167,79 	 197,53 	 15,94 
22.06.2005	 1 662,14 	 1 328,68 	 348,97 	 2 149,00 	 2 598,36 	 32,59 	 15,87 	 1 730,83 	 7 359,34 	 52,51 	 3 733,82 	 752,57 	 171,99 	 331,28 	 641,19 	 75,27 	 3 159,67 	 1 281,68 	 427,45 	 3 907,85 	 86,63 	 280,40 	 1 683,91 	 166,10 	 196,60 	 15,94 
23.06.2005	 1 671,60 	 1 339,44 	 351,76 	 2 149,00 	 2 619,42 	 32,82 	 15,80 	 1 742,55 	 7 358,08 	 52,51 	 3 762,25 	 758,67 	 172,02 	 333,34 	 647,39 	 75,26 	 3 143,49 	 1 286,79 	 427,87 	 3 921,71 	 87,67 	 282,66 	 1 700,90 	 167,43 	 197,94 	 15,94 
24.06.2005	 1 662,47 	 1 327,98 	 348,67 	 2 149,00 	 2 597,17 	 32,63 	 15,82 	 1 737,20 	 7 357,95 	 52,51 	 3 731,23 	 752,28 	 171,78 	 328,10 	 646,61 	 75,09 	 3 149,47 	 1 286,36 	 425,08 	 3 912,25 	 87,20 	 277,33 	 1 685,95 	 166,00 	 197,69 	 15,94 
25.06.2005	 1 662,04 	 1 325,36 	 348,06 	 2 149,00 	 2 592,23 	 32,47 	 15,88 	 1 744,96 	 7 357,95 	 52,51 	 3 723,79 	 750,73 	 171,58 	 325,63 	 644,08 	 74,93 	 3 146,03 	 1 283,71 	 426,49 	 3 906,77 	 86,75 	 275,76 	 1 683,11 	 165,67 	 196,69 	 15,94 
26.06.2005	 1 662,04 	 1 325,36 	 348,06 	 2 149,00 	 2 592,23 	 32,47 	 15,88 	 1 744,96 	 7 357,95 	 52,51 	 3 723,79 	 750,73 	 171,58 	 325,63 	 644,08 	 74,93 	 3 146,03 	 1 283,71 	 426,49 	 3 906,77 	 86,75 	 275,76 	 1 683,11 	 165,67 	 196,69 	 15,94 
27.06.2005	 1 662,04 	 1 325,36 	 348,06 	 2 149,00 	 2 592,23 	 32,47 	 15,88 	 1 744,96 	 7 357,95 	 52,51 	 3 723,79 	 750,73 	 171,58 	 325,63 	 644,08 	 74,93 	 3 146,03 	 1 283,71 	 426,49 	 3 906,77 	 86,75 	 275,76 	 1 683,11 	 165,67 	 196,69 	 15,94 
28.06.2005	 1 652,69 	 1 336,03 	 350,80 	 2 149,00 	 2 613,18 	 33,19 	 15,88 	 1 742,27 	 7 358,20 	 52,46 	 3 753,71 	 756,74 	 171,58 	 329,35 	 647,60 	 75,19 	 3 144,18 	 1 283,48 	 426,49 	 3 928,26 	 87,25 	 277,97 	 1 694,66 	 167,02 	 196,68 	 15,94 
29.06.2005	 1 651,72 	 1 329,50 	 349,05 	 2 149,00 	 2 600,40 	 32,86 	 15,90 	 1 741,99 	 7 358,08 	 52,46 	 3 734,79 	 753,04 	 171,41 	 326,81 	 639,53 	 75,18 	 3 155,01 	 1 280,20 	 426,49 	 3 910,21 	 86,61 	 276,70 	 1 683,51 	 166,16 	 195,73 	 15,94 
30.06.2005	 1 638,51 	 1 324,91 	 347,83 	 2 150,00 	 2 591,07 	 32,85 	 15,90 	 1 743,08 	 7 363,01 	 52,49 	 3 722,30 	 750,49 	 171,66 	 327,47 	 638,89 	 74,99 	 3 145,94 	 1 276,08 	 427,73 	 3 902,36 	 86,34 	 274,54 	 1 676,48 	 165,62 	 194,89 	 15,94 
01.07.2005	 1 635,07 	 1 326,58 	 348,16 	 2 149,00 	 2 594,17 	 33,00 	 15,92 	 1 744,53 	 7 358,08 	 52,46 	 3 726,05 	 751,32 	 171,58 	 328,05 	 641,55 	 75,07 	 3 135,69 	 1 275,67 	 426,81 	 3 858,42 	 86,36 	 275,36 	 1 675,18 	 165,82 	 194,47 	 15,94 
02.07.2005	 1 631,74 	 1 327,40 	 348,33 	 2 149,00 	 2 596,10 	 33,00 	 15,89 	 1 746,30 	 7 359,59 	 52,46 	 3 729,28 	 752,00 	 171,44 	 329,70 	 644,18 	 74,93 	 3 130,25 	 1 273,41 	 427,79 	 3 829,41 	 86,49 	 274,01 	 1 672,11 	 165,90 	 193,94 	 15,94 
03.07.2005	 1 631,74 	 1 327,40 	 348,33 	 2 149,00 	 2 596,10 	 33,00 	 15,89 	 1 746,30 	 7 359,59 	 52,46 	 3 729,28 	 752,00 	 171,44 	 329,70 	 644,18 	 74,93 	 3 130,25 	 1 273,41 	 427,79 	 3 829,41 	 86,49 	 274,01 	 1 672,11 	 165,90 	 193,94 	 15,94 
04.07.2005	 1 631,74 	 1 327,40 	 348,33 	 2 149,00 	 2 596,10 	 33,00 	 15,89 	 1 746,30 	 7 359,59 	 52,46 	 3 729,28 	 752,00 	 171,44 	 329,70 	 644,18 	 74,93 	 3 130,25 	 1 273,41 	 427,79 	 3 829,41 	 86,49 	 274,01 	 1 672,11 	 165,90 	 193,94 	 15,94 
05.07.2005	 1 613,79 	 1 310,33 	 343,88 	 2 149,00 	 2 562,79 	 32,77 	 15,83 	 1 727,49 	 7 359,59 	 52,47 	 3 681,69 	 742,29 	 171,58 	 325,19 	 638,50 	 74,62 	 3 129,44 	 1 268,41 	 426,73 	 3 786,43 	 85,62 	 270,51 	 1 655,05 	 163,80 	 192,65 	 15,94 
06.07.2005	 1 604,87 	 1 311,58 	 344,25 	 2 150,00 	 2 565,49 	 32,72 	 15,84 	 1 733,66 	 7 361,50 	 52,49 	 3 687,19 	 743,02 	 171,79 	 324,89 	 638,08 	 74,57 	 3 130,89 	 1 266,38 	 427,44 	 3 784,54 	 85,43 	 271,38 	 1 653,40 	 163,97 	 192,39 	 15,94 
07.07.2005	 1 596,48 	 1 311,02 	 344,05 	 2 150,00 	 2 564,30 	 32,71 	 15,84 	 1 730,31 	 7 361,50 	 52,49 	 3 684,35 	 742,65 	 171,86 	 323,45 	 632,20 	 74,60 	 3 104,66 	 1 267,65 	 427,14 	 3 778,95 	 85,23 	 272,79 	 1 650,04 	 163,89 	 192,42 	 15,94 
08.07.2005	 1 599,49 	 1 313,66 	 344,63 	 2 150,00 	 2 567,74 	 32,73 	 15,84 	 1 742,44 	 7 362,76 	 52,49 	 3 690,04 	 744,50 	 171,86 	 325,00 	 623,44 	 74,57 	 3 105,70 	 1 266,90 	 427,86 	 3 767,12 	 84,89 	 272,95 	 1 653,91 	 164,15 	 191,90 	 15,94 
09.07.2005	 1 587,99 	 1 309,06 	 343,46 	 2 150,00 	 2 560,54 	 32,58 	 15,89 	 1 748,96 	 7 361,50 	 52,49 	 3 678,36 	 741,43 	 172,07 	 325,00 	 626,18 	 74,56 	 3 112,86 	 1 262,85 	 428,48 	 3 736,38 	 84,66 	 271,60 	 1 649,85 	 163,60 	 191,51 	 15,94 
10.07.2005	 1 587,99 	 1 309,06 	 343,46 	 2 150,00 	 2 560,54 	 32,58 	 15,89 	 1 748,96 	 7 361,50 	 52,49 	 3 678,36 	 741,43 	 172,07 	 325,00 	 626,18 	 74,56 	 3 112,86 	 1 262,85 	 428,48 	 3 736,38 	 84,66 	 271,60 	 1 649,85 	 163,60 	 191,51 	 15,94 
11.07.2005	 1 587,99 	 1 309,06 	 343,46 	 2 150,00 	 2 560,54 	 32,58 	 15,89 	 1 748,96 	 7 361,50 	 52,49 	 3 678,36 	 741,43 	 172,07 	 325,00 	 626,18 	 74,56 	 3 112,86 	 1 262,85 	 428,48 	 3 736,38 	 84,66 	 271,60 	 1 649,85 	 163,60 	 191,51 	 15,94 
12.07.2005	 1 599,17 	 1 320,96 	 346,56 	 2 150,00 	 2 583,76 	 32,82 	 15,85 	 1 771,00 	 7 361,50 	 52,50 	 3 711,06 	 748,27 	 172,14 	 326,69 	 631,64 	 74,87 	 3 100,24 	 1 266,57 	 428,29 	 3 750,14 	 85,67 	 273,05 	 1 661,13 	 165,13 	 192,03 	 15,94 
13.07.2005	 1 618,20 	 1 339,27 	 351,28 	 2 150,00 	 2 619,67 	 33,19 	 15,84 	 1 773,42 	 7 361,63 	 52,50 	 3 763,35 	 758,67 	 172,34 	 331,75 	 637,28 	 75,19 	 3 111,63 	 1 274,79 	 428,71 	 3 798,94 	 86,38 	 277,08 	 1 683,70 	 167,41 	 193,70 	 15,94 
14.07.2005	 1 616,37 	 1 339,94 	 351,34 	 2 150,00 	 2 620,42 	 33,19 	 15,83 	 1 785,42 	 7 362,76 	 52,50 	 3 765,65 	 758,99 	 172,34 	 331,97 	 634,17 	 75,26 	 3 135,43 	 1 273,21 	 426,80 	 3 794,21 	 86,66 	 279,27 	 1 681,46 	 167,49 	 193,04 	 15,94 
15.07.2005	 1 618,41 	 1 328,84 	 348,43 	 2 150,00 	 2 599,24 	 33,05 	 15,87 	 1 784,45 	 7 361,63 	 52,50 	 3 734,91 	 752,71 	 172,21 	 328,54 	 626,27 	 75,00 	 3 135,04 	 1 271,14 	 428,97 	 3 787,87 	 85,80 	 277,56 	 1 669,06 	 166,10 	 192,00 	 15,94 
16.07.2005	 1 617,55 	 1 331,48 	 349,11 	 2 150,00 	 2 604,19 	 33,16 	 15,85 	 1 773,93 	 7 363,01 	 52,50 	 3 741,73 	 754,21 	 172,10 	 326,63 	 626,03 	 75,10 	 3 120,70 	 1 275,25 	 428,65 	 3 786,79 	 85,99 	 277,06 	 1 669,64 	 166,43 	 192,23 	 15,94 
17.07.2005	 1 617,55 	 1 331,48 	 349,11 	 2 150,00 	 2 604,19 	 33,16 	 15,85 	 1 773,93 	 7 363,01 	 52,50 	 3 741,73 	 754,21 	 172,10 	 326,63 	 626,03 	 75,10 	 3 120,70 	 1 275,25 	 428,65 	 3 786,79 	 85,99 	 277,06 	 1 669,64 	 166,43 	 192,23 	 15,94 
18.07.2005	 1 617,55 	 1 331,48 	 349,11 	 2 150,00 	 2 604,19 	 33,16 	 15,85 	 1 773,93 	 7 363,01 	 52,50 	 3 741,73 	 754,21 	 172,10 	 326,63 	 626,03 	 75,10 	 3 120,70 	 1 275,25 	 428,65 	 3 786,79 	 85,99 	 277,06 	 1 669,64 	 166,43 	 192,23 	 15,94 
19.07.2005	 1 611,10 	 1 326,96 	 347,90 	 2 150,00 	 2 595,48 	 32,94 	 15,81 	 1 759,55 	 7 361,63 	 52,50 	 3 729,73 	 751,70 	 171,93 	 326,93 	 630,63 	 74,98 	 3 123,54 	 1 272,72 	 429,01 	 3 757,56 	 86,07 	 276,51 	 1 663,31 	 165,90 	 191,58 	 15,94 
20.07.2005	 1 613,15 	 1 318,29 	 345,53 	 2 150,00 	 2 578,39 	 32,89 	 15,79 	 1 761,79 	 7 361,50 	 52,50 	 3 705,30 	 746,79 	 171,79 	 321,37 	 627,11 	 74,85 	 3 115,93 	 1 272,00 	 428,69 	 3 743,36 	 85,54 	 273,76 	 1 649,34 	 164,80 	 190,87 	 15,94 
21.07.2005	 1 617,77 	 1 327,28 	 347,85 	 2 150,00 	 2 596,02 	 33,04 	 15,83 	 1 767,58 	 7 361,63 	 52,50 	 3 730,37 	 751,88 	 171,52 	 325,56 	 627,57 	 74,98 	 3 105,55 	 1 272,49 	 428,88 	 3 727,46 	 85,80 	 275,64 	 1 659,98 	 165,91 	 190,31 	 15,94 
22.07.2005	 1 636,37 	 1 338,27 	 350,70 	 2 150,00 	 2 617,52 	 33,29 	 15,83 	 1 766,64 	 7 361,50 	 52,50 	 3 761,04 	 758,08 	 171,59 	 328,18 	 633,04 	 75,17 	 3 114,62 	 1 279,08 	 428,50 	 3 763,47 	 86,72 	 276,44 	 1 674,98 	 167,30 	 191,24 	 15,94 
23.07.2005	 1 649,68 	 1 337,94 	 350,78 	 2 149,00 	 2 616,94 	 33,36 	 15,83 	 1 768,72 	 7 359,34 	 52,47 	 3 759,29 	 757,97 	 171,51 	 328,45 	 636,78 	 75,19 	 3 122,82 	 1 293,02 	 429,33 	 3 769,02 	 86,63 	 276,30 	 1 674,33 	 167,26 	 193,77 	 15,94 
24.07.2005	 1 649,68 	 1 337,94 	 350,78 	 2 149,00 	 2 616,94 	 33,36 	 15,83 	 1 768,72 	 7 359,34 	 52,47 	 3 759,29 	 757,97 	 171,51 	 328,45 	 636,78 	 75,19 	 3 122,82 	 1 293,02 	 429,33 	 3 769,02 	 86,63 	 276,30 	 1 674,33 	 167,26 	 193,77 	 15,94 
25.07.2005	 1 649,68 	 1 337,94 	 350,78 	 2 149,00 	 2 616,94 	 33,36 	 15,83 	 1 768,72 	 7 359,34 	 52,47 	 3 759,29 	 757,97 	 171,51 	 328,45 	 636,78 	 75,19 	 3 122,82 	 1 293,02 	 429,33 	 3 769,02 	 86,63 	 276,30 	 1 674,33 	 167,26 	 193,77 	 15,94 
26.07.2005	 1 636,68 	 1 326,22 	 347,64 	 2 149,00 	 2 593,52 	 33,11 	 15,82 	 1 765,67 	 7 358,08 	 52,47 	 3 726,70 	 751,24 	 171,51 	 327,13 	 630,95 	 74,90 	 3 127,93 	 1 292,01 	 428,90 	 3 735,50 	 85,82 	 275,08 	 1 659,59 	 165,78 	 192,41 	 15,94 
27.07.2005	 1 631,84 	 1 319,90 	 346,07 	 2 149,00 	 2 581,81 	 33,18 	 15,83 	 1 760,47 	 7 358,20 	 52,46 	 3 707,73 	 747,79 	 171,44 	 327,03 	 627,34 	 74,91 	 3 116,03 	 1 289,18 	 428,84 	 3 734,85 	 85,36 	 274,14 	 1 654,29 	 165,02 	 191,61 	 15,94 
28.07.2005	 1 619,70 	 1 318,73 	 345,65 	 2 149,00 	 2 578,48 	 33,15 	 15,82 	 1 743,89 	 7 357,95 	 52,46 	 3 704,85 	 747,05 	 171,30 	 326,10 	 626,86 	 74,80 	 3 109,80 	 1 287,87 	 428,60 	 3 734,85 	 85,24 	 273,11 	 1 650,73 	 164,84 	 190,90 	 15,94 
29.07.2005	 1 622,28 	 1 324,21 	 347,10 	 2 148,00 	 2 590,17 	 33,23 	 15,82 	 1 739,41 	 7 356,16 	 52,43 	 3 720,45 	 750,05 	 171,16 	 327,13 	 633,75 	 74,89 	 3 104,59 	 1 288,16 	 428,32 	 3 745,36 	 85,90 	 275,62 	 1 655,56 	 165,51 	 190,48 	 15,93 
30.07.2005	 1 632,37 	 1 328,26 	 348,25 	 2 148,00 	 2 598,01 	 33,12 	 15,80 	 1 746,84 	 7 354,53 	 52,43 	 3 732,08 	 752,39 	 170,95 	 328,96 	 637,14 	 75,02 	 3 114,84 	 1 293,63 	 428,79 	 3 766,41 	 86,12 	 276,58 	 1 664,60 	 166,09 	 191,28 	 15,93 
31.07.2005	 1 632,37 	 1 328,26 	 348,25 	 2 148,00 	 2 598,01 	 33,12 	 15,80 	 1 746,84 	 7 354,53 	 52,43 	 3 732,08 	 752,39 	 170,95 	 328,96 	 637,14 	 75,02 	 3 114,84 	 1 293,63 	 428,79 	 3 766,41 	 86,12 	 276,58 	 1 664,60 	 166,09 	 191,28 	 15,93 
01.08.2005	 1 632,37 	 1 328,26 	 348,25 	 2 148,00 	 2 598,01 	 33,12 	 15,80 	 1 746,84 	 7 354,53 	 52,43 	 3 732,08 	 752,39 	 170,95 	 328,96 	 637,14 	 75,02 	 3 114,84 	 1 293,63 	 428,79 	 3 766,41 	 86,12 	 276,58 	 1 664,60 	 166,09 	 191,28 	 15,93 
02.08.2005	 1 634,09 	 1 340,66 	 351,48 	 2 148,00 	 2 622,28 	 33,35 	 15,81 	 1 762,24 	 7 354,65 	 52,45 	 3 768,09 	 759,29 	 170,95 	 333,87 	 645,37 	 75,12 	 3 118,60 	 1 294,56 	 428,52 	 3 795,95 	 86,96 	 278,85 	 1 680,75 	 167,59 	 191,85 	 15,93 
03.08.2005	 1 643,13 	 1 343,33 	 352,19 	 2 149,00 	 2 627,47 	 33,41 	 15,81 	 1 771,42 	 7 359,34 	 52,48 	 3 774,48 	 760,92 	 171,30 	 334,81 	 647,70 	 75,19 	 3 137,02 	 1 298,14 	 428,92 	 3 808,89 	 87,46 	 280,42 	 1 687,54 	 167,92 	 192,98 	 15,94 
04.08.2005	 1 646,24 	 1 345,48 	 352,61 	 2 149,00 	 2 631,45 	 33,70 	 15,83 	 1 771,71 	 7 360,09 	 52,48 	 3 781,12 	 762,08 	 171,37 	 335,03 	 645,26 	 75,13 	 3 138,42 	 1 299,98 	 428,91 	 3 812,43 	 87,78 	 280,64 	 1 690,53 	 168,11 	 192,61 	 15,94 
05.08.2005	 1 657,20 	 1 352,98 	 354,64 	 2 149,00 	 2 645,96 	 33,75 	 15,87 	 1 770,47 	 7 359,59 	 52,48 	 3 802,53 	 766,35 	 171,37 	 336,68 	 649,76 	 75,44 	 3 148,18 	 1 300,97 	 428,91 	 3 812,76 	 88,79 	 282,57 	 1 699,08 	 169,16 	 193,19 	 15,94 
06.08.2005	 1 655,70 	 1 360,64 	 356,67 	 2 149,00 	 2 661,21 	 33,83 	 15,85 	 1 769,53 	 7 359,59 	 52,48 	 3 823,50 	 770,69 	 171,44 	 338,29 	 653,52 	 75,62 	 3 149,90 	 1 301,28 	 426,81 	 3 824,58 	 89,00 	 284,98 	 1 707,25 	 170,07 	 192,90 	 15,94 
07.08.2005	 1 655,70 	 1 360,64 	 356,67 	 2 149,00 	 2 661,21 	 33,83 	 15,85 	 1 769,53 	 7 359,59 	 52,48 	 3 823,50 	 770,69 	 171,44 	 338,29 	 653,52 	 75,62 	 3 149,90 	 1 301,28 	 426,81 	 3 824,58 	 89,00 	 284,98 	 1 707,25 	 170,07 	 192,90 	 15,94 
08.08.2005	 1 655,70 	 1 360,64 	 356,67 	 2 149,00 	 2 661,21 	 33,83 	 15,85 	 1 769,53 	 7 359,59 	 52,48 	 3 823,50 	 770,69 	 171,44 	 338,29 	 653,52 	 75,62 	 3 149,90 	 1 301,28 	 426,81 	 3 824,58 	 89,00 	 284,98 	 1 707,25 	 170,07 	 192,90 	 15,94 
