Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2003 по 31.12.2003																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
19.01.2003	 1 144,44 	 1 054,32 	 277,22 	 1 934,00 	 2 060,68 	 24,48 	 12,45 	 1 263,31 	 6 471,91 	 41,69 	 3 319,89 	 596,88 	 137,95 	 283,20 	 509,15 	 60,77 	 2 636,10 	 1 116,43 	 362,58 	 3 127,08 	 65,54 	 224,74 	 1 412,14 	 131,71 	 164,18 	 11,63 
20.01.2003	 1 144,44 	 1 054,32 	 277,22 	 1 934,00 	 2 060,68 	 24,48 	 12,45 	 1 263,31 	 6 471,91 	 41,69 	 3 319,89 	 596,88 	 137,95 	 283,20 	 509,15 	 60,77 	 2 636,10 	 1 116,43 	 362,58 	 3 127,08 	 65,54 	 224,74 	 1 412,14 	 131,71 	 164,18 	 11,63 
21.01.2003	 1 140,77 	 1 054,04 	 277,18 	 1 934,00 	 2 060,77 	 24,42 	 12,45 	 1 259,44 	 6 470,17 	 41,69 	 3 314,48 	 596,82 	 137,85 	 281,66 	 507,05 	 60,77 	 2 645,54 	 1 116,69 	 362,46 	 3 113,84 	 65,77 	 224,06 	 1 411,42 	 131,68 	 163,70 	 11,61 
22.01.2003	 1 141,56 	 1 055,50 	 277,51 	 1 936,00 	 2 063,10 	 24,42 	 12,47 	 1 259,80 	 6 475,35 	 41,48 	 3 319,90 	 597,49 	 137,99 	 281,29 	 506,74 	 60,88 	 2 648,27 	 1 115,21 	 362,87 	 3 111,54 	 66,17 	 224,59 	 1 411,23 	 131,89 	 162,85 	 11,68 
23.01.2003	 1 138,48 	 1 059,86 	 278,66 	 1 938,00 	 2 072,50 	 24,40 	 12,49 	 1 263,57 	 6 481,17 	 41,52 	 3 330,76 	 600,16 	 137,84 	 279,51 	 501,36 	 60,93 	 2 645,85 	 1 118,10 	 363,21 	 3 120,08 	 66,21 	 224,27 	 1 417,34 	 132,43 	 163,70 	 11,59 
24.01.2003	 1 140,42 	 1 062,85 	 279,46 	 1 938,00 	 2 078,31 	 24,52 	 12,49 	 1 266,75 	 6 486,81 	 41,52 	 3 337,06 	 601,70 	 137,64 	 280,56 	 493,70 	 60,92 	 2 653,32 	 1 118,55 	 363,24 	 3 140,63 	 65,32 	 224,73 	 1 419,57 	 132,83 	 163,83 	 11,63 
25.01.2003	 1 147,59 	 1 068,09 	 281,20 	 1 938,00 	 2 088,87 	 24,55 	 12,50 	 1 273,53 	 6 492,03 	 41,52 	 3 348,02 	 604,77 	 137,64 	 279,99 	 500,08 	 60,94 	 2 659,59 	 1 119,20 	 363,29 	 3 162,53 	 66,46 	 226,12 	 1 425,47 	 133,48 	 164,16 	 11,67 
26.01.2003	 1 147,59 	 1 068,09 	 281,20 	 1 938,00 	 2 088,87 	 24,55 	 12,50 	 1 273,53 	 6 492,03 	 41,52 	 3 348,02 	 604,77 	 137,64 	 279,99 	 500,08 	 60,94 	 2 659,59 	 1 119,20 	 363,29 	 3 162,53 	 66,46 	 226,12 	 1 425,47 	 133,48 	 164,16 	 11,67 
27.01.2003	 1 147,59 	 1 068,09 	 281,20 	 1 938,00 	 2 088,87 	 24,55 	 12,50 	 1 273,53 	 6 492,03 	 41,52 	 3 348,02 	 604,77 	 137,64 	 279,99 	 500,08 	 60,94 	 2 659,59 	 1 119,20 	 363,29 	 3 162,53 	 66,46 	 226,12 	 1 425,47 	 133,48 	 164,16 	 11,67 
28.01.2003	 1 152,66 	 1 079,68 	 283,90 	 1 941,00 	 2 111,52 	 24,78 	 12,52 	 1 278,87 	 6 509,71 	 41,58 	 3 370,08 	 611,64 	 137,76 	 283,37 	 504,42 	 61,04 	 2 667,57 	 1 123,26 	 361,72 	 3 177,32 	 67,07 	 227,97 	 1 439,48 	 134,94 	 164,92 	 11,63 
29.01.2003	 1 141,23 	 1 073,53 	 282,28 	 1 944,00 	 2 099,42 	 24,74 	 12,54 	 1 272,67 	 6 506,24 	 41,63 	 3 360,71 	 608,24 	 137,77 	 280,68 	 505,13 	 61,13 	 2 683,32 	 1 122,27 	 364,28 	 3 176,40 	 67,09 	 227,43 	 1 428,41 	 134,09 	 163,73 	 11,72 
30.01.2003	 1 150,97 	 1 083,71 	 285,04 	 1 947,00 	 2 119,50 	 24,95 	 12,56 	 1 277,89 	 6 522,18 	 41,69 	 3 381,68 	 613,98 	 137,84 	 284,55 	 511,76 	 61,23 	 2 676,83 	 1 126,08 	 364,88 	 3 207,59 	 67,48 	 229,48 	 1 443,02 	 135,47 	 164,93 	 11,74 
31.01.2003	 1 146,31 	 1 072,64 	 282,10 	 1 950,00 	 2 097,42 	 24,98 	 12,59 	 1 278,44 	 6 525,23 	 41,76 	 3 372,83 	 607,49 	 137,81 	 281,90 	 513,70 	 61,28 	 2 690,10 	 1 124,70 	 365,51 	 3 198,59 	 66,87 	 228,29 	 1 427,26 	 134,05 	 163,94 	 11,81 
01.02.2003	 1 151,78 	 1 080,41 	 284,15 	 1 953,00 	 2 112,56 	 25,26 	 12,60 	 1 278,73 	 6 541,40 	 41,82 	 3 380,94 	 611,91 	 137,83 	 283,50 	 512,53 	 61,35 	 2 680,82 	 1 124,84 	 366,02 	 3 231,63 	 66,83 	 229,65 	 1 439,84 	 135,01 	 164,01 	 11,89 
02.02.2003	 1 151,78 	 1 080,41 	 284,15 	 1 953,00 	 2 112,56 	 25,26 	 12,60 	 1 278,73 	 6 541,40 	 41,82 	 3 380,94 	 611,91 	 137,83 	 283,50 	 512,53 	 61,35 	 2 680,82 	 1 124,84 	 366,02 	 3 231,63 	 66,83 	 229,65 	 1 439,84 	 135,01 	 164,01 	 11,89 
03.02.2003	 1 151,78 	 1 080,41 	 284,15 	 1 953,00 	 2 112,56 	 25,26 	 12,60 	 1 278,73 	 6 541,40 	 41,82 	 3 380,94 	 611,91 	 137,83 	 283,50 	 512,53 	 61,35 	 2 680,82 	 1 124,84 	 366,02 	 3 231,63 	 66,83 	 229,65 	 1 439,84 	 135,01 	 164,01 	 11,89 
04.02.2003	 1 138,50 	 1 069,70 	 281,17 	 1 953,00 	 2 091,76 	 25,15 	 12,60 	 1 283,90 	 6 528,06 	 41,82 	 3 363,76 	 605,88 	 137,83 	 279,44 	 510,86 	 61,32 	 2 688,38 	 1 121,22 	 366,04 	 3 206,73 	 66,12 	 226,04 	 1 423,42 	 133,67 	 161,85 	 11,92 
05.02.2003	 1 149,44 	 1 079,92 	 283,95 	 1 954,00 	 2 111,59 	 25,35 	 12,63 	 1 287,56 	 6 538,40 	 41,84 	 3 377,41 	 611,64 	 137,90 	 282,21 	 509,42 	 61,38 	 2 676,47 	 1 123,54 	 366,16 	 3 214,04 	 66,83 	 228,45 	 1 438,62 	 134,97 	 162,60 	 11,92 
06.02.2003	 1 159,82 	 1 092,35 	 287,30 	 1 957,00 	 2 136,36 	 25,87 	 12,65 	 1 292,39 	 6 555,46 	 42,41 	 3 404,96 	 618,83 	 138,11 	 282,98 	 512,44 	 61,47 	 2 689,13 	 1 125,91 	 366,72 	 3 233,26 	 67,11 	 230,73 	 1 456,59 	 136,56 	 164,03 	 11,84 
07.02.2003	 1 155,71 	 1 080,59 	 284,24 	 1 957,00 	 2 113,27 	 25,38 	 12,67 	 1 286,19 	 6 547,34 	 42,41 	 3 389,04 	 612,03 	 138,11 	 281,12 	 507,26 	 61,47 	 2 702,62 	 1 124,32 	 366,73 	 3 217,99 	 66,78 	 229,67 	 1 440,45 	 135,09 	 163,31 	 11,94 
08.02.2003	 1 155,12 	 1 078,62 	 283,69 	 1 957,00 	 2 109,16 	 25,62 	 12,70 	 1 285,89 	 6 539,46 	 42,41 	 3 383,18 	 610,94 	 136,95 	 281,70 	 507,45 	 61,47 	 2 690,09 	 1 122,58 	 366,70 	 3 187,07 	 66,46 	 230,04 	 1 437,12 	 134,82 	 162,91 	 11,98 
09.02.2003	 1 155,12 	 1 078,62 	 283,69 	 1 957,00 	 2 109,16 	 25,62 	 12,70 	 1 285,89 	 6 539,46 	 42,41 	 3 383,18 	 610,94 	 136,95 	 281,70 	 507,45 	 61,47 	 2 690,09 	 1 122,58 	 366,70 	 3 187,07 	 66,46 	 230,04 	 1 437,12 	 134,82 	 162,91 	 11,98 
10.02.2003	 1 155,12 	 1 078,62 	 283,69 	 1 957,00 	 2 109,16 	 25,62 	 12,70 	 1 285,89 	 6 539,46 	 42,41 	 3 383,18 	 610,94 	 136,95 	 281,70 	 507,45 	 61,47 	 2 690,09 	 1 122,58 	 366,70 	 3 187,07 	 66,46 	 230,04 	 1 437,12 	 134,82 	 162,91 	 11,98 
11.02.2003	 1 160,60 	 1 082,53 	 284,70 	 1 957,00 	 2 116,50 	 25,40 	 12,70 	 1 284,46 	 6 542,31 	 42,41 	 3 388,45 	 613,03 	 137,82 	 283,23 	 507,19 	 61,50 	 2 682,60 	 1 115,35 	 366,72 	 3 195,29 	 66,58 	 230,86 	 1 442,84 	 135,25 	 162,45 	 11,94 
12.02.2003	 1 150,81 	 1 070,19 	 281,16 	 1 957,00 	 2 089,68 	 25,31 	 12,71 	 1 277,62 	 6 539,25 	 42,43 	 3 367,46 	 605,33 	 137,82 	 280,09 	 505,78 	 61,57 	 2 686,37 	 1 113,32 	 366,72 	 3 169,07 	 65,76 	 228,05 	 1 423,89 	 133,49 	 160,96 	 11,84 
13.02.2003	 1 157,08 	 1 077,47 	 283,02 	 1 957,00 	 2 103,97 	 25,36 	 12,72 	 1 281,26 	 6 535,64 	 42,43 	 3 378,22 	 609,44 	 137,19 	 282,02 	 507,92 	 61,72 	 2 670,58 	 1 116,66 	 366,80 	 3 166,03 	 66,17 	 229,87 	 1 433,65 	 134,43 	 162,09 	 11,84 
14.02.2003	 1 158,45 	 1 080,56 	 283,89 	 1 957,00 	 2 110,33 	 25,34 	 12,72 	 1 281,35 	 6 544,28 	 42,43 	 3 380,26 	 611,30 	 137,19 	 281,45 	 507,45 	 61,82 	 2 676,30 	 1 115,58 	 366,55 	 3 171,02 	 66,94 	 231,31 	 1 437,39 	 134,87 	 161,91 	 11,84 
15.02.2003	 1 164,12 	 1 084,27 	 284,84 	 1 957,00 	 2 116,98 	 25,30 	 12,75 	 1 291,88 	 6 540,56 	 42,43 	 3 385,52 	 613,23 	 137,19 	 280,65 	 507,59 	 61,85 	 2 678,23 	 1 115,23 	 366,72 	 3 166,43 	 67,53 	 232,03 	 1 441,14 	 135,37 	 162,49 	 11,84 
16.02.2003	 1 164,12 	 1 084,27 	 284,84 	 1 957,00 	 2 116,98 	 25,30 	 12,75 	 1 291,88 	 6 540,56 	 42,43 	 3 385,52 	 613,23 	 137,19 	 280,65 	 507,59 	 61,85 	 2 678,23 	 1 115,23 	 366,72 	 3 166,43 	 67,53 	 232,03 	 1 441,14 	 135,37 	 162,49 	 11,84 
17.02.2003	 1 164,12 	 1 084,27 	 284,84 	 1 957,00 	 2 116,98 	 25,30 	 12,75 	 1 291,88 	 6 540,56 	 42,43 	 3 385,52 	 613,23 	 137,19 	 280,65 	 507,59 	 61,85 	 2 678,23 	 1 115,23 	 366,72 	 3 166,43 	 67,53 	 232,03 	 1 441,14 	 135,37 	 162,49 	 11,84 
18.02.2003	 1 153,55 	 1 071,89 	 281,58 	 1 957,00 	 2 091,94 	 25,06 	 12,77 	 1 284,50 	 6 526,60 	 42,43 	 3 370,65 	 606,16 	 137,82 	 278,64 	 504,99 	 61,85 	 2 681,93 	 1 115,35 	 366,86 	 3 129,24 	 66,61 	 229,57 	 1 420,79 	 133,72 	 162,67 	 11,89 
19.02.2003	 1 158,06 	 1 075,16 	 282,51 	 1 959,00 	 2 099,56 	 24,70 	 12,81 	 1 287,88 	 6 532,61 	 42,51 	 3 381,38 	 608,22 	 137,96 	 278,76 	 507,41 	 62,09 	 2 684,67 	 1 118,85 	 367,13 	 3 131,56 	 66,54 	 230,35 	 1 428,31 	 134,20 	 164,29 	 12,04 
20.02.2003	 1 160,81 	 1 076,53 	 282,86 	 1 961,00 	 2 102,39 	 24,76 	 12,84 	 1 297,04 	 6 539,50 	 42,55 	 3 384,83 	 608,98 	 138,10 	 279,17 	 506,10 	 62,09 	 2 687,41 	 1 120,00 	 367,55 	 3 127,21 	 66,66 	 230,56 	 1 428,10 	 134,39 	 164,87 	 12,05 
21.02.2003	 1 170,83 	 1 081,63 	 284,29 	 1 963,00 	 2 112,68 	 24,87 	 12,88 	 1 301,90 	 6 549,12 	 42,60 	 3 392,97 	 612,01 	 138,24 	 280,01 	 504,39 	 62,22 	 2 682,89 	 1 123,77 	 367,88 	 3 141,59 	 66,71 	 231,81 	 1 437,41 	 135,01 	 165,12 	 12,03 
22.02.2003	 1 176,15 	 1 088,94 	 286,35 	 1 965,00 	 2 128,00 	 25,15 	 12,91 	 1 305,73 	 6 555,24 	 42,64 	 3 405,25 	 616,34 	 138,38 	 282,12 	 506,12 	 62,28 	 2 685,62 	 1 127,17 	 368,25 	 3 133,68 	 66,98 	 233,20 	 1 449,97 	 135,98 	 166,08 	 12,07 
23.02.2003	 1 176,15 	 1 088,94 	 286,35 	 1 965,00 	 2 128,00 	 25,15 	 12,91 	 1 305,73 	 6 555,24 	 42,64 	 3 405,25 	 616,34 	 138,38 	 282,12 	 506,12 	 62,28 	 2 685,62 	 1 127,17 	 368,25 	 3 133,68 	 66,98 	 233,20 	 1 449,97 	 135,98 	 166,08 	 12,07 
24.02.2003	 1 176,15 	 1 088,94 	 286,35 	 1 965,00 	 2 128,00 	 25,15 	 12,91 	 1 305,73 	 6 555,24 	 42,64 	 3 405,25 	 616,34 	 138,38 	 282,12 	 506,12 	 62,28 	 2 685,62 	 1 127,17 	 368,25 	 3 133,68 	 66,98 	 233,20 	 1 449,97 	 135,98 	 166,08 	 12,07 
25.02.2003	 1 182,46 	 1 082,40 	 284,64 	 1 967,00 	 2 115,41 	 25,04 	 12,90 	 1 310,98 	 6 559,95 	 42,68 	 3 395,18 	 612,63 	 138,52 	 279,59 	 505,75 	 62,28 	 2 688,36 	 1 128,97 	 368,65 	 3 106,97 	 66,67 	 231,77 	 1 440,66 	 135,19 	 166,24 	 12,15 
26.02.2003	 1 195,84 	 1 087,76 	 286,04 	 1 967,00 	 2 125,64 	 25,10 	 12,89 	 1 319,43 	 6 564,33 	 42,65 	 3 406,36 	 615,49 	 138,28 	 278,68 	 507,48 	 62,27 	 2 688,36 	 1 133,72 	 368,65 	 3 119,07 	 67,34 	 233,16 	 1 450,54 	 135,80 	 167,65 	 12,12 
27.02.2003	 1 193,90 	 1 085,93 	 285,64 	 1 969,00 	 2 121,70 	 25,11 	 12,91 	 1 321,79 	 6 570,56 	 42,70 	 3 404,51 	 614,67 	 138,42 	 278,07 	 507,25 	 62,30 	 2 691,09 	 1 136,11 	 368,90 	 3 100,88 	 67,17 	 232,76 	 1 448,81 	 135,66 	 168,05 	 12,17 
28.02.2003	 1 196,31 	 1 089,41 	 286,53 	 1 972,00 	 2 128,38 	 25,34 	 12,99 	 1 322,34 	 6 582,55 	 42,76 	 3 416,20 	 616,39 	 137,90 	 275,95 	 507,38 	 62,45 	 2 695,19 	 1 137,32 	 369,62 	 3 117,83 	 67,20 	 234,03 	 1 455,19 	 136,03 	 168,63 	 12,23 
01.03.2003	 1 194,38 	 1 087,38 	 285,94 	 1 975,00 	 2 123,72 	 25,33 	 13,02 	 1 322,09 	 6 588,27 	 42,83 	 3 413,12 	 615,05 	 137,92 	 273,96 	 504,60 	 62,55 	 2 699,29 	 1 136,53 	 370,14 	 3 117,04 	 67,10 	 232,66 	 1 451,78 	 135,75 	 167,81 	 12,33 
02.03.2003	 1 194,38 	 1 087,38 	 285,94 	 1 975,00 	 2 123,72 	 25,33 	 13,02 	 1 322,09 	 6 588,27 	 42,83 	 3 413,12 	 615,05 	 137,92 	 273,96 	 504,60 	 62,55 	 2 699,29 	 1 136,53 	 370,14 	 3 117,04 	 67,10 	 232,66 	 1 451,78 	 135,75 	 167,81 	 12,33 
03.03.2003	 1 194,38 	 1 087,38 	 285,94 	 1 975,00 	 2 123,72 	 25,33 	 13,02 	 1 322,09 	 6 588,27 	 42,83 	 3 413,12 	 615,05 	 137,92 	 273,96 	 504,60 	 62,55 	 2 699,29 	 1 136,53 	 370,14 	 3 117,04 	 67,10 	 232,66 	 1 451,78 	 135,75 	 167,81 	 12,33 
04.03.2003	 1 208,23 	 1 092,68 	 287,33 	 1 976,00 	 2 134,48 	 25,50 	 13,06 	 1 331,99 	 6 593,15 	 42,85 	 3 417,80 	 618,19 	 137,99 	 277,27 	 499,18 	 62,54 	 2 700,66 	 1 137,33 	 370,37 	 3 111,21 	 67,02 	 232,74 	 1 460,03 	 136,39 	 167,54 	 11,98 
05.03.2003	 1 215,56 	 1 103,95 	 290,35 	 1 977,00 	 2 157,01 	 25,66 	 13,07 	 1 329,21 	 6 608,17 	 42,75 	 3 433,78 	 624,61 	 137,96 	 277,48 	 500,62 	 62,60 	 2 702,03 	 1 139,58 	 370,57 	 3 129,39 	 67,69 	 234,28 	 1 477,41 	 137,85 	 168,14 	 12,03 
06.03.2003	 1 219,73 	 1 110,46 	 292,13 	 1 978,00 	 2 169,47 	 25,74 	 13,08 	 1 344,30 	 6 612,51 	 42,78 	 3 443,89 	 628,29 	 137,98 	 278,34 	 503,10 	 62,61 	 2 703,39 	 1 141,24 	 370,81 	 3 147,49 	 68,24 	 235,75 	 1 486,83 	 138,67 	 168,40 	 12,23 
07.03.2003	 1 215,20 	 1 110,36 	 291,91 	 1 979,00 	 2 168,19 	 25,79 	 13,08 	 1 345,25 	 6 623,16 	 42,80 	 3 450,44 	 627,79 	 138,10 	 281,09 	 506,54 	 62,65 	 2 704,76 	 1 141,09 	 371,12 	 3 176,29 	 68,08 	 236,35 	 1 485,40 	 138,55 	 168,60 	 12,30 
08.03.2003	 1 219,78 	 1 117,67 	 293,77 	 1 980,00 	 2 181,47 	 25,76 	 13,07 	 1 346,25 	 6 630,94 	 42,82 	 3 457,61 	 631,66 	 138,17 	 277,19 	 508,12 	 62,73 	 2 706,13 	 1 140,62 	 371,27 	 3 177,21 	 68,62 	 236,29 	 1 488,44 	 139,42 	 168,83 	 12,29 
09.03.2003	 1 219,78 	 1 117,67 	 293,77 	 1 980,00 	 2 181,47 	 25,76 	 13,07 	 1 346,25 	 6 630,94 	 42,82 	 3 457,61 	 631,66 	 138,17 	 277,19 	 508,12 	 62,73 	 2 706,13 	 1 140,62 	 371,27 	 3 177,21 	 68,62 	 236,29 	 1 488,44 	 139,42 	 168,83 	 12,29 
10.03.2003	 1 219,78 	 1 117,67 	 293,77 	 1 980,00 	 2 181,47 	 25,76 	 13,07 	 1 346,25 	 6 630,94 	 42,82 	 3 457,61 	 631,66 	 138,17 	 277,19 	 508,12 	 62,73 	 2 706,13 	 1 140,62 	 371,27 	 3 177,21 	 68,62 	 236,29 	 1 488,44 	 139,42 	 168,83 	 12,29 
11.03.2003	 1 218,41 	 1 119,59 	 294,14 	 1 981,00 	 2 184,15 	 25,81 	 13,07 	 1 353,00 	 6 633,40 	 42,84 	 3 461,77 	 632,48 	 138,24 	 274,62 	 505,16 	 62,73 	 2 707,49 	 1 140,87 	 371,34 	 3 160,98 	 68,80 	 236,65 	 1 486,46 	 139,61 	 169,88 	 12,32 
12.03.2003	 1 211,70 	 1 119,39 	 294,14 	 1 982,00 	 2 184,06 	 25,64 	 13,09 	 1 352,21 	 6 636,64 	 43,15 	 3 455,07 	 632,48 	 138,12 	 276,80 	 501,42 	 62,90 	 2 708,86 	 1 141,11 	 371,63 	 3 168,62 	 68,80 	 236,18 	 1 489,05 	 139,59 	 169,14 	 12,30 
