Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2003 по 31.12.2003																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
13.03.2003	 1 194,06 	 1 120,28 	 294,26 	 1 983,00 	 2 185,76 	 25,68 	 13,11 	 1 346,00 	 6 640,44 	 43,18 	 3 455,61 	 632,94 	 137,90 	 276,71 	 500,15 	 63,07 	 2 710,23 	 1 135,41 	 371,78 	 3 196,79 	 69,10 	 235,05 	 1 488,40 	 139,70 	 168,84 	 12,23 
14.03.2003	 1 177,60 	 1 110,64 	 291,69 	 1 984,00 	 2 166,63 	 25,66 	 13,13 	 1 341,08 	 6 628,69 	 43,20 	 3 440,56 	 627,30 	 137,92 	 276,48 	 491,06 	 63,22 	 2 711,59 	 1 134,17 	 371,87 	 3 185,61 	 68,61 	 233,62 	 1 475,59 	 138,43 	 168,04 	 12,19 
15.03.2003	 1 183,36 	 1 097,97 	 288,22 	 1 986,00 	 2 140,61 	 25,44 	 13,16 	 1 338,64 	 6 632,49 	 43,24 	 3 428,28 	 620,04 	 138,06 	 274,76 	 497,56 	 63,28 	 2 714,33 	 1 133,24 	 372,35 	 3 172,73 	 67,75 	 232,23 	 1 458,74 	 136,86 	 167,60 	 12,06 
16.03.2003	 1 183,36 	 1 097,97 	 288,22 	 1 986,00 	 2 140,61 	 25,44 	 13,16 	 1 338,64 	 6 632,49 	 43,24 	 3 428,28 	 620,04 	 138,06 	 274,76 	 497,56 	 63,28 	 2 714,33 	 1 133,24 	 372,35 	 3 172,73 	 67,75 	 232,23 	 1 458,74 	 136,86 	 167,60 	 12,06 
17.03.2003	 1 183,36 	 1 097,97 	 288,22 	 1 986,00 	 2 140,61 	 25,44 	 13,16 	 1 338,64 	 6 632,49 	 43,24 	 3 428,28 	 620,04 	 138,06 	 274,76 	 497,56 	 63,28 	 2 714,33 	 1 133,24 	 372,35 	 3 172,73 	 67,75 	 232,23 	 1 458,74 	 136,86 	 167,60 	 12,06 
18.03.2003	 1 192,89 	 1 101,74 	 289,08 	 1 986,00 	 2 146,87 	 25,42 	 13,15 	 1 351,94 	 6 620,11 	 43,24 	 3 430,35 	 622,02 	 138,06 	 274,66 	 493,69 	 63,27 	 2 714,33 	 1 132,01 	 372,27 	 3 138,97 	 67,70 	 232,88 	 1 464,28 	 137,23 	 168,66 	 11,82 
19.03.2003	 1 174,02 	 1 081,24 	 283,81 	 1 987,00 	 2 108,31 	 25,03 	 13,16 	 1 339,49 	 6 612,64 	 43,63 	 3 407,36 	 610,64 	 137,75 	 268,36 	 488,27 	 63,26 	 2 715,69 	 1 124,12 	 372,22 	 3 117,40 	 66,77 	 228,87 	 1 433,67 	 134,73 	 167,48 	 12,06 
20.03.2003	 1 180,97 	 1 085,00 	 284,76 	 1 988,00 	 2 115,53 	 24,97 	 13,11 	 1 343,83 	 6 615,64 	 43,66 	 3 410,83 	 612,71 	 137,29 	 267,75 	 487,88 	 63,32 	 2 717,06 	 1 125,07 	 372,62 	 3 098,70 	 67,00 	 229,70 	 1 437,71 	 135,17 	 167,45 	 11,76 
21.03.2003	 1 181,17 	 1 081,92 	 283,92 	 1 989,00 	 2 108,94 	 24,88 	 13,09 	 1 343,37 	 6 615,34 	 43,68 	 3 407,86 	 610,86 	 137,36 	 267,33 	 489,09 	 63,38 	 2 718,43 	 1 124,94 	 372,75 	 3 112,09 	 66,60 	 229,57 	 1 433,77 	 134,82 	 165,64 	 11,61 
22.03.2003	 1 176,89 	 1 080,79 	 283,96 	 1 990,00 	 2 109,30 	 24,85 	 13,06 	 1 341,20 	 6 612,83 	 43,70 	 3 406,66 	 610,86 	 137,43 	 268,21 	 489,10 	 63,41 	 2 719,79 	 1 126,52 	 372,91 	 3 110,67 	 66,60 	 230,11 	 1 431,35 	 134,78 	 165,32 	 11,54 
23.03.2003	 1 176,89 	 1 080,79 	 283,96 	 1 990,00 	 2 109,30 	 24,85 	 13,06 	 1 341,20 	 6 612,83 	 43,70 	 3 406,66 	 610,86 	 137,43 	 268,21 	 489,10 	 63,41 	 2 719,79 	 1 126,52 	 372,91 	 3 110,67 	 66,60 	 230,11 	 1 431,35 	 134,78 	 165,32 	 11,54 
24.03.2003	 1 176,89 	 1 080,79 	 283,96 	 1 990,00 	 2 109,30 	 24,85 	 13,06 	 1 341,20 	 6 612,83 	 43,70 	 3 406,66 	 610,86 	 137,43 	 268,21 	 489,10 	 63,41 	 2 719,79 	 1 126,52 	 372,91 	 3 110,67 	 66,60 	 230,11 	 1 431,35 	 134,78 	 165,32 	 11,54 
25.03.2003	 1 181,06 	 1 083,80 	 284,79 	 1 991,00 	 2 115,94 	 24,99 	 13,08 	 1 339,52 	 6 615,72 	 43,72 	 3 414,22 	 612,79 	 137,50 	 268,60 	 488,17 	 63,45 	 2 721,16 	 1 127,76 	 369,05 	 3 128,56 	 66,71 	 230,13 	 1 435,06 	 135,20 	 164,99 	 11,36 
26.03.2003	 1 189,82 	 1 093,78 	 287,29 	 1 992,00 	 2 133,73 	 25,45 	 13,08 	 1 349,87 	 6 632,48 	 44,95 	 3 429,46 	 618,08 	 137,57 	 272,13 	 490,73 	 63,48 	 2 722,53 	 1 129,86 	 373,44 	 3 141,68 	 67,12 	 230,97 	 1 448,99 	 136,40 	 166,49 	 11,38 
27.03.2003	 1 191,32 	 1 088,31 	 285,65 	 1 994,00 	 2 121,32 	 25,33 	 13,10 	 1 350,54 	 6 634,94 	 44,99 	 3 417,60 	 614,46 	 137,71 	 272,36 	 490,83 	 63,54 	 2 725,26 	 1 126,59 	 373,86 	 3 133,07 	 66,74 	 229,87 	 1 438,21 	 135,58 	 165,57 	 11,74 
28.03.2003	 1 200,09 	 1 099,42 	 288,53 	 1 995,00 	 2 142,53 	 25,35 	 13,14 	 1 363,54 	 6 648,23 	 45,01 	 3 434,03 	 620,49 	 137,35 	 272,68 	 491,96 	 63,57 	 2 726,63 	 1 129,51 	 373,87 	 3 147,41 	 67,32 	 231,62 	 1 448,07 	 136,94 	 166,56 	 11,66 
29.03.2003	 1 198,50 	 1 098,15 	 288,32 	 1 996,00 	 2 141,31 	 25,64 	 13,13 	 1 363,62 	 6 646,47 	 45,04 	 3 429,55 	 620,09 	 137,42 	 272,20 	 489,01 	 63,61 	 2 727,99 	 1 127,72 	 374,03 	 3 118,85 	 67,19 	 231,82 	 1 449,26 	 136,85 	 166,18 	 11,59 
30.03.2003	 1 198,50 	 1 098,15 	 288,32 	 1 996,00 	 2 141,31 	 25,64 	 13,13 	 1 363,62 	 6 646,47 	 45,04 	 3 429,55 	 620,09 	 137,42 	 272,20 	 489,01 	 63,61 	 2 727,99 	 1 127,72 	 374,03 	 3 118,85 	 67,19 	 231,82 	 1 449,26 	 136,85 	 166,18 	 11,59 
31.03.2003	 1 198,50 	 1 098,15 	 288,32 	 1 996,00 	 2 141,31 	 25,64 	 13,13 	 1 363,62 	 6 646,47 	 45,04 	 3 429,55 	 620,09 	 137,42 	 272,20 	 489,01 	 63,61 	 2 727,99 	 1 127,72 	 374,03 	 3 118,85 	 67,19 	 231,82 	 1 449,26 	 136,85 	 166,18 	 11,59 
01.04.2003	 1 206,49 	 1 113,12 	 292,40 	 1 997,00 	 2 171,54 	 26,07 	 13,15 	 1 361,37 	 6 660,00 	 45,06 	 3 456,81 	 628,80 	 137,49 	 274,91 	 493,42 	 63,64 	 2 729,36 	 1 132,47 	 374,30 	 3 147,67 	 67,98 	 235,02 	 1 470,49 	 138,77 	 167,99 	 11,70 
02.04.2003	 1 205,89 	 1 118,01 	 293,40 	 1 998,00 	 2 179,02 	 26,02 	 13,14 	 1 364,10 	 6 672,68 	 43,83 	 3 463,64 	 631,13 	 137,56 	 275,69 	 489,47 	 63,80 	 2 730,73 	 1 130,25 	 374,37 	 3 159,14 	 68,02 	 236,13 	 1 476,17 	 139,28 	 169,44 	 11,73 
03.04.2003	 1 203,30 	 1 110,83 	 291,72 	 2 000,00 	 2 166,70 	 25,89 	 13,15 	 1 354,23 	 6 672,78 	 43,87 	 3 452,74 	 627,64 	 136,75 	 275,94 	 490,95 	 63,93 	 2 733,46 	 1 130,45 	 375,01 	 3 142,80 	 67,68 	 234,63 	 1 462,31 	 138,48 	 168,31 	 11,79 
04.04.2003	 1 201,70 	 1 105,99 	 290,43 	 2 002,00 	 2 157,15 	 25,81 	 13,15 	 1 360,98 	 6 675,11 	 43,91 	 3 448,75 	 624,36 	 136,38 	 275,30 	 492,92 	 63,98 	 2 736,19 	 1 130,43 	 375,20 	 3 136,23 	 67,56 	 233,53 	 1 454,10 	 137,85 	 168,34 	 11,93 
05.04.2003	 1 203,80 	 1 103,70 	 289,75 	 2 003,00 	 2 151,52 	 25,66 	 13,15 	 1 355,58 	 6 671,33 	 43,94 	 3 442,47 	 623,33 	 135,61 	 276,91 	 492,68 	 64,03 	 2 737,56 	 1 125,79 	 375,43 	 3 139,70 	 67,55 	 234,09 	 1 449,09 	 137,53 	 167,03 	 12,10 
06.04.2003	 1 203,80 	 1 103,70 	 289,75 	 2 003,00 	 2 151,52 	 25,66 	 13,15 	 1 355,58 	 6 671,33 	 43,94 	 3 442,47 	 623,33 	 135,61 	 276,91 	 492,68 	 64,03 	 2 737,56 	 1 125,79 	 375,43 	 3 139,70 	 67,55 	 234,09 	 1 449,09 	 137,53 	 167,03 	 12,10 
07.04.2003	 1 203,80 	 1 103,70 	 289,75 	 2 003,00 	 2 151,52 	 25,66 	 13,15 	 1 355,58 	 6 671,33 	 43,94 	 3 442,47 	 623,33 	 135,61 	 276,91 	 492,68 	 64,03 	 2 737,56 	 1 125,79 	 375,43 	 3 139,70 	 67,55 	 234,09 	 1 449,09 	 137,53 	 167,03 	 12,10 
08.04.2003	 1 191,08 	 1 089,25 	 285,79 	 2 004,00 	 2 122,24 	 25,38 	 13,16 	 1 345,69 	 6 659,58 	 43,96 	 3 425,93 	 614,82 	 136,10 	 272,94 	 490,22 	 64,07 	 2 738,93 	 1 124,39 	 370,43 	 3 105,60 	 67,06 	 231,20 	 1 427,76 	 135,67 	 165,99 	 12,17 
09.04.2003	 1 201,50 	 1 100,44 	 288,79 	 2 005,00 	 2 144,95 	 25,52 	 13,16 	 1 356,65 	 6 669,77 	 43,98 	 3 440,58 	 621,10 	 135,93 	 276,34 	 494,09 	 64,10 	 2 740,29 	 1 125,36 	 375,99 	 3 113,87 	 67,81 	 233,75 	 1 443,85 	 137,07 	 167,66 	 12,25 
10.04.2003	 1 211,52 	 1 108,38 	 290,64 	 2 006,00 	 2 158,46 	 25,67 	 13,17 	 1 366,21 	 6 680,21 	 44,86 	 3 449,40 	 625,12 	 136,00 	 276,71 	 502,35 	 64,12 	 2 741,66 	 1 125,45 	 376,11 	 3 114,62 	 68,70 	 235,99 	 1 451,41 	 137,91 	 167,44 	 12,17 
11.04.2003	 1 215,74 	 1 110,87 	 291,15 	 2 007,00 	 2 162,04 	 25,83 	 13,18 	 1 370,57 	 6 682,20 	 44,88 	 3 453,50 	 626,11 	 136,07 	 276,42 	 508,36 	 64,16 	 2 743,03 	 1 128,92 	 376,34 	 3 144,07 	 68,89 	 236,50 	 1 451,46 	 138,21 	 167,49 	 12,15 
12.04.2003	 1 217,55 	 1 109,82 	 290,91 	 2 009,00 	 2 160,58 	 25,85 	 13,22 	 1 381,52 	 6 687,75 	 44,92 	 3 453,97 	 625,62 	 135,74 	 273,20 	 505,91 	 64,22 	 2 745,76 	 1 130,62 	 376,76 	 3 151,42 	 68,74 	 236,73 	 1 442,00 	 138,05 	 167,44 	 12,21 
13.04.2003	 1 217,55 	 1 109,82 	 290,91 	 2 009,00 	 2 160,58 	 25,85 	 13,22 	 1 381,52 	 6 687,75 	 44,92 	 3 453,97 	 625,62 	 135,74 	 273,20 	 505,91 	 64,22 	 2 745,76 	 1 130,62 	 376,76 	 3 151,42 	 68,74 	 236,73 	 1 442,00 	 138,05 	 167,44 	 12,21 
14.04.2003	 1 217,55 	 1 109,82 	 290,91 	 2 009,00 	 2 160,58 	 25,85 	 13,22 	 1 381,52 	 6 687,75 	 44,92 	 3 453,97 	 625,62 	 135,74 	 273,20 	 505,91 	 64,22 	 2 745,76 	 1 130,62 	 376,76 	 3 151,42 	 68,74 	 236,73 	 1 442,00 	 138,05 	 167,44 	 12,21 
15.04.2003	 1 213,74 	 1 109,91 	 290,88 	 2 010,00 	 2 160,45 	 25,84 	 13,23 	 1 383,54 	 6 690,30 	 44,94 	 3 455,69 	 625,66 	 135,99 	 274,19 	 509,66 	 64,35 	 2 747,13 	 1 129,15 	 376,88 	 3 167,66 	 68,35 	 236,89 	 1 444,02 	 138,08 	 166,63 	 12,29 
16.04.2003	 1 214,54 	 1 110,07 	 290,87 	 2 011,00 	 2 159,91 	 25,95 	 13,24 	 1 381,18 	 6 693,29 	 44,97 	 3 456,22 	 625,55 	 136,15 	 275,44 	 508,70 	 64,48 	 2 748,49 	 1 130,12 	 377,07 	 3 153,25 	 68,47 	 236,97 	 1 441,32 	 138,08 	 166,82 	 12,41 
17.04.2003	 1 225,61 	 1 120,67 	 293,86 	 2 012,00 	 2 181,71 	 26,21 	 13,26 	 1 389,21 	 6 702,76 	 44,99 	 3 471,66 	 631,77 	 136,41 	 277,84 	 509,69 	 64,50 	 2 749,86 	 1 131,70 	 377,27 	 3 168,70 	 69,42 	 238,32 	 1 451,03 	 139,43 	 167,31 	 12,45 
18.04.2003	 1 235,48 	 1 128,24 	 295,87 	 2 013,00 	 2 197,29 	 26,50 	 13,28 	 1 385,50 	 6 718,06 	 45,22 	 3 487,83 	 636,27 	 136,85 	 280,09 	 514,31 	 64,55 	 2 751,23 	 1 138,06 	 377,46 	 3 180,14 	 69,58 	 239,67 	 1 465,81 	 140,40 	 168,69 	 12,51 
19.04.2003	 1 237,91 	 1 126,37 	 295,37 	 2 014,00 	 2 193,15 	 26,45 	 13,27 	 1 390,02 	 6 717,36 	 45,24 	 3 479,31 	 635,07 	 137,47 	 279,48 	 514,56 	 64,57 	 2 752,59 	 1 139,88 	 377,74 	 3 173,36 	 69,22 	 239,69 	 1 459,58 	 140,21 	 168,33 	 12,56 
20.04.2003	 1 237,91 	 1 126,37 	 295,37 	 2 014,00 	 2 193,15 	 26,45 	 13,27 	 1 390,02 	 6 717,36 	 45,24 	 3 479,31 	 635,07 	 137,47 	 279,48 	 514,56 	 64,57 	 2 752,59 	 1 139,88 	 377,74 	 3 173,36 	 69,22 	 239,69 	 1 459,58 	 140,21 	 168,33 	 12,56 
21.04.2003	 1 237,91 	 1 126,37 	 295,37 	 2 014,00 	 2 193,15 	 26,45 	 13,27 	 1 390,02 	 6 717,36 	 45,24 	 3 479,31 	 635,07 	 137,47 	 279,48 	 514,56 	 64,57 	 2 752,59 	 1 139,88 	 377,74 	 3 173,36 	 69,22 	 239,69 	 1 459,58 	 140,21 	 168,33 	 12,56 
22.04.2003	 1 240,13 	 1 128,47 	 295,71 	 2 015,00 	 2 195,34 	 26,47 	 13,24 	 1 389,56 	 6 720,25 	 45,27 	 3 478,64 	 636,10 	 138,97 	 279,30 	 516,07 	 64,78 	 2 753,96 	 1 138,77 	 377,84 	 3 169,90 	 69,30 	 240,13 	 1 461,42 	 140,37 	 167,81 	 12,60 
23.04.2003	 1 244,58 	 1 132,65 	 296,94 	 2 016,00 	 2 205,20 	 26,53 	 13,25 	 1 386,14 	 6 724,03 	 45,47 	 3 483,97 	 638,55 	 139,52 	 280,90 	 515,90 	 64,82 	 2 755,33 	 1 134,88 	 377,79 	 3 166,93 	 69,63 	 240,66 	 1 464,53 	 140,91 	 167,58 	 12,62 
24.04.2003	 1 251,04 	 1 136,56 	 298,03 	 2 017,00 	 2 212,75 	 26,64 	 13,27 	 1 394,26 	 6 727,71 	 45,49 	 3 489,92 	 640,89 	 141,05 	 281,39 	 518,71 	 64,85 	 2 756,69 	 1 135,03 	 378,10 	 3 172,44 	 69,76 	 242,49 	 1 469,63 	 141,41 	 168,08 	 12,56 
25.04.2003	 1 246,22 	 1 142,50 	 299,43 	 2 018,00 	 2 223,33 	 26,65 	 13,28 	 1 379,69 	 6 735,20 	 45,51 	 3 504,38 	 643,87 	 141,12 	 283,62 	 517,83 	 64,88 	 2 758,06 	 1 135,05 	 378,51 	 3 212,66 	 70,13 	 243,75 	 1 476,82 	 142,10 	 168,16 	 12,63 
26.04.2003	 1 247,84 	 1 142,61 	 299,48 	 2 019,00 	 2 223,52 	 26,66 	 13,29 	 1 385,53 	 6 735,05 	 45,53 	 3 503,08 	 643,94 	 141,19 	 284,21 	 518,46 	 64,92 	 2 759,43 	 1 131,41 	 378,61 	 3 210,71 	 70,43 	 244,17 	 1 481,02 	 142,13 	 167,50 	 12,66 
27.04.2003	 1 247,84 	 1 142,61 	 299,48 	 2 019,00 	 2 223,52 	 26,66 	 13,29 	 1 385,53 	 6 735,05 	 45,53 	 3 503,08 	 643,94 	 141,19 	 284,21 	 518,46 	 64,92 	 2 759,43 	 1 131,41 	 378,61 	 3 210,71 	 70,43 	 244,17 	 1 481,02 	 142,13 	 167,50 	 12,66 
28.04.2003	 1 247,84 	 1 142,61 	 299,48 	 2 019,00 	 2 223,52 	 26,66 	 13,29 	 1 385,53 	 6 735,05 	 45,53 	 3 503,08 	 643,94 	 141,19 	 284,21 	 518,46 	 64,92 	 2 759,43 	 1 131,41 	 378,61 	 3 210,71 	 70,43 	 244,17 	 1 481,02 	 142,13 	 167,50 	 12,66 
29.04.2003	 1 251,29 	 1 151,88 	 300,32 	 2 020,00 	 2 229,78 	 26,83 	 13,30 	 1 397,73 	 6 744,91 	 45,56 	 3 512,13 	 645,61 	 141,26 	 285,66 	 521,26 	 64,95 	 2 760,79 	 1 136,33 	 369,62 	 3 223,41 	 70,68 	 244,20 	 1 483,33 	 142,50 	 168,04 	 12,69 
30.04.2003	 1 251,71 	 1 139,65 	 298,77 	 2 021,00 	 2 218,05 	 26,73 	 13,31 	 1 393,65 	 6 743,07 	 45,67 	 3 508,38 	 642,36 	 141,33 	 286,12 	 518,87 	 64,98 	 2 762,16 	 1 137,95 	 378,97 	 3 214,10 	 70,41 	 242,45 	 1 473,35 	 141,76 	 168,24 	 12,71 
01.05.2003	 1 262,23 	 1 155,30 	 302,88 	 2 022,00 	 2 248,46 	 26,89 	 13,32 	 1 403,78 	 6 757,23 	 45,69 	 3 529,72 	 651,21 	 141,40 	 286,98 	 528,77 	 65,01 	 2 763,53 	 1 139,67 	 379,18 	 3 226,00 	 71,36 	 246,78 	 1 486,05 	 143,72 	 169,30 	 0,00 
02.05.2003	 1 262,23 	 1 155,30 	 302,88 	 2 022,00 	 2 248,46 	 26,89 	 13,32 	 1 403,78 	 6 757,23 	 45,69 	 3 529,72 	 651,21 	 141,40 	 286,98 	 528,77 	 65,01 	 2 763,53 	 1 139,67 	 379,18 	 3 226,00 	 71,36 	 246,78 	 1 486,05 	 143,72 	 169,30 	 0,00 
03.05.2003	 1 278,23 	 1 165,96 	 305,66 	 2 023,00 	 2 269,40 	 27,07 	 13,33 	 1 424,95 	 6 773,82 	 45,71 	 3 547,57 	 657,15 	 141,47 	 289,87 	 535,26 	 65,01 	 2 764,89 	 1 143,10 	 379,41 	 3 256,12 	 72,26 	 248,90 	 1 502,02 	 145,05 	 170,20 	 0,00 
04.05.2003	 1 278,23 	 1 165,96 	 305,66 	 2 023,00 	 2 269,40 	 27,07 	 13,33 	 1 424,95 	 6 773,82 	 45,71 	 3 547,57 	 657,15 	 141,47 	 289,87 	 535,26 	 65,01 	 2 764,89 	 1 143,10 	 379,41 	 3 256,12 	 72,26 	 248,90 	 1 502,02 	 145,05 	 170,20 	 13,07 
05.05.2003	 1 278,23 	 1 165,96 	 305,66 	 2 023,00 	 2 269,40 	 27,07 	 13,33 	 1 424,95 	 6 773,82 	 45,71 	 3 547,57 	 657,15 	 141,47 	 289,87 	 535,26 	 65,01 	 2 764,89 	 1 143,10 	 379,41 	 3 256,12 	 72,26 	 248,90 	 1 502,02 	 145,05 	 170,20 	 13,07 
06.05.2003	 1 278,23 	 1 165,96 	 305,66 	 2 023,00 	 2 269,40 	 27,07 	 13,33 	 1 424,95 	 6 773,82 	 45,71 	 3 547,57 	 657,15 	 141,47 	 289,87 	 535,26 	 65,01 	 2 764,89 	 1 143,10 	 379,41 	 3 256,12 	 72,26 	 248,90 	 1 502,02 	 145,05 	 170,20 	 13,07 
07.05.2003	 1 278,23 	 1 165,96 	 305,66 	 2 023,00 	 2 269,40 	 27,07 	 13,33 	 1 424,95 	 6 773,82 	 45,71 	 3 547,57 	 657,15 	 141,47 	 289,87 	 535,26 	 65,01 	 2 764,89 	 1 143,10 	 379,41 	 3 256,12 	 72,26 	 248,90 	 1 502,02 	 145,05 	 170,20 	 13,07 
08.05.2003	 1 296,30 	 1 185,01 	 310,64 	 2 025,00 	 2 306,88 	 27,56 	 13,38 	 1 453,33 	 6 786,08 	 46,00 	 3 574,27 	 668,01 	 141,61 	 293,35 	 535,71 	 65,11 	 2 767,63 	 1 161,32 	 379,83 	 3 264,10 	 73,53 	 253,78 	 1 522,50 	 147,42 	 172,21 	 13,20 
09.05.2003	 1 287,02 	 1 179,69 	 309,19 	 2 026,00 	 2 295,96 	 27,49 	 13,40 	 1 443,17 	 6 778,64 	 46,02 	 3 570,36 	 664,81 	 142,08 	 292,30 	 535,16 	 65,14 	 2 768,99 	 1 166,18 	 379,37 	 3 229,75 	 73,33 	 251,99 	 1 526,81 	 146,73 	 174,04 	 13,35 
10.05.2003	 1 287,02 	 1 179,69 	 309,19 	 2 026,00 	 2 295,96 	 27,49 	 13,40 	 1 443,17 	 6 778,64 	 46,02 	 3 570,36 	 664,81 	 142,08 	 292,30 	 535,16 	 65,14 	 2 768,99 	 1 166,18 	 379,37 	 3 229,75 	 73,33 	 251,99 	 1 526,81 	 146,73 	 174,04 	 13,35 
11.05.2003	 1 287,02 	 1 179,69 	 309,19 	 2 026,00 	 2 295,96 	 27,49 	 13,40 	 1 443,17 	 6 778,64 	 46,02 	 3 570,36 	 664,81 	 142,08 	 292,30 	 535,16 	 65,14 	 2 768,99 	 1 166,18 	 379,37 	 3 229,75 	 73,33 	 251,99 	 1 526,81 	 146,73 	 174,04 	 13,35 
12.05.2003	 1 287,02 	 1 179,69 	 309,19 	 2 026,00 	 2 295,96 	 27,49 	 13,40 	 1 443,17 	 6 778,64 	 46,02 	 3 570,36 	 664,81 	 142,08 	 292,30 	 535,16 	 65,14 	 2 768,99 	 1 166,18 	 379,37 	 3 229,75 	 73,33 	 251,99 	 1 526,81 	 146,73 	 174,04 	 13,35 
13.05.2003	 1 318,06 	 1 208,92 	 316,94 	 2 027,00 	 2 353,04 	 27,87 	 13,42 	 1 463,49 	 6 793,81 	 46,04 	 3 607,08 	 681,40 	 142,25 	 298,14 	 541,79 	 65,37 	 2 770,36 	 1 170,22 	 380,10 	 3 267,93 	 74,90 	 256,03 	 1 556,54 	 150,37 	 174,18 	 13,59 
14.05.2003	 1 307,35 	 1 198,09 	 314,06 	 2 028,00 	 2 332,10 	 27,84 	 13,43 	 1 458,10 	 6 793,63 	 46,31 	 3 594,15 	 675,46 	 142,32 	 296,79 	 538,93 	 65,46 	 2 771,73 	 1 170,36 	 380,38 	 3 257,68 	 74,15 	 254,13 	 1 542,03 	 149,05 	 173,18 	 13,52 
15.05.2003	 1 310,84 	 1 201,30 	 314,89 	 2 029,00 	 2 338,12 	 27,84 	 13,45 	 1 463,08 	 6 795,84 	 46,34 	 3 602,31 	 677,18 	 142,74 	 297,19 	 540,46 	 65,49 	 2 773,10 	 1 171,41 	 365,59 	 3 267,60 	 74,34 	 254,79 	 1 543,49 	 149,43 	 173,99 	 13,64 
16.05.2003	 1 310,30 	 1 196,25 	 313,57 	 2 031,00 	 2 327,63 	 27,78 	 13,47 	 1 474,62 	 6 797,30 	 46,38 	 3 603,94 	 674,38 	 143,28 	 296,43 	 537,83 	 65,56 	 2 775,83 	 1 183,15 	 380,85 	 3 284,03 	 73,92 	 253,68 	 1 541,32 	 148,79 	 175,26 	 13,65 
17.05.2003	 1 302,21 	 1 190,88 	 312,15 	 2 032,00 	 2 317,80 	 27,74 	 13,49 	 1 468,58 	 6 802,58 	 46,41 	 3 599,33 	 671,23 	 143,35 	 295,50 	 538,14 	 65,78 	 2 777,20 	 1 177,36 	 381,10 	 3 292,75 	 73,89 	 252,91 	 1 537,36 	 148,07 	 174,65 	 13,55 
18.05.2003	 1 302,21 	 1 190,88 	 312,15 	 2 032,00 	 2 317,80 	 27,74 	 13,49 	 1 468,58 	 6 802,58 	 46,41 	 3 599,33 	 671,23 	 143,35 	 295,50 	 538,14 	 65,78 	 2 777,20 	 1 177,36 	 381,10 	 3 292,75 	 73,89 	 252,91 	 1 537,36 	 148,07 	 174,65 	 13,55 
19.05.2003	 1 302,21 	 1 190,88 	 312,15 	 2 032,00 	 2 317,80 	 27,74 	 13,49 	 1 468,58 	 6 802,58 	 46,41 	 3 599,33 	 671,23 	 143,35 	 295,50 	 538,14 	 65,78 	 2 777,20 	 1 177,36 	 381,10 	 3 292,75 	 73,89 	 252,91 	 1 537,36 	 148,07 	 174,65 	 13,55 
20.05.2003	 1 340,05 	 1 225,33 	 321,23 	 2 033,00 	 2 384,91 	 28,16 	 13,45 	 1 503,81 	 6 822,72 	 46,43 	 3 645,66 	 690,86 	 143,67 	 302,51 	 547,73 	 65,81 	 2 778,56 	 1 180,67 	 381,19 	 3 325,78 	 76,06 	 259,61 	 1 575,42 	 152,42 	 176,54 	 13,51 
21.05.2003	 1 328,51 	 1 213,02 	 317,97 	 2 034,00 	 2 360,97 	 27,74 	 13,44 	 1 494,05 	 6 813,50 	 47,21 	 3 622,76 	 684,05 	 143,75 	 296,97 	 546,73 	 65,84 	 2 779,93 	 1 174,91 	 381,23 	 3 320,10 	 75,12 	 257,57 	 1 559,88 	 150,91 	 173,42 	 13,75 
22.05.2003	 1 340,96 	 1 225,02 	 321,10 	 2 035,00 	 2 383,80 	 27,72 	 13,45 	 1 510,76 	 6 816,51 	 47,23 	 3 641,41 	 690,47 	 144,33 	 301,73 	 544,41 	 65,88 	 2 781,30 	 1 179,78 	 381,48 	 3 343,61 	 75,69 	 259,33 	 1 579,17 	 152,34 	 174,42 	 13,92 
23.05.2003	 1 335,72 	 1 219,38 	 319,63 	 2 036,00 	 2 373,67 	 27,94 	 13,51 	 1 499,37 	 6 810,96 	 47,25 	 3 631,50 	 687,42 	 144,40 	 302,28 	 547,12 	 66,03 	 2 782,66 	 1 180,02 	 381,63 	 3 326,21 	 75,56 	 258,97 	 1 569,11 	 151,67 	 173,20 	 13,74 
24.05.2003	 1 342,69 	 1 232,86 	 323,26 	 2 037,00 	 2 398,97 	 28,36 	 13,54 	 1 485,02 	 6 827,55 	 47,28 	 3 649,56 	 694,77 	 144,47 	 304,94 	 550,91 	 66,29 	 2 784,03 	 1 182,93 	 381,73 	 3 342,11 	 76,46 	 261,84 	 1 577,54 	 153,06 	 174,09 	 13,92 
