Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																										
Республики Беларусь ежедневно, за период с 01.01.2004 по 31.12.2004																										
																										
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 польский злотый (PLN)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 украинская гривна (UAH)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 эстонская крона (EEK)	10 иен (JPY)	10000 турецких лир (TRL)
11.01.2004	 1 667,73 	 1 402,80 	 368,33 	 2 154,00 	 2 743,66 	 30,84 	 15,10 	 1 680,58 	 7 304,17 	 48,74 	 4 066,45 	 794,35 	 162,87 	 315,58 	 584,18 	 74,30 	 2 943,94 	 1 269,07 	 403,79 	 3 949,68 	 84,65 	 300,52 	 1 750,44 	 175,31 	 201,92 	 15,80 
12.01.2004	 1 667,73 	 1 402,80 	 368,33 	 2 154,00 	 2 743,66 	 30,84 	 15,10 	 1 680,58 	 7 304,17 	 48,74 	 4 066,45 	 794,35 	 162,87 	 315,58 	 584,18 	 74,30 	 2 943,94 	 1 269,07 	 403,79 	 3 949,68 	 84,65 	 300,52 	 1 750,44 	 175,31 	 201,92 	 15,80 
13.01.2004	 1 679,58 	 1 419,81 	 372,82 	 2 154,00 	 2 776,72 	 31,17 	 15,12 	 1 696,00 	 7 312,48 	 48,73 	 4 092,72 	 804,06 	 162,87 	 321,26 	 590,90 	 74,61 	 2 943,94 	 1 273,84 	 403,67 	 4 000,30 	 85,20 	 304,02 	 1 772,62 	 177,45 	 202,32 	 16,09 
14.01.2004	 1 679,71 	 1 405,88 	 369,08 	 2 155,00 	 2 748,70 	 30,92 	 15,20 	 1 688,47 	 7 309,05 	 48,75 	 4 074,11 	 796,17 	 163,32 	 319,81 	 584,64 	 74,61 	 3 241,51 	 1 271,87 	 403,71 	 3 970,59 	 84,38 	 301,31 	 1 757,89 	 175,71 	 202,45 	 16,15 
15.01.2004	 1 674,03 	 1 397,41 	 366,84 	 2 156,00 	 2 732,51 	 30,82 	 15,24 	 1 690,45 	 7 307,24 	 48,77 	 4 065,62 	 791,31 	 163,52 	 319,19 	 576,70 	 74,68 	 3 229,86 	 1 272,58 	 403,97 	 3 961,33 	 83,86 	 297,91 	 1 748,79 	 174,67 	 202,85 	 16,02 
16.01.2004	 1 671,57 	 1 396,79 	 366,67 	 2 157,00 	 2 731,19 	 30,87 	 15,27 	 1 671,45 	 7 317,69 	 48,80 	 4 062,91 	 790,98 	 164,53 	 320,54 	 576,16 	 74,68 	 3 225,84 	 1 272,34 	 404,16 	 3 941,38 	 83,73 	 297,72 	 1 747,83 	 174,58 	 203,33 	 16,05 
17.01.2004	 1 655,15 	 1 376,73 	 361,39 	 2 155,00 	 2 691,92 	 30,73 	 15,22 	 1 664,67 	 7 301,00 	 48,75 	 4 035,58 	 779,65 	 166,15 	 313,64 	 569,50 	 74,81 	 3 215,91 	 1 267,76 	 403,92 	 3 905,18 	 82,23 	 292,63 	 1 718,77 	 172,06 	 203,46 	 16,06 
18.01.2004	 1 655,15 	 1 376,73 	 361,39 	 2 155,00 	 2 691,92 	 30,73 	 15,22 	 1 664,67 	 7 301,00 	 48,75 	 4 035,58 	 779,65 	 166,15 	 313,64 	 569,50 	 74,81 	 3 215,91 	 1 267,76 	 403,92 	 3 905,18 	 82,23 	 292,63 	 1 718,77 	 172,06 	 203,46 	 16,06 
19.01.2004	 1 655,15 	 1 376,73 	 361,39 	 2 155,00 	 2 691,92 	 30,73 	 15,22 	 1 664,67 	 7 301,00 	 48,75 	 4 035,58 	 779,65 	 166,15 	 313,64 	 569,50 	 74,81 	 3 215,91 	 1 267,76 	 403,92 	 3 905,18 	 82,23 	 292,63 	 1 718,77 	 172,06 	 203,46 	 16,06 
20.01.2004	 1 630,58 	 1 360,57 	 357,25 	 2 155,00 	 2 660,56 	 30,71 	 15,27 	 1 653,49 	 7 303,10 	 49,28 	 4 008,56 	 770,68 	 167,05 	 308,57 	 564,65 	 74,82 	 3 215,91 	 1 261,45 	 403,86 	 3 850,23 	 81,15 	 290,04 	 1 695,45 	 170,05 	 200,90 	 15,93 
21.01.2004	 1 642,65 	 1 375,72 	 361,23 	 2 155,00 	 2 690,09 	 31,05 	 15,36 	 1 659,86 	 7 314,01 	 49,28 	 4 026,91 	 779,10 	 167,57 	 312,41 	 567,96 	 74,85 	 3 215,91 	 1 260,68 	 403,58 	 3 882,12 	 81,98 	 293,83 	 1 710,79 	 171,93 	 200,86 	 16,08 
22.01.2004	 1 667,86 	 1 394,33 	 366,18 	 2 155,00 	 2 726,83 	 31,45 	 15,40 	 1 672,16 	 7 311,28 	 49,28 	 4 056,47 	 789,83 	 167,70 	 314,51 	 577,05 	 74,82 	 3 196,19 	 1 267,31 	 403,77 	 3 951,19 	 82,78 	 297,18 	 1 738,11 	 174,32 	 201,75 	 16,17 
23.01.2004	 1 670,97 	 1 396,34 	 366,68 	 2 154,00 	 2 731,38 	 31,41 	 15,40 	 1 658,33 	 7 313,35 	 49,25 	 4 060,70 	 791,08 	 166,98 	 318,97 	 579,97 	 75,06 	 3 194,71 	 1 270,23 	 403,69 	 3 960,99 	 82,95 	 299,46 	 1 741,38 	 174,46 	 202,03 	 16,17 
24.01.2004	 1 676,00 	 1 403,34 	 368,47 	 2 153,00 	 2 745,18 	 31,61 	 15,42 	 1 659,98 	 7 304,25 	 49,23 	 4 070,71 	 794,89 	 165,62 	 318,62 	 584,50 	 75,41 	 3 223,06 	 1 272,42 	 403,33 	 3 970,13 	 83,29 	 300,73 	 1 750,12 	 175,48 	 203,16 	 16,22 
25.01.2004	 1 676,00 	 1 403,34 	 368,47 	 2 153,00 	 2 745,18 	 31,61 	 15,42 	 1 659,98 	 7 304,25 	 49,23 	 4 070,71 	 794,89 	 165,62 	 318,62 	 584,50 	 75,41 	 3 223,06 	 1 272,42 	 403,33 	 3 970,13 	 83,29 	 300,73 	 1 750,12 	 175,48 	 203,16 	 16,22 
26.01.2004	 1 676,00 	 1 403,34 	 368,47 	 2 153,00 	 2 745,18 	 31,61 	 15,42 	 1 659,98 	 7 304,25 	 49,23 	 4 070,71 	 794,89 	 165,62 	 318,62 	 584,50 	 75,41 	 3 223,06 	 1 272,42 	 403,33 	 3 970,13 	 83,29 	 300,73 	 1 750,12 	 175,48 	 203,16 	 16,22 
27.01.2004	 1 665,80 	 1 385,57 	 363,82 	 2 154,00 	 2 710,27 	 31,37 	 15,43 	 1 642,90 	 7 307,64 	 49,25 	 4 045,07 	 784,84 	 165,50 	 314,25 	 575,89 	 75,59 	 3 230,55 	 1 272,00 	 403,69 	 3 928,14 	 82,21 	 295,81 	 1 732,07 	 173,21 	 202,84 	 16,22 
28.01.2004	 1 661,92 	 1 372,94 	 360,44 	 2 154,00 	 2 685,07 	 31,10 	 15,45 	 1 642,77 	 7 307,64 	 49,25 	 4 028,05 	 777,73 	 166,65 	 311,97 	 568,56 	 75,54 	 3 209,78 	 1 267,58 	 403,65 	 3 885,17 	 81,49 	 293,15 	 1 713,60 	 171,66 	 203,33 	 16,27 
29.01.2004	 1 674,11 	 1 389,11 	 364,71 	 2 155,00 	 2 716,59 	 31,22 	 15,46 	 1 644,47 	 7 311,03 	 50,61 	 4 057,23 	 786,70 	 166,73 	 315,20 	 573,37 	 75,65 	 3 199,92 	 1 271,91 	 403,82 	 3 945,59 	 82,25 	 297,61 	 1 732,66 	 173,55 	 203,78 	 16,25 
30.01.2004	 1 664,11 	 1 378,69 	 362,01 	 2 156,00 	 2 696,83 	 31,01 	 15,48 	 1 625,64 	 7 314,43 	 50,63 	 4 045,79 	 781,00 	 167,13 	 307,00 	 567,59 	 75,67 	 3 219,19 	 1 269,95 	 404,03 	 3 928,34 	 81,15 	 295,00 	 1 723,21 	 172,34 	 203,52 	 16,14 
31.01.2004	 1 637,59 	 1 363,61 	 357,91 	 2 156,00 	 2 666,54 	 30,98 	 15,44 	 1 618,25 	 7 314,43 	 50,63 	 4 025,39 	 772,18 	 166,42 	 303,98 	 560,48 	 75,67 	 3 206,75 	 1 268,05 	 404,02 	 3 900,64 	 79,99 	 290,41 	 1 708,47 	 170,40 	 203,46 	 16,05 
01.02.2004	 1 637,59 	 1 363,61 	 357,91 	 2 156,00 	 2 666,54 	 30,98 	 15,44 	 1 618,25 	 7 314,43 	 50,63 	 4 025,39 	 772,18 	 166,42 	 303,98 	 560,48 	 75,67 	 3 206,75 	 1 268,05 	 404,02 	 3 900,64 	 79,99 	 290,41 	 1 708,47 	 170,40 	 203,46 	 16,05 
02.02.2004	 1 637,59 	 1 363,61 	 357,91 	 2 156,00 	 2 666,54 	 30,98 	 15,44 	 1 618,25 	 7 314,43 	 50,63 	 4 025,39 	 772,18 	 166,42 	 303,98 	 560,48 	 75,67 	 3 206,75 	 1 268,05 	 404,02 	 3 900,64 	 79,99 	 290,41 	 1 708,47 	 170,40 	 203,46 	 16,05 
03.02.2004	 1 642,45 	 1 372,31 	 360,26 	 2 157,00 	 2 684,17 	 31,07 	 15,47 	 1 623,76 	 7 318,07 	 51,62 	 4 041,22 	 777,30 	 165,60 	 308,41 	 562,77 	 75,62 	 3 195,19 	 1 271,37 	 404,22 	 3 929,84 	 80,75 	 290,73 	 1 711,16 	 171,54 	 204,04 	 16,11 
04.02.2004	 1 648,50 	 1 384,86 	 363,51 	 2 159,00 	 2 708,14 	 31,34 	 15,48 	 1 620,26 	 7 324,60 	 51,67 	 4 060,94 	 784,29 	 166,72 	 311,97 	 562,49 	 75,44 	 3 207,04 	 1 275,06 	 404,72 	 3 964,68 	 81,29 	 294,84 	 1 728,51 	 173,10 	 204,89 	 16,12 
05.02.2004	 1 646,13 	 1 385,04 	 363,52 	 2 159,00 	 2 708,68 	 31,35 	 15,49 	 1 611,92 	 7 324,85 	 51,67 	 4 060,94 	 784,41 	 167,69 	 310,20 	 566,70 	 75,68 	 3 221,75 	 1 274,12 	 404,65 	 3 966,95 	 81,61 	 294,62 	 1 726,72 	 173,02 	 204,78 	 16,14 
06.02.2004	 1 648,40 	 1 390,05 	 364,86 	 2 160,00 	 2 718,25 	 31,46 	 15,52 	 1 617,86 	 7 328,24 	 51,70 	 4 065,50 	 787,14 	 167,77 	 311,14 	 563,04 	 75,81 	 3 221,23 	 1 276,03 	 405,06 	 3 960,36 	 81,81 	 296,48 	 1 731,12 	 173,76 	 204,67 	 16,26 
07.02.2004	 1 646,89 	 1 383,73 	 363,19 	 2 160,00 	 2 706,16 	 31,44 	 15,51 	 1 615,07 	 7 328,24 	 51,70 	 4 055,58 	 783,66 	 169,08 	 309,88 	 558,07 	 75,59 	 3 222,87 	 1 274,79 	 405,01 	 3 963,82 	 81,36 	 295,83 	 1 723,73 	 173,04 	 202,85 	 16,16 
08.02.2004	 1 646,89 	 1 383,73 	 363,19 	 2 160,00 	 2 706,16 	 31,44 	 15,51 	 1 615,07 	 7 328,24 	 51,70 	 4 055,58 	 783,66 	 169,08 	 309,88 	 558,07 	 75,59 	 3 222,87 	 1 274,79 	 405,01 	 3 963,82 	 81,36 	 295,83 	 1 723,73 	 173,04 	 202,85 	 16,16 
09.02.2004	 1 646,89 	 1 383,73 	 363,19 	 2 160,00 	 2 706,16 	 31,44 	 15,51 	 1 615,07 	 7 328,24 	 51,70 	 4 055,58 	 783,66 	 169,08 	 309,88 	 558,07 	 75,59 	 3 222,87 	 1 274,79 	 405,01 	 3 963,82 	 81,36 	 295,83 	 1 723,73 	 173,04 	 202,85 	 16,16 
10.02.2004	 1 679,25 	 1 407,47 	 369,40 	 2 158,00 	 2 752,10 	 31,66 	 15,50 	 1 628,68 	 7 321,21 	 51,04 	 4 089,44 	 796,99 	 169,39 	 315,51 	 567,75 	 75,74 	 3 210,41 	 1 280,90 	 404,75 	 4 016,47 	 82,82 	 301,54 	 1 752,83 	 175,83 	 204,28 	 15,97 
11.02.2004	 1 688,96 	 1 409,77 	 370,01 	 2 158,00 	 2 756,85 	 31,71 	 15,51 	 1 630,65 	 7 321,21 	 51,04 	 4 095,65 	 798,25 	 170,12 	 314,11 	 571,05 	 75,71 	 3 238,86 	 1 288,13 	 404,76 	 4 033,19 	 83,02 	 301,72 	 1 756,69 	 176,19 	 204,69 	 16,07 
12.02.2004	 1 676,53 	 1 396,93 	 366,67 	 2 157,00 	 2 731,95 	 31,47 	 15,50 	 1 619,00 	 7 317,82 	 51,02 	 4 079,43 	 791,08 	 169,51 	 310,68 	 563,11 	 75,60 	 3 244,88 	 1 288,30 	 404,25 	 4 028,84 	 82,88 	 300,33 	 1 737,97 	 174,59 	 204,28 	 16,07 
13.02.2004	 1 696,59 	 1 413,96 	 371,10 	 2 157,00 	 2 765,60 	 31,78 	 15,52 	 1 636,76 	 7 317,82 	 51,02 	 4 106,23 	 800,76 	 170,85 	 311,85 	 569,54 	 75,64 	 3 234,55 	 1 288,92 	 404,42 	 4 084,82 	 83,99 	 302,35 	 1 753,30 	 176,73 	 204,73 	 16,30 
14.02.2004	 1 706,65 	 1 412,14 	 370,64 	 2 155,00 	 2 761,74 	 31,81 	 15,50 	 1 637,16 	 7 311,28 	 50,97 	 4 100,86 	 799,79 	 170,69 	 312,32 	 567,40 	 75,72 	 3 250,75 	 1 289,26 	 404,03 	 4 077,91 	 84,76 	 302,35 	 1 748,62 	 176,51 	 204,55 	 16,34 
15.02.2004	 1 706,65 	 1 412,14 	 370,64 	 2 155,00 	 2 761,74 	 31,81 	 15,50 	 1 637,16 	 7 311,28 	 50,97 	 4 100,86 	 799,79 	 170,69 	 312,32 	 567,40 	 75,72 	 3 250,75 	 1 289,26 	 404,03 	 4 077,91 	 84,76 	 302,35 	 1 748,62 	 176,51 	 204,55 	 16,34 
16.02.2004	 1 706,65 	 1 412,14 	 370,64 	 2 155,00 	 2 761,74 	 31,81 	 15,50 	 1 637,16 	 7 311,28 	 50,97 	 4 100,86 	 799,79 	 170,69 	 312,32 	 567,40 	 75,72 	 3 250,75 	 1 289,26 	 404,03 	 4 077,91 	 84,76 	 302,35 	 1 748,62 	 176,51 	 204,55 	 16,34 
17.02.2004	 1 704,07 	 1 406,43 	 369,14 	 2 155,00 	 2 750,21 	 31,74 	 15,50 	 1 637,60 	 7 313,14 	 49,62 	 4 093,84 	 796,50 	 171,03 	 313,51 	 566,66 	 75,63 	 3 250,69 	 1 285,95 	 404,03 	 4 066,59 	 84,68 	 300,08 	 1 743,74 	 175,73 	 204,34 	 16,34 
18.02.2004	 1 715,98 	 1 414,41 	 371,19 	 2 154,00 	 2 765,41 	 31,79 	 15,49 	 1 644,71 	 7 314,96 	 49,60 	 4 103,64 	 800,89 	 171,29 	 315,29 	 568,45 	 75,61 	 3 240,48 	 1 286,39 	 403,73 	 4 090,34 	 84,63 	 301,39 	 1 757,15 	 176,79 	 204,10 	 16,34 
19.02.2004	 1 721,58 	 1 420,19 	 372,74 	 2 154,00 	 2 777,69 	 32,00 	 15,51 	 1 643,15 	 7 307,89 	 49,60 	 4 113,04 	 804,35 	 171,70 	 316,22 	 568,47 	 75,62 	 3 256,16 	 1 286,74 	 403,94 	 4 121,89 	 84,82 	 302,27 	 1 764,63 	 177,50 	 203,95 	 16,26 
20.02.2004	 1 700,40 	 1 399,31 	 366,94 	 2 152,00 	 2 734,65 	 31,60 	 15,49 	 1 625,13 	 7 302,09 	 49,55 	 4 075,37 	 791,74 	 171,61 	 311,18 	 559,07 	 75,52 	 3 252,75 	 1 278,06 	 403,41 	 4 070,40 	 83,46 	 298,26 	 1 735,55 	 174,75 	 201,19 	 16,21 
21.02.2004	 1 689,72 	 1 394,67 	 365,31 	 2 151,00 	 2 721,66 	 31,53 	 15,47 	 1 614,56 	 7 298,95 	 49,53 	 4 062,32 	 788,22 	 171,12 	 308,38 	 555,35 	 75,49 	 3 227,17 	 1 276,56 	 403,18 	 4 053,45 	 83,33 	 296,31 	 1 726,81 	 173,98 	 199,40 	 16,19 
22.02.2004	 1 689,72 	 1 394,67 	 365,31 	 2 151,00 	 2 721,66 	 31,53 	 15,47 	 1 614,56 	 7 298,95 	 49,53 	 4 062,32 	 788,22 	 171,12 	 308,38 	 555,35 	 75,49 	 3 227,17 	 1 276,56 	 403,18 	 4 053,45 	 83,33 	 296,31 	 1 726,81 	 173,98 	 199,40 	 16,19 
23.02.2004	 1 689,72 	 1 394,67 	 365,31 	 2 151,00 	 2 721,66 	 31,53 	 15,47 	 1 614,56 	 7 298,95 	 49,53 	 4 062,32 	 788,22 	 171,12 	 308,38 	 555,35 	 75,49 	 3 227,17 	 1 276,56 	 403,18 	 4 053,45 	 83,33 	 296,31 	 1 726,81 	 173,98 	 199,40 	 16,19 
24.02.2004	 1 664,55 	 1 383,99 	 362,32 	 2 151,00 	 2 699,61 	 31,18 	 15,45 	 1 602,77 	 7 298,95 	 50,26 	 4 040,20 	 781,81 	 170,38 	 307,36 	 551,61 	 75,49 	 3 215,49 	 1 270,68 	 403,11 	 3 997,31 	 82,88 	 293,50 	 1 710,60 	 172,59 	 198,64 	 16,17 
25.02.2004	 1 660,89 	 1 385,73 	 362,84 	 2 151,00 	 2 703,16 	 31,17 	 15,49 	 1 606,30 	 7 299,69 	 50,26 	 4 043,23 	 782,78 	 169,70 	 307,61 	 555,35 	 75,49 	 3 202,04 	 1 268,09 	 403,19 	 4 022,05 	 82,97 	 293,58 	 1 715,11 	 172,72 	 198,58 	 16,24 
26.02.2004	 1 676,73 	 1 399,81 	 365,84 	 2 152,00 	 2 726,37 	 31,31 	 15,47 	 1 615,98 	 7 300,48 	 50,28 	 4 061,14 	 789,62 	 169,98 	 309,68 	 557,73 	 75,52 	 3 211,13 	 1 272,85 	 403,29 	 4 062,44 	 84,01 	 295,38 	 1 731,57 	 174,24 	 198,19 	 16,31 
27.02.2004	 1 657,67 	 1 374,09 	 358,98 	 2 151,00 	 2 674,98 	 30,81 	 15,45 	 1 606,78 	 7 296,47 	 50,26 	 4 022,82 	 774,67 	 169,97 	 303,70 	 553,88 	 75,44 	 3 216,22 	 1 263,10 	 403,02 	 4 008,93 	 82,52 	 289,90 	 1 699,52 	 170,96 	 196,16 	 16,17 
28.02.2004	 1 654,66 	 1 368,97 	 357,90 	 2 151,00 	 2 666,49 	 30,81 	 15,47 	 1 597,59 	 7 299,82 	 50,26 	 4 017,56 	 772,25 	 169,77 	 304,49 	 546,56 	 75,43 	 3 184,28 	 1 266,34 	 403,17 	 3 983,54 	 82,12 	 289,42 	 1 689,18 	 170,46 	 197,21 	 16,18 
29.02.2004	 1 654,66 	 1 368,97 	 357,90 	 2 151,00 	 2 666,49 	 30,81 	 15,47 	 1 597,59 	 7 299,82 	 50,26 	 4 017,56 	 772,25 	 169,77 	 304,49 	 546,56 	 75,43 	 3 184,28 	 1 266,34 	 403,17 	 3 983,54 	 82,12 	 289,42 	 1 689,18 	 170,46 	 197,21 	 16,18 
01.03.2004	 1 654,66 	 1 368,97 	 357,90 	 2 151,00 	 2 666,49 	 30,81 	 15,47 	 1 597,59 	 7 299,82 	 50,26 	 4 017,56 	 772,25 	 169,77 	 304,49 	 546,56 	 75,43 	 3 184,28 	 1 266,34 	 403,17 	 3 983,54 	 82,12 	 289,42 	 1 689,18 	 170,46 	 197,21 	 16,18 
02.03.2004	 1 663,91 	 1 379,91 	 360,62 	 2 151,00 	 2 687,14 	 31,00 	 15,45 	 1 608,10 	 7 297,96 	 50,29 	 4 032,62 	 778,50 	 169,50 	 308,22 	 546,42 	 75,43 	 3 183,63 	 1 265,29 	 403,45 	 4 019,90 	 82,55 	 291,05 	 1 703,90 	 171,72 	 196,82 	 16,28 
03.03.2004	 1 662,53 	 1 370,88 	 358,34 	 2 152,00 	 2 670,52 	 30,78 	 15,46 	 1 604,53 	 7 303,33 	 50,31 	 4 022,43 	 773,46 	 169,85 	 307,19 	 548,03 	 75,42 	 3 195,14 	 1 261,58 	 403,28 	 4 007,24 	 82,01 	 289,03 	 1 688,04 	 170,60 	 196,53 	 16,28 
04.03.2004	 1 613,14 	 1 345,79 	 351,76 	 2 153,00 	 2 621,39 	 30,25 	 15,38 	 1 590,69 	 7 302,14 	 50,34 	 3 989,25 	 759,14 	 169,93 	 301,77 	 540,64 	 75,31 	 3 184,59 	 1 258,00 	 403,56 	 3 953,66 	 79,62 	 283,50 	 1 657,11 	 167,50 	 195,39 	 16,16 
05.03.2004	 1 617,33 	 1 346,04 	 351,72 	 2 154,00 	 2 620,99 	 30,17 	 15,42 	 1 609,44 	 7 310,37 	 50,36 	 3 982,99 	 759,37 	 169,47 	 303,24 	 544,87 	 75,14 	 3 154,64 	 1 254,18 	 403,37 	 3 938,59 	 79,48 	 284,27 	 1 658,52 	 167,56 	 194,71 	 16,19 
06.03.2004	 1 613,57 	 1 348,49 	 352,38 	 2 153,00 	 2 626,01 	 30,18 	 15,44 	 1 611,89 	 7 303,26 	 50,34 	 3 978,56 	 760,54 	 169,59 	 303,29 	 544,31 	 75,19 	 3 159,81 	 1 254,04 	 403,41 	 3 914,05 	 79,33 	 285,24 	 1 665,06 	 167,81 	 193,62 	 16,19 
07.03.2004	 1 613,57 	 1 348,49 	 352,38 	 2 153,00 	 2 626,01 	 30,18 	 15,44 	 1 611,89 	 7 303,26 	 50,34 	 3 978,56 	 760,54 	 169,59 	 303,29 	 544,31 	 75,19 	 3 159,81 	 1 254,04 	 403,41 	 3 914,05 	 79,33 	 285,24 	 1 665,06 	 167,81 	 193,62 	 16,19 
08.03.2004	 1 613,57 	 1 348,49 	 352,38 	 2 153,00 	 2 626,01 	 30,18 	 15,44 	 1 611,89 	 7 303,26 	 50,34 	 3 978,56 	 760,54 	 169,59 	 303,29 	 544,31 	 75,19 	 3 159,81 	 1 254,04 	 403,41 	 3 914,05 	 79,33 	 285,24 	 1 665,06 	 167,81 	 193,62 	 16,19 
09.03.2004	 1 613,57 	 1 348,49 	 352,38 	 2 153,00 	 2 626,01 	 30,18 	 15,44 	 1 611,89 	 7 303,26 	 50,34 	 3 978,56 	 760,54 	 169,59 	 303,29 	 544,31 	 75,19 	 3 159,81 	 1 254,04 	 403,41 	 3 914,05 	 79,33 	 285,24 	 1 665,06 	 167,81 	 193,62 	 16,19 
10.03.2004	 1 646,82 	 1 374,82 	 358,98 	 2 152,00 	 2 675,47 	 30,67 	 15,48 	 1 630,12 	 7 303,08 	 49,74 	 4 014,93 	 774,91 	 169,65 	 309,44 	 556,76 	 75,45 	 3 171,79 	 1 263,54 	 403,22 	 3 985,61 	 80,98 	 292,00 	 1 689,83 	 171,00 	 193,39 	 16,34 
