Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																											
Республики Беларусь ежедневно, за период с 01.01.2009 по 31.12.2009																											
																											
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
30.03.2009	 1 952,73 	 1 935,04 	 347,08 	 508,06 	 2 794,00 	 3 786,71 	 823,70 	 23,64 	 2 268,23 	 408,96 	 241,86 	 9 642,80 	 5 337,15 	 1 095,99 	 253,77 	 1 681,46 	 430,72 	 83,62 	 4 215,36 	 1 852,23 	 65,70 	 18,43 	 4 023,78 	 139,46 	 350,76 	 2 475,63 	 284,74 
31.03.2009	 1 924,76 	 1 912,69 	 352,42 	 502,20 	 2 837,00 	 3 737,75 	 791,24 	 23,26 	 2 265,43 	 414,99 	 239,09 	 9 730,42 	 5 274,70 	 1 082,99 	 258,14 	 1 672,02 	 422,32 	 83,41 	 4 242,96 	 1 863,99 	 66,55 	 18,74 	 4 010,81 	 136,27 	 340,72 	 2 468,14 	 294,75 
01.04.2009	 1 948,19 	 1 921,22 	 351,43 	 504,49 	 2 829,00 	 3 747,86 	 801,47 	 23,07 	 2 257,60 	 413,87 	 240,14 	 9 696,66 	 5 297,26 	 1 088,33 	 257,18 	 1 680,93 	 419,77 	 83,44 	 4 215,44 	 1 860,21 	 66,36 	 18,75 	 4 042,08 	 136,71 	 341,92 	 2 478,86 	 287,57 
02.04.2009	 1 951,90 	 1 911,15 	 352,17 	 501,78 	 2 835,00 	 3 736,25 	 804,03 	 22,99 	 2 238,36 	 414,83 	 238,85 	 9 725,56 	 5 269,03 	 1 082,33 	 257,03 	 1 700,66 	 419,13 	 83,52 	 4 238,52 	 1 861,15 	 66,50 	 18,77 	 4 067,09 	 136,72 	 341,77 	 2 475,23 	 287,66 
03.04.2009	 1 997,70 	 1 915,42 	 350,81 	 502,93 	 2 824,00 	 3 749,14 	 831,46 	 23,62 	 2 254,78 	 413,29 	 239,42 	 9 687,66 	 5 281,47 	 1 084,53 	 256,03 	 1 736,35 	 425,77 	 83,64 	 4 211,77 	 1 868,90 	 66,25 	 18,69 	 4 110,19 	 138,88 	 346,06 	 2 465,19 	 284,18 
04.04.2009	 2 001,34 	 1 925,07 	 348,20 	 505,56 	 2 803,00 	 3 763,87 	 846,24 	 23,54 	 2 261,76 	 410,09 	 240,65 	 9 632,30 	 5 308,21 	 1 089,94 	 254,47 	 1 752,09 	 425,59 	 83,90 	 4 195,00 	 1 863,45 	 65,75 	 18,57 	 4 119,71 	 141,45 	 347,97 	 2 466,78 	 280,66 
05.04.2009	 2 001,34 	 1 925,07 	 348,20 	 505,56 	 2 803,00 	 3 763,87 	 846,24 	 23,54 	 2 261,76 	 410,09 	 240,65 	 9 632,30 	 5 308,21 	 1 089,94 	 254,47 	 1 752,09 	 425,59 	 83,90 	 4 195,00 	 1 863,45 	 65,75 	 18,57 	 4 119,71 	 141,45 	 347,97 	 2 466,78 	 280,66 
06.04.2009	 2 001,34 	 1 925,07 	 348,20 	 505,56 	 2 803,00 	 3 763,87 	 846,24 	 23,54 	 2 261,76 	 410,09 	 240,65 	 9 632,30 	 5 308,21 	 1 089,94 	 254,47 	 1 752,09 	 425,59 	 83,90 	 4 195,00 	 1 863,45 	 65,75 	 18,57 	 4 119,71 	 141,45 	 347,97 	 2 466,78 	 280,66 
07.04.2009	 1 998,46 	 1 931,64 	 346,46 	 507,11 	 2 789,00 	 3 775,47 	 851,72 	 23,44 	 2 272,84 	 408,06 	 241,46 	 9 595,40 	 5 326,08 	 1 094,18 	 253,32 	 1 782,45 	 429,95 	 84,07 	 4 183,78 	 1 858,53 	 65,42 	 18,45 	 4 161,47 	 142,80 	 353,03 	 2 473,39 	 275,16 
08.04.2009	 2 004,62 	 1 918,27 	 348,70 	 503,64 	 2 807,00 	 3 750,15 	 834,66 	 22,87 	 2 264,17 	 410,64 	 239,75 	 9 652,68 	 5 288,74 	 1 086,81 	 253,57 	 1 758,77 	 426,08 	 84,08 	 4 218,92 	 1 860,36 	 65,78 	 18,58 	 4 131,90 	 141,10 	 346,53 	 2 468,34 	 279,28 
09.04.2009	 1 994,73 	 1 908,04 	 355,97 	 500,88 	 2 830,00 	 3 733,05 	 828,22 	 22,20 	 2 279,96 	 413,98 	 238,54 	 9 698,42 	 5 266,10 	 1 081,20 	 255,18 	 1 751,78 	 418,73 	 83,78 	 4 219,08 	 1 863,99 	 66,32 	 18,75 	 4 149,63 	 140,00 	 341,40 	 2 464,41 	 283,81 
10.04.2009	 2 005,87 	 1 917,85 	 350,96 	 503,50 	 2 820,00 	 3 748,91 	 844,02 	 22,26 	 2 288,13 	 412,57 	 239,74 	 9 670,78 	 5 287,33 	 1 085,87 	 254,05 	 1 786,17 	 424,52 	 84,10 	 4 208,09 	 1 861,57 	 66,08 	 18,70 	 4 143,00 	 141,07 	 341,55 	 2 463,53 	 281,72 
11.04.2009	 2 039,50 	 1 903,39 	 351,74 	 499,68 	 2 835,00 	 3 722,64 	 851,21 	 22,21 	 2 311,46 	 414,85 	 237,93 	 9 714,89 	 5 251,95 	 1 078,27 	 255,06 	 1 804,30 	 422,38 	 84,30 	 4 232,00 	 1 867,84 	 66,44 	 18,78 	 4 149,16 	 140,77 	 342,73 	 2 444,18 	 282,20 
12.04.2009	 2 039,50 	 1 903,39 	 351,74 	 499,68 	 2 835,00 	 3 722,64 	 851,21 	 22,21 	 2 311,46 	 414,85 	 237,93 	 9 714,89 	 5 251,95 	 1 078,27 	 255,06 	 1 804,30 	 422,38 	 84,30 	 4 232,00 	 1 867,84 	 66,44 	 18,78 	 4 149,16 	 140,77 	 342,73 	 2 444,18 	 282,20 
13.04.2009	 2 039,50 	 1 903,39 	 351,74 	 499,68 	 2 835,00 	 3 722,64 	 851,21 	 22,21 	 2 311,46 	 414,85 	 237,93 	 9 714,89 	 5 251,95 	 1 078,27 	 255,06 	 1 804,30 	 422,38 	 84,30 	 4 232,00 	 1 867,84 	 66,44 	 18,78 	 4 149,16 	 140,77 	 342,73 	 2 444,18 	 282,20 
14.04.2009	 2 046,15 	 1 908,65 	 353,35 	 501,18 	 2 825,00 	 3 728,44 	 858,27 	 22,20 	 2 306,31 	 413,46 	 238,59 	 9 688,93 	 5 263,65 	 1 080,84 	 252,12 	 1 791,94 	 426,24 	 84,36 	 4 199,28 	 1 865,30 	 66,20 	 18,72 	 4 164,47 	 141,38 	 343,68 	 2 453,00 	 280,52 
15.04.2009	 2 044,68 	 1 913,66 	 352,98 	 502,41 	 2 815,00 	 3 743,11 	 856,01 	 22,28 	 2 303,22 	 412,08 	 239,22 	 9 666,90 	 5 276,97 	 1 084,01 	 250,00 	 1 785,37 	 425,87 	 84,31 	 4 214,67 	 1 874,73 	 65,97 	 18,70 	 4 186,47 	 141,12 	 344,33 	 2 468,43 	 282,39 
16.04.2009	 2 031,29 	 1 907,95 	 351,53 	 500,95 	 2 823,00 	 3 732,01 	 871,55 	 21,96 	 2 319,83 	 413,11 	 238,50 	 9 697,70 	 5 263,35 	 1 080,76 	 250,04 	 1 772,13 	 421,26 	 84,39 	 4 221,74 	 1 877,68 	 65,33 	 18,79 	 4 205,14 	 139,57 	 344,11 	 2 467,44 	 285,43 
17.04.2009	 2 035,43 	 1 903,16 	 352,70 	 499,77 	 2 826,00 	 3 722,12 	 865,93 	 22,25 	 2 343,09 	 413,59 	 237,92 	 9 703,00 	 5 247,91 	 1 078,13 	 251,09 	 1 764,38 	 422,23 	 84,56 	 4 231,31 	 1 885,45 	 65,40 	 18,81 	 4 227,98 	 138,21 	 340,78 	 2 462,85 	 286,34 
18.04.2009	 2 040,89 	 1 897,39 	 352,58 	 498,28 	 2 833,00 	 3 712,08 	 867,36 	 22,10 	 2 338,52 	 414,65 	 237,21 	 9 718,70 	 5 232,73 	 1 074,96 	 251,26 	 1 764,23 	 422,37 	 84,65 	 4 226,21 	 1 885,21 	 65,56 	 18,84 	 4 201,20 	 138,93 	 337,79 	 2 449,53 	 285,00 
19.04.2009	 2 040,89 	 1 897,39 	 352,58 	 498,28 	 2 833,00 	 3 712,08 	 867,36 	 22,10 	 2 338,52 	 414,65 	 237,21 	 9 718,70 	 5 232,73 	 1 074,96 	 251,26 	 1 764,23 	 422,37 	 84,65 	 4 226,21 	 1 885,21 	 65,56 	 18,84 	 4 201,20 	 138,93 	 337,79 	 2 449,53 	 285,00 
20.04.2009	 2 040,89 	 1 897,39 	 352,58 	 498,28 	 2 833,00 	 3 712,08 	 867,36 	 22,10 	 2 338,52 	 414,65 	 237,21 	 9 718,70 	 5 232,73 	 1 074,96 	 251,26 	 1 764,23 	 422,37 	 84,65 	 4 226,21 	 1 885,21 	 65,56 	 18,84 	 4 201,20 	 138,93 	 337,79 	 2 449,53 	 285,00 
21.04.2009	 2 028,05 	 1 888,53 	 349,69 	 495,76 	 2 843,00 	 3 698,46 	 847,46 	 22,02 	 2 329,37 	 416,03 	 235,94 	 9 736,30 	 5 206,48 	 1 069,34 	 251,37 	 1 754,56 	 421,29 	 84,77 	 4 226,94 	 1 886,53 	 65,79 	 18,90 	 4 158,31 	 136,80 	 333,61 	 2 433,03 	 286,98 
22.04.2009	 2 016,53 	 1 897,35 	 357,01 	 498,28 	 2 865,00 	 3 704,16 	 836,97 	 22,15 	 2 317,77 	 419,34 	 237,16 	 9 781,50 	 5 233,35 	 1 074,97 	 254,33 	 1 728,51 	 421,56 	 84,01 	 4 244,70 	 1 901,00 	 66,37 	 19,01 	 4 177,89 	 136,77 	 333,12 	 2 451,44 	 291,75 
23.04.2009	 2 014,81 	 1 892,59 	 356,79 	 496,98 	 2 865,00 	 3 698,72 	 839,89 	 21,93 	 2 309,09 	 419,48 	 236,62 	 9 789,18 	 5 219,05 	 1 072,47 	 254,55 	 1 739,16 	 422,44 	 84,12 	 4 243,49 	 1 899,93 	 66,37 	 19,01 	 4 174,02 	 137,22 	 335,66 	 2 447,99 	 291,66 
24.04.2009	 2 017,79 	 1 897,92 	 352,10 	 498,30 	 2 852,00 	 3 710,74 	 842,18 	 21,74 	 2 299,63 	 417,59 	 237,23 	 9 747,10 	 5 233,51 	 1 075,07 	 252,61 	 1 738,97 	 425,06 	 84,42 	 4 228,69 	 1 896,15 	 66,07 	 18,94 	 4 151,80 	 137,91 	 337,69 	 2 444,82 	 290,59 
25.04.2009	 2 028,41 	 1 913,61 	 350,05 	 502,36 	 2 831,00 	 3 735,22 	 833,80 	 21,82 	 2 319,45 	 414,76 	 239,24 	 9 676,98 	 5 276,30 	 1 084,43 	 250,31 	 1 744,84 	 430,67 	 84,71 	 4 205,00 	 1 895,61 	 65,59 	 18,80 	 4 139,77 	 139,38 	 344,48 	 2 475,41 	 291,47 
26.04.2009	 2 028,41 	 1 913,61 	 350,05 	 502,36 	 2 831,00 	 3 735,22 	 833,80 	 21,82 	 2 319,45 	 414,76 	 239,24 	 9 676,98 	 5 276,30 	 1 084,43 	 250,31 	 1 744,84 	 430,67 	 84,71 	 4 205,00 	 1 895,61 	 65,59 	 18,80 	 4 139,77 	 139,38 	 344,48 	 2 475,41 	 291,47 
27.04.2009	 2 028,41 	 1 913,61 	 350,05 	 502,36 	 2 831,00 	 3 735,22 	 833,80 	 21,82 	 2 319,45 	 414,76 	 239,24 	 9 676,98 	 5 276,30 	 1 084,43 	 250,31 	 1 744,84 	 430,67 	 84,71 	 4 205,00 	 1 895,61 	 65,59 	 18,80 	 4 139,77 	 139,38 	 344,48 	 2 475,41 	 291,47 
28.04.2009	 2 028,41 	 1 913,61 	 350,05 	 502,36 	 2 831,00 	 3 735,22 	 833,80 	 21,82 	 2 319,45 	 414,76 	 239,24 	 9 676,98 	 5 276,30 	 1 084,43 	 250,31 	 1 744,84 	 430,67 	 84,71 	 4 205,00 	 1 895,61 	 65,59 	 18,80 	 4 139,77 	 139,38 	 344,48 	 2 475,41 	 291,47 
29.04.2009	 2 028,41 	 1 913,61 	 350,05 	 502,36 	 2 831,00 	 3 735,22 	 833,80 	 21,82 	 2 319,45 	 414,76 	 239,24 	 9 676,98 	 5 276,30 	 1 084,43 	 250,31 	 1 744,84 	 430,67 	 84,71 	 4 205,00 	 1 895,61 	 65,59 	 18,80 	 4 139,77 	 139,38 	 344,48 	 2 475,41 	 291,47 
30.04.2009	 2 017,05 	 1 903,83 	 350,06 	 499,93 	 2 825,00 	 3 728,72 	 834,19 	 21,76 	 2 331,24 	 413,90 	 238,01 	 9 696,57 	 5 249,95 	 1 078,59 	 249,78 	 1 754,77 	 425,85 	 84,96 	 4 203,88 	 1 891,85 	 65,48 	 18,74 	 4 156,00 	 139,05 	 346,03 	 2 474,27 	 291,87 
01.05.2009	 2 067,29 	 1 917,23 	 353,94 	 503,45 	 2 805,00 	 3 753,93 	 858,23 	 22,12 	 2 361,71 	 411,09 	 239,59 	 9 631,56 	 5 286,97 	 1 085,74 	 248,45 	 1 774,14 	 429,07 	 85,07 	 4 202,87 	 1 902,40 	 65,01 	 18,60 	 4 189,41 	 140,77 	 352,01 	 2 480,33 	 287,04 
02.05.2009	 2 067,29 	 1 917,23 	 353,94 	 503,45 	 2 805,00 	 3 753,93 	 858,23 	 22,12 	 2 361,71 	 411,09 	 239,59 	 9 631,56 	 5 286,97 	 1 085,74 	 248,45 	 1 774,14 	 429,07 	 85,07 	 4 202,87 	 1 902,40 	 65,01 	 18,60 	 4 189,41 	 140,77 	 352,01 	 2 480,33 	 287,04 
03.05.2009	 2 067,29 	 1 917,23 	 353,94 	 503,45 	 2 805,00 	 3 753,93 	 858,23 	 22,12 	 2 361,71 	 411,09 	 239,59 	 9 631,56 	 5 286,97 	 1 085,74 	 248,45 	 1 774,14 	 429,07 	 85,07 	 4 202,87 	 1 902,40 	 65,01 	 18,60 	 4 189,41 	 140,77 	 352,01 	 2 480,33 	 287,04 
04.05.2009	 2 067,29 	 1 917,23 	 353,94 	 503,45 	 2 805,00 	 3 753,93 	 858,23 	 22,12 	 2 361,71 	 411,09 	 239,59 	 9 631,56 	 5 286,97 	 1 085,74 	 248,45 	 1 774,14 	 429,07 	 85,07 	 4 202,87 	 1 902,40 	 65,01 	 18,60 	 4 189,41 	 140,77 	 352,01 	 2 480,33 	 287,04 
05.05.2009	 2 061,28 	 1 908,64 	 353,46 	 501,20 	 2 810,00 	 3 740,67 	 849,60 	 22,06 	 2 372,51 	 411,90 	 238,58 	 9 648,07 	 5 262,67 	 1 080,64 	 250,89 	 1 771,19 	 428,65 	 85,24 	 4 209,24 	 1 900,64 	 65,13 	 18,64 	 4 179,87 	 140,00 	 349,96 	 2 471,52 	 282,68 
06.05.2009	 2 088,84 	 1 916,68 	 351,38 	 503,37 	 2 804,00 	 3 739,98 	 859,87 	 22,13 	 2 391,98 	 411,20 	 239,63 	 9 646,51 	 5 286,08 	 1 085,56 	 249,24 	 1 796,34 	 431,13 	 85,45 	 4 208,55 	 1 907,03 	 64,99 	 18,62 	 4 229,97 	 141,18 	 353,78 	 2 477,69 	 282,79 
07.05.2009	 2 080,71 	 1 909,56 	 350,06 	 501,43 	 2 804,00 	 3 732,12 	 850,25 	 22,20 	 2 382,63 	 411,07 	 238,77 	 9 635,57 	 5 265,23 	 1 082,06 	 249,13 	 1 787,98 	 426,82 	 85,26 	 4 214,75 	 1 901,86 	 64,99 	 18,62 	 4 231,38 	 139,82 	 351,97 	 2 477,25 	 285,06 
08.05.2009	 2 121,02 	 1 909,94 	 352,87 	 501,54 	 2 808,00 	 3 727,62 	 861,38 	 22,24 	 2 397,64 	 411,64 	 238,77 	 9 650,15 	 5 267,30 	 1 082,02 	 249,05 	 1 813,37 	 432,40 	 85,63 	 4 215,54 	 1 910,33 	 65,08 	 18,66 	 4 243,73 	 141,00 	 357,51 	 2 465,75 	 283,08 
09.05.2009	 2 111,17 	 1 912,98 	 357,95 	 502,28 	 2 792,00 	 3 744,07 	 860,47 	 22,14 	 2 390,21 	 409,28 	 239,14 	 9 596,65 	 5 276,39 	 1 083,60 	 247,74 	 1 789,97 	 431,91 	 85,77 	 4 189,20 	 1 904,57 	 64,71 	 18,54 	 4 196,93 	 140,35 	 355,90 	 2 473,20 	 280,89 
10.05.2009	 2 111,17 	 1 912,98 	 357,95 	 502,28 	 2 792,00 	 3 744,07 	 860,47 	 22,14 	 2 390,21 	 409,28 	 239,14 	 9 596,65 	 5 276,39 	 1 083,60 	 247,74 	 1 789,97 	 431,91 	 85,77 	 4 189,20 	 1 904,57 	 64,71 	 18,54 	 4 196,93 	 140,35 	 355,90 	 2 473,20 	 280,89 
11.05.2009	 2 111,17 	 1 912,98 	 357,95 	 502,28 	 2 792,00 	 3 744,07 	 860,47 	 22,14 	 2 390,21 	 409,28 	 239,14 	 9 596,65 	 5 276,39 	 1 083,60 	 247,74 	 1 789,97 	 431,91 	 85,77 	 4 189,20 	 1 904,57 	 64,71 	 18,54 	 4 196,93 	 140,35 	 355,90 	 2 473,20 	 280,89 
12.05.2009	 2 127,19 	 1 933,62 	 356,28 	 507,73 	 2 779,00 	 3 781,94 	 864,08 	 22,18 	 2 415,26 	 407,24 	 241,73 	 9 592,52 	 5 332,44 	 1 094,91 	 247,35 	 1 788,98 	 433,86 	 85,77 	 4 175,17 	 1 904,14 	 64,41 	 18,46 	 4 206,02 	 141,59 	 359,87 	 2 510,39 	 283,60 
13.05.2009	 2 122,59 	 1 935,26 	 353,44 	 508,36 	 2 771,00 	 3 777,70 	 862,70 	 22,18 	 2 389,82 	 406,20 	 241,95 	 9 563,42 	 5 338,60 	 1 096,47 	 246,64 	 1 774,01 	 431,84 	 85,84 	 4 194,27 	 1 901,14 	 64,23 	 18,45 	 4 232,84 	 141,50 	 356,44 	 2 509,96 	 283,90 
14.05.2009	 2 119,13 	 1 931,42 	 356,13 	 507,16 	 2 760,00 	 3 775,40 	 859,25 	 22,05 	 2 383,01 	 404,58 	 241,44 	 9 537,80 	 5 325,62 	 1 093,50 	 245,33 	 1 779,50 	 429,25 	 86,29 	 4 190,07 	 1 891,32 	 63,90 	 18,39 	 4 213,69 	 141,09 	 356,16 	 2 504,65 	 286,86 
15.05.2009	 2 082,90 	 1 925,75 	 363,28 	 505,65 	 2 770,00 	 3 761,11 	 841,17 	 21,81 	 2 360,16 	 405,84 	 240,71 	 9 546,79 	 5 310,07 	 1 090,53 	 246,33 	 1 756,17 	 425,57 	 86,11 	 4 211,90 	 1 890,59 	 64,14 	 18,44 	 4 192,26 	 139,66 	 350,24 	 2 500,11 	 290,08 
16.05.2009	 2 094,96 	 1 925,10 	 363,73 	 505,60 	 2 768,00 	 3 763,65 	 841,31 	 21,88 	 2 362,48 	 405,53 	 240,65 	 9 554,71 	 5 310,31 	 1 090,52 	 246,15 	 1 767,96 	 426,49 	 86,29 	 4 199,61 	 1 888,13 	 64,09 	 18,42 	 4 217,32 	 139,85 	 352,30 	 2 502,71 	 290,59 
17.05.2009	 2 094,96 	 1 925,10 	 363,73 	 505,60 	 2 768,00 	 3 763,65 	 841,31 	 21,88 	 2 362,48 	 405,53 	 240,65 	 9 554,71 	 5 310,31 	 1 090,52 	 246,15 	 1 767,96 	 426,49 	 86,29 	 4 199,61 	 1 888,13 	 64,09 	 18,42 	 4 217,32 	 139,85 	 352,30 	 2 502,71 	 290,59 
18.05.2009	 2 094,96 	 1 925,10 	 363,73 	 505,60 	 2 768,00 	 3 763,65 	 841,31 	 21,88 	 2 362,48 	 405,53 	 240,65 	 9 554,71 	 5 310,31 	 1 090,52 	 246,15 	 1 767,96 	 426,49 	 86,29 	 4 199,61 	 1 888,13 	 64,09 	 18,42 	 4 217,32 	 139,85 	 352,30 	 2 502,71 	 290,59 
19.05.2009	 2 092,96 	 1 914,69 	 365,22 	 502,86 	 2 783,00 	 3 748,98 	 836,14 	 22,02 	 2 370,12 	 407,67 	 239,32 	 9 592,09 	 5 280,83 	 1 084,42 	 247,93 	 1 774,70 	 425,34 	 86,18 	 4 225,76 	 1 892,36 	 64,39 	 18,51 	 4 226,68 	 138,90 	 353,15 	 2 475,43 	 291,90 
20.05.2009	 2 144,81 	 1 930,18 	 364,23 	 507,00 	 2 770,00 	 3 764,71 	 861,12 	 21,75 	 2 395,36 	 405,90 	 241,25 	 9 559,14 	 5 327,44 	 1 092,66 	 246,77 	 1 805,03 	 431,96 	 86,70 	 4 194,28 	 1 896,22 	 64,09 	 18,41 	 4 288,10 	 141,79 	 361,56 	 2 494,15 	 286,93 
21.05.2009	 2 139,13 	 1 932,06 	 363,40 	 507,46 	 2 770,00 	 3 775,23 	 868,94 	 21,76 	 2 398,89 	 405,86 	 241,47 	 9 569,87 	 5 330,51 	 1 094,36 	 247,32 	 1 806,15 	 430,66 	 87,10 	 4 215,88 	 1 893,89 	 64,09 	 18,40 	 4 295,30 	 141,82 	 361,43 	 2 497,18 	 288,44 
22.05.2009	 2 134,86 	 1 945,17 	 362,44 	 510,87 	 2 760,00 	 3 803,00 	 868,70 	 21,59 	 2 421,80 	 404,43 	 243,12 	 9 561,75 	 5 366,00 	 1 101,18 	 246,43 	 1 798,75 	 431,53 	 87,73 	 4 207,43 	 1 894,89 	 63,86 	 18,35 	 4 357,49 	 142,69 	 363,21 	 2 507,38 	 291,23 
23.05.2009	 2 139,68 	 1 958,47 	 360,29 	 514,49 	 2 749,00 	 3 832,38 	 867,53 	 21,63 	 2 423,63 	 402,82 	 244,82 	 9 525,46 	 5 402,38 	 1 109,54 	 245,12 	 1 787,79 	 429,77 	 88,11 	 4 212,02 	 1 899,73 	 63,61 	 18,26 	 4 339,71 	 143,37 	 365,02 	 2 519,71 	 291,79 
24.05.2009	 2 139,68 	 1 958,47 	 360,29 	 514,49 	 2 749,00 	 3 832,38 	 867,53 	 21,63 	 2 423,63 	 402,82 	 244,82 	 9 525,46 	 5 402,38 	 1 109,54 	 245,12 	 1 787,79 	 429,77 	 88,11 	 4 212,02 	 1 899,73 	 63,61 	 18,26 	 4 339,71 	 143,37 	 365,02 	 2 519,71 	 291,79 
25.05.2009	 2 139,68 	 1 958,47 	 360,29 	 514,49 	 2 749,00 	 3 832,38 	 867,53 	 21,63 	 2 423,63 	 402,82 	 244,82 	 9 525,46 	 5 402,38 	 1 109,54 	 245,12 	 1 787,79 	 429,77 	 88,11 	 4 212,02 	 1 899,73 	 63,61 	 18,26 	 4 339,71 	 143,37 	 365,02 	 2 519,71 	 291,79 
26.05.2009	 2 143,81 	 1 963,78 	 359,58 	 515,80 	 2 749,00 	 3 848,33 	 869,96 	 21,66 	 2 440,19 	 402,86 	 245,44 	 9 550,94 	 5 417,28 	 1 112,42 	 244,79 	 1 776,99 	 433,00 	 88,53 	 4 245,50 	 1 897,76 	 63,61 	 18,33 	 4 365,82 	 143,90 	 367,15 	 2 529,56 	 289,12 
27.05.2009	 2 132,93 	 1 959,60 	 360,43 	 514,75 	 2 760,00 	 3 849,10 	 862,90 	 21,63 	 2 439,78 	 403,97 	 244,91 	 9 580,01 	 5 405,93 	 1 109,97 	 246,10 	 1 771,05 	 427,51 	 88,61 	 4 262,49 	 1 899,26 	 63,86 	 18,39 	 4 356,94 	 143,35 	 363,25 	 2 529,33 	 290,40 
28.05.2009	 2 176,67 	 1 979,21 	 360,68 	 519,96 	 2 770,00 	 3 869,69 	 872,58 	 21,89 	 2 492,13 	 405,63 	 247,43 	 9 607,71 	 5 457,59 	 1 121,19 	 247,21 	 1 781,92 	 433,98 	 88,83 	 4 257,96 	 1 911,53 	 64,09 	 18,43 	 4 434,22 	 144,57 	 363,76 	 2 555,23 	 290,54 
29.05.2009	 2 169,79 	 1 974,34 	 364,29 	 518,69 	 2 785,00 	 3 856,95 	 859,36 	 22,00 	 2 482,06 	 407,86 	 246,77 	 9 655,05 	 5 443,17 	 1 118,25 	 248,99 	 1 774,11 	 429,81 	 88,90 	 4 294,36 	 1 915,67 	 64,52 	 18,52 	 4 435,39 	 144,27 	 358,09 	 2 553,05 	 288,03 
30.05.2009	 2 198,56 	 1 990,41 	 363,87 	 522,93 	 2 780,00 	 3 895,61 	 868,57 	 22,30 	 2 514,02 	 407,13 	 248,80 	 9 631,21 	 5 489,19 	 1 127,61 	 248,77 	 1 795,87 	 434,82 	 89,72 	 4 267,74 	 1 920,55 	 64,41 	 18,47 	 4 461,90 	 145,28 	 363,10 	 2 571,45 	 287,90 
31.05.2009	 2 198,56 	 1 990,41 	 363,87 	 522,93 	 2 780,00 	 3 895,61 	 868,57 	 22,30 	 2 514,02 	 407,13 	 248,80 	 9 631,21 	 5 489,19 	 1 127,61 	 248,77 	 1 795,87 	 434,82 	 89,72 	 4 267,74 	 1 920,55 	 64,41 	 18,47 	 4 461,90 	 145,28 	 363,10 	 2 571,45 	 287,90 
01.06.2009	 2 198,56 	 1 990,41 	 363,87 	 522,93 	 2 780,00 	 3 895,61 	 868,57 	 22,30 	 2 514,02 	 407,13 	 248,80 	 9 631,21 	 5 489,19 	 1 127,61 	 248,77 	 1 795,87 	 434,82 	 89,72 	 4 267,74 	 1 920,55 	 64,41 	 18,47 	 4 461,90 	 145,28 	 363,10 	 2 571,45 	 287,90 
02.06.2009	 2 255,83 	 2 021,60 	 365,07 	 531,03 	 2 780,00 	 3 952,33 	 889,86 	 22,97 	 2 571,22 	 407,20 	 252,72 	 9 682,87 	 5 573,93 	 1 145,07 	 248,77 	 1 816,99 	 447,77 	 90,42 	 4 303,58 	 1 934,18 	 64,41 	 18,50 	 4 553,50 	 147,30 	 372,13 	 2 612,66 	 293,45 
03.06.2009	 2 247,07 	 2 008,45 	 365,19 	 527,69 	 2 780,00 	 3 923,97 	 879,37 	 22,88 	 2 543,11 	 407,00 	 250,96 	 9 676,30 	 5 538,40 	 1 137,97 	 248,77 	 1 816,40 	 446,68 	 90,46 	 4 330,16 	 1 927,41 	 64,41 	 18,49 	 4 560,17 	 146,92 	 371,38 	 2 594,25 	 288,02 
04.06.2009	 2 283,69 	 2 023,92 	 364,53 	 531,59 	 2 775,00 	 3 960,20 	 883,93 	 22,99 	 2 562,80 	 406,34 	 253,02 	 9 691,45 	 5 580,69 	 1 146,62 	 248,10 	 1 815,51 	 446,06 	 90,94 	 4 319,34 	 1 930,90 	 64,15 	 18,47 	 4 608,16 	 147,63 	 369,76 	 2 605,27 	 288,31 
05.06.2009	 2 255,83 	 2 031,37 	 366,56 	 533,31 	 2 791,00 	 3 968,52 	 879,93 	 22,81 	 2 530,49 	 408,48 	 253,88 	 9 733,56 	 5 600,48 	 1 150,52 	 249,53 	 1 815,17 	 444,51 	 90,39 	 4 345,87 	 1 939,47 	 64,52 	 18,57 	 4 574,45 	 147,76 	 367,22 	 2 621,40 	 289,88 
06.06.2009	 2 250,80 	 2 025,77 	 366,27 	 531,94 	 2 791,00 	 3 964,89 	 874,58 	 22,80 	 2 533,59 	 408,44 	 253,23 	 9 709,51 	 5 584,79 	 1 147,38 	 249,75 	 1 811,16 	 443,15 	 90,94 	 4 329,96 	 1 931,96 	 64,52 	 18,56 	 4 477,46 	 146,72 	 363,62 	 2 609,39 	 288,71 
